"DISABLED -- 2012 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE, BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES,,,,,,
04120,ARKANSAS                 ,CLEVELAND              ,328,"914,955",232.46,"779,833",198.13,"27,908","92,820","14,393",303,"1,155,183",317.71,0.938,,,,,,
04130,ARKANSAS                 ,COLUMBIA               ,"1,060","3,195,529",251.22,"2,929,254",230.29,"38,151","213,914","14,209",998,"3,310,324",276.41,0.956,,,,,,
04140,ARKANSAS                 ,CONWAY                 ,"1,020","2,426,955",198.28,"2,221,855",181.52,"27,008","160,910","17,182",922,"4,286,600",387.44,0.936,,,,,,
04150,ARKANSAS                 ,CRAIGHEAD              ,"3,738","11,047,852",246.30,"9,679,760",215.80,"183,146","1,096,490","88,455","3,432","13,463,797",326.92,0.925,,,,,,
04160,ARKANSAS                 ,CRAWFORD               ,"1,984","5,992,453",251.70,"5,409,418",227.21,"111,171","460,166","11,696","1,701","6,050,713",296.43,0.939,,,,,,
04170,ARKANSAS                 ,CRITTENDEN             ,"1,831","6,891,750",313.66,"5,749,891",261.69,"220,927","846,640","74,290","1,644","6,025,562",305.43,1.008,,,,,,
04180,ARKANSAS                 ,CROSS                  ,660,"2,156,129",272.24,"1,881,425",237.55,"45,652","212,796","16,255",600,"2,461,064",341.81,0.939,,,,,,
04190,ARKANSAS                 ,DALLAS                 ,340,"1,139,935",279.40,"997,191",244.41,"31,933","93,011","17,798",312,"1,429,166",381.72,0.947,,,,,,
04200,ARKANSAS                 ,DESHA                  ,532,"1,742,793",272.99,"1,540,496",241.31,"43,380","131,692","27,223",485,"2,153,605",370.04,0.964,,,,,,
04210,ARKANSAS                 ,DREW                   ,703,"2,013,431",238.67,"1,764,276",209.14,"43,756","186,907","18,490",657,"2,856,410",362.30,0.975,,,,,,
04220,ARKANSAS                 ,FAULKNER               ,"3,170","8,396,878",220.74,"7,375,942",193.90,"211,756","715,084","94,095","2,788","10,306,814",308.07,0.893,,,,,,
04230,ARKANSAS                 ,FRANKLIN               ,621,"2,650,407",355.66,"2,486,969",333.73,"15,468","142,366","5,603",549,"1,730,246",262.64,0.897,,,,,,
04240,ARKANSAS                 ,FULTON                 ,658,"1,897,990",240.37,"1,704,998",215.93,"35,999","145,942","11,050",593,"2,314,469",325.25,0.955,,,,,,
04250,ARKANSAS                 ,GARLAND                ,"3,727","12,323,391",275.54,"11,235,939",251.23,"146,255","871,782","69,413","3,335","13,601,064",339.86,0.933,,,,,,
04260,ARKANSAS                 ,GRANT                  ,545,"1,072,828",164.04,"939,334",143.63,"20,968","99,411","13,114",482,"1,906,218",329.57,0.931,,,,,,
04270,ARKANSAS                 ,GREENE                 ,"1,815","5,362,233",246.20,"4,616,277",211.95,"90,855","620,328","34,772","1,674","6,242,277",310.75,0.938,,,,,,
04280,ARKANSAS                 ,HEMPSTEAD              ,672,"1,544,331",191.51,"1,411,084",174.99,"13,331","110,770","9,145",625,"1,849,298",246.57,0.965,,,,,,
04290,ARKANSAS                 ,HOT SPRING             ,"1,241","4,616,048",309.97,"4,244,268",285.00,"76,606","269,913","25,260","1,126","4,647,471",343.95,0.973,,,,,,
04300,ARKANSAS                 ,HOWARD                 ,600,"1,506,866",209.29,"1,355,349",188.24,"25,887","113,522","12,107",556,"1,915,810",287.14,0.936,,,,,,
04310,ARKANSAS                 ,INDEPENDENCE           ,"1,752","4,328,942",205.90,"3,643,934",173.32,"55,789","602,833","26,385","1,612","7,017,245",362.76,1.007,,,,,,
04320,ARKANSAS                 ,IZARD                  ,714,"1,839,295",214.67,"1,611,566",188.09,"39,288","173,457","14,983",664,"2,845,745",357.15,0.908,,,,,,
04330,ARKANSAS                 ,JACKSON                ,820,"3,411,529",346.70,"3,023,111",307.23,"40,884","325,421","22,113",765,"3,682,205",401.11,1.063,,,,,,
04340,ARKANSAS                 ,JEFFERSON              ,"3,055","7,891,236",215.25,"6,629,358",180.83,"236,897","835,416","189,564","2,707","10,565,417",325.25,0.951,,,,,,
04350,ARKANSAS                 ,JOHNSON                ,980,"2,196,316",186.76,"1,945,867",165.46,"28,419","210,632","11,395",877,"2,723,708",258.81,0.881,,,,,,
04360,ARKANSAS                 ,LAFAYETTE              ,316,"1,198,384",316.03,"1,097,571",289.44,"14,370","78,079","8,363",294,"1,088,402",308.50,1.019,,,,,,
04370,ARKANSAS                 ,LAWRENCE               ,999,"2,694,994",224.81,"2,373,122",197.96,"37,218","269,445","15,207",928,"3,455,911",310.34,0.909,,,,,,
04380,ARKANSAS                 ,LEE                    ,308,"1,480,768",400.64,"1,240,954",335.76,"66,275","155,366","18,171",286,"1,102,491",321.24,0.966,,,,,,
04390,ARKANSAS                 ,LINCOLN                ,433,"1,175,366",226.21,"1,002,471",192.93,"29,897","123,152","19,845",391,"1,621,038",345.49,0.997,,,,,,
04400,ARKANSAS                 ,LITTLE RIVER           ,518,"2,171,496",349.34,"1,976,532",317.97,"19,836","164,521","10,605",478,"2,251,026",392.44,0.994,,,,,,
04410,ARKANSAS                 ,LOGAN                  ,"1,001","1,852,636",154.23,"1,668,627",138.91,"30,070","143,330","10,607",896,"2,931,150",272.61,0.865,,,,,,
04420,ARKANSAS                 ,LONOKE                 ,"2,014","6,650,566",275.18,"5,941,588",245.85,"146,987","495,130","66,860","1,766","7,115,670",335.77,0.940,,,,,,
04430,ARKANSAS                 ,MADISON                ,765,"1,794,321",195.46,"1,646,986",179.41,"27,345","107,194","12,793",678,"2,206,682",271.22,0.862,,,,,,
04440,ARKANSAS                 ,MARION                 ,769,"1,832,996",198.63,"1,692,165",183.37,"17,834","116,758","6,238",679,"2,241,231",275.07,0.904,,,,,,
04450,ARKANSAS                 ,MILLER                 ,"1,385","4,291,089",258.19,"3,781,397",227.52,"56,619","428,912","24,160","1,236","4,494,326",303.02,0.990,,,,,,
04460,ARKANSAS                 ,MISSISSIPPI            ,"2,060","6,278,398",253.98,"5,367,315",217.12,"114,998","754,054","42,029","1,872","6,398,560",284.84,0.980,,,,,,
04470,ARKANSAS                 ,MONROE                 ,341,"1,044,656",255.29,"844,647",206.41,"50,935","127,527","21,545",317,"1,235,054",324.67,0.960,,,,,,
04480,ARKANSAS                 ,MONTGOMERY             ,339,"804,555",197.78,"753,490",185.22,"4,507","44,458","2,098",305,"990,044",270.50,0.889,,,,,,
04490,ARKANSAS                 ,NEVADA                 ,399,"1,461,240",305.19,"1,352,731",282.53,"14,720","85,761","8,025",364,"1,187,682",271.91,0.977,,,,,,
04500,ARKANSAS                 ,NEWTON                 ,418,"662,992",132.18,"580,082",115.65,"14,555","62,427","5,927",377,"896,016",198.06,0.848,,,,,,
04510,ARKANSAS                 ,OUACHITA               ,"1,224","3,499,896",238.28,"3,218,000",219.09,"42,686","219,836","19,372","1,109","3,864,776",290.41,0.947,,,,,,
04520,ARKANSAS                 ,PERRY                  ,450,"1,019,154",188.73,"904,586",167.52,"20,320","79,533","14,714",390,"1,540,440",329.15,0.948,,,,,,
04530,ARKANSAS                 ,PHILLIPS               ,815,"2,532,769",258.97,"2,169,304",221.81,"75,510","260,204","27,750",763,"2,566,291",280.29,0.952,,,,,,
04540,ARKANSAS                 ,PIKE                   ,429,"1,236,602",240.21,"1,163,437",226.00,"4,510","66,334","2,319",384,"1,500,683",325.67,0.899,,,,,,
04550,ARKANSAS                 ,POINSETT               ,"1,270","4,590,202",301.19,"4,019,260",263.73,"87,616","447,664","35,660","1,184","4,814,268",338.84,1.049,,,,,,
04560,ARKANSAS                 ,POLK                   ,855,"2,249,921",219.29,"2,067,897",201.55,"21,414","152,164","8,445",770,"3,146,791",340.56,0.903,,,,,,
04570,ARKANSAS                 ,POPE                   ,"2,363","7,107,599",250.66,"6,313,216",222.64,"95,675","661,528","37,179","2,150","8,319,119",322.45,0.909,,,,,,
04580,ARKANSAS                 ,PRAIRIE                ,365,"1,346,570",307.44,"1,179,582",269.31,"34,026","122,998","9,963",324,"1,270,885",326.87,0.982,,,,,,
04590,ARKANSAS                 ,PULASKI                ,"13,736","48,282,669",292.92,"41,339,675",250.80,"1,591,475","4,422,756","928,762","11,875","44,876,446",314.92,0.954,,,,,,
04600,ARKANSAS                 ,RANDOLPH               ,783,"1,562,635",166.31,"1,372,427",146.07,"23,246","154,991","11,969",716,"2,180,103",253.74,0.874,,,,,,
04610,ARKANSAS                 ,ST. FRANCIS            ,"1,198","3,611,932",251.25,"3,138,952",218.35,"82,307","369,900","20,771","1,108","3,422,177",257.38,0.912,,,,,,
04620,ARKANSAS                 ,SALINE                 ,"1,821","6,236,197",285.38,"5,525,758",252.87,"138,762","484,582","87,094","1,602","6,115,937",318.14,0.953,,,,,,
04630,ARKANSAS                 ,SCOTT                  ,462,"887,753",160.13,"829,456",149.61,"4,552","52,784",960,417,"1,285,019",256.80,0.914,,,,,,
04640,ARKANSAS                 ,SEARCY                 ,454,"1,447,090",265.62,"1,300,519",238.71,"29,094","107,518","9,957",420,"1,739,339",345.11,0.925,,,,,,
04650,ARKANSAS                 ,SEBASTIAN              ,"4,137","12,619,194",254.19,"11,384,054",229.31,"201,262","987,201","46,674","3,573","12,871,117",300.19,0.937,,,,,,
04660,ARKANSAS                 ,SEVIER                 ,498,"1,510,707",252.80,"1,409,979",235.94,"7,677","88,185","4,864",465,"2,018,522",361.74,1.015,,,,,,
04670,ARKANSAS                 ,SHARP                  ,"1,027","3,260,149",264.54,"2,780,374",225.61,"52,331","408,987","18,456",937,"4,639,518",412.62,0.957,,,,,,
04680,ARKANSAS                 ,STONE                  ,659,"1,820,391",230.20,"1,669,174",211.07,"13,396","127,970","9,849",610,"3,029,061",413.81,0.964,,,,,,
04690,ARKANSAS                 ,UNION                  ,"2,265","7,389,385",271.87,"6,678,555",245.72,"156,195","467,005","87,628","2,103","6,689,682",265.08,0.913,,,,,,
04700,ARKANSAS                 ,VAN BUREN              ,748,"1,743,809",194.27,"1,551,183",172.81,"36,232","137,618","18,776",659,"2,545,327",321.87,0.895,,,,,,
04710,ARKANSAS                 ,WASHINGTON             ,"4,844","15,371,872",264.45,"14,040,534",241.55,"286,168","928,727","116,441","4,175","15,659,343",312.56,0.891,,,,,,
04720,ARKANSAS                 ,WHITE                  ,"3,016","11,447,760",316.31,"10,096,547",278.97,"161,238","1,111,820","78,153","2,707","11,876,971",365.63,0.969,,,,,,
04730,ARKANSAS                 ,WOODRUFF               ,368,"1,418,760",321.28,"1,272,040",288.05,"10,920","128,946","6,853",335,"1,487,842",370.11,1.059,,,,,,
04740,ARKANSAS                 ,YELL                   ,959,"3,220,716",279.87,"2,911,915",253.03,"40,753","249,097","18,950",877,"3,204,626",304.51,0.984,,,,,,
05000,CALIFORNIA               ,ALAMEDA                ,"19,990","103,964,990",433.40,"87,923,602",366.53,"2,903,675","11,929,042","1,208,668","16,837","72,525,400",358.96,0.981,,,,,,
05010,CALIFORNIA               ,ALPINE                 ,30,"62,434",173.43,"53,143",147.62,"4,219","4,116",955,27,"89,182",275.25,0.852,,,,,,
05020,CALIFORNIA               ,AMADOR                 ,955,"4,950,637",431.99,"4,323,577",377.28,"128,800","462,912","35,346",828,"3,354,669",337.63,0.877,,,,,,
05030,CALIFORNIA               ,BUTTE                  ,"8,462","33,134,346",326.31,"28,790,943",283.53,"793,911","3,408,190","141,301","7,763","30,956,059",332.30,0.999,,,,,,
05040,CALIFORNIA               ,CALAVERAS              ,"1,263","5,636,395",371.89,"4,954,634",326.91,"246,650","395,004","40,106","1,103","3,891,274",293.99,0.850,,,,,,
05050,CALIFORNIA               ,COLUSA                 ,474,"1,784,593",313.75,"1,506,534",264.86,"94,490","167,746","15,822",432,"1,374,426",265.13,0.895,,,,,,
05060,CALIFORNIA               ,CONTRA COSTA           ,"14,994","67,039,691",372.59,"59,338,271",329.79,"1,415,939","5,779,354","506,126","12,261","48,220,315",327.74,0.944,,,,,,
05070,CALIFORNIA               ,DEL NORTE              ,"1,135","2,267,919",166.51,"1,976,725",145.13,"49,416","230,854","10,922","1,057","3,588,114",282.89,1.002,,,,,,
05080,CALIFORNIA               ,EL DORADO              ,"3,840","12,713,102",275.89,"11,328,125",245.84,"303,041","1,002,538","79,396","3,226","13,041,848",336.89,0.897,,,,,,
05090,CALIFORNIA               ,FRESNO                 ,"15,991","70,290,935",366.30,"56,233,402",293.05,"2,605,052","10,815,614","636,865","14,134","70,866,032",417.82,0.986,,,,,,
05100,CALIFORNIA               ,GLENN                  ,764,"3,193,011",348.28,"2,873,483",313.43,"71,968","234,926","12,632",690,"3,158,349",381.44,0.912,,,,,,
05110,CALIFORNIA               ,HUMBOLDT               ,"5,397","15,743,976",243.10,"13,919,276",214.92,"419,174","1,338,851","66,673","4,994","16,048,444",267.80,0.899,,,,,,
05120,CALIFORNIA               ,IMPERIAL               ,"3,717","15,381,854",344.85,"12,703,079",284.80,"312,948","2,294,875","70,951","3,345","16,222,390",404.15,1.066,,,,,,
05130,CALIFORNIA               ,INYO                   ,324,"2,505,008",644.29,"2,264,062",582.32,"70,608","157,661","12,675",298,"1,694,076",473.73,0.848,,,,,,
05140,CALIFORNIA               ,KERN                   ,"15,799","65,707,049",346.58,"52,912,773",279.09,"1,515,867","10,659,337","619,070","13,883","65,257,963",391.71,1.028,,,,,,
05150,CALIFORNIA               ,KINGS                  ,"2,428","9,986,089",342.74,"8,120,066",278.70,"266,851","1,540,729","58,443","2,119","10,721,426",421.64,0.970,,,,,,
05160,CALIFORNIA               ,LAKE                   ,"3,538","16,751,347",394.56,"14,775,186",348.01,"448,513","1,417,920","109,728","3,242","16,170,916",415.66,0.989,,,,,,
05170,CALIFORNIA               ,LASSEN                 ,833,"3,029,397",303.06,"2,823,926",282.51,"42,939","149,656","12,874",727,"2,668,102",305.83,0.862,,,,,,
05200,CALIFORNIA               ,LOS ANGELES            ,"107,526","742,734,094",575.62,"611,193,618",473.68,"17,652,683","106,196,100","7,691,692","93,086","530,367,142",474.80,1.150,,,,,,
05210,CALIFORNIA               ,                       ,        .,           .,      .  ,           .,      .  ,          .,          .,          .,        .,           .,      .  ,1.150,,,,,,
05300,CALIFORNIA               ,MADERA                 ,"2,698","10,736,111",331.61,"8,572,285",264.77,"366,839","1,718,357","78,628","2,341","9,399,282",334.59,0.974,,,,,,
05310,CALIFORNIA               ,MARIN                  ,"2,982","11,920,258",333.12,"10,807,931",302.03,"366,990","633,439","111,895","2,584","10,823,875",349.07,0.879,,,,,,
05320,CALIFORNIA               ,MARIPOSA               ,532,"1,859,719",291.31,"1,622,391",254.13,"53,830","169,178","14,319",471,"2,065,892",365.52,0.904,,,,,,
05330,CALIFORNIA               ,MENDOCINO              ,"3,537","11,904,572",280.48,"10,473,024",246.75,"444,040","889,082","98,425","3,260","11,504,624",294.09,0.879,,,,,,
05340,CALIFORNIA               ,MERCED                 ,"4,978","19,646,110",328.88,"15,781,012",264.18,"949,481","2,641,137","274,479","4,491","19,967,455",370.51,1.023,,,,,,
05350,CALIFORNIA               ,MODOC                  ,342,"1,696,304",413.33,"1,494,290",364.11,"55,363","137,619","9,030",314,"1,455,352",386.24,0.854,,,,,,
05360,CALIFORNIA               ,MONO                   ,234,"1,003,048",357.21,"940,870",335.07,"19,029","36,289","6,859",207,"1,176,455",473.61,0.745,,,,,,
05370,CALIFORNIA               ,MONTEREY               ,"6,632","30,419,669",382.23,"26,120,817",328.22,"793,016","3,213,717","292,118","5,994","24,016,917",333.90,0.919,,,,,,
05380,CALIFORNIA               ,NAPA                   ,"2,432","7,405,797",253.76,"6,588,806",225.77,"177,752","587,838","51,399","2,034","6,541,108",267.99,1.005,,,,,,
05390,CALIFORNIA               ,NEVADA                 ,"2,367","7,162,326",252.16,"6,394,096",225.11,"205,553","517,168","45,508","2,107","7,809,532",308.87,0.874,,,,,,
05400,CALIFORNIA               ,ORANGE                 ,"21,858","132,030,805",503.37,"116,317,228",443.46,"2,722,359","12,066,138","925,079","17,847","109,171,077",509.75,1.044,,,,,,
05410,CALIFORNIA               ,PLACER                 ,"5,904","20,633,712",291.24,"18,498,949",261.11,"550,922","1,449,406","134,433","4,807","20,806,687",360.70,0.905,,,,,,
05420,CALIFORNIA               ,PLUMAS                 ,851,"3,628,385",355.31,"3,259,101",319.14,"119,875","225,692","23,716",780,"3,551,297",379.41,0.873,,,,,,
05430,CALIFORNIA               ,RIVERSIDE              ,"25,502","126,308,144",412.74,"107,723,504",352.01,"2,704,070","14,903,323","977,246","20,914","98,862,133",393.92,1.032,,,,,,
05440,CALIFORNIA               ,SACRAMENTO             ,"28,691","121,492,773",352.88,"99,478,784",288.94,"6,462,908","13,719,627","1,831,453","23,814","80,820,606",282.82,0.969,,,,,,
05450,CALIFORNIA               ,SAN BENITO             ,864,"3,154,870",304.29,"2,692,393",259.68,"128,360","303,543","30,573",738,"4,163,455",470.13,0.898,,,,,,
05460,CALIFORNIA               ,SAN BERNARDINO         ,"27,265","143,283,548",437.93,"119,156,992",364.19,"3,762,986","18,817,911","1,545,657","22,508","100,687,747",372.79,1.075,,,,,,
05470,CALIFORNIA               ,SAN DIEGO              ,"37,261","216,635,513",484.50,"186,676,863",417.50,"6,206,331","21,922,284","1,830,034","31,376","167,947,339",446.06,1.006,,,,,,
05480,CALIFORNIA               ,SAN FRANCISCO          ,"13,618","70,684,417",432.54,"53,403,002",326.79,"6,522,916","8,627,313","2,131,184","12,144","45,841,672",314.57,1.036,,,,,,
05490,CALIFORNIA               ,SAN JOAQUIN            ,"13,467","55,629,803",344.24,"46,574,289",288.20,"1,872,286","6,748,923","434,303","11,572","43,137,844",310.65,0.993,,,,,,
05500,CALIFORNIA               ,SAN LUIS OBISPO        ,"5,857","18,720,065",266.35,"16,846,272",239.69,"520,121","1,233,545","120,126","5,138","23,044,232",373.75,0.885,,,,,,
05510,CALIFORNIA               ,SAN MATEO              ,"5,417","21,684,522",333.59,"18,643,421",286.80,"1,366,675","1,344,916","329,509","4,198","16,194,174",321.47,0.880,,,,,,
05520,CALIFORNIA               ,SANTA BARBARA          ,"8,013","28,059,759",291.81,"24,523,886",255.04,"733,476","2,575,980","226,415","7,207","30,796,024",356.09,0.953,,,,,,
05530,CALIFORNIA               ,SANTA CLARA            ,"18,123","95,050,295",437.06,"79,067,027",363.57,"4,275,179","10,195,923","1,512,164","15,285","63,048,768",343.74,0.940,,,,,,
05540,CALIFORNIA               ,SANTA CRUZ             ,"5,190","23,360,294",375.09,"20,163,284",323.75,"521,915","2,561,083","114,011","4,650","19,114,789",342.56,0.916,,,,,,
05550,CALIFORNIA               ,SHASTA                 ,"8,707","32,116,204",307.38,"28,283,544",270.70,"757,383","2,913,295","161,979","8,007","32,231,579",335.45,0.948,,,,,,
05560,CALIFORNIA               ,SIERRA                 ,109,"313,697",239.83,"304,284",232.63,920,"7,839",653,103,"563,906",456.23,0.912,,,,,,
05570,CALIFORNIA               ,SISKIYOU               ,"1,880","6,498,401",288.05,"6,084,884",269.72,"113,725","277,232","22,559","1,711","7,162,840",348.86,0.839,,,,,,
05580,CALIFORNIA               ,SOLANO                 ,"6,464","21,761,336",280.55,"18,382,095",236.98,"520,817","2,723,669","134,754","5,038","16,695,543",276.16,0.862,,,,,,
05590,CALIFORNIA               ,SONOMA                 ,"8,705","32,368,460",309.86,"28,567,545",273.48,"1,078,066","2,353,931","368,917","7,463","30,483,033",340.38,0.947,,,,,,
05600,CALIFORNIA               ,STANISLAUS             ,"10,793","42,998,841",332.00,"36,060,157",278.42,"1,212,398","5,493,306","232,979","9,393","39,053,928",346.48,0.973,,,,,,
05610,CALIFORNIA               ,SUTTER                 ,"2,759","12,094,058",365.29,"10,701,827",323.24,"358,579","968,754","64,897","2,519","10,248,466",339.04,0.972,,,,,,
05620,CALIFORNIA               ,TEHAMA                 ,"2,261","8,071,299",297.48,"7,092,357",261.40,"219,317","728,895","30,728","2,091","8,373,115",333.70,0.908,,,,,,
05630,CALIFORNIA               ,TRINITY                ,"1,216","6,642,579",455.22,"5,910,068",405.02,"153,780","538,324","40,405","1,122","4,844,449",359.81,0.911,,,,,,
05640,CALIFORNIA               ,TULARE                 ,"8,304","30,737,828",308.46,"24,763,969",248.51,"803,926","4,988,923","181,009","7,498","33,339,450",370.54,0.970,,,,,,
05650,CALIFORNIA               ,TUOLUMNE               ,"1,910","6,750,330",294.52,"6,017,964",262.56,"139,698","555,945","36,721","1,728","7,249,840",349.63,0.955,,,,,,
05660,CALIFORNIA               ,VENTURA                ,"11,958","44,485,955",310.02,"38,126,583",265.70,"1,099,838","4,843,200","416,332","10,262","50,204,113",407.69,0.974,,,,,,
05670,CALIFORNIA               ,YOLO                   ,"2,358","8,802,881",311.10,"7,546,776",266.71,"317,843","849,365","88,895","1,907","6,550,157",286.23,0.917,,,,,,
05680,CALIFORNIA               ,YUBA                   ,"2,453","9,814,313",333.41,"8,776,510",298.16,"185,147","812,196","40,458","2,235","9,057,035",337.70,0.986,,,,,,
06000,COLORADO                 ,ADAMS                  ,"5,462","20,669,104",315.35,"17,613,835",268.73,"1,077,351","1,631,552","346,366","4,530","19,639,210",361.28,0.972,,,,,,
06010,COLORADO                 ,ALAMOSA                ,395,"1,103,913",232.89,"1,036,924",218.76,"13,883","49,914","3,190",359,"1,102,114",255.83,0.880,,,,,,
06020,COLORADO                 ,ARAPAHOE               ,"6,859","29,744,169",361.38,"26,049,443",316.49,"1,607,829","1,590,089","496,806","5,656","27,515,106",405.40,0.953,,,,,,
06030,COLORADO                 ,ARCHULETA              ,224,"444,362",165.31,"398,603",148.29,"15,890","23,685","6,182",197,"800,192",338.49,0.757,,,,,,
06040,COLORADO                 ,BACA                   ,86,"340,419",329.86,"307,150",297.63,"11,611","17,249","4,407",81,"478,575",492.36,0.936,,,,,,
06050,COLORADO                 ,BENT                   ,172,"682,897",330.86,"629,678",305.08,"7,991","42,432","2,795",147,"607,224",344.23,0.997,,,,,,
06060,COLORADO                 ,BOULDER                ,"3,671","11,852,093",269.05,"11,036,651",250.54,"253,277","477,199","84,964","3,193","13,517,446",352.79,0.862,,,,,,
06070,COLORADO                 ,CHAFFEE                ,357,"1,342,726",313.43,"1,222,305",285.32,"53,956","57,132","9,331",322,"1,550,744",401.33,0.818,,,,,,
06080,COLORADO                 ,CHEYENNE               ,27,"117,099",361.42,"106,067",327.37,"1,548","8,565",917,23,"103,836",376.22,0.965,,,,,,
06090,COLORADO                 ,CLEAR CREEK            ,110,"329,653",249.74,"292,683",221.73,"15,225","16,804","4,939",92,"306,085",277.25,0.835,,,,,,
06100,COLORADO                 ,CONEJOS                ,196,"495,579",210.71,"466,894",198.51,"1,740","25,700","1,242",181,"683,554",314.71,0.927,,,,,,
06110,COLORADO                 ,COSTILLA               ,155,"421,102",226.40,"398,197",214.08,"1,452","20,471",980,136,"406,012",248.78,0.809,,,,,,
06120,COLORADO                 ,CROWLEY                ,126,"464,699",307.34,"420,529",278.13,"3,669","37,545","2,955",115,"405,193",293.62,0.953,,,,,,
06130,COLORADO                 ,CUSTER                 ,106,"390,619",307.09,"347,011",272.81,"9,047","32,383","2,177",93,"416,501",373.21,0.713,,,,,,
06140,COLORADO                 ,DELTA                  ,668,"2,013,541",251.19,"1,859,081",231.92,"40,876","101,697","11,886",604,"2,098,467",289.52,0.777,,,,,,
06150,COLORADO                 ,DENVER                 ,"8,633","39,634,555",382.59,"32,322,420",312.00,"2,719,924","3,502,218","1,089,992","7,395","29,462,090",332.00,0.981,,,,,,
06160,COLORADO                 ,DOLORES                ,62,"243,937",327.87,"225,929",303.67,"6,048","9,760","2,198",57,"264,582",386.82,0.802,,,,,,
06170,COLORADO                 ,DOUGLAS                ,"1,038","4,065,309",326.37,"3,617,833",290.45,"240,937","168,774","37,762",775,"4,434,875",476.87,0.875,,,,,,
06180,COLORADO                 ,EAGLE                  ,187,"787,982",351.15,"687,179",306.23,"45,387","45,894","9,521",159,"926,533",485.60,0.702,,,,,,
06190,COLORADO                 ,ELBERT                 ,294,"1,099,842",311.75,"1,038,191",294.27,"13,592","43,828","4,229",237,"1,321,622",464.71,0.823,,,,,,
06200,COLORADO                 ,EL PASO                ,"9,956","30,987,361",259.37,"28,360,324",237.38,"619,214","1,887,993","119,827","8,365","35,891,872",357.56,0.901,,,,,,
06210,COLORADO                 ,FREMONT                ,"1,343","3,670,673",227.77,"3,392,405",210.50,"59,142","200,623","18,504","1,178","5,121,578",362.31,0.920,,,,,,
06220,COLORADO                 ,GARFIELD               ,671,"3,017,697",374.78,"2,785,661",345.96,"71,951","146,022","14,062",603,"3,192,360",441.18,0.826,,,,,,
06230,COLORADO                 ,GILPIN                 ,69,"143,291",173.06,"130,349",157.43,"2,406","9,517","1,019",58,"192,888",277.14,0.821,,,,,,
06240,COLORADO                 ,GRAND                  ,135,"1,111,460",686.09,"1,006,997",621.60,"25,985","63,629","14,847",119,"912,211",638.80,0.771,,,,,,
06250,COLORADO                 ,GUNNISON               ,144,"498,041",288.22,"477,064",276.08,"7,543","11,169","2,264",133,"629,718",394.56,0.760,,,,,,
