AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
43140,SOUTH DAKOTA             ,CODINGTON,"99,331","139,332","107,371","6,492","9,570",,
43150,SOUTH DAKOTA             ,CORSON,"181,782","98,659","104,479","15,477","-2,765",,
43160,SOUTH DAKOTA             ,CUSTER,"133,169","37,243","-81,554","-108,303","-60,061",,
43170,SOUTH DAKOTA             ,DAVISON,"113,476","140,375","143,742","-1,156",-943,,
43180,SOUTH DAKOTA             ,DAY,"127,010","148,773","115,195",470,"12,047",,
43190,SOUTH DAKOTA             ,DEUEL,"25,580","44,884","38,946",-508,-156,,
43200,SOUTH DAKOTA             ,DEWEY,"94,255","81,623","21,472","-27,720","-18,707",,
43210,SOUTH DAKOTA             ,DOUGLAS,"25,005","39,332","46,965","2,301","1,246",,
43220,SOUTH DAKOTA             ,EDMUNDS,"150,541","230,971","133,670","9,934","4,730",,
43230,SOUTH DAKOTA             ,FALL RIVER,"152,735","52,794","-55,369","-107,168","-64,022",,
43240,SOUTH DAKOTA             ,FAULK,"106,573","55,804","81,863","3,398","1,327",,
43250,SOUTH DAKOTA             ,GRANT,"48,839","77,913","69,553","3,572","3,114",,
43260,SOUTH DAKOTA             ,GREGORY,"46,593","67,027","63,644","1,654",193,,
43270,SOUTH DAKOTA             ,HAAKON,"32,532","7,789","-11,908","-28,162","-16,490",,
43280,SOUTH DAKOTA             ,HAMLIN,"32,313","40,374","44,194","2,914","1,314",,
43290,SOUTH DAKOTA             ,HAND,"45,018","63,197","43,751","-2,338",-184,,
43300,SOUTH DAKOTA             ,HANSON,"24,508","23,126","25,330","-6,676","2,724",,
43310,SOUTH DAKOTA             ,HARDING,"26,865","2,879","-1,068","-10,666","-7,003",,
43320,SOUTH DAKOTA             ,HUGHES,"74,616","73,836","51,274","-22,117","-5,189",,
43330,SOUTH DAKOTA             ,HUTCHINSON,"75,419","113,658","104,353","4,947","1,349",,
43340,SOUTH DAKOTA             ,HYDE,"20,854","16,548","11,819",0,"-1,013",,
43350,SOUTH DAKOTA             ,JACKSON,"31,482","6,578","-8,103","-13,715","-4,525",,
43360,SOUTH DAKOTA             ,JERAULD,"16,487","31,734","21,304","2,866",769,,
43370,SOUTH DAKOTA             ,JONES,"11,245","8,324","6,872","-16,506","-1,146",,
43380,SOUTH DAKOTA             ,KINGSBURY,"68,120","104,198","124,340","1,593","2,555",,
43390,SOUTH DAKOTA             ,LAKE,"98,382","132,290","97,268","-3,854","-9,113",,
43400,SOUTH DAKOTA             ,LAWRENCE,"196,559","77,634","-64,808","-154,926","-102,609",,
43410,SOUTH DAKOTA             ,LINCOLN,"122,941","175,501","180,472","-1,333","7,332",,
43420,SOUTH DAKOTA             ,LYMAN,"22,360","25,070","9,372","-1,160","-1,301",,
43430,SOUTH DAKOTA             ,MCCOOK,"57,734","105,958","87,368",-813,"1,290",,
43440,SOUTH DAKOTA             ,MCPHERSON,"82,988","104,528","61,850",-143,-23,,
43450,SOUTH DAKOTA             ,MARSHALL,"71,762","113,674","108,726","4,765","4,146",,
43460,SOUTH DAKOTA             ,MEADE,"263,499","94,743","-112,740","-231,499","-118,682",,
43470,SOUTH DAKOTA             ,MELLETTE,"17,834","16,800","14,862","-9,697","-3,644",,
43480,SOUTH DAKOTA             ,MINER,"30,116","34,019","38,997",228,94,,
43490,SOUTH DAKOTA             ,MINNEHAHA,"1,377,696","2,210,716","2,166,327","72,312","43,025",,
43500,SOUTH DAKOTA             ,MOODY,"49,129","61,722","62,415","4,395",-22,,
43510,SOUTH DAKOTA             ,PENNINGTON,"1,825,315","458,137","-780,664","-1,513,097","-821,645",,
43520,SOUTH DAKOTA             ,PERKINS,"117,813","84,082","34,667","-11,176","-10,214",,
43530,SOUTH DAKOTA             ,POTTER,"82,483","73,631","59,718","-3,891","2,151",,
43540,SOUTH DAKOTA             ,ROBERTS,"135,362","141,152","150,215","3,814","15,143",,
43550,SOUTH DAKOTA             ,SANBORN,"12,021","33,621","20,515",189,"4,627",,
43560,SOUTH DAKOTA             ,SHANNON,"112,317","43,373","-51,434","-135,180","-67,243",,
43570,SOUTH DAKOTA             ,SPINK,"180,547","270,020","181,901","8,860","7,688",,
43580,SOUTH DAKOTA             ,STANLEY,"21,706","12,140","11,662","-4,852","-2,351",,
43590,SOUTH DAKOTA             ,SULLY,"13,040","8,594","5,344","-2,668","-1,995",,
43600,SOUTH DAKOTA             ,TODD,"60,169","42,523","25,332","-39,338","-16,591",,
43610,SOUTH DAKOTA             ,TRIPP,"34,515","62,798","52,557","-9,477","-4,076",,
43620,SOUTH DAKOTA             ,TURNER,"104,928","178,346","148,837","7,648",186,,
43630,SOUTH DAKOTA             ,UNION,"81,346","148,864","148,122","-1,989","-15,345",,
43640,SOUTH DAKOTA             ,WALWORTH,"155,510","149,421","106,974","-2,702","1,006",,
43670,SOUTH DAKOTA             ,YANKTON,"286,448","356,771","378,287","15,975","8,768",,
43680,SOUTH DAKOTA             ,ZIEBACH,"18,495","11,113","-6,086","-15,414","-8,438",,
44000,TENNESSEE                ,ANDERSON,"-922,902","-844,507","-795,516","-853,713","-611,959",,
44010,TENNESSEE                ,BEDFORD,"-489,093","-463,795","-440,376","-263,076","-106,737",,
44020,TENNESSEE                ,BENTON,"-215,394","-190,075","-195,711","-154,139","-60,025",,
44030,TENNESSEE                ,BLEDSOE,"-48,956","-30,816","-31,796","-30,625",206,,
44040,TENNESSEE                ,BLOUNT,"-1,281,865","-1,120,658","-1,093,415","-1,133,101","-816,089",,
44050,TENNESSEE                ,BRADLEY,"-627,668","-367,450","-323,153","-242,288","-56,303",,
44060,TENNESSEE                ,CAMPBELL,"-331,854","-282,580","-261,329","-237,137","-259,400",,
44070,TENNESSEE                ,CANNON,"-182,200","-141,659","-167,138","-95,329","-20,783",,
44080,TENNESSEE                ,CARROLL,"-409,463","-363,741","-371,444","-280,082","-45,415",,
44090,TENNESSEE                ,CARTER,"-566,265","-590,403","-538,158","-560,115","-290,426",,
44100,TENNESSEE                ,CHEATHAM,"-261,434","-220,220","-231,804","-140,614","-26,667",,
44110,TENNESSEE                ,CHESTER,"-95,154","-76,839","-85,430","-85,663","-4,971",,
44120,TENNESSEE                ,CLAIBORNE,"-220,985","-208,501","-186,016","-183,347","-140,245",,
44130,TENNESSEE                ,CLAY,"-1,679","-50,299","-51,068","-49,992","-8,214",,
44140,TENNESSEE                ,COCKE,"-371,747","-349,994","-344,948","-342,206","-233,350",,
44150,TENNESSEE                ,COFFEE,"-702,779","-663,279","-628,478","-164,533","-116,740",,
44160,TENNESSEE                ,CROCKETT,"-108,070","-74,459","-116,725","-88,436","30,029",,
44170,TENNESSEE                ,CUMBERLAND,"-194,786","-374,794","-450,196","-348,380","-127,501",,
44180,TENNESSEE                ,DAVIDSON,"-4,159,746","-3,369,213","-3,704,358","-1,822,630","-329,520",,
44190,TENNESSEE                ,DECATUR,"-175,648","-175,085","-142,746","-115,394","-14,383",,
44200,TENNESSEE                ,DEKALB,"-432,373","-396,259","-346,360","-124,162","-55,332",,
44210,TENNESSEE                ,DICKSON,"-520,236","-433,005","-515,395","-258,960","-55,596",,
44220,TENNESSEE                ,DYER,"-187,024","-145,132","-133,707","-94,599","46,690",,
44230,TENNESSEE                ,FAYETTE,"-188,134","-177,360","-165,050","-147,047","-98,220",,
44240,TENNESSEE                ,FENTRESS,"74,750","-100,738","-123,911","-89,561","-14,120",,
44250,TENNESSEE                ,FRANKLIN,"23,158","-49,140","-401,622","-151,821","-66,030",,
44260,TENNESSEE                ,GIBSON,"-589,855","-473,210","-423,118","-323,143","-12,782",,
44270,TENNESSEE                ,GILES,"-716,680","-667,659","-630,032","-474,190","-462,477",,
44280,TENNESSEE                ,GRAINGER,"-208,186","-194,401","-213,666","-153,225","-130,933",,
44290,TENNESSEE                ,GREENE,"-560,413","-554,591","-469,759","-304,644","-132,743",,
44300,TENNESSEE                ,GRUNDY,"-22,199","-55,765","-145,738","-103,524","-40,832",,
44310,TENNESSEE                ,HAMBLEN,"-728,165","-600,208","-610,849","-582,348","-356,164",,
44320,TENNESSEE                ,HAMILTON,"-1,533,046","-921,825","-911,370","-732,768","67,545",,
44330,TENNESSEE                ,HANCOCK,"-69,281","-64,555","-70,307","-52,293","-32,130",,
44340,TENNESSEE                ,HARDEMAN,"-254,461","-212,196","-218,967","-182,685","-63,722",,
44350,TENNESSEE                ,HARDIN,"-300,550","-303,054","-291,490","-288,509","-111,393",,
44360,TENNESSEE                ,HAWKINS,"-467,139","-486,229","-525,793","-431,436","-218,536",,
44370,TENNESSEE                ,HAYWOOD,"-36,081","-27,080","-105,436","-78,536","35,658",,
44380,TENNESSEE                ,HENDERSON,"-415,776","-357,824","-348,225","-208,432","-15,966",,
44390,TENNESSEE                ,HENRY,"-480,361","-471,050","-428,100","-360,376","-159,393",,
44400,TENNESSEE                ,HICKMAN,"-309,457","-305,317","-339,934","-210,220","-105,112",,
44410,TENNESSEE                ,HOUSTON,"-125,570","-128,720","-100,041","-79,600","-24,079",,
44420,TENNESSEE                ,HUMPHREYS,"-238,682","-229,168","-250,631","-138,939","-27,235",,
44430,TENNESSEE                ,JACKSON,"48,161","-91,011","-90,862","-56,560","-5,706",,
44440,TENNESSEE                ,JEFFERSON,"-654,247","-534,602","-507,523","-520,886","-376,327",,
44450,TENNESSEE                ,JOHNSON,"-229,345","-256,751","-233,533","-210,803","-127,547",,
44460,TENNESSEE                ,KNOX,"-3,564,651","-3,168,423","-2,987,351","-2,947,200","-2,349,082",,
44470,TENNESSEE                ,LAKE,"-35,676","-23,443","-16,272","-22,223","1,800",,
44480,TENNESSEE                ,LAUDERDALE,"-149,405","-126,473","-109,531","-112,297","-43,623",,
44490,TENNESSEE                ,LAWRENCE,"-1,014,131","-557,186","-737,745","-693,174","-785,196",,
44500,TENNESSEE                ,LEWIS,"-423,488","-403,893","-383,582","-370,141","-226,678",,
44510,TENNESSEE                ,LINCOLN,"-529,061","-471,287","-485,315","-403,285","-250,027",,
44520,TENNESSEE                ,LOUDON,"-596,298","-542,044","-496,503","-541,998","-382,464",,
44530,TENNESSEE                ,MCMINN,"-885,694","-735,585","-638,936","-615,352","-496,860",,
44540,TENNESSEE                ,MCNAIRY,"-413,516","-386,588","-430,099","-300,113","-93,392",,
44550,TENNESSEE                ,MACON,"-169,892","-157,194","-159,147","-89,590","-23,523",,
44560,TENNESSEE                ,MADISON,"-572,198","-435,787","-539,713","-393,371","59,854",,
44570,TENNESSEE                ,MARION,"-164,196","-85,979","-96,484","-74,522","7,331",,
44580,TENNESSEE                ,MARSHALL,"-570,352","-573,124","-594,427","-475,678","-392,634",,
44590,TENNESSEE                ,MAURY,"-2,494,007","-2,259,552","-2,475,677","-2,078,595","-1,600,806",,
44600,TENNESSEE                ,MEIGS,"-127,100","-144,367","-128,547","-135,358","-111,594",,
44610,TENNESSEE                ,MONROE,"-546,574","-511,853","-475,484","-461,049","-343,980",,
44620,TENNESSEE                ,MONTGOMERY,"-2,327,370","-2,251,675","-2,260,252","-1,639,448","-592,215",,
44630,TENNESSEE                ,MOORE,"-38,655","-45,036","-45,995",-566,"-7,639",,
44640,TENNESSEE                ,MORGAN,"-133,709","-107,507","-118,599","-121,538","-94,797",,
44650,TENNESSEE                ,OBION,"-213,999","-174,002","-168,044","-168,272","-32,501",,
44660,TENNESSEE                ,OVERTON,"358,801","194,050","187,389","168,018","207,126",,
44670,TENNESSEE                ,PERRY,"-175,172","-224,362","-161,699","-138,371","-70,211",,
44680,TENNESSEE                ,PICKETT,"89,060","45,829","49,991","79,651","48,895",,
44690,TENNESSEE                ,POLK,"-161,944","-96,196","-91,490","-66,347","-6,424",,
44700,TENNESSEE                ,PUTNAM,"711,940","-637,793","-726,056","-468,871","-9,722",,
44710,TENNESSEE                ,RHEA,"-197,814","-140,468","-131,204","-123,253","-22,664",,
44720,TENNESSEE                ,ROANE,"-685,756","-624,630","-587,693","-575,424","-429,587",,
44730,TENNESSEE                ,ROBERTSON,"-665,981","-562,213","-525,121","-288,257","-60,898",,
44740,TENNESSEE                ,RUTHERFORD,"-1,421,682","-1,199,900","-1,357,342","-730,059","-139,033",,
44750,TENNESSEE                ,SCOTT,"-200,700","-187,082","-155,030","-132,129","-88,427",,
44760,TENNESSEE                ,SEQUATCHIE,"-66,812","-36,156","-38,196","-34,254","-1,098",,
44770,TENNESSEE                ,SEVIER,"-693,186","-658,159","-642,250","-641,935","-473,640",,
44780,TENNESSEE                ,SHELBY,"-4,867,365","-4,496,213","-4,136,065","-3,736,944","-2,424,993",,
44790,TENNESSEE                ,SMITH,"-245,310","-191,943","-216,509","-122,816","-19,603",,
44800,TENNESSEE                ,STEWART,"-372,494","-306,227","-369,441","-208,664","-92,589",,
44810,TENNESSEE                ,SULLIVAN,"-1,245,528","-1,401,744","-1,532,206","-1,142,114","-710,106",,
44820,TENNESSEE                ,SUMNER,"-1,102,185","-933,505","-1,080,625","-549,415","-94,805",,
44830,TENNESSEE                ,TIPTON,"-362,987","-364,786","-335,786","-314,062","-201,923",,
44840,TENNESSEE                ,TROUSDALE,"-53,990","-44,290","-49,265","-31,725","-4,706",,
44850,TENNESSEE                ,UNICOI,"-330,830","-300,592","-271,414","-260,214","-174,228",,
44860,TENNESSEE                ,UNION,"-121,389","-100,431","-91,698","-67,974","-65,884",,
44870,TENNESSEE                ,VAN BUREN,"-45,887","-69,682","-77,365","-46,473","-16,770",,
44880,TENNESSEE                ,WARREN,"-1,324,116","-1,157,670","-1,168,831","-919,829","-690,375",,
44890,TENNESSEE                ,WASHINGTON,"-1,314,814","-1,425,603","-1,371,167","-1,309,830","-793,983",,
44900,TENNESSEE                ,WAYNE,"-322,726","-300,685","-339,079","-339,807","-278,309",,
44910,TENNESSEE                ,WEAKLEY,"-300,329","-302,127","-274,343","-236,529","-53,755",,
44920,TENNESSEE                ,WHITE,"-5,169","-299,443","-341,763","-240,830","-50,769",,
44930,TENNESSEE                ,WILLIAMSON,"-1,014,605","-821,992","-898,986","-482,391","-93,645",,
44940,TENNESSEE                ,WILSON,"-808,364","-729,151","-840,439","-408,737","-79,043",,
45000,TEXAS                    ,ANDERSON,"-395,499","-97,099","266,577","385,198","191,385",,
45010,TEXAS                    ,ANDREWS,"-20,586","20,531","-1,347","12,032","-41,261",,
45020,TEXAS                    ,ANGELINA,"-403,943","80,081","513,810","10,428","-144,563",,
45030,TEXAS                    ,ARANSAS,"-12,090","-50,679","-97,352","-72,511","-93,973",,
45040,TEXAS                    ,ARCHER,"229,146","84,588","36,511","-16,998","-31,646",,
45050,TEXAS                    ,ARMSTRONG,"-60,395","-38,013","-26,089","-21,068","-20,692",,
45060,TEXAS                    ,ATASCOSA,"-12,428","-18,343","-30,442","-76,314","-53,647",,
45070,TEXAS                    ,AUSTIN,"-48,311","-28,319","-73,928","-89,604","-94,387",,
45080,TEXAS                    ,BAILEY,"39,638","33,681","14,930","6,739","12,384",,
45090,TEXAS                    ,BANDERA,"-14,321","-15,097","-33,606","-72,563","-53,228",,
45100,TEXAS                    ,BASTROP,"-90,460","-81,670","-91,170","-80,628","-137,034",,
45110,TEXAS                    ,BAYLOR,"111,931","40,710","24,091","-1,736","-25,147",,
45113,TEXAS                    ,BEE,"16,625","4,823","-28,401","-20,738","-34,191",,
45120,TEXAS                    ,BELL,"1,528,533","907,321","1,183,346","119,225","-2,044,097",,
45130,TEXAS                    ,BEXAR,"-483,712","-709,052","-1,178,306","-2,777,883","-2,243,987",,
45140,TEXAS                    ,BLANCO,"-12,608","-12,683","-15,649","-16,650","-20,989",,
45150,TEXAS                    ,BORDEN,"1,698",561,845,"1,132","1,248",,
45160,TEXAS                    ,BOSQUE,"-60,806","-106,479","-76,843","-123,080","-145,653",,
45170,TEXAS                    ,BOWIE,"-544,348","-423,459","-291,522","-137,095","-304,556",,
45180,TEXAS                    ,BRAZORIA,"-340,932","-79,301","-166,574","-207,785","-448,906",,
45190,TEXAS                    ,BRAZOS,"38,908","56,929","52,655","-94,561","-266,831",,
45200,TEXAS                    ,BREWSTER,"-23,857","5,571","-7,181","3,049","-19,992",,
45201,TEXAS                    ,BRISCOE,"-14,393","-14,309","-5,053","-9,717","-10,003",,
45210,TEXAS                    ,BROOKS,"-12,201","-18,216","-31,041","-25,097","-30,641",,
45220,TEXAS                    ,BROWN,"73,566","26,727","62,133","-16,750","-110,491",,
45221,TEXAS                    ,BURLESON,156,"15,320","14,223","-22,511","-55,057",,
45222,TEXAS                    ,BURNET,"-43,523","-45,007","-60,733","-66,678","-117,462",,
45223,TEXAS                    ,CALDWELL,"-37,199","-35,890","-51,467","-45,365","-71,278",,
45224,TEXAS                    ,CALHOUN,"118,372","129,378","90,776","92,459","34,458",,
45230,TEXAS                    ,CALLAHAN,"52,896","27,800","34,619","-14,963","-107,450",,
45240,TEXAS                    ,CAMERON,"-6,408,564","-6,471,890","-7,219,791","-7,233,819","-5,976,923",,
45250,TEXAS                    ,CAMP,"-101,737","-55,660",421,"18,454","30,939",,
45251,TEXAS                    ,CARSON,"-107,501","-78,465","-43,423","-65,485","-51,250",,
45260,TEXAS                    ,CASS,"-179,486","-70,205","27,789","-3,520","-45,373",,
45270,TEXAS                    ,CASTRO,"-75,104","-23,917","-17,748","-25,154","-15,878",,
45280,TEXAS                    ,CHAMBERS,"-16,118","7,562","16,691","7,526","-25,134",,
45281,TEXAS                    ,CHEROKEE,"-228,344","-41,882","147,476","198,536","90,454",,
45290,TEXAS                    ,CHILDRESS,"-39,110","-42,441","-24,652","-40,742","-33,188",,
45291,TEXAS                    ,CLAY,"224,618","93,666","50,349","-12,946","-43,875",,
45292,TEXAS                    ,COCHRAN,"40,575","24,149","16,056","5,864","4,111",,
45300,TEXAS                    ,COKE,"-24,541","3,401","33,667","-2,095","-3,643",,
45301,TEXAS                    ,COLEMAN,"23,101","13,544","27,271","-3,670","-42,716",,
45310,TEXAS                    ,COLLIN,"-815,036","-893,401","-468,669","-420,520","-292,311",,
45311,TEXAS                    ,COLLINGSWORTH,"-48,587","-40,209","-31,329","-27,165","-27,587",,
45312,TEXAS                    ,COLORADO,"-241,366","-160,420","-476,508","-595,611","-413,552",,
45320,TEXAS                    ,COMAL,"-47,780","-87,906","-149,293","-313,420","-284,312",,
45321,TEXAS                    ,COMANCHE,"20,220","-6,196","13,549","-2,571","-40,454",,
45330,TEXAS                    ,CONCHO,"-14,526","1,762","16,245","-2,266","-1,794",,
45340,TEXAS                    ,COOKE,"-85,674","-87,132","-39,058","-33,171","-28,635",,
45341,TEXAS                    ,CORYELL,"293,764","135,646","130,967","-27,503","-341,539",,
45350,TEXAS                    ,COTTLE,"17,257","3,955","2,131",659,"-3,704",,
45360,TEXAS                    ,CRANE,"-12,281","2,278","-6,143","1,579","-11,535",,
45361,TEXAS                    ,CROCKETT,"-14,799","-2,000","20,138","-2,630","-3,022",,
45362,TEXAS                    ,CROSBY,"68,912","51,094","26,426","18,506","16,081",,
45370,TEXAS                    ,CULBERSON,"-16,974","-15,391","-9,886","-4,175","-7,785",,
45380,TEXAS                    ,DALLAM,"-120,663","-102,726","-61,539","-58,377","-63,147",,
45390,TEXAS                    ,DALLAS,"-3,777,136","-4,018,042","-1,957,769","-1,598,675","-1,168,100",,
45391,TEXAS                    ,DAWSON,"90,316","69,545","47,499","29,156","27,691",,
45392,TEXAS                    ,DEAF SMITH,"-245,390","-206,509","-100,497","-105,232","-102,167",,
45400,TEXAS                    ,DELTA,"-23,981","3,146","76,613","-3,646","-6,588",,
45410,TEXAS                    ,DENTON,"-674,193","-690,278","-343,496","-292,142","-213,240",,
45420,TEXAS                    ,DEWITT,"149,723","147,619","137,226","81,094","17,487",,
45421,TEXAS                    ,DICKENS,"39,632","21,819","13,489","8,631","9,258",,
45430,TEXAS                    ,DIMMIT,"-11,924","-30,644","-13,530","-29,803","-18,641",,
45431,TEXAS                    ,DONLEY,"-118,269","-80,800","-60,072","-51,535","-50,236",,
45440,TEXAS                    ,DUVAL,"-9,231","-20,346","-38,226","-26,991","-29,190",,
45450,TEXAS                    ,EASTLAND,"27,311","13,993","21,636","-21,198","-85,249",,
45451,TEXAS                    ,ECTOR,"-645,015","75,359","-481,190","136,720","-509,472",,
45460,TEXAS                    ,EDWARDS,"-3,460","-6,330","-2,518","-10,217","-6,119",,
45470,TEXAS                    ,ELLIS,"-299,941","-321,462","-149,735","-121,472","-94,459",,
45480,TEXAS                    ,EL PASO,"-6,606,304","-3,879,133","-2,253,484","-1,675,909","-1,584,403",,
45490,TEXAS                    ,ERATH,"-23,902","-57,142","-6,764","-12,760","-18,859",,
45500,TEXAS                    ,FALLS,375,"-26,704","-18,542","-55,560","-125,791",,
45510,TEXAS                    ,FANNIN,"-119,873","-108,138","51,225","-21,303","-18,376",,
45511,TEXAS                    ,FAYETTE,"-178,963","-85,096","-167,823","-180,370","-195,457",,
45520,TEXAS                    ,FISHER,"21,274","20,031","14,212",-716,"-17,305",,
45521,TEXAS                    ,FLOYD,"31,760","34,834","17,618","12,123","12,739",,
45522,TEXAS                    ,FOARD,"33,114","12,632","6,910","-6,131","-7,724",,
45530,TEXAS                    ,FORT BEND,"-299,829","-62,752","-160,664","-165,806","-380,301",,
45531,TEXAS                    ,FRANKLIN,"-91,130","-76,624","-22,283","-10,928","1,835",,
45540,TEXAS                    ,FREESTONE,"-89,443","-61,894","-14,240","-10,928","-39,376",,
45541,TEXAS                    ,FRIO,"-52,542","-63,564","-14,207","-34,645","-31,221",,
45542,TEXAS                    ,GAINES,"62,587","47,364","27,205","24,729","23,529",,
45550,TEXAS                    ,GALVESTON,"-493,987","-113,125","-242,356","-256,433","-607,901",,
45551,TEXAS                    ,GARZA,"55,330","37,465","26,981","18,210","16,823",,
45552,TEXAS                    ,GILLESPIE,"-1,746","-9,399","-21,867","-30,652","-32,190",,
45560,TEXAS                    ,GLASSCOCK,470,"3,670","3,030","1,074","-2,985",,
45561,TEXAS                    ,GOLIAD,"91,235","110,815","44,785","51,854","16,606",,
45562,TEXAS                    ,GONZALES,"-24,417","-14,532","-10,759","-51,017","-51,026",,
45563,TEXAS                    ,GRAY,"-373,010","-222,164","-115,468","-125,070","-155,736",,
45564,TEXAS                    ,GRAYSON,"-522,067","-617,995","-103,188","-75,819","-56,205",,
45570,TEXAS                    ,GREGG,"-111,566","693,703","1,432,143","831,977","518,762",,
45580,TEXAS                    ,GRIMES,"-7,798","8,660","7,249","-26,915","-60,545",,
45581,TEXAS                    ,GUADALUPE,"-47,241","-71,069","-105,005","-273,634","-215,694",,
45582,TEXAS                    ,HALE,"130,400","121,050","85,260","58,102","45,898",,
45583,TEXAS                    ,HALL,"-46,538","-45,286","-28,726","-27,785","-23,376",,
45590,TEXAS                    ,HAMILTON,"14,148","-10,682","-5,797","-19,716","-61,131",,
45591,TEXAS                    ,HANSFORD,"-99,208","-55,920","-35,941","-43,181","-39,554",,
45592,TEXAS                    ,HARDEMAN,"66,105","49,477","9,302","-14,716","-24,626",,
45600,TEXAS                    ,HARDIN,"-11,712","81,390","219,349","101,089","-34,074",,
45610,TEXAS                    ,HARRIS,"-3,348,095","-750,589","-1,648,671","-1,772,414","-3,847,220",,
45620,TEXAS                    ,HARRISON,"-38,279","194,348","313,924","35,954","-15,189",,
45621,TEXAS                    ,HARTLEY,"-27,660","-18,125","-6,620","-5,211","-10,232",,
45630,TEXAS                    ,HASKELL,"43,324","20,755","18,709","-4,086","-47,303",,
45631,TEXAS                    ,HAYS,"-110,629","-125,742","-151,252","-129,313","-197,992",,
45632,TEXAS                    ,HEMPHILL,"-28,215","-39,632","-20,862","-18,231","-22,909",,
45640,TEXAS                    ,HENDERSON,"-506,899","-262,537","206,560","334,658","147,844",,
45650,TEXAS                    ,HIDALGO,"-9,052,915","-7,760,272","-5,925,336","-5,640,566","-4,895,549",,
45651,TEXAS                    ,HILL,"-271,495","-261,529","-175,711","-211,519","-264,240",,
45652,TEXAS                    ,HOCKLEY,"162,201","134,315","96,011","46,851","46,063",,
45653,TEXAS                    ,HOOD,"-219,790","-232,884","-11,127",-466,"-25,047",,
45654,TEXAS                    ,HOPKINS,"-217,326","-99,155","58,704","9,216","-43,054",,
45660,TEXAS                    ,HOUSTON,"-100,785","-22,302","70,613","82,495","29,382",,
45661,TEXAS                    ,HOWARD,"29,501","70,623","55,944","40,861","-55,766",,
45662,TEXAS                    ,HUDSPETH,"-27,022","-23,642","-9,927","-6,970","-11,083",,
45670,TEXAS                    ,HUNT,"-267,467","-256,477","-108,475","-86,149","-65,002",,
45671,TEXAS                    ,HUTCHINSON,"-439,464","-324,943","-171,829","-168,681","-166,408",,
45672,TEXAS                    ,IRION,"-4,005",323,"9,183","-1,724",-697,,
45680,TEXAS                    ,JACK,"66,552","14,877","2,906","-11,456","-8,197",,
45681,TEXAS                    ,JACKSON,"154,256","135,585","114,207","101,695","40,318",,
45690,TEXAS                    ,JASPER,"-56,170","38,748","166,288","44,179","-40,750",,
45691,TEXAS                    ,JEFF DAVIS,"-7,627","3,020","-2,693","2,636","-7,590",,
45700,TEXAS                    ,JEFFERSON,"-77,423","381,737","965,536","419,081","-183,332",,
45710,TEXAS                    ,JIM HOGG,"-34,116","-53,394","-21,773","-5,429","-8,094",,
45711,TEXAS                    ,JIM WELLS,"-12,306","-42,865","-106,910","-66,600","-102,517",,
45720,TEXAS                    ,JOHNSON,"-365,915","-482,799","-58,910","-32,825","-50,919",,
45721,TEXAS                    ,JONES,"3,133","8,518","40,000","-12,597","-114,194",,
45722,TEXAS                    ,KARNES,"21,195","17,968","2,355","-23,113","-25,425",,
45730,TEXAS                    ,KAUFMAN,"-386,140","-323,332","-58,266","13,251","-12,992",,
45731,TEXAS                    ,KENDALL,"-12,193","-27,987","-43,622","-107,114","-93,894",,
45732,TEXAS                    ,KENEDY,-100,244,"-6,077","-1,194","-4,126",,
45733,TEXAS                    ,KENT,"2,773","3,467","2,470","2,199","1,961",,
45734,TEXAS                    ,KERR,"-28,315","-65,612","-104,440","-226,454","-178,458",,
45740,TEXAS                    ,KIMBLE,"-5,395","1,049","5,243","-6,634","-4,966",,
45741,TEXAS                    ,KING,"1,395",96,361,247,-820,,
45742,TEXAS                    ,KINNEY,"-2,429","-3,280","-4,350","-5,090","-10,263",,
45743,TEXAS                    ,KLEBERG,"-13,254","-24,667","-60,162","-37,270","-55,712",,
45744,TEXAS                    ,KNOX,"42,872","27,352","12,578","-3,813","-15,819",,
45750,TEXAS                    ,LAMAR,"-247,595","150,786","1,075,597","-17,020","-20,846",,
45751,TEXAS                    ,LAMB,"95,807","75,458","41,110","33,210","36,912",,
45752,TEXAS                    ,LAMPASAS,"130,853","70,461","84,701","-1,805","-181,706",,
45753,TEXAS                    ,LA SALLE,"-52,866","-47,063","-9,917","-13,126","-12,940",,
45754,TEXAS                    ,LAVACA,"147,190","182,988","128,486","114,101","21,145",,
45755,TEXAS                    ,LEE,"-28,280","-14,711","-4,344","-20,962","-49,916",,
45756,TEXAS                    ,LEON,"-66,490","-13,683","32,255","21,268","-19,537",,
45757,TEXAS                    ,LIBERTY,"-135,307","-15,355","-12,503","-35,428","-145,308",,
45758,TEXAS                    ,LIMESTONE,"-109,805","-108,058","-115,347","-131,154","-130,282",,
45759,TEXAS                    ,LIPSCOMB,"-43,691","-27,792","-23,307","-19,802","-20,811",,
45760,TEXAS                    ,LIVE OAK,-220,"-5,358","-16,481","-14,899","-18,229",,
45761,TEXAS                    ,LLANO,"-11,495","-7,975","-8,142","-16,699","-70,711",,
45762,TEXAS                    ,LOVING,"-3,098",-169,-820,431,-897,,
