AGED -- REPRICING ADJUSTMENTS TO THE 2008-2012 INPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,
17430,KANSAS                   ,JEFFERSON,"96,220","25,048","-29,165","-16,039","8,162",,
17440,KANSAS                   ,JEWELL,"-22,791","-8,849","-5,076","-1,103","-6,554",,
17450,KANSAS                   ,JOHNSON,"-546,645","-1,282,390","-1,924,120","-1,588,367","-1,451,895",,
17451,KANSAS                   ,KEARNY,"-12,133","-19,750","-9,131","-13,417","-4,431",,
17470,KANSAS                   ,KINGMAN,"-71,858","-86,496","-66,392","-37,663","-8,913",,
17480,KANSAS                   ,KIOWA,"-12,186","-15,097","-12,160","-7,920",-864,,
17490,KANSAS                   ,LABETTE,"-663,161","-652,631","-224,812","-85,495","-120,362",,
17500,KANSAS                   ,LANE,"-9,354","-6,166","-11,423","-5,974","-10,398",,
17510,KANSAS                   ,LEAVENWORTH,"-100,990","-234,752","-348,480","-292,813","-243,854",,
17520,KANSAS                   ,LINCOLN,"-41,718","-4,550","-9,864","-9,065","-3,113",,
17530,KANSAS                   ,LINN,"-68,257","-48,101","-74,963","-85,656","-82,898",,
17540,KANSAS                   ,LOGAN,"-11,110","-17,255","-13,842","-13,724","-12,071",,
17550,KANSAS                   ,LYON,"44,836","-31,171","-82,330","-29,121","-27,713",,
17560,KANSAS                   ,MCPHERSON,"-219,552","-194,531","-181,185","-137,971","-63,120",,
17570,KANSAS                   ,MARION,"-131,671","-116,483","-112,302","-66,272","-17,319",,
17580,KANSAS                   ,MARSHALL,"-10,500","-11,137","-15,006","-3,087","-8,664",,
17590,KANSAS                   ,MEADE,"-32,128","-35,262","-21,768","-15,900","-3,405",,
17600,KANSAS                   ,MIAMI,"-32,458","-85,104","-115,620","-109,229","-98,372",,
17610,KANSAS                   ,MITCHELL,"-59,110","-8,793","-24,257","-10,532","-5,308",,
17620,KANSAS                   ,MONTGOMERY,"-385,506","-498,953","-466,306","-267,620","-203,173",,
17630,KANSAS                   ,MORRIS,"9,591",456,"-17,612","-4,950","3,576",,
17640,KANSAS                   ,MORTON,"-27,084","-29,285","-12,862","-10,637","-7,063",,
17650,KANSAS                   ,NEMAHA,"55,381","17,808","-16,887","-5,671","14,821",,
17660,KANSAS                   ,NEOSHO,"-244,040","-227,656","-116,125","-64,535","-49,085",,
17670,KANSAS                   ,NESS,"-18,302","-22,519","-26,039","-17,276","-13,787",,
17680,KANSAS                   ,NORTON,"-18,264","-9,139","-13,836","-26,911","-9,169",,
17690,KANSAS                   ,OSAGE,"123,317","32,031","-35,451","-5,008","25,260",,
17700,KANSAS                   ,OSBORNE,"-43,856","-12,122","-13,472","-9,944","-8,141",,
17710,KANSAS                   ,OTTAWA,"-76,189","-7,641","-11,050","-1,383",-357,,
17720,KANSAS                   ,PAWNEE,"-13,802","-23,610","-25,851","-17,757","-12,847",,
17730,KANSAS                   ,PHILLIPS,"-24,463","-13,346","-12,769","-25,427","-8,510",,
17740,KANSAS                   ,POTTAWATOMIE,"112,878","27,295","-13,735","2,327","20,012",,
17750,KANSAS                   ,PRATT,"-46,168","-44,383","-66,709","-33,873","-6,857",,
17760,KANSAS                   ,RAWLINS,"-20,709","-11,788","-16,191","-16,162","-7,233",,
17770,KANSAS                   ,RENO,"-410,686","-437,777","-429,887","-299,051","-54,497",,
17780,KANSAS                   ,REPUBLIC,"-41,730","-4,014","-6,751","-1,591",-531,,
17790,KANSAS                   ,RICE,"-63,298","-69,961","-63,590","-46,345","-10,109",,
17800,KANSAS                   ,RILEY,"278,291","94,200","-48,247","23,659","35,537",,
17810,KANSAS                   ,ROOKS,"-23,741","-23,380","-23,785","-27,077","-13,163",,
17820,KANSAS                   ,RUSH,"-19,449","-16,443","-29,375","-20,197","-15,739",,
17830,KANSAS                   ,RUSSELL,"-35,188","-40,506","-43,463","-34,756","-25,358",,
17840,KANSAS                   ,SALINE,"-734,272","-65,760","-74,187","-47,215","-29,696",,
17841,KANSAS                   ,SCOTT,"-12,526","-10,668","-13,701","-8,417","-7,018",,
17860,KANSAS                   ,SEDGWICK,"-3,522,719","-3,598,591","-3,345,038","-1,955,947","-359,468",,
17870,KANSAS                   ,SEWARD,"-224,058","-153,084","-106,635","-84,080","-76,477",,
17880,KANSAS                   ,SHAWNEE,"1,515,938","498,335","-326,162","34,268","318,865",,
17890,KANSAS                   ,SHERIDAN,"-14,731","-9,752","-9,973","-10,198","-6,609",,
17900,KANSAS                   ,SHERMAN,"-30,577","-36,470","-32,377","-38,944","-24,783",,
17910,KANSAS                   ,SMITH,"-20,334","-7,199","-11,346","-5,849","-3,947",,
17920,KANSAS                   ,STAFFORD,"-32,503","-39,877","-46,484","-23,958","-13,529",,
17921,KANSAS                   ,STANTON,"-9,497","-12,164","-6,382","-5,686","-2,052",,
17940,KANSAS                   ,STEVENS,"-28,853","-26,479","-26,440","-18,079","-7,129",,
17950,KANSAS                   ,SUMNER,"-227,114","-226,941","-193,073","-110,767","-24,405",,
17960,KANSAS                   ,THOMAS,"-36,218","-34,188","-41,539","-38,809","-20,716",,
17970,KANSAS                   ,TREGO,"-15,813","-12,723","-14,590","-11,397","-10,185",,
17980,KANSAS                   ,WABAUNSEE,"52,585","19,818","-14,027","3,931","13,366",,
17981,KANSAS                   ,WALLACE,"-6,148","-4,331","-5,087","-7,370","-10,481",,
17982,KANSAS                   ,WASHINGTON,"-5,980","-4,253","-9,458","-1,207","-3,051",,
17983,KANSAS                   ,WICHITA,"-7,771","-11,091","-9,487","-6,207","-3,189",,
17984,KANSAS                   ,WILSON,"-101,739","-119,169","-64,774","-42,152","-17,900",,
17985,KANSAS                   ,WOODSON,"-23,086","-32,003","-19,198","-20,014","-5,891",,
17986,KANSAS                   ,WYANDOTTE,"-215,045","-472,751","-703,322","-597,385","-536,220",,
18000,KENTUCKY                 ,ADAIR,"-94,388","-128,255","-97,761","-79,601","-45,530",,
18010,KENTUCKY                 ,ALLEN,"-230,326","-226,261","-232,100","-207,815","-108,880",,
18020,KENTUCKY                 ,ANDERSON,"-22,805","-13,717","11,895","-16,030","-7,164",,
18030,KENTUCKY                 ,BALLARD,"72,147","48,429","69,596","10,517","55,294",,
18040,KENTUCKY                 ,BARREN,"17,941","-49,013","-16,158","-102,081","-71,633",,
18050,KENTUCKY                 ,BATH,"-31,826","-24,439","-38,943","-72,286","-75,109",,
18060,KENTUCKY                 ,BELL,"-168,819","-194,750","-247,919","-198,183","-171,447",,
18070,KENTUCKY                 ,BOONE,"-647,469","-450,294","-326,076","-478,639","-136,699",,
18080,KENTUCKY                 ,BOURBON,"-76,890","-37,631","-7,325","22,373","-1,188",,
18090,KENTUCKY                 ,BOYD,"-277,868","-513,446","-373,680","-156,237","41,313",,
18100,KENTUCKY                 ,BOYLE,"-229,865","-249,443","-130,612","-69,759","-68,182",,
18110,KENTUCKY                 ,BRACKEN,"-146,328","-35,401","-29,805","-46,408","-22,493",,
18120,KENTUCKY                 ,BREATHITT,"-53,421","-32,500","-10,727","12,517","-1,663",,
18130,KENTUCKY                 ,BRECKINRIDGE,"-95,708","-127,908","-68,503","-37,287","-41,532",,
18140,KENTUCKY                 ,BULLITT,"-332,214","-430,004","-136,539","-76,654","-58,401",,
18150,KENTUCKY                 ,BUTLER,"-197,015","-213,693","-224,233","-167,729","-98,610",,
18160,KENTUCKY                 ,CALDWELL,"-41,440","-39,856","-25,991","-30,319","-13,868",,
18170,KENTUCKY                 ,CALLOWAY,"-226,301","-271,431","-178,489","-131,697","-76,895",,
18180,KENTUCKY                 ,CAMPBELL,"-643,551","-447,463","-322,979","-445,766","-99,630",,
18190,KENTUCKY                 ,CARLISLE,"36,321","31,214","38,934","8,156","14,762",,
18191,KENTUCKY                 ,CARROLL,"-74,984","-83,012","-32,765","-25,790","-14,458",,
18210,KENTUCKY                 ,CARTER,"-112,527","-194,694","-125,478","-100,719","-27,619",,
18220,KENTUCKY                 ,CASEY,"-118,169","-93,928","-57,543","-23,852","-27,213",,
18230,KENTUCKY                 ,CHRISTIAN,"-633,427","-612,090","-525,172","-328,140","-317,133",,
18240,KENTUCKY                 ,CLARK,"-145,975","-80,309","-10,712","55,117","6,340",,
18250,KENTUCKY                 ,CLAY,"230,114","192,625","194,392","202,843","-17,878",,
18260,KENTUCKY                 ,CLINTON,"5,014","-28,462","-54,619","-25,284","-20,589",,
18270,KENTUCKY                 ,CRITTENDEN,"15,896","-1,232","6,223","-2,141",-170,,
18271,KENTUCKY                 ,CUMBERLAND,"-34,194","-31,960","-50,346","-25,792","-26,215",,
18290,KENTUCKY                 ,DAVIESS,"-106,045","-491,859","-587,431","-558,770","-450,525",,
18291,KENTUCKY                 ,EDMONSON,"-189,088","-170,392","-175,784","-122,149","-80,551",,
18310,KENTUCKY                 ,ELLIOTT,"-25,361","-56,264","-63,653","-95,119","-80,914",,
18320,KENTUCKY                 ,ESTILL,"-64,630","-34,129","-11,975","14,899",64,,
18330,KENTUCKY                 ,FAYETTE,"-734,745","-407,041","-87,476","270,667","17,621",,
18340,KENTUCKY                 ,FLEMING,"-78,397","-53,036","-59,236","-60,104","-63,135",,
18350,KENTUCKY                 ,FLOYD,"-175,683","-219,109","-149,486","75,360","-51,234",,
18360,KENTUCKY                 ,FRANKLIN,"-80,883","-99,554","28,079","-176,092","-114,473",,
18361,KENTUCKY                 ,FULTON,"-9,540","-14,156","-14,273","-24,801","-4,083",,
18362,KENTUCKY                 ,GALLATIN,"-56,729","-47,457","-28,460","-45,395","-11,943",,
18390,KENTUCKY                 ,GARRARD,"-102,311","-76,705","-35,324","-10,777","-17,720",,
18400,KENTUCKY                 ,GRANT,"-160,751","-97,507","-77,236","-115,551","-30,420",,
18410,KENTUCKY                 ,GRAVES,"147,491","117,672","231,357","25,864","55,056",,
18420,KENTUCKY                 ,GRAYSON,"-218,829","-275,931","-197,905","-162,798","-156,966",,
18421,KENTUCKY                 ,GREEN,"-49,815","-60,170","-44,123","-29,716","-21,403",,
18440,KENTUCKY                 ,GREENUP,"-254,538","-478,278","-334,507","-149,885","34,720",,
18450,KENTUCKY                 ,HANCOCK,"-11,224","-40,316","-41,560","-35,601","-26,844",,
18460,KENTUCKY                 ,HARDIN,"-690,715","-749,692","-417,052","-261,397","-248,626",,
18470,KENTUCKY                 ,HARLAN,"-137,861","-178,820","-238,045","-159,099","-116,186",,
18480,KENTUCKY                 ,HARRISON,"-53,200","-59,214","-40,580","-17,098","-20,918",,
18490,KENTUCKY                 ,HART,"-38,758","-62,407","-39,540","-36,137","-35,641",,
18500,KENTUCKY                 ,HENDERSON,"-124,040","-103,486","-51,514","-9,283","-139,599",,
18510,KENTUCKY                 ,HENRY,"-222,355","-219,514","-97,276","-36,674","-25,406",,
18511,KENTUCKY                 ,HICKMAN,"15,139","11,718","20,966",990,"2,519",,
18530,KENTUCKY                 ,HOPKINS,"-414,679","-414,648","-413,354","-392,954","-555,115",,
18540,KENTUCKY                 ,JACKSON,"-55,203","-28,188","-22,667","3,542","-4,889",,
18550,KENTUCKY                 ,JEFFERSON,"-4,955,052","-5,999,351","-2,030,748","-955,936","-706,931",,
18560,KENTUCKY                 ,JESSAMINE,"-110,301","-66,678","-10,492","42,275","7,343",,
18570,KENTUCKY                 ,JOHNSON,"-147,600","-175,542","-113,004","17,991","-11,664",,
18580,KENTUCKY                 ,KENTON,"-1,063,139","-737,574","-503,392","-701,131","-175,886",,
18590,KENTUCKY                 ,KNOTT,"-83,953","-72,630","-56,517","-13,164","-16,794",,
18600,KENTUCKY                 ,KNOX,"-90,838","-74,843","-65,367","-39,996","-42,934",,
18610,KENTUCKY                 ,LARUE,"-109,967","-118,717","-70,601","-43,756","-39,946",,
18620,KENTUCKY                 ,LAUREL,"-311,712","-212,517","-159,137","-46,448","-53,723",,
18630,KENTUCKY                 ,LAWRENCE,"-67,659","-123,097","-69,900","-30,463","2,500",,
18640,KENTUCKY                 ,LEE,"-33,969","-19,080","-4,801","7,764",31,,
18650,KENTUCKY                 ,LESLIE,"-49,525","-31,977","-24,167","6,780","-10,020",,
18660,KENTUCKY                 ,LETCHER,"-164,871","-163,534","-189,962","-139,830","-92,432",,
18670,KENTUCKY                 ,LEWIS,"-135,867","-65,146","-66,689","-55,999","-32,871",,
18680,KENTUCKY                 ,LINCOLN,"-169,282","-151,212","-75,255","-37,976","-51,323",,
18690,KENTUCKY                 ,LIVINGSTON,"46,025","24,671","35,065",932,"20,847",,
18700,KENTUCKY                 ,LOGAN,"-689,388","-588,078","-540,094","-320,895","-175,399",,
18710,KENTUCKY                 ,LYON,"19,968","3,687","-2,191","-1,641","12,625",,
18720,KENTUCKY                 ,MCCRACKEN,"463,414","336,053","393,042","65,760","180,187",,
18730,KENTUCKY                 ,MCCREARY,"-82,614","-65,868","-50,392","-25,857","-20,897",,
18740,KENTUCKY                 ,MCLEAN,"-24,331","-56,788","-65,539","-69,643","-51,455",,
18750,KENTUCKY                 ,MADISON,"-205,328","-150,149","-65,667","30,969","-15,460",,
18760,KENTUCKY                 ,MAGOFFIN,"-81,862","-76,612","-45,859","3,123","-13,124",,
18770,KENTUCKY                 ,MARION,"-124,590","-131,036","-54,633","-43,827","-40,271",,
18780,KENTUCKY                 ,MARSHALL,"91,232","30,418","88,634","-24,281","42,425",,
18790,KENTUCKY                 ,MARTIN,"-46,016","-90,332","-34,091","6,305","-1,283",,
18800,KENTUCKY                 ,MASON,"-366,209","-60,529","-51,141","-37,059","-33,719",,
18801,KENTUCKY                 ,MEADE,"-128,920","-152,810","-74,408","-40,246","-30,159",,
18802,KENTUCKY                 ,MENIFEE,"-18,160","-18,352","-27,814","-49,844","-41,915",,
18830,KENTUCKY                 ,MERCER,"-110,324","-102,780","-52,138","-11,121","-24,518",,
18831,KENTUCKY                 ,METCALFE,"21,281","-5,365","-13,805","-19,438","-15,847",,
18850,KENTUCKY                 ,MONROE,"-108,235","-122,992","-131,334","-119,819","-68,768",,
18860,KENTUCKY                 ,MONTGOMERY,"-70,845","-62,950","-46,637","-12,757","-33,238",,
18861,KENTUCKY                 ,MORGAN,"-36,569","-35,344","-52,287","-100,356","-113,914",,
18880,KENTUCKY                 ,MUHLENBERG,"-173,093","-225,521","-261,806","-208,966","-218,218",,
18890,KENTUCKY                 ,NELSON,"-251,126","-335,343","-114,598","-49,467","-49,196",,
18900,KENTUCKY                 ,NICHOLAS,"-28,027","-19,199","-6,359","2,731","-2,701",,
18910,KENTUCKY                 ,OHIO,"-24,644","-91,757","-103,730","-97,063","-72,587",,
18920,KENTUCKY                 ,OLDHAM,"-205,131","-254,691","-94,902","-46,305","-25,412",,
18930,KENTUCKY                 ,OWEN,"-48,484","-29,782","-19,280","-32,082","-6,201",,
18931,KENTUCKY                 ,OWSLEY,409,"-9,623",764,"9,910",-167,,
18932,KENTUCKY                 ,PENDLETON,"-100,281","-77,696","-52,799","-70,252","-17,618",,
18960,KENTUCKY                 ,PERRY,"-232,762","-177,148","-165,923","-27,576","-30,343",,
18970,KENTUCKY                 ,PIKE,"-205,767","-244,225","-469,352","-356,220","-110,691",,
18971,KENTUCKY                 ,POWELL,"-38,994","-19,484","-5,301","10,166",784,,
18972,KENTUCKY                 ,PULASKI,"-379,242","-257,222","-201,942","-31,453","-40,090",,
18973,KENTUCKY                 ,ROBERTSON,"-19,271","-7,202","-7,246","-2,023","-3,043",,
18974,KENTUCKY                 ,ROCKCASTLE,"-60,589","-51,789","-41,661","-16,800","-24,836",,
18975,KENTUCKY                 ,ROWAN,"-50,070","-66,075","-116,082","-261,668","-246,057",,
18976,KENTUCKY                 ,RUSSELL,"-72,471","-63,531","-42,181","-11,766","-15,917",,
18977,KENTUCKY                 ,SCOTT,"-93,396","-54,055","-12,725","31,407","6,963",,
18978,KENTUCKY                 ,SHELBY,"-442,892","-557,653","-280,848","-84,811","-67,212",,
18979,KENTUCKY                 ,SIMPSON,"-219,678","-215,923","-214,666","-150,337","-66,938",,
18980,KENTUCKY                 ,SPENCER,"-128,384","-171,096","-60,217","-18,949","-15,329",,
18981,KENTUCKY                 ,TAYLOR,"-134,335","-204,614","-133,063","-112,058","-86,788",,
18982,KENTUCKY                 ,TODD,"-221,589","-233,392","-215,542","-133,272","-78,345",,
18983,KENTUCKY                 ,TRIGG,"-111,115","-105,010","-83,953","-62,540","-44,327",,
18984,KENTUCKY                 ,TRIMBLE,"-62,434","-57,593","-25,135","-16,892","-10,005",,
18985,KENTUCKY                 ,UNION,"-32,987","-25,489","-25,140","-2,541","-41,258",,
18986,KENTUCKY                 ,WARREN,"-1,366,384","-1,178,514","-1,347,718","-1,081,529","-578,498",,
18987,KENTUCKY                 ,WASHINGTON,"-86,272","-87,917","-36,928","-25,620","-26,656",,
18988,KENTUCKY                 ,WAYNE,"-65,748","-46,792","-31,280",321,"-5,485",,
18989,KENTUCKY                 ,WEBSTER,"-86,187","-75,008","-67,633","-65,229","-116,253",,
