DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 HOME HEALTH  REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,
25760,MISSISSIPPI              ,WAYNE,-626,101,-137,-67,269,,-725,211,-221,-61,634,
25770,MISSISSIPPI              ,WEBSTER,-446,178,-234,-60,743,,"-1,070",278,-336,-123,987,
25780,MISSISSIPPI              ,WILKINSON,-286,193,-206,-47,421,,-255,81,-72,-60,556,
25790,MISSISSIPPI              ,WINSTON,-654,-101,-183,-73,560,,"-1,379",354,-409,-171,"1,497",
25800,MISSISSIPPI              ,YALOBUSHA,-706,60,-259,-91,618,,-934,527,-586,-263,"1,520",
25810,MISSISSIPPI              ,YAZOO,"-1,426",438,-455,-156,"1,187",,"-4,396","2,979","-2,241",-321,"6,071",
26000,MISSOURI                 ,ADAIR,-943,"-1,307",785,645,910,,-686,"-1,218",461,"1,370","1,056",
26010,MISSOURI                 ,ANDREW,"1,999","-1,557",-734,"-1,775","-1,238",,"1,914",-895,-392,-204,-892,
26020,MISSOURI                 ,ATCHISON,-150,-139,19,61,49,,-123,-63,25,4,0,
26030,MISSOURI                 ,AUDRAIN,-356,-627,438,419,349,,-432,-611,353,634,502,
26040,MISSOURI                 ,BARRY,"-1,097",-811,890,"1,072",927,,"-1,595","-2,469","1,400","1,667","1,383",
26050,MISSOURI                 ,BARTON,-497,"-1,473",369,393,406,,-169,-184,-144,237,324,
26060,MISSOURI                 ,BATES,-274,-392,-327,-412,-167,,-59,-455,-264,-293,-118,
26070,MISSOURI                 ,BENTON,-979,"-1,057",799,924,528,,-784,"-1,835",561,404,223,
26080,MISSOURI                 ,BOLLINGER,-267,-635,670,743,"1,405",,-154,-367,231,422,933,
26090,MISSOURI                 ,BOONE,"-7,780","-6,834","-12,180","-1,082","3,236",,"-7,112","-4,733","-7,539",-998,"3,628",
26100,MISSOURI                 ,BUCHANAN,"26,355","-11,317","-8,633","-9,802","-10,406",,"18,389","-7,764","-6,712","-7,336","-6,109",
26110,MISSOURI                 ,BUTLER,"-2,586","-3,387","2,045","2,513","2,664",,"-2,738","-5,646","2,709","3,370","2,873",
26120,MISSOURI                 ,CALDWELL,-84,-709,-696,-459,-682,,-30,-251,-238,-356,-162,
26130,MISSOURI                 ,CALLAWAY,59,"-2,357","-1,490",794,"2,578",,-67,"-1,011",-671,691,"2,123",
26140,MISSOURI                 ,CAMDEN,"-1,316","-1,423",989,735,992,,"-1,783","-2,142",759,973,783,
26150,MISSOURI                 ,CAPE GIRARDEAU,"-1,036","-1,956","1,079","1,798","2,673",,-556,"-1,105","1,773","2,186","5,388",
26160,MISSOURI                 ,CARROLL,-259,-231,137,97,329,,-322,-665,190,374,354,
26170,MISSOURI                 ,CARTER,-832,"-1,329",688,424,328,,-510,"-1,795",716,421,344,
26180,MISSOURI                 ,CASS,-218,"-1,848","-2,219","-2,523","-1,985",,-190,-923,"-1,404","-1,282","-1,723",
26190,MISSOURI                 ,CEDAR,-572,-801,405,460,231,,-416,-332,152,265,215,
26200,MISSOURI                 ,CHARITON,-82,-140,105,214,125,,-188,-387,207,8,157,
26210,MISSOURI                 ,CHRISTIAN,"-1,561",381,170,"1,229","-2,419",,"-2,572",437,462,"2,182","-2,657",
26220,MISSOURI                 ,CLARK,-202,-671,444,254,340,,-100,-151,159,248,70,
26230,MISSOURI                 ,CLAY,-708,"-5,506","-8,398","-7,807","-6,640",,-682,"-5,480","-9,937","-7,119","-6,137",
26240,MISSOURI                 ,CLINTON,620,"-1,171",-966,"-1,351",-607,,"1,244",-949,"-1,483","-1,698","-1,492",
26250,MISSOURI                 ,COLE,129,"-3,769","-3,192","1,293","4,903",,50,"-1,572","-1,248",912,"2,772",
26260,MISSOURI                 ,COOPER,-499,-846,465,211,189,,-91,-6,224,125,138,
26270,MISSOURI                 ,CRAWFORD,"1,275","2,335","1,624","2,286","1,807",,"1,991","3,034","2,978","3,973","2,780",
26280,MISSOURI                 ,DADE,-265,-287,185,232,291,,-129,-456,84,99,39,
26290,MISSOURI                 ,DALLAS,-370,88,101,463,-749,,-590,-500,38,215,-320,
26300,MISSOURI                 ,DAVIESS,-213,-412,128,427,160,,-264,-547,365,401,165,
26310,MISSOURI                 ,DEKALB,397,-243,-166,-707,"-1,230",,"1,867","-1,231",-444,-763,-391,
26320,MISSOURI                 ,DENT,-661,-252,605,774,876,,-319,-506,530,943,282,
26330,MISSOURI                 ,DOUGLAS,-184,-220,120,171,229,,-968,-672,406,652,365,
26340,MISSOURI                 ,DUNKLIN,"-2,506","-2,688","1,633","1,874","1,766",,"-2,444","-4,503","2,826","3,503","2,938",
26350,MISSOURI                 ,FRANKLIN,"8,879","9,502","8,291","7,648","6,013",,"7,487","8,406","7,492","8,175","8,207",
26360,MISSOURI                 ,GASCONADE,-247,-744,561,519,465,,-93,-807,599,562,659,
26370,MISSOURI                 ,GENTRY,47,-306,23,-82,-56,,-139,-125,76,36,-32,
26380,MISSOURI                 ,GREENE,"-8,117","1,830","1,144","5,449","-8,554",,"-9,655","4,530","2,554","7,972","-11,892",
26390,MISSOURI                 ,GRUNDY,-402,-303,131,176,90,,-361,-157,247,187,74,
26400,MISSOURI                 ,HARRISON,-115,-191,80,187,214,,-190,-106,44,91,198,
26410,MISSOURI                 ,HENRY,-873,"-1,024",213,555,522,,-974,-856,296,312,-172,
26411,MISSOURI                 ,HICKORY,-445,-539,58,371,259,,-118,-326,164,128,41,
26412,MISSOURI                 ,HOLT,-72,-93,131,169,0,,600,-295,22,49,76,
26440,MISSOURI                 ,HOWARD,-360,-582,-803,81,328,,-332,-2,-80,-16,51,
26450,MISSOURI                 ,HOWELL,"-1,084","-1,729","1,508","1,525","1,968",,"-2,607","-2,064","2,243","2,263","2,546",
26460,MISSOURI                 ,IRON,-590,"-1,040",324,726,675,,-387,-938,606,700,"1,407",
26470,MISSOURI                 ,JACKSON,"-6,616","-21,265","-35,132","-32,409","-29,254",,"-10,639","-20,931","-36,606","-29,269","-26,739",
26480,MISSOURI                 ,JASPER,"-30,644","-51,747","-11,381","-7,175","-7,102",,"-23,457","-45,546","-9,511","-7,636","-8,381",
26490,MISSOURI                 ,JEFFERSON,"15,854","18,537","15,739","13,492","10,964",,"17,367","21,594","17,907","16,591","12,355",
26500,MISSOURI                 ,JOHNSON,-760,"-1,599",420,888,814,,-766,-813,832,933,267,
26510,MISSOURI                 ,KNOX,-509,-240,361,228,229,,-141,-586,389,290,142,
26520,MISSOURI                 ,LACLEDE,-622,"-1,238",887,722,686,,-788,"-1,604",872,"1,111",410,
26530,MISSOURI                 ,LAFAYETTE,-131,"-7,655","-1,818","-5,777","-1,478",,-257,-829,"-1,239","-1,397","-1,282",
26540,MISSOURI                 ,LAWRENCE,-814,"-1,139",727,526,331,,"-1,822","-1,531",952,"1,463","1,062",
26541,MISSOURI                 ,LEWIS,-884,-210,133,240,317,,-138,-256,227,283,144,
26560,MISSOURI                 ,LINCOLN,"3,249","3,901","4,817","4,901","3,147",,"3,837","3,626","4,650","3,526","4,106",
26570,MISSOURI                 ,LINN,-560,-431,283,241,252,,-776,-664,385,560,27,
26580,MISSOURI                 ,LIVINGSTON,-575,-513,304,338,316,,-187,-267,218,426,432,
26590,MISSOURI                 ,MCDONALD,67,"-2,041","1,682","3,186","-1,484",,367,"-1,911","1,030","1,693","-1,067",
26600,MISSOURI                 ,MACON,-268,-568,335,509,361,,-554,"-1,218",609,785,151,
26601,MISSOURI                 ,MADISON,-501,-962,660,657,460,,-437,-750,492,"1,119",659,
26620,MISSOURI                 ,MARIES,-447,-382,205,332,307,,-318,-600,120,223,215,
26630,MISSOURI                 ,MARION,-962,-748,940,"1,182",748,,-881,"-1,543","1,243","1,161",453,
26631,MISSOURI                 ,MERCER,-144,-173,24,44,76,,-168,-36,33,62,96,
26650,MISSOURI                 ,MILLER,-895,"-1,368",687,685,630,,-323,-565,400,375,431,
26660,MISSOURI                 ,MISSISSIPPI,-564,-750,544,728,371,,"-1,119",-938,736,"1,359","1,299",
26670,MISSOURI                 ,MONITEAU,97,-607,-560,316,"1,064",,44,-109,-198,71,179,
26680,MISSOURI                 ,MONROE,-516,-246,191,223,105,,-143,-44,37,145,153,
26690,MISSOURI                 ,MONTGOMERY,-28,-415,328,494,563,,-234,-309,182,271,232,
26700,MISSOURI                 ,MORGAN,-673,-887,463,766,624,,-418,-752,384,473,563,
26710,MISSOURI                 ,NEW MADRID,-778,"-1,398",834,779,366,,"-1,123","-1,594",995,"1,109","1,067",
26720,MISSOURI                 ,NEWTON,"-7,657","-7,989","-1,866","-1,954","-1,779",,"-9,720","-14,459","-2,491","-1,812","-1,604",
26730,MISSOURI                 ,NODAWAY,-276,-337,14,287,265,,-71,-444,55,305,13,
26740,MISSOURI                 ,OREGON,-432,-771,567,500,370,,-548,"-1,604",575,429,766,
26750,MISSOURI                 ,OSAGE,60,-547,-535,178,577,,-209,"-1,453",-153,164,329,
26751,MISSOURI                 ,OZARK,-186,-325,127,66,163,,-439,-532,276,353,164,
26770,MISSOURI                 ,PEMISCOT,-945,"-1,099","1,152",587,614,,"-1,100",-722,748,"1,340",747,
26780,MISSOURI                 ,PERRY,-319,-607,139,361,234,,-262,-20,206,53,53,
26790,MISSOURI                 ,PETTIS,-860,"-1,345",608,"1,071",677,,-525,-201,320,177,400,
26800,MISSOURI                 ,PHELPS,"-2,155","-3,172","1,118","1,998","1,754",,-389,"-2,024","3,103","4,396","3,651",
26810,MISSOURI                 ,PIKE,-928,"-1,115",516,596,399,,-831,-780,273,899,554,
26820,MISSOURI                 ,PLATTE,-168,"-1,313","-2,441","-1,583","-1,956",,-104,"-1,113","-2,581","-1,190","-1,630",
26821,MISSOURI                 ,POLK,"-1,464",138,241,440,-873,,"-2,159",260,102,727,"-1,770",
26840,MISSOURI                 ,PULASKI,"-1,174",-941,"1,167",776,743,,"-1,172","-1,814",556,"1,035","1,239",
26850,MISSOURI                 ,PUTNAM,-299,"-1,243",10,49,217,,-80,-42,154,253,199,
26860,MISSOURI                 ,RALLS,-177,-286,265,187,69,,-488,-470,342,461,283,
26870,MISSOURI                 ,RANDOLPH,"-1,943","-1,623","1,383","1,002",804,,"-1,183","-1,141",803,"1,241","1,072",
26880,MISSOURI                 ,RAY,-403,-595,"-1,231","-1,041","-1,411",,-83,-751,-915,-708,-316,
26881,MISSOURI                 ,REYNOLDS,-386,-489,217,425,251,,-334,-286,319,508,295,
26900,MISSOURI                 ,RIPLEY,-413,"-1,714","1,355","1,161","1,215",,"-2,950","-2,651","1,491","1,489","1,794",
26910,MISSOURI                 ,ST. CHARLES,"15,671","16,614","14,592","15,392","9,312",,"13,293","17,646","18,451","18,212","13,713",
26911,MISSOURI                 ,ST. CLAIR,-204,-295,289,206,272,,-151,-458,202,59,3,
26930,MISSOURI                 ,ST. FRANCOIS,"-3,081","-5,456","3,641","4,431","4,555",,"-3,487","-6,839","6,861","7,116","6,615",
26940,MISSOURI                 ,ST. LOUIS,"62,298","73,416","56,754","62,425","43,932",,"84,244","112,420","108,658","100,045","78,470",
26950,MISSOURI                 ,ST. LOUIS CITY,"33,589","44,973","32,799","35,547","24,577",,"61,869","104,238","82,626","70,430","46,464",
26960,MISSOURI                 ,STE. GENEVIEVE,-766,-653,202,834,918,,-639,-383,425,528,574,
26970,MISSOURI                 ,SALINE,-246,-604,325,543,624,,-188,-350,25,139,200,
26980,MISSOURI                 ,SCHUYLER,-402,-576,303,157,347,,-278,-288,55,281,197,
26981,MISSOURI                 ,SCOTLAND,-114,0,100,126,172,,-146,-207,170,169,128,
26982,MISSOURI                 ,SCOTT,"-1,954","-2,163","1,139","1,226","1,523",,"-2,097","-3,224","1,700","2,164","2,383",
26983,MISSOURI                 ,SHANNON,-74,-262,190,583,481,,-324,"-1,221",221,486,601,
26984,MISSOURI                 ,SHELBY,-417,-265,255,142,116,,-82,-82,137,46,0,
26985,MISSOURI                 ,STODDARD,"-1,214","-2,463","1,242","1,520","1,366",,"-1,505","-2,671","1,419","1,570","1,572",
26986,MISSOURI                 ,STONE,-622,"-1,261",769,867,947,,"-1,348","-2,269","1,391","1,703","1,192",
26987,MISSOURI                 ,SULLIVAN,-233,-180,243,123,199,,-624,"-1,021",616,388,220,
26988,MISSOURI                 ,TANEY,"-1,236","-1,733",941,"1,634","1,542",,"-1,332","-3,909","1,332","2,575","1,758",
26989,MISSOURI                 ,TEXAS,-598,"-1,216",781,911,965,,"-1,226","-1,615",785,550,"1,431",
26990,MISSOURI                 ,VERNON,-811,-597,552,328,291,,-294,-352,335,449,313,
26991,MISSOURI                 ,WARREN,"2,390","1,806","1,791","2,580","1,100",,"1,510","2,350","2,828","1,964","1,529",
26992,MISSOURI                 ,WASHINGTON,"2,501","3,031","3,417","3,316","2,618",,"1,781","3,033","3,348","3,870","2,261",
26993,MISSOURI                 ,WAYNE,"-1,105",-789,"1,616","1,013","1,066",,-913,"-2,777","1,148","1,373","1,079",
26994,MISSOURI                 ,WEBSTER,"-1,087",250,158,689,"-1,083",,"-1,348",408,332,754,"-1,781",
26995,MISSOURI                 ,WORTH,-122,0,342,14,40,,-75,-226,105,74,7,
26996,MISSOURI                 ,WRIGHT,-611,-724,"1,075",584,603,,-974,-750,578,"1,104",778,
27000,MONTANA                  ,BEAVERHEAD,144,554,272,131,0,,732,302,317,470,163,
27010,MONTANA                  ,BIG HORN,0,0,0,0,0,,0,-13,0,0,0,
27020,MONTANA                  ,BLAINE,173,0,136,0,0,,0,77,0,26,-4,
27030,MONTANA                  ,BROADWATER,134,567,905,684,530,,227,70,51,421,219,
27040,MONTANA                  ,CARBON,17,-82,-34,10,181,,"-2,314",-120,-21,17,2,
27050,MONTANA                  ,CARTER,0,0,0,0,0,,0,0,0,0,0,
27060,MONTANA                  ,CASCADE,"4,502","4,898","9,706","10,343","8,655",,"6,547","5,473","14,092","12,298","8,358",
27070,MONTANA                  ,CHOUTEAU,0,135,0,108,233,,36,0,0,0,0,
27080,MONTANA                  ,CUSTER,857,423,804,"1,018",444,,335,249,842,"1,400",642,
27090,MONTANA                  ,DANIELS,0,0,0,0,0,,0,49,0,0,0,
27100,MONTANA                  ,DAWSON,225,325,"1,136",140,325,,0,180,0,20,169,
27110,MONTANA                  ,DEER LODGE,531,0,532,516,349,,650,564,890,562,470,
27120,MONTANA                  ,FALLON,0,0,0,0,0,,0,0,0,0,0,
27130,MONTANA                  ,FERGUS,"1,482","1,591",191,36,243,,577,495,"1,523","1,165",191,
27140,MONTANA                  ,FLATHEAD,"5,843","3,550","6,516","6,232","4,084",,"4,612","3,491","9,995","7,165","5,745",
27150,MONTANA                  ,GALLATIN,"1,718","2,322","3,779","3,196","2,931",,"4,633","2,756","4,278","5,756","3,932",
27160,MONTANA                  ,GARFIELD,21,0,0,0,162,,0,0,0,0,0,
27170,MONTANA                  ,GLACIER,0,0,0,0,-2,,11,0,0,0,0,
27180,MONTANA                  ,GOLDEN VALLEY,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,
27190,MONTANA                  ,GRANITE,0,0,0,0,0,,0,0,0,0,0,
27200,MONTANA                  ,HILL,23,833,309,0,0,,0,371,-48,11,-43,
27210,MONTANA                  ,JEFFERSON,116,491,223,610,328,,424,"1,151",132,459,845,
27220,MONTANA                  ,JUDITH BASIN,0,0,0,0,0,,0,0,105,107,0,
27230,MONTANA                  ,LAKE,"1,401","1,216","2,790","1,936","2,197",,"1,392",906,"1,961","2,745","1,029",
27240,MONTANA                  ,LEWIS AND CLARK,"2,725","2,811","4,141","1,551","2,146",,"5,198","2,463","4,406","3,102","2,009",
27250,MONTANA                  ,LIBERTY,112,276,0,0,0,,0,0,0,0,0,
27260,MONTANA                  ,LINCOLN,"1,560","1,289","2,485","1,130","2,220",,10,456,"2,119","2,010","1,256",
27270,MONTANA                  ,MCCONE,0,0,0,0,0,,511,0,102,0,0,
27280,MONTANA                  ,MADISON,0,0,13,283,210,,29,34,0,0,0,
27290,MONTANA                  ,MEAGHER,0,0,0,0,0,,122,0,-778,0,0,
27300,MONTANA                  ,MINERAL,696,414,31,380,510,,462,128,108,0,8,
27310,MONTANA                  ,MISSOULA,638,"1,563",-579,"1,373",389,,"1,047","1,196",-850,"1,368",-418,
27320,MONTANA                  ,MUSSELSHELL,9,0,0,0,0,,0,0,-2,0,0,
27330,MONTANA                  ,PARK,"1,477",641,"2,032",501,522,,"1,104",641,372,777,802,
27340,MONTANA                  ,PETROLEUM,0,0,0,0,0,,0,0,0,0,0,
27350,MONTANA                  ,PHILLIPS,145,0,0,0,225,,198,0,27,82,29,
27360,MONTANA                  ,PONDERA,595,0,753,273,0,,9,0,0,0,80,
27370,MONTANA                  ,POWDER RIVER,0,83,0,0,0,,0,0,0,0,"1,493",
27380,MONTANA                  ,POWELL,236,90,0,302,0,,50,289,164,81,0,
27390,MONTANA                  ,PRAIRIE,0,0,400,0,0,,0,0,0,0,74,
27400,MONTANA                  ,RAVALLI,"3,485","2,422",209,"1,487",595,,"1,882","3,234","1,847","1,270","1,414",
27410,MONTANA                  ,RICHLAND,239,691,"1,345",325,74,,707,207,768,383,192,
27420,MONTANA                  ,ROOSEVELT,158,0,0,170,0,,0,0,0,0,0,
27430,MONTANA                  ,ROSEBUD,0,0,623,112,181,,477,0,789,0,505,
27440,MONTANA                  ,SANDERS,254,175,412,374,232,,"1,742",211,644,16,199,
27450,MONTANA                  ,SHERIDAN,0,0,0,0,0,,0,0,0,0,86,
27460,MONTANA                  ,SILVER BOW,"2,036","2,084","3,167","1,321","1,649",,"2,688","2,044","3,296","2,242","1,862",
27470,MONTANA                  ,STILLWATER,-5,0,233,0,235,,424,0,59,222,0,
27480,MONTANA                  ,SWEET GRASS,0,0,0,0,178,,0,0,0,0,0,
27490,MONTANA                  ,TETON,0,0,0,313,94,,0,145,"1,498",150,247,
27500,MONTANA                  ,TOOLE,441,0,0,0,0,,0,0,0,0,0,
27510,MONTANA                  ,TREASURE,0,0,0,0,0,,0,0,0,0,0,
27520,MONTANA                  ,VALLEY,0,0,0,0,0,,0,0,0,0,-2,
27530,MONTANA                  ,WHEATLAND,0,0,0,0,0,,0,0,0,0,0,
27540,MONTANA                  ,WIBAUX,0,0,0,0,0,,0,203,191,0,0,
27550,MONTANA                  ,YELLOWSTONE,645,-832,-914,481,"1,207",,"1,063","-1,130",-421,"1,356","1,757",
28000,NEBRASKA                 ,ADAMS,90,272,249,-8,60,,98,136,316,-18,20,
28010,NEBRASKA                 ,ANTELOPE,-23,26,71,31,-38,,23,243,295,-24,36,
28020,NEBRASKA                 ,ARTHUR,0,0,0,0,0,,0,0,0,0,0,
28030,NEBRASKA                 ,BANNER,0,0,0,0,0,,0,0,0,0,0,
28040,NEBRASKA                 ,BLAINE,5,0,0,0,0,,0,0,0,0,0,
28050,NEBRASKA                 ,BOONE,0,0,189,7,25,,0,0,0,0,0,
28060,NEBRASKA                 ,BOX BUTTE,173,31,51,-8,22,,4,47,219,-58,6,
28070,NEBRASKA                 ,BOYD,0,0,8,0,5,,0,0,0,0,3,
28080,NEBRASKA                 ,BROWN,1,0,26,0,0,,0,0,0,-133,3,
28090,NEBRASKA                 ,BUFFALO,96,375,690,-99,122,,65,609,302,-47,118,
28100,NEBRASKA                 ,BURT,15,323,203,-16,23,,49,348,316,-35,26,
28110,NEBRASKA                 ,BUTLER,1,99,95,-5,0,,0,0,77,-6,0,
28120,NEBRASKA                 ,CASS,"1,010",690,780,853,-153,,"1,294","2,581","1,300",747,-76,
28130,NEBRASKA                 ,CEDAR,0,106,6,-3,23,,84,248,309,-23,31,
28140,NEBRASKA                 ,CHASE,91,26,8,0,4,,0,0,0,0,0,
28150,NEBRASKA                 ,CHERRY,0,35,61,-10,2,,15,123,31,-9,1,
28160,NEBRASKA                 ,CHEYENNE,32,127,268,-19,38,,13,48,0,-15,5,
28170,NEBRASKA                 ,CLAY,12,29,0,-4,4,,0,0,101,-13,4,
28180,NEBRASKA                 ,COLFAX,14,167,141,0,-17,,-13,390,329,-32,42,
28190,NEBRASKA                 ,CUMING,0,89,0,-5,27,,0,0,105,0,3,
28200,NEBRASKA                 ,CUSTER,-58,127,238,-30,51,,52,145,488,-4,-1,
28210,NEBRASKA                 ,DAKOTA,-77,55,120,182,-237,,-211,11,0,62,-375,
28220,NEBRASKA                 ,DAWES,24,60,81,-6,5,,7,45,27,-31,0,
28230,NEBRASKA                 ,DAWSON,161,511,419,-69,24,,109,"1,371","1,693",-73,90,
28240,NEBRASKA                 ,DEUEL,0,0,72,-3,12,,0,85,31,-3,0,
28250,NEBRASKA                 ,DIXON,1,159,86,54,-602,,-22,429,39,20,-451,
28260,NEBRASKA                 ,DODGE,177,"1,338",730,289,4,,187,120,"1,016",216,24,
28270,NEBRASKA                 ,DOUGLAS,"11,143","25,780","15,483","16,831","-5,356",,"19,002","34,888","19,454","20,747","-6,203",
28280,NEBRASKA                 ,DUNDY,0,2,26,-8,0,,20,0,0,-7,0,
28290,NEBRASKA                 ,FILLMORE,8,36,130,0,11,,6,162,0,0,6,
28300,NEBRASKA                 ,FRANKLIN,0,0,0,0,5,,0,35,41,-17,20,
28310,NEBRASKA                 ,FRONTIER,18,48,0,0,4,,17,0,275,-19,24,
28320,NEBRASKA                 ,FURNAS,1,-15,68,24,18,,33,92,156,-10,18,
28330,NEBRASKA                 ,GAGE,34,290,125,-7,0,,108,91,211,-12,41,
28340,NEBRASKA                 ,GARDEN,0,0,0,-3,3,,0,0,1,-10,0,
28350,NEBRASKA                 ,GARFIELD,0,109,0,0,3,,0,0,0,-3,0,
28360,NEBRASKA                 ,GOSPER,0,86,0,-10,9,,7,137,123,-27,4,
28370,NEBRASKA                 ,GRANT,0,0,0,0,0,,0,0,0,0,0,
28380,NEBRASKA                 ,GREELEY,37,99,260,-5,3,,5,21,0,-14,18,
28390,NEBRASKA                 ,HALL,-106,335,931,-69,112,,236,584,587,-116,-38,
28400,NEBRASKA                 ,HAMILTON,40,24,213,-8,-52,,103,-40,81,-83,16,
28410,NEBRASKA                 ,HARLAN,13,109,57,-2,4,,13,60,0,-8,0,
28420,NEBRASKA                 ,HAYES,0,0,23,0,0,,0,0,0,0,0,
28430,NEBRASKA                 ,HITCHCOCK,17,78,401,-11,3,,31,61,34,0,3,
28440,NEBRASKA                 ,HOLT,-18,180,57,-10,5,,7,0,63,-10,12,
28450,NEBRASKA                 ,HOOKER,0,39,0,0,0,,0,0,0,0,0,
28460,NEBRASKA                 ,HOWARD,0,141,187,-11,19,,81,419,645,-61,54,
28470,NEBRASKA                 ,JEFFERSON,1,65,18,-10,-22,,0,28,5,0,7,
28480,NEBRASKA                 ,JOHNSON,14,116,333,-41,11,,27,38,0,-19,4,
28490,NEBRASKA                 ,KEARNEY,9,128,204,-5,14,,60,187,0,0,8,
28500,NEBRASKA                 ,KEITH,16,176,438,-40,9,,37,4,8,-18,-43,
28510,NEBRASKA                 ,KEYA PAHA,0,0,0,0,0,,1,0,0,0,0,
28520,NEBRASKA                 ,KIMBALL,6,0,66,-4,0,,1,0,35,0,3,
28530,NEBRASKA                 ,KNOX,9,30,40,-3,0,,158,278,254,-15,51,
28540,NEBRASKA                 ,LANCASTER,"-9,350","-4,268","-1,268","-3,787","-3,759",,"-8,763","-4,542",-838,"-3,172","-3,066",
28550,NEBRASKA                 ,LINCOLN,90,431,742,-117,111,,109,477,619,-72,157,
28560,NEBRASKA                 ,LOGAN,0,0,0,-2,5,,0,0,0,0,0,
28570,NEBRASKA                 ,LOUP,0,0,33,0,0,,45,153,101,0,4,
28580,NEBRASKA                 ,MCPHERSON,0,0,0,0,0,,0,0,0,0,0,
28590,NEBRASKA                 ,MADISON,16,202,470,-26,36,,81,353,573,25,-24,
28600,NEBRASKA                 ,MERRICK,1,5,71,-4,4,,8,69,126,-9,6,
28610,NEBRASKA                 ,MORRILL,20,64,145,-7,15,,27,209,152,0,0,
28620,NEBRASKA                 ,NANCE,16,86,33,-19,0,,86,383,406,-20,4,
28630,NEBRASKA                 ,NEMAHA,87,184,188,-24,20,,6,168,91,-5,15,
28640,NEBRASKA                 ,NUCKOLLS,-77,0,200,0,0,,1,7,20,0,3,
28650,NEBRASKA                 ,OTOE,76,267,243,-68,17,,48,349,398,-51,54,
28660,NEBRASKA                 ,PAWNEE,-80,42,60,-6,0,,32,282,307,-31,22,
28670,NEBRASKA                 ,PERKINS,8,30,107,-2,0,,0,0,7,0,4,
28680,NEBRASKA                 ,PHELPS,89,127,113,-34,20,,16,61,519,-23,33,
28690,NEBRASKA                 ,PIERCE,0,91,157,-5,0,,198,416,225,-41,24,
28700,NEBRASKA                 ,PLATTE,32,44,156,-21,8,,8,0,6,0,4,
28710,NEBRASKA                 ,POLK,0,0,208,-2,3,,1,57,0,0,0,
28720,NEBRASKA                 ,RED WILLOW,6,56,182,-2,3,,59,287,367,-26,18,
28730,NEBRASKA                 ,RICHARDSON,73,269,95,21,0,,40,297,352,-36,28,
28740,NEBRASKA                 ,ROCK,0,0,0,0,0,,0,0,0,0,0,
28750,NEBRASKA                 ,SALINE,-63,143,412,-14,51,,39,55,159,-4,25,
28760,NEBRASKA                 ,SARPY,"2,751","5,007","2,196","3,178",-853,,"2,238","4,466","3,256","4,131","-1,146",
28770,NEBRASKA                 ,SAUNDERS,513,"1,024",551,792,-217,,369,610,309,845,-319,
28780,NEBRASKA                 ,SCOTTS BLUFF,125,441,404,-68,55,,211,494,581,-52,92,
28790,NEBRASKA                 ,SEWARD,-163,-195,-1,-150,-127,,-471,-194,-35,-18,-97,
28800,NEBRASKA                 ,SHERIDAN,11,-37,72,-4,9,,0,101,0,0,0,
28810,NEBRASKA                 ,SHERMAN,25,0,0,0,7,,41,44,0,-6,0,
28820,NEBRASKA                 ,SIOUX,0,0,0,0,0,,0,0,0,0,0,
28830,NEBRASKA                 ,STANTON,0,0,0,-6,0,,0,0,0,0,0,
28840,NEBRASKA                 ,THAYER,12,16,0,0,12,,0,0,89,-1,9,
28850,NEBRASKA                 ,THOMAS,0,16,0,0,0,,0,0,0,0,0,
28860,NEBRASKA                 ,THURSTON,36,120,144,-16,-129,,0,0,59,0,-6,
28870,NEBRASKA                 ,VALLEY,0,56,24,-20,5,,0,-51,-36,-6,0,
28880,NEBRASKA                 ,WASHINGTON,81,290,152,303,-72,,328,"1,001",171,430,-140,
28890,NEBRASKA                 ,WAYNE,7,0,0,0,0,,6,27,0,0,7,
28900,NEBRASKA                 ,WEBSTER,7,17,0,-3,0,,0,0,0,0,4,
28910,NEBRASKA                 ,WHEELER,0,6,0,0,0,,0,0,0,0,0,
28920,NEBRASKA                 ,YORK,7,180,219,-19,19,,14,0,198,-39,51,
29000,NEVADA                   ,CHURCHILL,"2,437","1,596",488,"1,167",247,,"1,564","1,679",496,"1,155",724,
29010,NEVADA                   ,CLARK,"-26,580","-79,100","-134,477","-120,443","-111,096",,"-56,850","-168,077","-316,970","-321,859","-324,786",
29020,NEVADA                   ,DOUGLAS,"2,288","1,354",204,"1,145",999,,"1,489",836,-15,"1,135",-44,
29030,NEVADA                   ,ELKO,"2,540","1,547",590,"3,201",560,,"15,715","12,688","4,234","6,888","2,810",
29040,NEVADA                   ,ESMERALDA,0,0,-101,0,-82,,0,-275,-483,-238,-69,
29050,NEVADA                   ,EUREKA,0,241,59,0,87,,783,462,116,677,0,
29060,NEVADA                   ,HUMBOLDT,88,146,89,651,317,,0,0,29,565,332,
29070,NEVADA                   ,LANDER,121,0,210,305,0,,185,0,158,720,343,
