DISABLED -- REPRICING ADJUSTMENTS TO THE 2007-2011 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,
CODE,STATE,COUNTY,Part B Reimbursement Adjustment 2007,Part B Reimbursement Adjustment 2008,Part B Reimbursement Adjustment 2009,Part B Reimbursement Adjustment 2010,Part B Reimbursement Adjustment 2011,,,,,
25530,MISSISSIPPI              ,PANOLA,"-8,491","-13,071","-13,919","-18,485","-14,105",,,,,
25540,MISSISSIPPI              ,PEARL RIVER,"-5,668","-4,140","-15,635","-18,379","-12,800",,,,,
25550,MISSISSIPPI              ,PERRY,-656,"3,472","7,975","2,887",182,,,,,
25560,MISSISSIPPI              ,PIKE,-222,"3,005","-6,013","-16,804","-26,220",,,,,
25570,MISSISSIPPI              ,PONTOTOC,"-12,858","-13,349","-12,264","-15,169","-12,976",,,,,
25580,MISSISSIPPI              ,PRENTISS,"-30,318","-33,777","-36,526","-38,483","-31,719",,,,,
25590,MISSISSIPPI              ,QUITMAN,"-3,119","-3,849","-1,877","-3,710","-3,679",,,,,
25600,MISSISSIPPI              ,RANKIN,"-11,301","10,996","-4,138","-16,189","-1,131",,,,,
25610,MISSISSIPPI              ,SCOTT,"-4,122","-2,080","-3,950","-9,458","-3,892",,,,,
25620,MISSISSIPPI              ,SHARKEY,"-2,680",-500,"-1,174","-2,540","-1,607",,,,,
25630,MISSISSIPPI              ,SIMPSON,"-3,178","5,145","5,149",-524,"3,389",,,,,
25640,MISSISSIPPI              ,SMITH,"-2,494",-361,118,"-2,324","-1,248",,,,,
25650,MISSISSIPPI              ,STONE,"-6,106","-4,748","-3,404","-4,078","-5,968",,,,,
25660,MISSISSIPPI              ,SUNFLOWER,"-1,242","6,202","10,081","5,798","-1,295",,,,,
25670,MISSISSIPPI              ,TALLAHATCHIE,"-4,524","-2,460","-2,668","-5,560","-1,044",,,,,
25680,MISSISSIPPI              ,TATE,"-7,385","-6,894","-9,083","-8,815","-9,548",,,,,
25690,MISSISSIPPI              ,TIPPAH,"-29,240","-31,370","-28,805","-40,510","-30,076",,,,,
25700,MISSISSIPPI              ,TISHOMINGO,"-33,937","-37,433","-38,273","-48,038","-36,620",,,,,
25710,MISSISSIPPI              ,TUNICA,"-3,668","-2,778","-4,974","-3,855","-3,536",,,,,
25720,MISSISSIPPI              ,UNION,"-14,010","-14,507","-14,390","-18,062","-13,396",,,,,
25730,MISSISSIPPI              ,WALTHALL,-535,593,558,-318,"-2,241",,,,,
25740,MISSISSIPPI              ,WARREN,"-6,791","2,517","-4,662","-7,821","-1,969",,,,,
25750,MISSISSIPPI              ,WASHINGTON,"-23,298","1,316","-1,896","4,685","-13,982",,,,,
25760,MISSISSIPPI              ,WAYNE,"-5,801","-2,613",-824,"-3,993","-3,769",,,,,
25770,MISSISSIPPI              ,WEBSTER,"-5,008","-4,983","-5,419","-6,606","-5,109",,,,,
25780,MISSISSIPPI              ,WILKINSON,"-1,741","-1,471","-2,740","-1,994",-602,,,,,
25790,MISSISSIPPI              ,WINSTON,"-3,276","-1,823","-2,681","-3,377","-2,384",,,,,
25800,MISSISSIPPI              ,YALOBUSHA,"-8,603","-9,174","-7,571","-10,545","-8,780",,,,,
25810,MISSISSIPPI              ,YAZOO,"-2,351",802,"-2,332","-5,176",-931,,,,,
26000,MISSOURI                 ,ADAIR,"-8,697","-5,284","-11,209","-7,459","-5,800",,,,,
26010,MISSOURI                 ,ANDREW,"-4,392","-1,793","-6,714","-3,373","-2,815",,,,,
26020,MISSOURI                 ,ATCHISON,-685,663,-87,677,392,,,,,
26030,MISSOURI                 ,AUDRAIN,"-4,735","-6,860","-8,700","-6,320","4,838",,,,,
26040,MISSOURI                 ,BARRY,"-6,178","-8,217","-5,956","-1,155","4,322",,,,,
26050,MISSOURI                 ,BARTON,"-6,850","-6,166","-13,739","-4,889","-4,027",,,,,
26060,MISSOURI                 ,BATES,"-15,280","-14,840","-24,186","-8,136","-5,693",,,,,
26070,MISSOURI                 ,BENTON,"-1,606","1,185","-4,465","-1,663","9,767",,,,,
26080,MISSOURI                 ,BOLLINGER,"-64,311","2,452","6,495","5,040","6,065",,,,,
26090,MISSOURI                 ,BOONE,"-24,723","-30,814","-33,284","-35,799","31,665",,,,,
26100,MISSOURI                 ,BUCHANAN,"-38,783","-22,980","-68,168","-43,814","-38,770",,,,,
26110,MISSOURI                 ,BUTLER,"-6,786","-8,355","-8,904","-18,930","2,167",,,,,
26120,MISSOURI                 ,CALDWELL,200,423,"-1,756","-2,289","-1,109",,,,,
26130,MISSOURI                 ,CALLAWAY,"-13,222","-15,905","-27,139","-21,318","-1,162",,,,,
26140,MISSOURI                 ,CAMDEN,"-2,412","-8,692","-14,602","-16,917","-2,081",,,,,
26150,MISSOURI                 ,CAPE GIRARDEAU,"-54,619","-15,174","10,159","25,974","32,804",,,,,
26160,MISSOURI                 ,CARROLL,-38,-261,"-1,606","-1,173",-112,,,,,
26170,MISSOURI                 ,CARTER,"-1,445",-689,"-1,564","-4,498",-761,,,,,
26180,MISSOURI                 ,CASS,"3,151","3,300","-2,699","-6,261","-4,134",,,,,
26190,MISSOURI                 ,CEDAR,"-4,768","-6,300","-7,326","-3,090","-1,038",,,,,
26200,MISSOURI                 ,CHARITON,"-1,465","-1,563","-2,280","-1,593",675,,,,,
26210,MISSOURI                 ,CHRISTIAN,"1,357","-4,225","8,430","7,600","8,615",,,,,
26220,MISSOURI                 ,CLARK,"-1,293","-1,051","-1,898",-510,-568,,,,,
26230,MISSOURI                 ,CLAY,"13,701","15,468","-5,530","-22,024","-15,936",,,,,
26240,MISSOURI                 ,CLINTON,885,929,"-2,986","-3,904","-3,155",,,,,
26250,MISSOURI                 ,COLE,"-25,555","-33,370","-39,948","-29,942","-12,325",,,,,
26260,MISSOURI                 ,COOPER,"-4,142","-5,591","-7,536","-5,978","1,635",,,,,
26270,MISSOURI                 ,CRAWFORD,-657,293,-147,-208,"4,604",,,,,
26280,MISSOURI                 ,DADE,"-1,062","-2,159",-543,-309,69,,,,,
26290,MISSOURI                 ,DALLAS,"-2,437","-3,582","-3,737","-1,919",-90,,,,,
26300,MISSOURI                 ,DAVIESS,883,298,"-1,105","-1,398","-1,354",,,,,
26310,MISSOURI                 ,DEKALB,-953,-431,"-2,771","-2,509","-1,630",,,,,
26320,MISSOURI                 ,DENT,"-12,090","-5,861","-9,698","-11,243","-5,367",,,,,
26330,MISSOURI                 ,DOUGLAS,-333,-858,"1,535","1,524","1,674",,,,,
26340,MISSOURI                 ,DUNKLIN,"-24,274","-30,395","-34,196","-21,591","-16,796",,,,,
26350,MISSOURI                 ,FRANKLIN,"28,993","27,656","34,026","29,528","36,033",,,,,
26360,MISSOURI                 ,GASCONADE,-710,-883,"-1,213",-477,"2,086",,,,,
26370,MISSOURI                 ,GENTRY,"-3,639",-766,"-5,192","-2,500","-2,099",,,,,
26380,MISSOURI                 ,GREENE,"1,641","-22,066","39,345","34,626","38,610",,,,,
26390,MISSOURI                 ,GRUNDY,-530,-427,"-1,687","-2,215","-1,312",,,,,
26400,MISSOURI                 ,HARRISON,-386,"-1,075","-2,982","-1,720","-2,692",,,,,
26410,MISSOURI                 ,HENRY,147,"1,057","-3,272","-1,380","2,093",,,,,
26411,MISSOURI                 ,HICKORY,"-3,056","-3,040","-4,298","-2,119","-1,173",,,,,
26412,MISSOURI                 ,HOLT,"-2,829",-985,"-2,445",-971,47,,,,,
26440,MISSOURI                 ,HOWARD,"-1,686","-2,264","-3,116","-2,662","1,113",,,,,
26450,MISSOURI                 ,HOWELL,"2,015","8,393","6,854","20,694","19,131",,,,,
26460,MISSOURI                 ,IRON,"1,645","1,191","1,805","3,151","2,571",,,,,
26470,MISSOURI                 ,JACKSON,"66,400","62,803","-13,906","-92,480","-55,708",,,,,
26480,MISSOURI                 ,JASPER,"-156,168","-216,432","-275,843","-98,983","-78,314",,,,,
26490,MISSOURI                 ,JEFFERSON,"40,250","42,990","55,380","50,347","60,622",,,,,
26500,MISSOURI                 ,JOHNSON,"10,014","13,897","17,575","21,986","30,786",,,,,
26510,MISSOURI                 ,KNOX,"-1,541","-1,584","-2,254","-1,526",-494,,,,,
26520,MISSOURI                 ,LACLEDE,"-9,967","-12,136","-15,701","-7,936","-5,979",,,,,
26530,MISSOURI                 ,LAFAYETTE,"4,957","4,259","2,368","-2,485",552,,,,,
26540,MISSOURI                 ,LAWRENCE,"-2,051","-4,527","-3,715",910,"1,344",,,,,
26541,MISSOURI                 ,LEWIS,-688,-531,-788,-938,-917,,,,,
26560,MISSOURI                 ,LINCOLN,656,"4,630","5,358","9,304","13,834",,,,,
26570,MISSOURI                 ,LINN,"-2,200","-2,380","-3,577","-3,433",-486,,,,,
26580,MISSOURI                 ,LIVINGSTON,-923,-593,"-2,035","-2,776","-2,007",,,,,
26590,MISSOURI                 ,MCDONALD,"-10,904","-21,474","-20,519","-6,569","-2,328",,,,,
26600,MISSOURI                 ,MACON,"-3,399","-4,043","-3,842","-3,618",541,,,,,
26601,MISSOURI                 ,MADISON,"-8,613","1,876","2,326","2,794","2,775",,,,,
26620,MISSOURI                 ,MARIES,"-2,774","-2,855","-6,021","-7,220","-2,978",,,,,
26630,MISSOURI                 ,MARION,"-9,610","-11,690","-15,976","-18,441","-18,342",,,,,
26631,MISSOURI                 ,MERCER,-2,-178,-543,-601,"-1,018",,,,,
26650,MISSOURI                 ,MILLER,"-6,645","-13,255","-14,686","-15,375","-2,382",,,,,
26660,MISSOURI                 ,MISSISSIPPI,674,797,"2,639","2,562","3,945",,,,,
26670,MISSOURI                 ,MONITEAU,"-3,346","-4,859","-8,636","-5,491","-2,094",,,,,
26680,MISSOURI                 ,MONROE,"-2,119","-2,912","-3,250","-3,398",-246,,,,,
26690,MISSOURI                 ,MONTGOMERY,"-3,462","-4,209","-4,106","-1,832","1,786",,,,,
26700,MISSOURI                 ,MORGAN,"-4,098","-8,928","-11,621","-8,232","1,858",,,,,
26710,MISSOURI                 ,NEW MADRID,"-3,078","-2,799","1,446",507,"2,495",,,,,
26720,MISSOURI                 ,NEWTON,"-29,076","-38,580","-53,030","-17,437","-15,349",,,,,
26730,MISSOURI                 ,NODAWAY,"-6,322",-657,"-9,259","10,769","10,244",,,,,
26740,MISSOURI                 ,OREGON,"1,776","2,580","2,766","7,032","5,356",,,,,
26750,MISSOURI                 ,OSAGE,"-2,827","-4,831","-4,722","-4,848","-1,867",,,,,
26751,MISSOURI                 ,OZARK,373,501,"1,625","3,158","2,898",,,,,
26770,MISSOURI                 ,PEMISCOT,"-24,103","-19,988","-19,471","-9,630","-9,473",,,,,
26780,MISSOURI                 ,PERRY,"-3,654","1,719","4,131","1,583","2,287",,,,,
26790,MISSOURI                 ,PETTIS,743,"1,375","-4,451","3,407","30,724",,,,,
26800,MISSOURI                 ,PHELPS,"-27,922","-22,717","-31,502","-30,641","-15,042",,,,,
26810,MISSOURI                 ,PIKE,"-2,171",-695,"-4,148","-2,195","-4,006",,,,,
26820,MISSOURI                 ,PLATTE,"3,587","4,283","-1,590","-7,146","-4,001",,,,,
26821,MISSOURI                 ,POLK,"-5,654","-9,150","-9,410","-3,708","-2,399",,,,,
26840,MISSOURI                 ,PULASKI,"-17,750","-14,266","-22,844","-17,965","-6,839",,,,,
26850,MISSOURI                 ,PUTNAM,"-1,972","-1,987","-1,359","-2,326",-913,,,,,
26860,MISSOURI                 ,RALLS,"-1,528","-1,914","-3,636","-2,907","-1,774",,,,,
26870,MISSOURI                 ,RANDOLPH,"-8,500","-10,603","-9,840","-10,367","3,906",,,,,
26880,MISSOURI                 ,RAY,"1,767","1,999",-312,"-2,839","-1,562",,,,,
26881,MISSOURI                 ,REYNOLDS,"-1,309",-763,"-2,179","-1,070",-913,,,,,
26900,MISSOURI                 ,RIPLEY,"-10,123","-8,472","-11,696","-10,093","-2,494",,,,,
26910,MISSOURI                 ,ST. CHARLES,"30,772","35,857","37,029","43,515","53,441",,,,,
26911,MISSOURI                 ,ST. CLAIR,"-3,558","-3,809","-7,697","-3,955","-2,450",,,,,
26930,MISSOURI                 ,ST. FRANCOIS,"20,527","26,581","19,590","37,271","34,876",,,,,
26940,MISSOURI                 ,ST. LOUIS,"123,337","126,609","168,235","155,313","185,938",,,,,
26950,MISSOURI                 ,ST. LOUIS CITY,"67,446","71,129","78,583","79,790","97,325",,,,,
26960,MISSOURI                 ,STE. GENEVIEVE,-166,"1,026",943,"1,196","1,978",,,,,
26970,MISSOURI                 ,SALINE,"-7,955","-7,857","-14,991","-9,870","-1,906",,,,,
26980,MISSOURI                 ,SCHUYLER,"-2,017",-806,"-1,738","-1,438",-259,,,,,
26981,MISSOURI                 ,SCOTLAND,"-1,105",-693,-607,849,-93,,,,,
26982,MISSOURI                 ,SCOTT,"-18,555",554,"12,449","14,007","15,030",,,,,
26983,MISSOURI                 ,SHANNON,463,83,853,"1,557","1,043",,,,,
26984,MISSOURI                 ,SHELBY,"-1,724","-1,858","-1,984","-2,294",-925,,,,,
26985,MISSOURI                 ,STODDARD,"-11,876","-7,688","-7,579","-6,917","3,311",,,,,
26986,MISSOURI                 ,STONE,-198,"-3,713",870,305,"1,613",,,,,
26987,MISSOURI                 ,SULLIVAN,"-2,016","-1,825","-1,970","-2,420","-1,115",,,,,
26988,MISSOURI                 ,TANEY,205,"-7,055","-1,479","-2,946","2,085",,,,,
26989,MISSOURI                 ,TEXAS,"-12,839","-8,769","-11,837","-6,908","-2,648",,,,,
26990,MISSOURI                 ,VERNON,"-13,686","-14,972","-26,160","-12,303","-9,366",,,,,
26991,MISSOURI                 ,WARREN,"3,421","4,056","6,103","6,890","9,353",,,,,
26992,MISSOURI                 ,WASHINGTON,"10,644","10,213","10,352","13,140","15,017",,,,,
26993,MISSOURI                 ,WAYNE,"-6,364","-1,653","-1,834","-4,633","1,663",,,,,
26994,MISSOURI                 ,WEBSTER,882,"-2,182","5,459","4,065","4,920",,,,,
26995,MISSOURI                 ,WORTH,-758,78,-391,"1,183",-345,,,,,
26996,MISSOURI                 ,WRIGHT,"-2,416","-2,523","1,348","1,284","1,973",,,,,
27000,MONTANA                  ,BEAVERHEAD,"3,282","5,579","3,509","4,828",180,,,,,
27010,MONTANA                  ,BIG HORN,"6,483","9,182","5,797","4,696",-4,,,,,
27020,MONTANA                  ,BLAINE,"4,350","8,309","6,106","5,655",55,,,,,
27030,MONTANA                  ,BROADWATER,"7,709","6,436","6,591","7,190",-1,,,,,
27040,MONTANA                  ,CARBON,"5,744","6,084","5,842","7,337",-9,,,,,
27050,MONTANA                  ,CARTER,295,623,382,305,-1,,,,,
27060,MONTANA                  ,CASCADE,"62,890","73,284","79,710","92,812",355,,,,,
27070,MONTANA                  ,CHOUTEAU,"5,919","6,627","5,203","5,746",12,,,,,
27080,MONTANA                  ,CUSTER,"11,784","14,313","13,304","11,387",14,,,,,
27090,MONTANA                  ,DANIELS,456,963,889,614,-15,,,,,
27100,MONTANA                  ,DAWSON,"1,952","3,818","1,077",893,-3,,,,,
27110,MONTANA                  ,DEER LODGE,"8,122","9,178","4,438","8,055",63,,,,,
27120,MONTANA                  ,FALLON,963,"2,275",762,"1,116",-35,,,,,
27130,MONTANA                  ,FERGUS,"6,494","4,015","2,565","4,858",23,,,,,
27140,MONTANA                  ,FLATHEAD,"82,828","95,989","92,686","90,766",603,,,,,
27150,MONTANA                  ,GALLATIN,"30,666","43,225","33,595","39,578",259,,,,,
27160,MONTANA                  ,GARFIELD,160,139,54,168,5,,,,,
27170,MONTANA                  ,GLACIER,"6,191","9,022","7,767","7,774",-14,,,,,
27180,MONTANA                  ,GOLDEN VALLEY,"1,545","2,250","1,004",807,-27,,,,,
27190,MONTANA                  ,GRANITE,"1,389","2,997","2,439","1,724",-5,,,,,
27200,MONTANA                  ,HILL,"25,197","36,338","20,598","27,925",100,,,,,
27210,MONTANA                  ,JEFFERSON,"9,478","8,731","7,786","8,974",152,,,,,
27220,MONTANA                  ,JUDITH BASIN,"1,269",880,"1,118","1,220",0,,,,,
27230,MONTANA                  ,LAKE,"15,101","21,043","19,317","18,586",316,,,,,
27240,MONTANA                  ,LEWIS AND CLARK,"51,685","65,725","72,603","57,291",269,,,,,
27250,MONTANA                  ,LIBERTY,"1,820","2,488","1,907","3,136",0,,,,,
27260,MONTANA                  ,LINCOLN,"23,586","18,632","14,859","23,854",279,,,,,
27270,MONTANA                  ,MCCONE,53,4,226,"1,312",46,,,,,
27280,MONTANA                  ,MADISON,"3,582","4,474","3,505","3,028",151,,,,,
27290,MONTANA                  ,MEAGHER,"2,135","1,583","1,769","2,483",-3,,,,,
27300,MONTANA                  ,MINERAL,"7,176","10,968","6,587","6,279",-8,,,,,
27310,MONTANA                  ,MISSOULA,"66,132","70,360","64,162","57,612",189,,,,,
27320,MONTANA                  ,MUSSELSHELL,"7,596","10,011","10,240","7,882",1,,,,,
27330,MONTANA                  ,PARK,"6,582","10,237","6,604","7,009",38,,,,,
27340,MONTANA                  ,PETROLEUM,211,44,482,361,0,,,,,
27350,MONTANA                  ,PHILLIPS,"2,990","4,109","3,761","2,837",12,,,,,
27360,MONTANA                  ,PONDERA,"4,987","5,146","3,522","6,101",13,,,,,
27370,MONTANA                  ,POWDER RIVER,754,890,69,287,-23,,,,,
27380,MONTANA                  ,POWELL,"4,103","5,273","3,961","2,565",64,,,,,
27390,MONTANA                  ,PRAIRIE,"1,235",800,875,421,0,,,,,
27400,MONTANA                  ,RAVALLI,"20,717","21,297","18,704","15,248",100,,,,,
27410,MONTANA                  ,RICHLAND,"4,655","5,311","2,591","4,254",1,,,,,
27420,MONTANA                  ,ROOSEVELT,"10,425","9,224","6,513","6,907",17,,,,,
27430,MONTANA                  ,ROSEBUD,"4,915","4,586","6,590","5,851",-16,,,,,
27440,MONTANA                  ,SANDERS,"9,819","11,235","11,496","12,119",-63,,,,,
27450,MONTANA                  ,SHERIDAN,"1,867","3,022","1,205",635,-38,,,,,
27460,MONTANA                  ,SILVER BOW,"34,187","46,163","39,231","42,712",143,,,,,
27470,MONTANA                  ,STILLWATER,"5,651","4,941","5,973","3,305",2,,,,,
27480,MONTANA                  ,SWEET GRASS,"2,928","2,020","2,383","1,161",3,,,,,
27490,MONTANA                  ,TETON,"3,204","3,093","2,319","2,760",38,,,,,
27500,MONTANA                  ,TOOLE,"2,564","2,577","3,361","1,811",72,,,,,
27510,MONTANA                  ,TREASURE,246,447,312,488,8,,,,,
27520,MONTANA                  ,VALLEY,"3,832","5,437","2,584","2,609",22,,,,,
27530,MONTANA                  ,WHEATLAND,"1,190",800,878,805,-2,,,,,
27540,MONTANA                  ,WIBAUX,596,652,95,46,-1,,,,,
27550,MONTANA                  ,YELLOWSTONE,"140,005","160,591","137,500","123,485",238,,,,,
28000,NEBRASKA                 ,ADAMS,"-5,705","-7,037",-164,"2,941","5,534",,,,,
28010,NEBRASKA                 ,ANTELOPE,-125,-350,63,17,-335,,,,,
28020,NEBRASKA                 ,ARTHUR,-7,0,0,107,6,,,,,
28030,NEBRASKA                 ,BANNER,-4,-13,-13,-5,1,,,,,
28040,NEBRASKA                 ,BLAINE,-15,-1,258,2,34,,,,,
28050,NEBRASKA                 ,BOONE,966,776,345,543,140,,,,,
28060,NEBRASKA                 ,BOX BUTTE,-390,171,-657,-871,-599,,,,,
28070,NEBRASKA                 ,BOYD,228,214,734,97,-102,,,,,
28080,NEBRASKA                 ,BROWN,-178,-119,172,-189,-541,,,,,
28090,NEBRASKA                 ,BUFFALO,"-5,282","-4,348",401,-917,"-1,758",,,,,
28100,NEBRASKA                 ,BURT,362,51,527,950,-167,,,,,
28110,NEBRASKA                 ,BUTLER,-852,206,"1,161","1,229",111,,,,,
28120,NEBRASKA                 ,CASS,"3,631","3,612","8,000","6,926","4,883",,,,,
28130,NEBRASKA                 ,CEDAR,687,"1,508","1,516","1,270",-281,,,,,
28140,NEBRASKA                 ,CHASE,104,-217,35,176,236,,,,,
28150,NEBRASKA                 ,CHERRY,-14,-61,273,333,-604,,,,,
28160,NEBRASKA                 ,CHEYENNE,54,-26,43,-78,-301,,,,,
28170,NEBRASKA                 ,CLAY,-451,-672,50,382,981,,,,,
28180,NEBRASKA                 ,COLFAX,149,-81,738,104,-18,,,,,
28190,NEBRASKA                 ,CUMING,79,786,615,-111,433,,,,,
28200,NEBRASKA                 ,CUSTER,"-1,035",120,170,937,130,,,,,
28210,NEBRASKA                 ,DAKOTA,-177,502,"2,978","1,848",-952,,,,,
28220,NEBRASKA                 ,DAWES,"2,563","2,064",-108,-871,-597,,,,,
28230,NEBRASKA                 ,DAWSON,-770,"-1,376","1,330",857,-72,,,,,
28240,NEBRASKA                 ,DEUEL,-50,-61,-534,-109,-36,,,,,
28250,NEBRASKA                 ,DIXON,170,806,"1,569",163,-499,,,,,
28260,NEBRASKA                 ,DODGE,"-9,193",839,"-1,389","-12,979","-11,643",,,,,
28270,NEBRASKA                 ,DOUGLAS,"141,040","141,497","176,043","120,957","100,226",,,,,
28280,NEBRASKA                 ,DUNDY,-812,-404,-105,-240,-148,,,,,
28290,NEBRASKA                 ,FILLMORE,-234,-374,188,239,662,,,,,
28300,NEBRASKA                 ,FRANKLIN,-709,-323,-29,34,54,,,,,
28310,NEBRASKA                 ,FRONTIER,-435,-629,34,317,93,,,,,
28320,NEBRASKA                 ,FURNAS,-656,-196,798,-133,-137,,,,,
28330,NEBRASKA                 ,GAGE,"-2,398",-7,"5,291","6,430","2,682",,,,,
28340,NEBRASKA                 ,GARDEN,-325,-246,-142,363,-64,,,,,
28350,NEBRASKA                 ,GARFIELD,-843,-244,-69,-112,-70,,,,,
28360,NEBRASKA                 ,GOSPER,16,1,55,41,29,,,,,
28370,NEBRASKA                 ,GRANT,-34,-42,-184,-10,-41,,,,,
28380,NEBRASKA                 ,GREELEY,-49,56,298,215,-212,,,,,
28390,NEBRASKA                 ,HALL,"-6,845","-7,617","1,135","2,048",-48,,,,,
28400,NEBRASKA                 ,HAMILTON,-172,-195,-7,-90,-9,,,,,
28410,NEBRASKA                 ,HARLAN,-396,-327,551,-107,-112,,,,,
28420,NEBRASKA                 ,HAYES,-42,0,0,1,45,,,,,
28430,NEBRASKA                 ,HITCHCOCK,-235,-565,-30,-14,-28,,,,,
28440,NEBRASKA                 ,HOLT,"1,175",656,"2,224","1,654",-240,,,,,
28450,NEBRASKA                 ,HOOKER,-28,-39,-43,44,23,,,,,
28460,NEBRASKA                 ,HOWARD,-241,-284,-47,-152,-289,,,,,
28470,NEBRASKA                 ,JEFFERSON,-102,-456,89,649,"1,754",,,,,
28480,NEBRASKA                 ,JOHNSON,557,37,407,509,216,,,,,
28490,NEBRASKA                 ,KEARNEY,8,-458,776,455,-122,,,,,
28500,NEBRASKA                 ,KEITH,-662,-201,103,453,526,,,,,
28510,NEBRASKA                 ,KEYA PAHA,350,143,-19,-2,-41,,,,,
28520,NEBRASKA                 ,KIMBALL,777,211,-104,-382,-289,,,,,
28530,NEBRASKA                 ,KNOX,"1,364","1,941","2,246","1,651",-114,,,,,
28540,NEBRASKA                 ,LANCASTER,"-31,331","-11,181","38,786","63,561","49,380",,,,,
28550,NEBRASKA                 ,LINCOLN,"-7,898","-2,975","5,474","11,211","12,297",,,,,
28560,NEBRASKA                 ,LOGAN,-134,-39,21,74,245,,,,,
28570,NEBRASKA                 ,LOUP,-1,-5,1,54,0,,,,,
28580,NEBRASKA                 ,MCPHERSON,-15,1,1,17,5,,,,,
28590,NEBRASKA                 ,MADISON,-24,"-1,490","1,577","1,967","-3,137",,,,,
28600,NEBRASKA                 ,MERRICK,-238,-456,406,520,-272,,,,,
28610,NEBRASKA                 ,MORRILL,-464,-830,-603,-490,-328,,,,,
28620,NEBRASKA                 ,NANCE,"1,011",71,240,238,161,,,,,
28630,NEBRASKA                 ,NEMAHA,-68,42,259,894,"1,353",,,,,
28640,NEBRASKA                 ,NUCKOLLS,255,-102,-101,441,352,,,,,
28650,NEBRASKA                 ,OTOE,-235,-39,933,"2,399",570,,,,,
28660,NEBRASKA                 ,PAWNEE,101,-67,387,187,-46,,,,,
28670,NEBRASKA                 ,PERKINS,-59,-64,57,-13,24,,,,,
28680,NEBRASKA                 ,PHELPS,-302,-406,375,-41,644,,,,,
28690,NEBRASKA                 ,PIERCE,365,196,383,822,-401,,,,,
28700,NEBRASKA                 ,PLATTE,180,-561,"1,261",455,"-1,755",,,,,
28710,NEBRASKA                 ,POLK,75,128,227,459,760,,,,,
28720,NEBRASKA                 ,RED WILLOW,73,-347,860,387,355,,,,,
28730,NEBRASKA                 ,RICHARDSON,-94,-254,829,686,82,,,,,
28740,NEBRASKA                 ,ROCK,0,-37,-3,27,81,,,,,
28750,NEBRASKA                 ,SALINE,-397,-251,809,"1,478","1,399",,,,,
28760,NEBRASKA                 ,SARPY,"22,144","24,639","31,087","23,551","24,563",,,,,
28770,NEBRASKA                 ,SAUNDERS,-571,"1,121","2,670","3,311",-368,,,,,
28780,NEBRASKA                 ,SCOTTS BLUFF,"-4,788","-4,108","-7,363","-7,632","-2,536",,,,,
28790,NEBRASKA                 ,SEWARD,-723,-218,743,"1,888",914,,,,,
28800,NEBRASKA                 ,SHERIDAN,975,"2,088",116,-447,"-1,268",,,,,
28810,NEBRASKA                 ,SHERMAN,-656,346,-16,-7,-53,,,,,
28820,NEBRASKA                 ,SIOUX,0,-9,0,0,-7,,,,,
28830,NEBRASKA                 ,STANTON,-24,-31,663,19,-226,,,,,
28840,NEBRASKA                 ,THAYER,-148,-107,179,994,78,,,,,
28850,NEBRASKA                 ,THOMAS,-2,-22,6,-7,13,,,,,
28860,NEBRASKA                 ,THURSTON,224,83,"1,532",422,-52,,,,,
28870,NEBRASKA                 ,VALLEY,-422,-348,1,159,6,,,,,
28880,NEBRASKA                 ,WASHINGTON,"1,715","1,143","1,657","1,358",926,,,,,
28890,NEBRASKA                 ,WAYNE,605,371,521,424,-144,,,,,
28900,NEBRASKA                 ,WEBSTER,"-1,190",-538,-96,340,139,,,,,
28910,NEBRASKA                 ,WHEELER,1,-5,85,-9,-16,,,,,
28920,NEBRASKA                 ,YORK,-957,283,819,"1,467",381,,,,,
29000,NEVADA                   ,CHURCHILL,"-14,245","-6,112","-1,978",-589,"-4,299",,,,,
29010,NEVADA                   ,CLARK,"187,861","93,677","1,941","-98,955","-53,601",,,,,
29020,NEVADA                   ,DOUGLAS,"-1,425","1,021","2,745",-84,"2,050",,,,,
29030,NEVADA                   ,ELKO,"3,800","3,930","3,371","1,772","3,881",,,,,
29040,NEVADA                   ,ESMERALDA,-121,62,21,175,85,,,,,
29050,NEVADA                   ,EUREKA,9,-17,28,87,139,,,,,
29060,NEVADA                   ,HUMBOLDT,"-4,081","-1,040",-344,538,90,,,,,
29070,NEVADA                   ,LANDER,-48,337,"1,055",330,546,,,,,
29080,NEVADA                   ,LINCOLN,"1,230","-1,707","-3,352","-4,291","-1,282",,,,,
29090,NEVADA                   ,LYON,"-20,179","-1,016","2,671","1,726",-551,,,,,
29100,NEVADA                   ,MINERAL,510,"1,513","1,359",815,984,,,,,
29110,NEVADA                   ,NYE,"5,176","3,257",846,"-1,691",-858,,,,,
29120,NEVADA                   ,CARSON CITY,"-16,045","-1,399","2,534","1,601","-1,020",,,,,
29130,NEVADA                   ,PERSHING,624,594,923,"1,196",445,,,,,
29140,NEVADA                   ,STOREY,-24,-713,-512,46,-21,,,,,
29150,NEVADA                   ,WASHOE,"-219,640","-80,014","-28,683","-4,090","-42,245",,,,,
29160,NEVADA                   ,WHITE PINE,"6,779","5,638","5,309",820,-726,,,,,
30000,NEW HAMPSHIRE            ,BELKNAP,"-27,339","3,539","39,422","65,024","25,560",,,,,
30010,NEW HAMPSHIRE            ,CARROLL,"-2,627","6,617","13,528","20,038","15,229",,,,,
