"DISABLED -- 2011 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE BENEFICIARIES ENROLLED IN PARTS A AND/OR B, PUERTO RICO BENEFICIARIES ENROLLED IN BOTH PARTS A AND B ONLY, REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA,AGED & DBLD MEAN RISK SCORES
03030,ARIZONA,GILA,1758,6774691,321.14,5961331,282.58,137748,606488,69123,1564,"6,879,962",366.58,0.943
03040,ARIZONA,GRAHAM,665,2278176,285.49,1944613,243.69,62789,244182,26591,582,"2,392,413",342.56,0.857
03050,ARIZONA,GREENLEE,155,340625,183.13,281916,151.57,8634,44167,5907,140,"374,879",223.14,0.799
03055,ARIZONA,LA PAZ,442,1708571,322.13,1485209,280.02,34636,168115,20610,349,"1,555,700",371.47,0.931
03060,ARIZONA,MARICOPA,40890,159526310.8,325.11,134272293.8,273.65,3917561,18421201,2915255,31398,"143,475,243",380.8,0.916
03070,ARIZONA,MOHAVE,5440,19861859.13,304.26,17445112.06,267.24,399180,1836560,181384,4712,"19,443,487",343.86,0.948
03080,ARIZONA,NAVAJO,2339,8793552,313.29,7736468,275.63,141914,848528,66642,2036,"7,730,143",316.39,0.854
03090,ARIZONA,PIMA,12672,46937055,308.67,38114012,250.64,2339041,5511775,972226,9765,"38,768,522",330.85,0.891
03100,ARIZONA,PINAL,4965,19092968,320.46,16543253,277.66,293613,2078631,177470,4052,"19,095,783",392.72,0.888
03110,ARIZONA,SANTA CRUZ,419,742426,147.66,648637,129.00,11744,76338,5706,338,"926,260",228.37,0.773
03120,ARIZONA,YAVAPAI,5793,17911396,257.66,16128195,232.01,191247,1493638,98316,4782,"19,251,057",335.48,0.891
03130,ARIZONA,YUMA,2256,7071423,261.21,6273979,231.75,114000,640610,42832,1966,"7,433,187",315.07,0.961
04000,ARKANSAS,ARKANSAS,748,2377937,264.92,2110902,235.17,35994,208107,22933,685,"2,681,037",326.16,0.961
04010,ARKANSAS,ASHLEY,950,3260018,285.97,2898198,254.23,68700,262430,30689,876,"3,311,286",315,0.947
04020,ARKANSAS,BAXTER,1808,5047710,232.66,4610149,212.49,85815,321584,30159,1640,"6,475,329",329.03,0.956
04030,ARKANSAS,BENTON,3441,9497198,230.00,8704756,210.81,111343,632551,48547,2889,"10,719,766",309.21,0.933
