ADJUSTMENTS TO THE 2012-2014 REIMBURSEMENT COMBINED DATA FOR AGED AND DISABLED PARTS A AND B FOR SHARED SAVING PAYMENTS AND SHARED LOSSES MADE TO ACCOUNTABLE CARE ORGANISATIONS.                                                                                                                          (DATA CELLS WITH LESS THAN 11 BENEFICIARIES HAVE BEEN SUPRESSED FOR PRIVACY),,,,,,,
CODE,STATE,COUNTY,2012,2013,2014,,
24850,MINNESOTA,WRIGHT,"1,559","27,644","341,246",,
24860,MINNESOTA,YELLOW MEDCINE,312,631,"1,020",,
25000,MISSISSIPPI,ADAMS,0,"2,794","22,857",,
25010,MISSISSIPPI,ALCORN,0,"1,254","6,260",,
25020,MISSISSIPPI,AMITE,0,"1,119","1,734",,
25030,MISSISSIPPI,ATTALA,0,0,"17,025",,
25040,MISSISSIPPI,BENTON,0,0,"94,899",,
25050,MISSISSIPPI,BOLIVAR,265,560,"66,128",,
25060,MISSISSIPPI,CALHOUN,0,0,"1,854",,
25070,MISSISSIPPI,CARROLL,0,0,"4,855",,
25080,MISSISSIPPI,CHICKASAW,0,348,"1,548",,
25090,MISSISSIPPI,CHOCTAW,0,0,"1,387",,
25100,MISSISSIPPI,CLAIBORNE,0,486,"28,028",,
25110,MISSISSIPPI,CLARKE,0,0,"11,855",,
25120,MISSISSIPPI,CLAY,0,0,"4,517",,
25130,MISSISSIPPI,COAHOMA,0,"1,522","5,016",,
25140,MISSISSIPPI,COPIAH,69,0,"1,405",,
25150,MISSISSIPPI,COVINGTON,340,0,"28,970",,
25160,MISSISSIPPI,DE SOTO,0,"5,917","4,569",,
25170,MISSISSIPPI,FORREST,0,187,"79,138",,
25180,MISSISSIPPI,FRANKLIN,0,0,"3,537",,
25190,MISSISSIPPI,GEORGE,0,0,"2,869",,
25200,MISSISSIPPI,GREENE,0,0,"9,711",,
25210,MISSISSIPPI,GRENADA,0,"1,171","1,305",,
25220,MISSISSIPPI,HANCOCK,0,"3,225","5,351",,
25230,MISSISSIPPI,HARRISON,312,"4,896","67,189",,
25240,MISSISSIPPI,HINDS,-8,"2,909","73,178",,
25250,MISSISSIPPI,HOLMES,0,0,"27,650",,
25260,MISSISSIPPI,HUMPHREYS,0,-80,887,,
25270,MISSISSIPPI,ISSAQUENA,0,0,0,,
25280,MISSISSIPPI,ITAWAMBA,0,0,"11,016",,
25290,MISSISSIPPI,JACKSON,0,"2,459","55,038",,
25300,MISSISSIPPI,JASPER,0,87,"19,413",,
25310,MISSISSIPPI,JEFFERSON,0,560,"39,382",,
25320,MISSISSIPPI,JEFFERSON DAVIS,0,0,"13,242",,
25330,MISSISSIPPI,JONES,0,"1,502","18,153",,
25340,MISSISSIPPI,KEMPER,0,461,"27,209",,
25350,MISSISSIPPI,LAFAYETTE,0,963,"2,084",,
25360,MISSISSIPPI,LAMAR,0,886,"33,002",,
25370,MISSISSIPPI,LAUDERDALE,0,734,"38,351",,
25380,MISSISSIPPI,LAWRENCE,0,"1,870","2,020",,
25390,MISSISSIPPI,LEAKE,-314,0,"261,794",,
25400,MISSISSIPPI,LEE,0,732,"11,949",,
25410,MISSISSIPPI,LEFLORE,0,486,"6,022",,
25420,MISSISSIPPI,LINCOLN,0,134,"1,308",,
25430,MISSISSIPPI,LOWNDES,0,"1,201","5,968",,
25440,MISSISSIPPI,MADISON,0,"4,640","8,331",,
25450,MISSISSIPPI,MARION,0,254,"10,436",,
25460,MISSISSIPPI,MARSHALL,312,134,"21,411",,
25470,MISSISSIPPI,MONROE,0,348,"56,775",,
25480,MISSISSIPPI,MONTGOMERY,0,943,"1,632",,
25490,MISSISSIPPI,NESHOBA,0,461,"35,005",,
25500,MISSISSIPPI,NEWTON,312,0,"10,384",,
25510,MISSISSIPPI,NOXUBEE,0,-162,"5,120",,
25520,MISSISSIPPI,OKTIBBEHA,0,519,"34,871",,
25530,MISSISSIPPI,PANOLA,0,"1,867","1,981",,
25540,MISSISSIPPI,PEARL RIVER,0,402,"22,977",,
25550,MISSISSIPPI,PERRY,0,0,"22,952",,
25560,MISSISSIPPI,PIKE,0,"2,062","1,968",,
25570,MISSISSIPPI,PONTOTOC,0,"1,050","10,314",,
25580,MISSISSIPPI,PRENTISS,0,228,"3,101",,
25590,MISSISSIPPI,QUITMAN,0,0,221,,
25600,MISSISSIPPI,RANKIN,0,0,"9,933",,
25610,MISSISSIPPI,SCOTT,0,0,"27,366",,
25620,MISSISSIPPI,SHARKEY,0,642,191,,
25630,MISSISSIPPI,SIMPSON,0,0,"1,130",,
25640,MISSISSIPPI,SMITH,0,"1,926","2,017",,
25650,MISSISSIPPI,STONE,0,348,"8,607",,
25660,MISSISSIPPI,SUNFLOWER,330,0,"8,153",,
25670,MISSISSIPPI,TALLAHATCHIE,0,0,"2,648",,
25680,MISSISSIPPI,TATE,0,0,178,,
25690,MISSISSIPPI,TIPPAH,0,228,"78,611",,
25700,MISSISSIPPI,TISHOMINGO,0,203,"2,554",,
25710,MISSISSIPPI,TUNICA,0,0,221,,
25720,MISSISSIPPI,UNION,0,0,"7,639",,
25730,MISSISSIPPI,WALTHALL,0,0,"1,545",,
25740,MISSISSIPPI,WARREN,0,0,"2,198",,
25750,MISSISSIPPI,WASHINGTON,0,759,"8,831",,
25760,MISSISSIPPI,WAYNE,0,963,"4,501",,
25770,MISSISSIPPI,WEBSTER,0,0,221,,
25780,MISSISSIPPI,WILKINSON,0,"2,082",946,,
25790,MISSISSIPPI,WINSTON,0,523,"37,233",,
25800,MISSISSIPPI,YALOBUSHA,0,-213,"2,536",,
25810,MISSISSIPPI,YAZOO,0,0,"2,067",,
26000,MISSOURI,ADAIR,0,"4,258","1,991",,
26010,MISSOURI,ANDREW,0,"472,730","176,796",,
26020,MISSOURI,ATCHISON,312,"7,505","2,982",,
26030,MISSOURI,AUDRAIN,935,"5,403",103,,
26040,MISSOURI,BARRY,312,"7,247","3,125",,
26050,MISSOURI,BARTON,0,290,0,,
26060,MISSOURI,BATES,0,0,157,,
26070,MISSOURI,BENTON,312,"3,887","4,559",,
26080,MISSOURI,BOLLINGER,312,0,362,,
26090,MISSOURI,BOONE,0,"6,360","6,682",,
26100,MISSOURI,BUCHANAN,652,"2,931,454","1,124,527",,
26110,MISSOURI,BUTLER,-157,"1,992","1,060",,
26120,MISSOURI,CALDWELL,345,"35,396","17,262",,
26130,MISSOURI,CALLAWAY,0,"5,514","2,273",,
26140,MISSOURI,CAMDEN,623,"20,755","15,513",,
26150,MISSOURI,CAPE GIRARDEAU,0,"2,550","2,363",,
26160,MISSOURI,CARROLL,0,187,"1,134",,
26170,MISSOURI,CARTER,-157,0,0,,
26180,MISSOURI,CASS,312,"4,366","4,600",,
26190,MISSOURI,CEDAR,312,"2,156",949,,
26200,MISSOURI,CHARITON,312,602,977,,
26210,MISSOURI,CHRISTIAN,0,225,"1,373",,
26220,MISSOURI,CLARK,312,187,"1,241",,
26230,MISSOURI,CLAY,839,"232,864","217,280",,
26240,MISSOURI,CLINTON,0,"112,978","51,004",,
26250,MISSOURI,COLE,0,"4,486","1,752",,
26260,MISSOURI,COOPER,0,417,0,,
26270,MISSOURI,CRAWFORD,0,"1,739","1,229",,
26280,MISSOURI,DADE,0,0,0,,
26290,MISSOURI,DALLAS,0,0,-86,,
26300,MISSOURI,DAVIESS,0,"37,991","14,908",,
26310,MISSOURI,DE KALB,0,"158,423","62,566",,
26320,MISSOURI,DENT,-157,255,977,,
26330,MISSOURI,DOUGLAS,0,0,0,,
26340,MISSOURI,DUNKLIN,-157,"2,211","1,672",,
26350,MISSOURI,FRANKLIN,312,187,"1,930",,
26360,MISSOURI,GASCONADE,0,0,217,,
26370,MISSOURI,GENTRY,0,"63,073","25,023",,
26380,MISSOURI,GREENE,"1,559","11,067","7,457",,
26390,MISSOURI,GRUNDY,0,"88,866","33,552",,
26400,MISSOURI,HARRISON,0,"23,978","5,950",,
26410,MISSOURI,HENRY,0,609,"3,226",,
26411,MISSOURI,HICKORY,0,"5,862","4,605",,
26412,MISSOURI,HOLT,0,"48,400","21,028",,
26440,MISSOURI,HOWARD,0,"2,127","1,954",,
26450,MISSOURI,HOWELL,390,0,765,,
26460,MISSOURI,IRON,0,227,0,,
26470,MISSOURI,JACKSON,964,"25,035","25,389",,
26480,MISSOURI,JASPER,312,"1,509","3,030",,
26490,MISSOURI,JEFFERSON,330,970,"10,436",,
26500,MISSOURI,JOHNSON,0,"1,437","1,589",,
26510,MISSOURI,KNOX,0,0,483,,
26520,MISSOURI,LACLEDE,0,776,"2,834",,
26530,MISSOURI,LAFAYETTE,0,"3,895","3,210",,
26540,MISSOURI,LAWRENCE,312,187,0,,
26541,MISSOURI,LEWIS,0,187,0,,
26560,MISSOURI,LINCOLN,0,"1,577","5,209",,
26570,MISSOURI,LINN,0,"3,338","1,099",,
26580,MISSOURI,LIVINGSTON,312,"12,898","5,478",,
26590,MISSOURI,MC DONALD,0,255,0,,
26600,MISSOURI,MACON,0,0,0,,
26601,MISSOURI,MADISON,0,0,478,,
26620,MISSOURI,MARIES,0,0,0,,
26630,MISSOURI,MARION,0,0,530,,
26631,MISSOURI,MERCER,0,"106,485","13,339",,
26650,MISSOURI,MILLER,0,461,"1,277",,
26660,MISSOURI,MISSISSIPPI,0,625,"1,311",,
26670,MISSOURI,MONITEAU,0,0,0,,
26680,MISSOURI,MONROE,0,"3,477",736,,
26690,MISSOURI,MONTGOMERY,0,0,0,,
26700,MISSOURI,MORGAN,0,"3,662","4,637",,
26710,MISSOURI,NEW MADRID,0,0,103,,
26720,MISSOURI,NEWTON,0,"1,458",953,,
26730,MISSOURI,NODAWAY,312,"64,564","26,242",,
26740,MISSOURI,OREGON,0,0,146,,
26750,MISSOURI,OSAGE,0,0,0,,
26751,MISSOURI,OZARK,0,0,"1,042",,
26770,MISSOURI,PEMISCOT,0,0,0,,
26780,MISSOURI,PERRY,0,0,0,,
26790,MISSOURI,PETTIS,623,"1,284","2,862",,
26800,MISSOURI,PHELPS,0,"2,638","1,527",,
26810,MISSOURI,PIKE,0,0,977,,
26820,MISSOURI,PLATTE,0,"164,187","69,577",,
26821,MISSOURI,POLK,312,417,"2,212",,
26840,MISSOURI,PULASKI,0,736,"1,495",,
26850,MISSOURI,PUTNAM,312,"1,854","1,364",,
26860,MISSOURI,RALLS,0,708,893,,
26870,MISSOURI,RANDOLPH,0,0,"2,917",,
26880,MISSOURI,RAY,312,"67,592","36,637",,
26881,MISSOURI,REYNOLDS,0,0,0,,
26900,MISSOURI,RIPLEY,0,0,437,,
26910,MISSOURI,ST. CHARLES,"1,592","8,555","9,611",,
26911,MISSOURI,ST. CLAIR,0,0,0,,
26930,MISSOURI,ST. FRANCOIS,312,348,"2,568",,
26940,MISSOURI,ST. LOUIS,723,"23,459","47,960",,
26950,MISSOURI,ST. LOUIS CITY,"2,040","4,777","74,310",,
26960,MISSOURI,STE. GENEVIEVE,0,0,224,,
26970,MISSOURI,SALINE,0,604,0,,
26980,MISSOURI,SCHUYLER,312,742,0,,
26981,MISSOURI,SCOTLAND,0,0,0,,
26982,MISSOURI,SCOTT,0,"1,318","2,204",,
26983,MISSOURI,SHANNON,0,0,251,,
26984,MISSOURI,SHELBY,0,0,0,,
26985,MISSOURI,STODDARD,0,"1,841","3,556",,
26986,MISSOURI,STONE,312,"2,163","3,425",,
26987,MISSOURI,SULLIVAN,0,"7,997","2,197",,
26988,MISSOURI,TANEY,0,"5,710","3,375",,
26989,MISSOURI,TEXAS,0,"2,684",499,,
26990,MISSOURI,VERNON,0,551,260,,
26991,MISSOURI,WARREN,0,0,731,,
26992,MISSOURI,WASHINGTON,0,0,"1,149",,
26993,MISSOURI,WAYNE,0,983,770,,
26994,MISSOURI,WEBSTER,0,"3,123",159,,
26995,MISSOURI,WORTH,0,"5,007","2,040",,
26996,MISSOURI,WRIGHT,0,0,0,,
27000,MONTANA,BEAVERHEAD,312,793,"1,162",,
27010,MONTANA,BIG HORN,312,0,0,,
27020,MONTANA,BLAINE,0,0,0,,
27030,MONTANA,BROADWATER,0,268,36,,
27040,MONTANA,CARBON,312,187,"1,522",,
27050,MONTANA,CARTER,*,*,*,,
27060,MONTANA,CASCADE,"1,870","2,316","4,385",,
27070,MONTANA,CHOUTEAU,0,0,0,,
27080,MONTANA,CUSTER,312,187,362,,
27090,MONTANA,DANIELS,312,0,284,,
27100,MONTANA,DAWSON,312,187,483,,
27110,MONTANA,DEER LODGE,0,374,0,,
27120,MONTANA,FALLON,0,"1,739",0,,
27130,MONTANA,FERGUS,0,0,723,,
27140,MONTANA,FLATHEAD,"1,637","4,149","4,870",,
27150,MONTANA,GALLATIN,"1,040","2,561","4,939",,
27160,MONTANA,GARFIELD,0,0,0,,
27170,MONTANA,GLACIER,0,0,103,,
27180,MONTANA,GOLDEN VALLEY,0,0,0,,
27190,MONTANA,GRANITE,0,0,0,,
27200,MONTANA,HILL,0,0,723,,
27210,MONTANA,JEFFERSON,390,187,483,,
27220,MONTANA,JUDITH BASIN,0,0,0,,
27230,MONTANA,LAKE,968,"1,309","3,134",,
27240,MONTANA,LEWIS AND CLARK,"3,146","2,080","3,279",,
27250,MONTANA,LIBERTY,623,187,483,,
27260,MONTANA,LINCOLN,0,873,"1,663",,
27270,MONTANA,MCCONE,0,0,0,,
27280,MONTANA,MADISON,"1,559",748,845,,
27290,MONTANA,MEAGHER,0,417,0,,
27300,MONTANA,MINERAL,0,0,0,,
27310,MONTANA,MISSOULA,935,"4,031","2,894",,
27320,MONTANA,MUSSELSHELL,312,187,362,,
27330,MONTANA,PARK,312,"1,907","2,622",,
27340,MONTANA,PETROLEUM,*,*,*,,
27350,MONTANA,PHILLIPS,0,0,0,,
27360,MONTANA,PONDERA,312,0,0,,
27370,MONTANA,POWDER RIVER,0,321,224,,
27380,MONTANA,POWELL,0,187,"1,085",,
27390,MONTANA,PRAIRIE,0,0,0,,
27400,MONTANA,RAVALLI,"1,559","1,027","1,209",,
27410,MONTANA,RICHLAND,0,761,0,,
27420,MONTANA,ROOSEVELT,623,0,"2,559",,
27430,MONTANA,ROSEBUD,0,0,0,,
27440,MONTANA,SANDERS,312,0,362,,
27450,MONTANA,SHERIDAN,935,561,"1,222",,
27460,MONTANA,SILVER BOW,312,516,"1,126",,
27470,MONTANA,STILLWATER,0,849,"1,088",,
27480,MONTANA,SWEET GRASS,0,187,362,,
27490,MONTANA,TETON,0,0,0,,
27500,MONTANA,TOOLE,312,0,0,,
27510,MONTANA,TREASURE,*,*,*,,
27520,MONTANA,VALLEY,312,0,362,,
27530,MONTANA,WHEATLAND,623,0,988,,
27540,MONTANA,WIBAUX,0,0,0,,
27550,MONTANA,YELLOWSTONE,"1,247","3,175","4,642",,
28000,NEBRASKA,ADAMS,701,187,"1,530",,
28010,NEBRASKA,ANTELOPE,623,0,150,,
28020,NEBRASKA,ARTHUR,*,*,*,,
28030,NEBRASKA,BANNER,*,*,*,,
28040,NEBRASKA,BLAINE,*,*,*,,
28050,NEBRASKA,BOONE,312,0,0,,
28060,NEBRASKA,BOX BUTTE,0,0,122,,
28070,NEBRASKA,BOYD,0,0,0,,
28080,NEBRASKA,BROWN,0,187,"1,954",,
28090,NEBRASKA,BUFFALO,0,"3,477","1,569",,
28100,NEBRASKA,BURT,312,0,0,,
28110,NEBRASKA,BUTLER,0,290,0,,
28120,NEBRASKA,CASS,390,"2,469",848,,
28130,NEBRASKA,CEDAR,0,0,0,,
28140,NEBRASKA,CHASE,312,0,362,,
28150,NEBRASKA,CHERRY,623,791,723,,
28160,NEBRASKA,CHEYENNE,623,0,365,,
28170,NEBRASKA,CLAY,312,374,723,,
28180,NEBRASKA,COLFAX,0,"1,924",977,,
28190,NEBRASKA,CUMING,0,0,0,,
28200,NEBRASKA,CUSTER,935,"1,926","1,954",,
28210,NEBRASKA,DAKOTA,0,"1,061",736,,
28220,NEBRASKA,DAWES,623,"1,380",0,,
28230,NEBRASKA,DAWSON,0,0,721,,
28240,NEBRASKA,DEUEL,0,0,0,,
28250,NEBRASKA,DIXON,312,187,977,,
28260,NEBRASKA,DODGE,0,0,"3,436",,
28270,NEBRASKA,DOUGLAS,"1,247","7,270","9,010",,
28280,NEBRASKA,DUNDY,0,0,0,,
28290,NEBRASKA,FILLMORE,0,"1,926",0,,
28300,NEBRASKA,FRANKLIN,0,187,362,,
28310,NEBRASKA,FRONTIER,0,0,0,,
28320,NEBRASKA,FURNAS,0,0,977,,
28330,NEBRASKA,GAGE,0,187,"2,521",,
28340,NEBRASKA,GARDEN,312,187,0,,
28350,NEBRASKA,GARFIELD,0,0,122,,
28360,NEBRASKA,GOSPER,0,0,"1,397",,
28370,NEBRASKA,GRANT,*,*,*,,
28380,NEBRASKA,GREELEY,0,0,0,,
28390,NEBRASKA,HALL,312,187,"3,063",,
28400,NEBRASKA,HAMILTON,0,478,"1,158",,
28410,NEBRASKA,HARLAN,0,0,0,,
28420,NEBRASKA,HAYES,*,*,*,,
28430,NEBRASKA,HITCHCOCK,0,"1,926",977,,
28440,NEBRASKA,HOLT,0,"1,739","1,133",,
28450,NEBRASKA,HOOKER,*,*,*,,
28460,NEBRASKA,HOWARD,0,0,0,,
28470,NEBRASKA,JEFFERSON,0,268,605,,
28480,NEBRASKA,JOHNSON,0,0,0,,
28490,NEBRASKA,KEARNEY,0,0,0,,
28500,NEBRASKA,KEITH,0,974,"1,312",,
28510,NEBRASKA,KEYA PAHA,*,*,*,,
28520,NEBRASKA,KIMBALL,0,131,362,,
28530,NEBRASKA,KNOX,0,"4,082","1,339",,
28540,NEBRASKA,LANCASTER,0,"3,458","8,609",,
28550,NEBRASKA,LINCOLN,623,231,"1,851",,
28560,NEBRASKA,LOGAN,0,0,0,,
28570,NEBRASKA,LOUP,*,*,*,,
28580,NEBRASKA,MC PHERSON,*,*,*,,
28590,NEBRASKA,MADISON,312,"1,926","1,260",,
28600,NEBRASKA,MERRICK,0,"1,926","1,339",,
28610,NEBRASKA,MORRILL,0,0,0,,
28620,NEBRASKA,NANCE,0,0,0,,
28630,NEBRASKA,NEMAHA,0,417,157,,
28640,NEBRASKA,NUCKOLLS,0,0,0,,
28650,NEBRASKA,OTOE,701,0,362,,
28660,NEBRASKA,PAWNEE,312,0,0,,
28670,NEBRASKA,PERKINS,623,374,723,,
28680,NEBRASKA,PHELPS,0,0,0,,
28690,NEBRASKA,PIERCE,0,0,0,,
28700,NEBRASKA,PLATTE,0,0,0,,
28710,NEBRASKA,POLK,0,"2,029",736,,
28720,NEBRASKA,RED WILLOW,0,"4,440",478,,
28730,NEBRASKA,RICHARDSON,623,"4,046","2,559",,
28740,NEBRASKA,ROCK,0,"3,895","1,134",,
28750,NEBRASKA,SALINE,0,187,0,,
28760,NEBRASKA,SARPY,696,"6,372","5,732",,
28770,NEBRASKA,SAUNDERS,69,0,0,,
28780,NEBRASKA,SCOTT BLUFF,0,"3,768","4,644",,
28790,NEBRASKA,SEWARD,935,"2,113",0,,
28800,NEBRASKA,SHERIDAN,312,374,723,,
28810,NEBRASKA,SHERMAN,0,0,0,,
28820,NEBRASKA,SIOUX,*,*,*,,
28830,NEBRASKA,STANTON,0,0,0,,
28840,NEBRASKA,THAYER,0,0,0,,
28850,NEBRASKA,THOMAS,*,*,*,,
28860,NEBRASKA,THURSTON,390,"1,739",977,,
28870,NEBRASKA,VALLEY,935,0,0,,
28880,NEBRASKA,WASHINGTON,0,0,0,,
28890,NEBRASKA,WAYNE,623,372,723,,
28900,NEBRASKA,WEBSTER,0,372,"2,316",,
28910,NEBRASKA,WHEELER,*,*,*,,
28920,NEBRASKA,YORK,0,0,"3,225",,
29000,NEVADA,CHURCHILL,623,716,703,,
29010,NEVADA,CLARK,"21,636","1,681,047","4,802,260",,
29020,NEVADA,DOUGLAS,"1,751","8,995","4,943",,
29030,NEVADA,ELKO,"1,247",707,"2,183",,
29040,NEVADA,ESMERALDA,0,283,451,,
29050,NEVADA,EUREKA,0,0,0,,
29060,NEVADA,HUMBOLDT,0,187,483,,
29070,NEVADA,LANDER,0,0,0,,
29080,NEVADA,LINCOLN,0,0,"1,539",,
29090,NEVADA,LYON,-157,"1,871","1,730",,
29100,NEVADA,MINERAL,0,303,0,,
29110,NEVADA,NYE,"3,896","17,288","28,158",,
29120,NEVADA,CARSON CITY,0,"1,543","3,134",,
29130,NEVADA,PERSHING,0,0,0,,
29140,NEVADA,STOREY,0,0,0,,
29150,NEVADA,WASHOE,"8,206","24,850","23,679",,
29160,NEVADA,WHITE PINE,0,0,225,,
30000,NEW HAMPSHIRE,BELKNAP,"25,341","15,962","14,548",,
30010,NEW HAMPSHIRE,CARROLL,"21,018","54,896","56,967",,
30020,NEW HAMPSHIRE,CHESHIRE,"360,771","-347,115","-554,066",,
30030,NEW HAMPSHIRE,COOS,"14,107","3,600","2,687",,
30040,NEW HAMPSHIRE,GRAFTON,"39,909","-124,583","-195,535",,
30050,NEW HAMPSHIRE,HILLSBOROUGH,"378,226","283,007","-755,366",,
30060,NEW HAMPSHIRE,MERRIMACK,"151,838","-191,743","-313,993",,
30070,NEW HAMPSHIRE,ROCKINGHAM,"300,982","741,453",-511,,
30080,NEW HAMPSHIRE,STRAFFORD,"9,040","23,081","5,515",,
30090,NEW HAMPSHIRE,SULLIVAN,"20,103","-109,041","-150,934",,
31000,NEW JERSEY,ATLANTIC,518,"25,407","117,714",,
31100,NEW JERSEY,BERGEN,"55,971","4,287,997","2,184,197",,
31150,NEW JERSEY,BURLINGTON,"3,246","28,419","85,539",,
31160,NEW JERSEY,CAMDEN,"1,462","20,347","104,110",,
31180,NEW JERSEY,CAPE MAY,0,"12,658","41,294",,
31190,NEW JERSEY,CUMBERLAND,696,"5,314","9,936",,
31200,NEW JERSEY,ESSEX,"11,475","528,708","525,735",,
31220,NEW JERSEY,GLOUCESTER,0,"9,129","72,298",,
31230,NEW JERSEY,HUDSON,"16,713","701,280","353,653",,
31250,NEW JERSEY,HUNTERDON,845,"305,809","46,800",,
31260,NEW JERSEY,MERCER,"2,184","67,409","39,493",,
31270,NEW JERSEY,MIDDLESEX,"7,538","1,324,369","673,930",,
31290,NEW JERSEY,MONMOUTH,"12,695","3,743,330","271,795",,
31300,NEW JERSEY,MORRIS,"5,704","1,128,919","606,023",,
31310,NEW JERSEY,OCEAN,"7,429","4,019,305","221,830",,
31320,NEW JERSEY,PASSAIC,"10,494","615,588","278,862",,
31340,NEW JERSEY,SALEM,0,"1,199","9,215",,
31350,NEW JERSEY,SOMERSET,"1,334","1,699,432","702,786",,
31360,NEW JERSEY,SUSSEX,"1,235","99,846","57,737",,
31370,NEW JERSEY,UNION,"6,031","2,422,533","1,662,262",,
31390,NEW JERSEY,WARREN,696,"58,147","24,868",,
32000,NEW MEXICO,BERNALILLO,"3,317","10,317","12,130",,
32010,NEW MEXICO,CATRON,312,520,"1,234",,
32020,NEW MEXICO,CHAVES,0,"1,529","65,943",,
32025,NEW MEXICO,CIBOLA,623,"1,337","1,290",,
32030,NEW MEXICO,COLFAX,0,"2,164","2,197",,
32040,NEW MEXICO,CURRY,623,"2,806","40,157",,
32050,NEW MEXICO,DE BACA,0,225,0,,
32060,NEW MEXICO,DONA ANA,312,"2,303","5,328",,
32070,NEW MEXICO,EDDY,623,"2,259","21,284",,
32080,NEW MEXICO,GRANT,721,"1,189","2,126",,
32090,NEW MEXICO,GUADALUPE,0,0,0,,
32100,NEW MEXICO,HARDING,0,449,0,,
32110,NEW MEXICO,HIDALGO,0,535,588,,
32120,NEW MEXICO,LEA,0,493,"61,051",,
32130,NEW MEXICO,LINCOLN,"1,509","1,861","11,827",,
32131,NEW MEXICO,LOS ALAMOS,312,640,"1,062",,
32140,NEW MEXICO,LUNA,312,868,586,,
32150,NEW MEXICO,MCKINLEY,"1,247",864,"2,011",,
32160,NEW MEXICO,MORA,0,0,0,,
32170,NEW MEXICO,OTERO,312,"1,862","3,982",,
32180,NEW MEXICO,QUAY,312,"7,403",841,,
32190,NEW MEXICO,RIO ARRIBA,312,807,744,,
32200,NEW MEXICO,ROOSEVELT,0,"1,636","16,778",,
32210,NEW MEXICO,SANDOVAL,390,"3,824","3,429",,
32220,NEW MEXICO,SAN JUAN,623,977,"5,745",,
32230,NEW MEXICO,SAN MIGUEL,0,963,"1,267",,
32240,NEW MEXICO,SANTA FE,"1,013","6,983","11,455",,
32250,NEW MEXICO,SIERRA,312,414,104,,
32260,NEW MEXICO,SOCORRO,390,257,"1,280",,
32270,NEW MEXICO,TAOS,681,"1,433",591,,
32280,NEW MEXICO,TORRANCE,0,642,988,,
32290,NEW MEXICO,UNION,312,"3,293","1,390",,
32300,NEW MEXICO,VALENCIA,312,0,"1,460",,
33000,NEW YORK,ALBANY,"2,035","24,332","20,583",,
33010,NEW YORK,ALLEGANY,312,"34,622","5,956",,
33020,NEW YORK,BRONX,"9,412,224","8,640,092","5,721,183",,
33030,NEW YORK,BROOME,"1,655","19,596","18,041",,
33040,NEW YORK,CATTARAUGUS,698,"307,750","134,461",,
33050,NEW YORK,CAYUGA,0,"9,699","8,721",,
33060,NEW YORK,CHAUTAUQUA,518,"230,568","1,391,110",,
33070,NEW YORK,CHEMUNG,138,"4,944","5,724",,
33080,NEW YORK,CHENANGO,"1,393","5,200","8,275",,
33090,NEW YORK,CLINTON,0,"4,400","7,337",,
33200,NEW YORK,COLUMBIA,149,"3,432","5,260",,
33210,NEW YORK,CORTLAND,58,"3,163","2,976",,
33220,NEW YORK,DELAWARE,"2,934","12,656","14,939",,
33230,NEW YORK,DUTCHESS,"64,211","69,573","70,009",,
33240,NEW YORK,ERIE,"2,090","10,889,785","224,306",,
33260,NEW YORK,ESSEX,"1,247","3,883","6,741",,
33270,NEW YORK,FRANKLIN,"1,632","3,390","4,021",,
33280,NEW YORK,FULTON,696,"2,986","2,362",,
33290,NEW YORK,GENESEE,0,"79,999","2,726",,
33300,NEW YORK,GREENE,"5,571","17,432","14,601",,
33310,NEW YORK,HAMILTON,"1,270","2,865","1,994",,
33320,NEW YORK,HERKIMER,460,"2,965","6,000",,
33330,NEW YORK,JEFFERSON,312,"13,638","18,279",,
33331,NEW YORK,KINGS,"99,353","1,939,538","1,815,268",,
33340,NEW YORK,LEWIS,0,612,"2,328",,
33350,NEW YORK,LIVINGSTON,390,"6,596","3,291",,
33360,NEW YORK,MADISON,0,"3,159","2,974",,
33370,NEW YORK,MONROE,"1,008","37,031","24,013",,
33380,NEW YORK,MONTGOMERY,0,"1,114","2,629",,
33400,NEW YORK,NASSAU,"69,743","6,358,870","4,669,293",,
33420,NEW YORK,NEW YORK,"693,138","1,696,119","1,193,833",,
33500,NEW YORK,NIAGARA,623,"1,822,806","8,883",,
33510,NEW YORK,ONEIDA,845,"13,063","15,084",,
33520,NEW YORK,ONONDAGA,"1,016","21,298","29,207",,
33530,NEW YORK,ONTARIO,0,"4,377","4,005",,
33540,NEW YORK,ORANGE,"64,161","84,910","72,292",,
33550,NEW YORK,ORLEANS,0,"14,214","2,323",,
33560,NEW YORK,OSWEGO,370,"6,672","10,381",,
33570,NEW YORK,OTSEGO,"2,027","7,892","6,481",,
33580,NEW YORK,PUTNAM,"84,595","68,423","65,730",,
33590,NEW YORK,QUEENS,"187,985","2,289,661","1,777,676",,
33600,NEW YORK,RENSSELAER,344,"8,561","7,748",,
33610,NEW YORK,RICHMOND,"14,239","2,224,308","1,394,231",,
33620,NEW YORK,ROCKLAND,"114,574","232,731","156,820",,
33630,NEW YORK,ST. LAWRENCE,935,"10,974","11,744",,
33640,NEW YORK,SARATOGA,"2,073","14,883","18,773",,
33650,NEW YORK,SCHENECTADY,563,"5,294","7,364",,
33660,NEW YORK,SCHOHARIE,0,"5,321","3,112",,
33670,NEW YORK,SCHUYLER,696,"1,081","1,250",,
33680,NEW YORK,SENECA,0,"5,444","2,545",,
