AGED -- REPRICING ADJUSTMENTS TO THE 2009-2013 REIMBURSEMENT DATA FOR FEE-FOR-SERVICE DURABLE MEDICAL EQUIPMENT,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,
07070,CONNECTICUT              ,WINDHAM,"-6,970","-7,167","-15,965","-17,491","-7,089",,,
08000,DELAWARE                 ,KENT,0,-227,-793,"-1,428",-487,,,
08010,DELAWARE                 ,NEW CASTLE,"-1,918,737","-1,975,722","-2,025,836","-2,133,966","-1,049,224",,,
08020,DELAWARE                 ,SUSSEX,-179,-117,0,-570,-54,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-1,375,269","-1,401,236","-1,473,664","-1,576,414","-770,594",,,
10000,FLORIDA                  ,ALACHUA,"-2,976","-2,965","-1,987","-1,097",-460,,,
10010,FLORIDA                  ,BAKER,"-142,474","-143,904","-139,210","-137,748","-64,344",,,
10020,FLORIDA                  ,BAY,"-2,834","-1,861","-2,246","-1,696","-1,271",,,
10030,FLORIDA                  ,BRADFORD,-801,-66,-62,-225,-231,,,
10040,FLORIDA                  ,BREVARD,"-3,028,503","-3,091,602","-2,947,538","-3,065,719","-1,457,552",,,
10050,FLORIDA                  ,BROWARD,"-4,080,848","-3,714,578","-1,358,309","-1,218,419","-1,124,215",,,
10060,FLORIDA                  ,CALHOUN,-213,-328,-279,-416,-375,,,
10070,FLORIDA                  ,CHARLOTTE,"-3,914","-2,694","-3,419","-2,777",-823,,,
10080,FLORIDA                  ,CITRUS,"-3,938","-4,483","-4,067","-3,009","-1,383",,,
10090,FLORIDA                  ,CLAY,"-1,044,794","-965,640","-932,404","-887,994","-421,087",,,
10100,FLORIDA                  ,COLLIER,"-25,767","-24,517","-27,411","-27,263","-16,806",,,
10110,FLORIDA                  ,COLUMBIA,-861,"-1,117","-1,315","-1,280",-138,,,
10120,FLORIDA                  ,MIAMI-DADE,"-9,452,830","-7,726,768","-2,303,571","-1,947,817","-1,905,233",,,
10130,FLORIDA                  ,DESOTO,-16,0,0,0,"-1,020",,,
10140,FLORIDA                  ,DIXIE,-535,0,0,0,0,,,
10150,FLORIDA                  ,DUVAL,"-4,043,611","-3,890,422","-3,755,874","-3,778,970","-1,798,476",,,
10160,FLORIDA                  ,ESCAMBIA,"-1,956",-550,-300,0,-84,,,
10170,FLORIDA                  ,FLAGLER,"-3,275","-3,947","-2,015","-1,326",-306,,,
10180,FLORIDA                  ,FRANKLIN,-123,-256,0,0,0,,,
10190,FLORIDA                  ,GADSDEN,-253,-220,-73,-397,-385,,,
10200,FLORIDA                  ,GILCHRIST,-712,-7,0,0,0,,,
10210,FLORIDA                  ,GLADES,"-1,935",-812,-468,-42,0,,,
10220,FLORIDA                  ,GULF,0,0,0,0,0,,,
10230,FLORIDA                  ,HAMILTON,0,-845,-40,0,0,,,
10240,FLORIDA                  ,HARDEE,"-1,636","-1,961",-616,"-1,664",-225,,,
10250,FLORIDA                  ,HENDRY,"-3,319","-2,023",-744,-455,0,,,
10260,FLORIDA                  ,HERNANDO,"-1,207,717","-1,151,321","-1,097,693","-1,069,131","-524,299",,,
10270,FLORIDA                  ,HIGHLANDS,-698,-513,-563,"-1,187",-621,,,
10280,FLORIDA                  ,HILLSBOROUGH,"-3,650,937","-3,601,747","-3,810,542","-3,809,730","-1,796,127",,,
10290,FLORIDA                  ,HOLMES,-102,-46,0,0,-297,,,
10300,FLORIDA                  ,INDIAN RIVER,"-5,448","-6,276","-5,677","-5,815","-1,802",,,
10310,FLORIDA                  ,JACKSON,-806,-454,"-1,016","-1,333",-161,,,
10320,FLORIDA                  ,JEFFERSON,-83,-492,-225,0,-42,,,
10330,FLORIDA                  ,LAFAYETTE,0,0,0,0,0,,,
10340,FLORIDA                  ,LAKE,"-3,212,595","-3,053,591","-940,424","-826,903","-766,308",,,
10350,FLORIDA                  ,LEE,"-3,266,183","-3,325,836","-3,348,885","-3,398,656","-1,659,484",,,
10360,FLORIDA                  ,LEON,-732,"-1,628","-2,097","-1,280",-160,,,
10370,FLORIDA                  ,LEVY,-312,-412,-825,-134,0,,,
10380,FLORIDA                  ,LIBERTY,-564,-144,-159,-238,-264,,,
10390,FLORIDA                  ,MADISON,-41,0,0,0,0,,,
10400,FLORIDA                  ,MANATEE,"-1,669,157","-1,599,989","-1,591,003","-1,696,056","-779,792",,,
10410,FLORIDA                  ,MARION,"-2,771,416","-2,569,354","-2,663,375","-2,628,921","-1,213,978",,,
10420,FLORIDA                  ,MARTIN,"-2,512","-4,349","-5,120","-3,332",-862,,,
10430,FLORIDA                  ,MONROE,"-1,833",-204,"-1,107","-1,045",-568,,,
10440,FLORIDA                  ,NASSAU,"-420,258","-421,781","-410,681","-443,361","-221,519",,,
10450,FLORIDA                  ,OKALOOSA,"-2,432",0,0,-512,-488,,,
10460,FLORIDA                  ,OKEECHOBEE,"-1,050",-721,-399,-15,-183,,,
10470,FLORIDA                  ,ORANGE,"-3,389,429","-3,213,576","-1,103,264","-989,677","-932,960",,,
10480,FLORIDA                  ,OSCEOLA,"-863,644","-799,411","-356,864","-344,498","-286,668",,,
10490,FLORIDA                  ,PALM BEACH,"-4,977,016","-4,949,749","-1,981,843","-1,832,196","-1,699,181",,,
10500,FLORIDA                  ,PASCO,"-2,105,197","-2,076,402","-2,090,765","-2,047,610","-945,933",,,
10510,FLORIDA                  ,PINELLAS,"-4,732,441","-4,317,701","-4,151,887","-4,394,086","-2,015,189",,,
10520,FLORIDA                  ,POLK,"-3,471,431","-3,304,638","-3,126,660","-3,081,043","-1,443,743",,,
10530,FLORIDA                  ,PUTNAM,"-3,421","-2,694","-1,404","-1,681",-284,,,
10540,FLORIDA                  ,ST. JOHNS,"-1,085,619","-1,090,902","-1,049,687","-1,062,592","-510,144",,,
10550,FLORIDA                  ,ST. LUCIE,"-2,281","-3,241","-4,074","-1,543",-417,,,
10560,FLORIDA                  ,SANTA ROSA,-507,-72,0,0,-6,,,
10570,FLORIDA                  ,SARASOTA,"-3,349,946","-3,274,384","-3,250,121","-3,341,256","-1,622,789",,,
10580,FLORIDA                  ,SEMINOLE,"-1,351,193","-1,314,113","-473,644","-423,722","-419,855",,,
10590,FLORIDA                  ,SUMTER,"-2,788","-3,541","-1,045",-808,-740,,,
10600,FLORIDA                  ,SUWANNEE,"-1,263","-1,583","-1,323",-477,0,,,
10610,FLORIDA                  ,TAYLOR,0,-41,0,0,0,,,
10620,FLORIDA                  ,UNION,-248,-518,-506,-77,-480,,,
10630,FLORIDA                  ,VOLUSIA,"-2,565,300","-2,543,391","-2,631,526","-2,646,878","-1,160,538",,,
10640,FLORIDA                  ,WAKULLA,-655,-875,"-1,020",-446,-195,,,
10650,FLORIDA                  ,WALTON,0,0,0,-432,-325,,,
10660,FLORIDA                  ,WASHINGTON,-380,-821,"-1,922","-1,627",-608,,,
11000,GEORGIA                  ,APPLING,0,0,0,0,0,,,
11010,GEORGIA                  ,ATKINSON,0,0,-30,0,0,,,
11011,GEORGIA                  ,BACON,0,0,0,0,0,,,
11020,GEORGIA                  ,BAKER,0,0,0,0,0,,,
11030,GEORGIA                  ,BALDWIN,-113,0,0,0,0,,,
11040,GEORGIA                  ,BANKS,0,"-2,067",-288,0,0,,,
11050,GEORGIA                  ,BARROW,"-233,233","-243,284","-285,047","-310,595","-147,742",,,
11060,GEORGIA                  ,BARTOW,"-455,972","-423,053","-415,150","-472,625","-244,510",,,
11070,GEORGIA                  ,BEN HILL,0,0,0,0,0,,,
11080,GEORGIA                  ,BERRIEN,0,0,0,0,0,,,
11090,GEORGIA                  ,BIBB,-791,-887,-220,-87,-288,,,
11100,GEORGIA                  ,BLECKLEY,0,0,0,0,0,,,
11110,GEORGIA                  ,BRANTLEY,-308,"-1,533",-393,-152,0,,,
11120,GEORGIA                  ,BROOKS,0,0,0,0,0,,,
11130,GEORGIA                  ,BRYAN,-30,-41,-505,-91,0,,,
11140,GEORGIA                  ,BULLOCH,"-1,151",0,0,-919,0,,,
11150,GEORGIA                  ,BURKE,"-88,276","-67,289","-71,182","-80,744","-34,706",,,
11160,GEORGIA                  ,BUTTS,"-94,833","-102,741","-106,867","-108,734","-52,209",,,
11161,GEORGIA                  ,CALHOUN,0,0,0,0,0,,,
11170,GEORGIA                  ,CAMDEN,0,0,0,0,0,,,
11180,GEORGIA                  ,CANDLER,0,0,0,0,0,,,
11190,GEORGIA                  ,CARROLL,"-490,281","-460,599","-480,351","-512,392","-238,604",,,
11200,GEORGIA                  ,CATOOSA,"-246,339","-250,637","-256,234","-264,628","-119,369",,,
11210,GEORGIA                  ,CHARLTON,0,0,-163,-474,-85,,,
11220,GEORGIA                  ,CHATHAM,"-1,484",-655,-414,-49,-11,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,-618,-388,0,0,0,,,
11240,GEORGIA                  ,CHATTOOGA,-62,-37,0,-567,-122,,,
11250,GEORGIA                  ,CHEROKEE,"-457,268","-444,106","-462,043","-477,474","-235,249",,,
11260,GEORGIA                  ,CLARKE,"-1,720",-912,-117,-553,-394,,,
11270,GEORGIA                  ,CLAY,0,0,-64,-667,0,,,
11280,GEORGIA                  ,CLAYTON,"-630,269","-605,462","-612,934","-642,087","-318,910",,,
11281,GEORGIA                  ,CLINCH,0,0,0,0,0,,,
11290,GEORGIA                  ,COBB,"-1,968,179","-1,919,295","-2,021,910","-2,158,526","-1,023,313",,,
11291,GEORGIA                  ,COFFEE,-131,0,0,0,0,,,
11300,GEORGIA                  ,COLQUITT,0,0,0,0,0,,,
11310,GEORGIA                  ,COLUMBIA,"-459,731","-425,110","-426,124","-425,009","-208,005",,,
11311,GEORGIA                  ,COOK,0,0,0,"-2,673","-1,718",,,
11320,GEORGIA                  ,COWETA,"-377,839","-375,361","-414,416","-478,529","-217,302",,,
11330,GEORGIA                  ,CRAWFORD,0,0,0,0,0,,,
11340,GEORGIA                  ,CRISP,0,-528,-129,-7,-45,,,
11341,GEORGIA                  ,DADE,"-134,983","-132,419","-129,488","-121,426","-52,786",,,
11350,GEORGIA                  ,DAWSON,"-98,246","-99,632","-109,272","-119,165","-59,531",,,
11360,GEORGIA                  ,DECATUR,0,0,0,0,0,,,
11370,GEORGIA                  ,DEKALB,"-1,362,280","-1,262,215","-1,310,310","-1,383,743","-640,654",,,
11380,GEORGIA                  ,DODGE,0,0,0,0,0,,,
11381,GEORGIA                  ,DOOLY,0,0,0,0,0,,,
11390,GEORGIA                  ,DOUGHERTY,-398,-97,0,0,0,,,
11400,GEORGIA                  ,DOUGLAS,"-333,518","-317,140","-328,675","-388,459","-184,867",,,
11410,GEORGIA                  ,EARLY,0,0,0,0,0,,,
11420,GEORGIA                  ,ECHOLS,0,0,0,0,0,,,
11421,GEORGIA                  ,EFFINGHAM,-44,0,0,0,0,,,
11430,GEORGIA                  ,ELBERT,0,0,0,0,0,,,
11440,GEORGIA                  ,EMANUEL,-761,-186,"-2,675","-3,274","-1,762",,,
11441,GEORGIA                  ,EVANS,0,-128,-21,0,0,,,
11450,GEORGIA                  ,FANNIN,-782,-747,-395,-89,0,,,
11451,GEORGIA                  ,FAYETTE,"-313,854","-322,150","-354,815","-391,611","-207,343",,,
11460,GEORGIA                  ,FLOYD,"-7,108","-5,611","-9,627","-12,921","-7,889",,,
11461,GEORGIA                  ,FORSYTH,"-367,663","-354,724","-409,356","-469,064","-217,323",,,
11462,GEORGIA                  ,FRANKLIN,0,0,0,0,0,,,
11470,GEORGIA                  ,FULTON,"-1,845,299","-1,685,246","-1,677,323","-1,823,412","-899,140",,,
11471,GEORGIA                  ,GILMER,"-15,174","-12,246","-14,084","-13,695","-7,129",,,
11480,GEORGIA                  ,GLASCOCK,-280,-225,"-2,421","-1,333",-352,,,
11490,GEORGIA                  ,GLYNN,"-1,211",-543,-930,-90,0,,,
11500,GEORGIA                  ,GORDON,"-1,227",-789,"-1,091","-2,440","-1,438",,,
11510,GEORGIA                  ,GRADY,0,0,0,0,0,,,
11520,GEORGIA                  ,GREENE,-37,-503,-843,-459,0,,,
11530,GEORGIA                  ,GWINNETT,"-1,422,297","-1,349,540","-1,432,648","-1,559,592","-720,711",,,
11540,GEORGIA                  ,HABERSHAM,-44,0,0,-39,0,,,
11550,GEORGIA                  ,HALL,"-7,816","-9,750","-13,527","-14,984","-6,043",,,
11560,GEORGIA                  ,HANCOCK,0,0,0,0,0,,,
11570,GEORGIA                  ,HARALSON,"-165,887","-137,895","-115,452","-129,595","-55,769",,,
11580,GEORGIA                  ,HARRIS,-118,-316,-318,-217,0,,,
11581,GEORGIA                  ,HART,-132,"-2,339",0,-230,0,,,
11590,GEORGIA                  ,HEARD,-140,0,-131,-261,0,,,
11591,GEORGIA                  ,HENRY,"-390,574","-393,967","-445,846","-493,434","-250,990",,,
11600,GEORGIA                  ,HOUSTON,0,0,0,0,0,,,
11601,GEORGIA                  ,IRWIN,0,0,0,0,0,,,
11610,GEORGIA                  ,JACKSON,-934,"-2,436","-1,346","-1,138",-484,,,
11611,GEORGIA                  ,JASPER,-163,0,0,0,0,,,
11612,GEORGIA                  ,JEFF DAVIS,0,0,0,0,0,,,
11620,GEORGIA                  ,JEFFERSON,-95,-44,0,0,0,,,
11630,GEORGIA                  ,JENKINS,0,0,0,0,0,,,
11640,GEORGIA                  ,JOHNSON,0,0,0,0,0,,,
11650,GEORGIA                  ,JONES,0,-171,-288,0,-51,,,
11651,GEORGIA                  ,LAMAR,0,0,0,0,0,,,
11652,GEORGIA                  ,LANIER,0,0,0,0,0,,,
11660,GEORGIA                  ,LAURENS,0,0,0,0,0,,,
11670,GEORGIA                  ,LEE,0,0,0,0,0,,,
11680,GEORGIA                  ,LIBERTY,-952,-301,0,-620,0,,,
11690,GEORGIA                  ,LINCOLN,-1,-289,-410,-170,0,,,
11691,GEORGIA                  ,LONG,0,0,0,0,0,,,
11700,GEORGIA                  ,LOWNDES,0,0,0,0,0,,,
11701,GEORGIA                  ,LUMPKIN,0,0,0,0,0,,,
11702,GEORGIA                  ,MCDUFFIE,"-153,339","-112,315","-106,174","-103,902","-43,713",,,
11703,GEORGIA                  ,MCINTOSH,0,0,0,0,0,,,
11710,GEORGIA                  ,MACON,-545,-44,-124,0,-38,,,
11720,GEORGIA                  ,MADISON,0,0,"-1,081",-808,-213,,,
11730,GEORGIA                  ,MARION,0,0,0,0,0,,,
11740,GEORGIA                  ,MERIWETHER,"-98,891","-75,259","-77,611","-85,723","-43,099",,,
11741,GEORGIA                  ,MILLER,0,0,0,0,0,,,
11750,GEORGIA                  ,MITCHELL,-481,0,0,0,0,,,
11760,GEORGIA                  ,MONROE,0,0,0,0,0,,,
11770,GEORGIA                  ,MONTGOMERY,0,0,0,-46,0,,,
11771,GEORGIA                  ,MORGAN,-472,-569,0,0,0,,,
11772,GEORGIA                  ,MURRAY,0,0,0,-39,0,,,
11780,GEORGIA                  ,MUSCOGEE,0,-38,0,0,-68,,,
11790,GEORGIA                  ,NEWTON,"-273,007","-267,617","-294,822","-319,137","-160,715",,,
11800,GEORGIA                  ,OCONEE,"-1,870",-985,-183,-252,-306,,,
11801,GEORGIA                  ,OGLETHORPE,0,0,0,0,0,,,
11810,GEORGIA                  ,PAULDING,"-248,691","-242,002","-264,473","-294,175","-140,706",,,
11811,GEORGIA                  ,PEACH,-74,0,-37,-105,-544,,,
11812,GEORGIA                  ,PICKENS,"-191,046","-197,930","-226,731","-225,414","-112,954",,,
11820,GEORGIA                  ,PIERCE,0,0,-225,0,0,,,
11821,GEORGIA                  ,PIKE,-662,-283,-218,-324,-137,,,
11830,GEORGIA                  ,POLK,"-1,173","-2,236","-1,295",-771,-269,,,
11831,GEORGIA                  ,PULASKI,-631,0,0,-70,-314,,,
11832,GEORGIA                  ,PUTNAM,-44,0,0,0,0,,,
11833,GEORGIA                  ,QUITMAN,0,0,0,0,0,,,
11834,GEORGIA                  ,RABUN,0,0,0,0,0,,,
11835,GEORGIA                  ,RANDOLPH,0,0,0,0,0,,,
11840,GEORGIA                  ,RICHMOND,"-895,638","-864,999","-863,732","-892,993","-410,444",,,
11841,GEORGIA                  ,ROCKDALE,"-227,945","-198,368","-221,484","-249,771","-111,687",,,
11842,GEORGIA                  ,SCHLEY,0,0,0,0,0,,,
11850,GEORGIA                  ,SCREVEN,-41,0,0,0,0,,,
11851,GEORGIA                  ,SEMINOLE,0,0,0,0,0,,,
11860,GEORGIA                  ,SPALDING,"-279,092","-256,254","-243,266","-255,150","-130,324",,,
11861,GEORGIA                  ,STEPHENS,0,0,0,0,0,,,
11862,GEORGIA                  ,STEWART,0,0,0,0,0,,,
11870,GEORGIA                  ,SUMTER,0,0,0,0,0,,,
11880,GEORGIA                  ,TALBOT,0,0,0,-853,-341,,,
11881,GEORGIA                  ,TALIAFERRO,0,0,0,0,0,,,
11882,GEORGIA                  ,TATTNALL,0,0,0,0,0,,,
11883,GEORGIA                  ,TAYLOR,0,-178,0,0,0,,,
11884,GEORGIA                  ,TELFAIR,0,0,0,0,0,,,
11885,GEORGIA                  ,TERRELL,0,0,0,0,0,,,
11890,GEORGIA                  ,THOMAS,"-4,018","-3,472","-2,806",0,0,,,
11900,GEORGIA                  ,TIFT,-727,-687,-119,0,0,,,
11901,GEORGIA                  ,TOOMBS,0,0,0,0,0,,,
11902,GEORGIA                  ,TOWNS,0,0,0,0,0,,,
11903,GEORGIA                  ,TREUTLEN,-66,0,-85,-191,0,,,
11910,GEORGIA                  ,TROUP,"-4,284","-2,567","-3,007","-4,034",-624,,,
11911,GEORGIA                  ,TURNER,0,0,0,0,0,,,
11912,GEORGIA                  ,TWIGGS,0,0,0,0,0,,,
11913,GEORGIA                  ,UNION,0,0,0,0,0,,,
11920,GEORGIA                  ,UPSON,0,0,0,0,0,,,
11921,GEORGIA                  ,WALKER,"-505,639","-534,242","-538,486","-539,380","-255,293",,,
11930,GEORGIA                  ,WALTON,"-358,090","-352,472","-386,008","-429,923","-194,534",,,
11940,GEORGIA                  ,WARE,-913,-851,0,-368,0,,,
11941,GEORGIA                  ,WARREN,0,0,0,-285,-137,,,
11950,GEORGIA                  ,WASHINGTON,"-1,358","-1,339",-409,0,0,,,
11960,GEORGIA                  ,WAYNE,0,0,0,0,0,,,
11961,GEORGIA                  ,WEBSTER,0,0,0,0,0,,,
11962,GEORGIA                  ,WHEELER,0,0,0,0,0,,,
11963,GEORGIA                  ,WHITE,0,0,0,0,0,,,
11970,GEORGIA                  ,WHITFIELD,"-1,845","-1,037","-1,012",-105,-151,,,
11971,GEORGIA                  ,WILCOX,0,0,0,0,0,,,
11972,GEORGIA                  ,WILKES,0,0,0,0,0,,,
11973,GEORGIA                  ,WILKINSON,0,0,0,0,0,,,
11980,GEORGIA                  ,WORTH,0,0,0,0,0,,,
12010,HAWAII                   ,HAWAII,-160,-135,-56,-17,-9,,,
12020,HAWAII                   ,HONOLULU,"-1,433,813","-1,272,027","-1,154,918","-1,131,978","-510,260",,,
12030,HAWAII                   ,KALAWAO,0,0,0,0,0,,,
12040,HAWAII                   ,KAUAI,0,-36,0,0,0,,,
12050,HAWAII                   ,MAUI,-109,-42,-40,0,-290,,,
13000,IDAHO                    ,ADA,"-1,059,648","-1,131,970","-1,213,135","-1,272,246","-604,685",,,
13010,IDAHO                    ,ADAMS,0,0,0,-281,0,,,
13020,IDAHO                    ,BANNOCK,"-1,231","-1,629",-737,0,-156,,,
13030,IDAHO                    ,BEAR LAKE,0,0,0,0,0,,,
13040,IDAHO                    ,BENEWAH,0,-487,0,0,0,,,
13050,IDAHO                    ,BINGHAM,0,0,0,0,0,,,
13060,IDAHO                    ,BLAINE,0,0,0,-201,-58,,,
13070,IDAHO                    ,BOISE,"-13,491","-12,752","-19,533","-25,107","-9,251",,,
13080,IDAHO                    ,BONNER,0,0,0,0,0,,,
13090,IDAHO                    ,BONNEVILLE,-817,-717,-337,-549,0,,,
13100,IDAHO                    ,BOUNDARY,0,0,0,0,0,,,
13110,IDAHO                    ,BUTTE,0,0,0,0,0,,,
13120,IDAHO                    ,CAMAS,0,0,0,0,0,,,
13130,IDAHO                    ,CANYON,"-511,337","-579,396","-631,040","-626,379","-266,586",,,
13140,IDAHO                    ,CARIBOU,"-1,018",-885,-539,0,0,,,
13150,IDAHO                    ,CASSIA,-35,0,0,0,0,,,
13160,IDAHO                    ,CLARK,-76,0,0,0,0,,,
13170,IDAHO                    ,CLEARWATER,0,0,0,0,0,,,
13180,IDAHO                    ,CUSTER,0,0,0,0,0,,,
13190,IDAHO                    ,ELMORE,0,0,0,0,0,,,
13200,IDAHO                    ,FRANKLIN,0,0,0,0,0,,,
13210,IDAHO                    ,FREMONT,0,0,0,0,0,,,
13220,IDAHO                    ,GEM,"-75,750","-79,072","-106,147","-104,235","-48,899",,,
13230,IDAHO                    ,GOODING,0,0,0,0,0,,,
13240,IDAHO                    ,IDAHO,0,0,-92,0,0,,,
13250,IDAHO                    ,JEFFERSON,0,0,0,0,0,,,
13260,IDAHO                    ,JEROME,0,0,0,0,0,,,
13270,IDAHO                    ,KOOTENAI,-431,-327,0,0,0,,,
13280,IDAHO                    ,LATAH,0,0,0,0,0,,,
13290,IDAHO                    ,LEMHI,-11,-148,-148,-352,-299,,,
13300,IDAHO                    ,LEWIS,0,0,0,0,0,,,
13310,IDAHO                    ,LINCOLN,0,0,0,0,0,,,
13320,IDAHO                    ,MADISON,0,0,0,0,0,,,
13330,IDAHO                    ,MINIDOKA,0,0,0,0,0,,,
13340,IDAHO                    ,NEZ PERCE,0,0,0,0,0,,,
13350,IDAHO                    ,ONEIDA,0,0,0,0,0,,,
13360,IDAHO                    ,OWYHEE,"-40,421","-46,336","-49,492","-46,995","-20,465",,,
13370,IDAHO                    ,PAYETTE,"-2,975","-2,872",-570,0,0,,,
13380,IDAHO                    ,POWER,0,0,0,0,0,,,
13390,IDAHO                    ,SHOSHONE,-676,0,0,0,0,,,
13400,IDAHO                    ,TETON,-513,0,0,-58,0,,,
13410,IDAHO                    ,TWIN FALLS,-263,-207,-263,-735,-327,,,
13420,IDAHO                    ,VALLEY,-142,-560,-173,0,0,,,
13430,IDAHO                    ,WASHINGTON,0,0,0,0,0,,,
14000,ILLINOIS                 ,ADAMS,-45,-316,-313,0,0,,,
14010,ILLINOIS                 ,ALEXANDER,0,0,0,0,0,,,
14020,ILLINOIS                 ,BOND,"-96,121","-95,300","-102,597","-111,595","-53,689",,,
14030,ILLINOIS                 ,BOONE,0,0,0,0,0,,,
14040,ILLINOIS                 ,BROWN,0,0,0,0,0,,,
14050,ILLINOIS                 ,BUREAU,0,0,0,0,0,,,
14060,ILLINOIS                 ,CALHOUN,"-1,139","-1,528","-1,373","-1,161",-629,,,
14070,ILLINOIS                 ,CARROLL,0,"-1,240",-915,"-2,707","-1,325",,,
14080,ILLINOIS                 ,CASS,0,0,0,0,0,,,
14090,ILLINOIS                 ,CHAMPAIGN,-499,-373,-367,-41,0,,,
14100,ILLINOIS                 ,CHRISTIAN,0,0,0,0,0,,,
14110,ILLINOIS                 ,CLARK,0,0,0,0,0,,,
14120,ILLINOIS                 ,CLAY,0,0,0,0,0,,,
14130,ILLINOIS                 ,CLINTON,"-135,747","-146,794","-178,023","-194,367","-81,604",,,
14140,ILLINOIS                 ,COLES,"-1,711","-3,069","-3,182","-3,131","-1,125",,,
14141,ILLINOIS                 ,COOK,"-19,503,384","-19,683,613","-20,182,163","-20,228,252","-9,536,470",,,
14150,ILLINOIS                 ,CRAWFORD,0,0,"-2,187",-201,-454,,,
14160,ILLINOIS                 ,CUMBERLAND,0,0,0,0,0,,,
14170,ILLINOIS                 ,DEKALB,"-320,558","-369,363","-428,693","-452,959","-213,101",,,
14180,ILLINOIS                 ,DE WITT,0,0,0,0,0,,,
14190,ILLINOIS                 ,DOUGLAS,-879,-333,-628,-864,-404,,,
14250,ILLINOIS                 ,DUPAGE,"-3,040,480","-3,256,034","-3,580,201","-3,642,162","-1,753,536",,,
14310,ILLINOIS                 ,EDGAR,0,0,0,0,0,,,
14320,ILLINOIS                 ,EDWARDS,0,0,0,0,0,,,
14330,ILLINOIS                 ,EFFINGHAM,-44,0,-129,-147,0,,,
14340,ILLINOIS                 ,FAYETTE,0,0,-16,0,0,,,
14350,ILLINOIS                 ,FORD,0,-493,-387,0,0,,,
14360,ILLINOIS                 ,FRANKLIN,0,0,-67,0,0,,,
14370,ILLINOIS                 ,FULTON,0,0,-385,-302,0,,,
14380,ILLINOIS                 ,GALLATIN,0,0,0,0,0,,,
14390,ILLINOIS                 ,GREENE,-169,-359,-722,-818,"-1,028",,,
14400,ILLINOIS                 ,GRUNDY,"-240,916","-220,775","-233,067","-256,734","-135,862",,,
14410,ILLINOIS                 ,HAMILTON,0,0,0,0,0,,,
14420,ILLINOIS                 ,HANCOCK,0,0,0,-428,-201,,,
14421,ILLINOIS                 ,HARDIN,0,0,0,0,0,,,
14440,ILLINOIS                 ,HENDERSON,0,-294,-826,-913,-454,,,
14450,ILLINOIS                 ,HENRY,0,0,0,0,0,,,
14460,ILLINOIS                 ,IROQUOIS,-979,0,0,0,0,,,
14470,ILLINOIS                 ,JACKSON,"-1,373","-1,559",-851,-150,0,,,
14480,ILLINOIS                 ,JASPER,0,0,0,0,0,,,
14490,ILLINOIS                 ,JEFFERSON,0,0,0,0,0,,,
14500,ILLINOIS                 ,JERSEY,"-98,404","-102,792","-130,171","-142,927","-64,603",,,
14510,ILLINOIS                 ,JO DAVIESS,"-1,360",-897,-299,0,0,,,
14520,ILLINOIS                 ,JOHNSON,-39,0,-200,-771,-415,,,
14530,ILLINOIS                 ,KANE,"-1,437,863","-1,575,245","-1,779,645","-1,827,535","-853,434",,,
14540,ILLINOIS                 ,KANKAKEE,"-2,084","-1,904","-2,622","-3,323",-315,,,
14550,ILLINOIS                 ,KENDALL,"-172,853","-206,167","-250,701","-261,700","-126,502",,,
