"DISABLED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
51480,WEST VIRGINIA,UPSHUR,"9,231","8,984","4,792",,,,,,
51490,WEST VIRGINIA,WAYNE,"86,165","70,656","44,362",,,,,,
51500,WEST VIRGINIA,WEBSTER,0,0,"5,301",,,,,,
51510,WEST VIRGINIA,WETZEL,0,0,0,,,,,,
51520,WEST VIRGINIA,WIRT,0,0,80,,,,,,
51530,WEST VIRGINIA,WOOD,0,0,0,,,,,,
51540,WEST VIRGINIA,WYOMING,"495,583","432,541","251,590",,,,,,
52000,WISCONSIN,ADAMS,0,0,0,,,,,,
52010,WISCONSIN,ASHLAND,"24,881","23,145","25,989",,,,,,
52020,WISCONSIN,BARRON,"78,860","69,539","84,245",,,,,,
52030,WISCONSIN,BAYFIELD,"35,490","30,709","40,061",,,,,,
52040,WISCONSIN,BROWN,0,0,0,,,,,,
52050,WISCONSIN,BUFFALO,0,0,"2,783",,,,,,
52060,WISCONSIN,BURNETT,"80,945","72,503","74,195",,,,,,
52070,WISCONSIN,CALUMET,0,0,0,,,,,,
52080,WISCONSIN,CHIPPEWA,"549,239","456,953","110,989",,,,,,
52090,WISCONSIN,CLARK,0,0,0,,,,,,
52100,WISCONSIN,COLUMBIA,"247,433","232,110","109,828",,,,,,
52110,WISCONSIN,CRAWFORD,"18,344","18,344","9,471",,,,,,
52120,WISCONSIN,DANE,"736,252","671,708","358,751",,,,,,
52130,WISCONSIN,DODGE,"71,307","64,243","54,451",,,,,,
52140,WISCONSIN,DOOR,0,0,0,,,,,,
52150,WISCONSIN,DOUGLAS,"1,076,763","930,397","391,506",,,,,,
52160,WISCONSIN,DUNN,"88,204","82,153","104,439",,,,,,
52170,WISCONSIN,EAU CLAIRE,"115,565","104,311","76,670",,,,,,
52180,WISCONSIN,FLORENCE,0,0,0,,,,,,
52190,WISCONSIN,FOND DU LAC,"2,867","2,867","1,528",,,,,,
52200,WISCONSIN,FOREST,0,0,0,,,,,,
52210,WISCONSIN,GRANT,"185,383","178,486","115,569",,,,,,
52220,WISCONSIN,GREEN,0,0,161,,,,,,
52230,WISCONSIN,GREEN LAKE,0,0,0,,,,,,
52240,WISCONSIN,IOWA,"117,256","114,332","62,712",,,,,,
52250,WISCONSIN,IRON,0,0,0,,,,,,
52260,WISCONSIN,JACKSON,0,0,0,,,,,,
52270,WISCONSIN,JEFFERSON,"326,110","305,655","88,181",,,,,,
52280,WISCONSIN,JUNEAU,0,0,0,,,,,,
52290,WISCONSIN,KENOSHA,0,0,0,,,,,,
52300,WISCONSIN,KEWAUNEE,0,0,0,,,,,,
52310,WISCONSIN,LA CROSSE,0,0,0,,,,,,
52320,WISCONSIN,LAFAYETTE,0,0,"16,060",,,,,,
52330,WISCONSIN,LANGLADE,0,0,0,,,,,,
52340,WISCONSIN,LINCOLN,0,0,0,,,,,,
52350,WISCONSIN,MANITOWOC,0,0,0,,,,,,
52360,WISCONSIN,MARATHON,0,0,0,,,,,,
52370,WISCONSIN,MARINETTE,0,0,0,,,,,,
52380,WISCONSIN,MARQUETTE,0,0,0,,,,,,
52381,WISCONSIN,MENOMONEE,0,0,0,,,,,,
52390,WISCONSIN,MILWAUKEE,0,0,0,,,,,,
52400,WISCONSIN,MONROE,0,0,0,,,,,,
52410,WISCONSIN,OCONTO,0,0,0,,,,,,
52420,WISCONSIN,ONEIDA,0,0,0,,,,,,
52430,WISCONSIN,OUTAGAMIE,0,0,796,,,,,,
52440,WISCONSIN,OZAUKEE,0,0,0,,,,,,
52450,WISCONSIN,PEPIN,0,0,844,,,,,,
52460,WISCONSIN,PIERCE,"197,160","169,223","117,551",,,,,,
52470,WISCONSIN,POLK,"256,343","214,550","265,866",,,,,,
52480,WISCONSIN,PORTAGE,0,0,0,,,,,,
52490,WISCONSIN,PRICE,0,0,0,,,,,,
52500,WISCONSIN,RACINE,0,0,0,,,,,,
52510,WISCONSIN,RICHLAND,0,0,0,,,,,,
52520,WISCONSIN,ROCK,"724,546","653,594","332,627",,,,,,
52530,WISCONSIN,RUSK,0,0,0,,,,,,
52540,WISCONSIN,ST. CROIX,"602,046","530,338","252,788",,,,,,
52550,WISCONSIN,SAUK,"174,404","158,577","198,930",,,,,,
52560,WISCONSIN,SAWYER,"44,313","44,313","69,035",,,,,,
52570,WISCONSIN,SHAWANO,0,0,0,,,,,,
52580,WISCONSIN,SHEBOYGAN,0,0,0,,,,,,
52590,WISCONSIN,TAYLOR,0,0,0,,,,,,
52600,WISCONSIN,TREMPEALEAU,"190,324","175,957","2,633",,,,,,
52610,WISCONSIN,VERNON,0,0,0,,,,,,
52620,WISCONSIN,VILAS,0,0,0,,,,,,
52630,WISCONSIN,WALWORTH,0,0,"18,087",,,,,,
52640,WISCONSIN,WASHBURN,"215,844","184,838","136,054",,,,,,
52650,WISCONSIN,WASHINGTON,"17,677","16,594","5,222",,,,,,
52660,WISCONSIN,WAUKESHA,0,0,412,,,,,,
52670,WISCONSIN,WAUPACA,0,0,0,,,,,,
52680,WISCONSIN,WAUSHARA,0,0,0,,,,,,
52690,WISCONSIN,WINNEBAGO,0,0,0,,,,,,
52700,WISCONSIN,WOOD,0,0,0,,,,,,
53000,WYOMING,ALBANY,0,0,775,,,,,,
53010,WYOMING,BIG HORN,0,0,"20,591",,,,,,
53020,WYOMING,CAMPBELL,0,0,0,,,,,,
53030,WYOMING,CARBON,0,0,"6,433",,,,,,
53040,WYOMING,CONVERSE,0,0,0,,,,,,
53050,WYOMING,CROOK,0,0,0,,,,,,
53060,WYOMING,FREMONT,0,0,0,,,,,,
53070,WYOMING,GOSHEN,0,0,0,,,,,,
53080,WYOMING,HOT SPRINGS,0,0,0,,,,,,
53090,WYOMING,JOHNSON,0,0,0,,,,,,
53100,WYOMING,LARAMIE,"45,734","42,264","123,691",,,,,,
53110,WYOMING,LINCOLN,0,0,10,,,,,,
53120,WYOMING,NATRONA,0,0,"1,465",,,,,,
53130,WYOMING,NIOBRARA,0,0,0,,,,,,
53140,WYOMING,PARK,0,0,0,,,,,,
53150,WYOMING,PLATTE,0,0,0,,,,,,
53160,WYOMING,SHERIDAN,0,0,0,,,,,,
53170,WYOMING,SUBLETTE,0,0,0,,,,,,
53180,WYOMING,SWEETWATER,0,0,"3,426",,,,,,
53190,WYOMING,TETON,0,0,0,,,,,,
53200,WYOMING,UINTA,0,0,0,,,,,,
53210,WYOMING,WASHAKIE,0,0,0,,,,,,
53220,WYOMING,WESTON,0,0,0,,,,,,
63050,NORTHERN MARIANA ISLANDS,,0,0,0,,,,,,
64XXX,AMERICAN SAMOA,,0,0,0,,,,,,
65XXX,GUAM,,0,0,0,,,,,,
