"DISABLED- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
43130,SOUTH DAKOTA,CLAY,187,0,0,0,0,0,0,0,168,0,0
43140,SOUTH DAKOTA,CODINGTON,570,"31,090",5,"31,090",5,0,0,0,530,0,0
43150,SOUTH DAKOTA,CORSON,72,0,0,0,0,0,0,0,65,0,0
43160,SOUTH DAKOTA,CUSTER,198,"14,844",6,"14,845",6,0,0,0,173,0,0
43170,SOUTH DAKOTA,DAVISON,396,"5,892",1,"5,892",1,0,0,0,364,0,0
43180,SOUTH DAKOTA,DAY,107,0,0,0,0,0,0,0,100,0,0
43190,SOUTH DAKOTA,DEUEL,60,"18,223",25,"18,223",25,0,0,0,52,0,0
43200,SOUTH DAKOTA,DEWEY,97,0,0,0,0,0,0,0,90,0,0
43210,SOUTH DAKOTA,DOUGLAS,34,811,2,811,2,0,0,0,31,0,0
43220,SOUTH DAKOTA,EDMUNDS,45,0,0,0,0,0,0,0,39,0,0
43230,SOUTH DAKOTA,FALL RIVER,294,"4,413",1,"4,413",1,0,0,0,239,0,0
43240,SOUTH DAKOTA,FAULK,22,0,0,0,0,0,0,0,21,0,0
43250,SOUTH DAKOTA,GRANT,138,0,0,0,0,0,0,0,128,0,0
43260,SOUTH DAKOTA,GREGORY,71,0,0,0,0,0,0,0,65,0,0
43270,SOUTH DAKOTA,HAAKON,25,0,0,0,0,0,0,0,24,0,0
43280,SOUTH DAKOTA,HAMLIN,56,270,0,270,0,0,0,0,46,0,0
43290,SOUTH DAKOTA,HAND,26,0,0,0,0,0,0,0,25,0,0
43300,SOUTH DAKOTA,HANSON,45,0,0,0,0,0,0,0,33,0,0
43310,SOUTH DAKOTA,HARDING,13,0,0,0,0,0,0,0,12,0,0
43320,SOUTH DAKOTA,HUGHES,243,"44,399",15,"44,398",15,0,0,0,209,0,0
43330,SOUTH DAKOTA,HUTCHINSON,115,0,0,0,0,0,0,0,107,0,0
43340,SOUTH DAKOTA,HYDE,11,0,0,0,0,0,0,0,9,0,0
43350,SOUTH DAKOTA,JACKSON,16,0,0,0,0,0,0,0,15,0,0
43360,SOUTH DAKOTA,JERAULD,25,0,0,0,0,0,0,0,24,0,0
43370,SOUTH DAKOTA,JONES,17,0,0,0,0,0,0,0,13,0,0
43380,SOUTH DAKOTA,KINGSBURY,106,"1,753",1,"1,752",1,0,0,0,94,0,0
43390,SOUTH DAKOTA,LAKE,231,"1,981",1,"1,981",1,0,0,0,208,0,0
43400,SOUTH DAKOTA,LAWRENCE,527,135,0,135,0,0,0,0,464,0,0
43410,SOUTH DAKOTA,LINCOLN,246,"41,553",14,"41,553",14,0,0,0,207,0,0
43420,SOUTH DAKOTA,LYMAN,53,0,0,0,0,0,0,0,47,0,0
43430,SOUTH DAKOTA,MC COOK,87,"16,258",16,"16,258",16,0,0,0,79,0,0
43440,SOUTH DAKOTA,MC PHERSON,26,0,0,0,0,0,0,0,24,0,0
43450,SOUTH DAKOTA,MARSHALL,66,0,0,0,0,0,0,0,61,0,0
43460,SOUTH DAKOTA,MEADE,574,"5,669",1,"5,669",1,0,0,0,485,0,0
43470,SOUTH DAKOTA,MELLETTE,31,0,0,0,0,0,0,0,29,0,0
43480,SOUTH DAKOTA,MINER,40,0,0,0,0,0,0,0,39,0,0
43490,SOUTH DAKOTA,MINNEHAHA,"3,887","419,266",9,"419,266",9,0,0,0,"3,407",0,0
43500,SOUTH DAKOTA,MOODY,85,"4,009",4,"4,010",4,0,0,0,70,0,0
43510,SOUTH DAKOTA,PENNINGTON,"2,901","285,557",8,"285,556",8,0,0,0,"2,526",0,0
43520,SOUTH DAKOTA,PERKINS,62,0,0,0,0,0,0,0,58,0,0
43530,SOUTH DAKOTA,POTTER,41,0,0,0,0,0,0,0,37,0,0
43540,SOUTH DAKOTA,ROBERTS,165,605,0,605,0,0,0,0,148,0,0
43550,SOUTH DAKOTA,SANBORN,41,0,0,0,0,0,0,0,38,0,0
43560,SOUTH DAKOTA,SHANNON,239,0,0,0,0,0,0,0,206,0,0
43570,SOUTH DAKOTA,SPINK,185,"1,230",1,"1,229",1,0,0,0,177,0,0
43580,SOUTH DAKOTA,STANLEY,31,0,0,0,0,0,0,0,28,0,0
43590,SOUTH DAKOTA,SULLY,7,0,0,0,0,0,0,0,5,0,0
43600,SOUTH DAKOTA,TODD,145,0,0,0,0,0,0,0,121,0,0
43610,SOUTH DAKOTA,TRIPP,111,0,0,0,0,0,0,0,107,0,0
43620,SOUTH DAKOTA,TURNER,134,"7,025",4,"7,025",4,0,0,0,118,0,0
43630,SOUTH DAKOTA,UNION,164,"10,587",5,"10,587",5,0,0,0,143,0,0
43640,SOUTH DAKOTA,WALWORTH,107,0,0,0,0,0,0,0,104,0,0
43670,SOUTH DAKOTA,YANKTON,592,"15,877",2,"15,877",2,0,0,0,539,0,0
43680,SOUTH DAKOTA,ZIEBACH,18,0,0,0,0,0,0,0,16,0,0
44000,TENNESSEE,ANDERSON,"2,198","293,360",11,"293,360",11,0,0,0,"1,999",0,0
44010,TENNESSEE,BEDFORD,"1,146","146,468",11,"146,468",11,0,0,0,"1,034",0,0
44020,TENNESSEE,BENTON,726,"31,982",4,"31,983",4,0,0,0,693,0,0
44030,TENNESSEE,BLEDSOE,355,"67,361",16,"67,362",16,0,0,0,332,0,0
44040,TENNESSEE,BLOUNT,"2,744","214,875",7,"214,875",7,0,0,0,"2,430",0,0
44050,TENNESSEE,BRADLEY,"2,812","302,733",9,"302,734",9,0,0,0,"2,567",0,0
44060,TENNESSEE,CAMPBELL,"1,819","159,279",7,"159,279",7,0,0,0,"1,677",0,0
44070,TENNESSEE,CANNON,393,"36,081",8,"36,081",8,0,0,0,351,0,0
44080,TENNESSEE,CARROLL,"1,171","167,364",12,"167,363",12,0,0,0,"1,107",0,0
44090,TENNESSEE,CARTER,"1,642","281,410",14,"281,409",14,0,0,0,"1,452",0,0
44100,TENNESSEE,CHEATHAM,744,"161,850",18,"161,850",18,0,0,0,648,0,0
44110,TENNESSEE,CHESTER,413,"13,324",3,"13,324",3,0,0,0,388,0,0
44120,TENNESSEE,CLAIBORNE,"1,373","173,425",11,"173,424",11,0,0,0,"1,258",0,0
44130,TENNESSEE,CLAY,296,"11,557",3,"11,556",3,0,0,0,285,0,0
44140,TENNESSEE,COCKE,"1,450","490,382",28,"490,382",28,0,0,0,"1,314",0,0
44150,TENNESSEE,COFFEE,"1,945","254,315",11,"254,314",11,0,0,0,"1,775",0,0
44160,TENNESSEE,CROCKETT,502,"9,476",2,"9,476",2,0,0,0,461,0,0
44170,TENNESSEE,CUMBERLAND,"1,855","66,261",3,"66,262",3,0,0,0,"1,729",0,0
44180,TENNESSEE,DAVIDSON,"9,920","1,554,180",13,"1,554,179",13,0,0,0,"8,659",0,0
44190,TENNESSEE,DECATUR,416,133,0,133,0,0,0,0,388,0,0
44200,TENNESSEE,DE KALB,600,"50,712",7,"50,711",7,0,0,0,550,0,0
44210,TENNESSEE,DICKSON,"1,244","196,856",13,"196,856",13,0,0,0,"1,125",0,0
44220,TENNESSEE,DYER,"1,704","87,267",4,"87,267",4,0,0,0,"1,601",0,0
44230,TENNESSEE,FAYETTE,640,"73,328",10,"73,329",10,0,0,0,576,0,0
44240,TENNESSEE,FENTRESS,"1,078","53,589",4,"53,589",4,0,0,0,"1,039",0,0
44250,TENNESSEE,FRANKLIN,"1,178","297,535",21,"297,535",21,0,0,0,"1,089",0,0
44260,TENNESSEE,GIBSON,"1,839","61,435",3,"61,435",3,0,0,0,"1,722",0,0
44270,TENNESSEE,GILES,930,"55,402",5,"55,402",5,0,0,0,865,0,0
44280,TENNESSEE,GRAINGER,822,"62,104",6,"62,104",6,0,0,0,757,0,0
44290,TENNESSEE,GREENE,"2,487","471,476",16,"471,476",16,0,0,0,"2,251",0,0
44300,TENNESSEE,GRUNDY,651,"87,211",11,"87,211",11,0,0,0,618,0,0
44310,TENNESSEE,HAMBLEN,"2,035","212,399",9,"212,399",9,0,0,0,"1,882",0,0
44320,TENNESSEE,HAMILTON,"8,516","1,498,028",15,"1,498,028",15,0,0,0,"7,696",0,0
44330,TENNESSEE,HANCOCK,247,"18,329",6,"18,329",6,0,0,0,236,0,0
44340,TENNESSEE,HARDEMAN,"1,084","27,089",2,"27,089",2,0,0,0,"1,003",0,0
44350,TENNESSEE,HARDIN,"1,108","84,175",6,"84,174",6,0,0,0,"1,042",0,0
44360,TENNESSEE,HAWKINS,"1,901","119,152",5,"119,151",5,0,0,0,"1,682",0,0
44370,TENNESSEE,HAYWOOD,592,"19,884",3,"19,885",3,0,0,0,538,0,0
44380,TENNESSEE,HENDERSON,"1,088","196,460",15,"196,459",15,0,0,0,"1,024",0,0
44390,TENNESSEE,HENRY,"1,355","158,665",10,"158,665",10,0,0,0,"1,291",0,0
44400,TENNESSEE,HICKMAN,703,"177,475",21,"177,475",21,0,0,0,648,0,0
44410,TENNESSEE,HOUSTON,273,"26,915",8,"26,914",8,0,0,0,258,0,0
44420,TENNESSEE,HUMPHREYS,552,"16,366",2,"16,365",2,0,0,0,507,0,0
44430,TENNESSEE,JACKSON,413,"14,507",3,"14,507",3,0,0,0,389,0,0
44440,TENNESSEE,JEFFERSON,"1,725","162,959",8,"162,960",8,0,0,0,"1,545",0,0
44450,TENNESSEE,JOHNSON,694,"44,783",5,"44,783",5,0,0,0,627,0,0
44460,TENNESSEE,KNOX,"8,893","1,487,688",14,"1,487,688",14,0,0,0,"7,961",0,0
44470,TENNESSEE,LAKE,265,"42,018",13,"42,018",13,0,0,0,249,0,0
44480,TENNESSEE,LAUDERDALE,988,"48,811",4,"48,811",4,0,0,0,919,0,0
44490,TENNESSEE,LAWRENCE,"1,731","89,335",4,"89,336",4,0,0,0,"1,611",0,0
44500,TENNESSEE,LEWIS,377,"28,688",6,"28,688",6,0,0,0,343,0,0
44510,TENNESSEE,LINCOLN,945,"28,458",3,"28,458",3,0,0,0,858,0,0
44520,TENNESSEE,LOUDON,"1,132","103,918",8,"103,918",8,0,0,0,"1,014",0,0
44530,TENNESSEE,MC MINN,"1,836","151,331",7,"151,331",7,0,0,0,"1,679",0,0
44540,TENNESSEE,MC NAIRY,"1,575","89,617",5,"89,617",5,0,0,0,"1,481",0,0
44550,TENNESSEE,MACON,612,"111,113",15,"111,113",15,0,0,0,578,0,0
44560,TENNESSEE,MADISON,"3,286","186,081",5,"186,081",5,0,0,0,"3,039",0,0
44570,TENNESSEE,MARION,"1,003","231,958",19,"231,957",19,0,0,0,927,0,0
44580,TENNESSEE,MARSHALL,828,"110,257",11,"110,257",11,0,0,0,743,0,0
44590,TENNESSEE,MAURY,"2,196","249,691",9,"249,691",9,0,0,0,"1,944",0,0
44600,TENNESSEE,MEIGS,448,"67,538",13,"67,539",13,0,0,0,416,0,0
44610,TENNESSEE,MONROE,"1,378","161,606",10,"161,605",10,0,0,0,"1,249",0,0
44620,TENNESSEE,MONTGOMERY,"3,372","294,843",7,"294,844",7,0,0,0,"2,984",0,0
44630,TENNESSEE,MOORE,92,"43,434",39,"43,434",39,0,0,0,85,0,0
44640,TENNESSEE,MORGAN,578,"20,600",3,"20,600",3,0,0,0,545,0,0
44650,TENNESSEE,OBION,"1,452","229,280",13,"229,280",13,0,0,0,"1,353",0,0
44660,TENNESSEE,OVERTON,851,"44,285",4,"44,285",4,0,0,0,806,0,0
44670,TENNESSEE,PERRY,319,"7,777",2,"7,776",2,0,0,0,295,0,0
44680,TENNESSEE,PICKETT,206,"5,824",2,"5,824",2,0,0,0,191,0,0
44690,TENNESSEE,POLK,809,"143,342",15,"143,342",15,0,0,0,757,0,0
44700,TENNESSEE,PUTNAM,"3,140","114,451",3,"114,451",3,0,0,0,"2,930",0,0
44710,TENNESSEE,RHEA,"1,175","171,240",12,"171,240",12,0,0,0,"1,089",0,0
44720,TENNESSEE,ROANE,"1,848","207,838",9,"207,839",9,0,0,0,"1,701",0,0
44730,TENNESSEE,ROBERTSON,"1,281","72,018",5,"72,018",5,0,0,0,"1,118",0,0
44740,TENNESSEE,RUTHERFORD,"4,196","580,080",12,"580,081",12,0,0,0,"3,578",0,0
44750,TENNESSEE,SCOTT,"1,019","106,486",9,"106,487",9,0,0,0,963,0,0
44760,TENNESSEE,SEQUATCHIE,421,"72,672",14,"72,672",14,0,0,0,393,0,0
44770,TENNESSEE,SEVIER,"2,065","415,050",17,"415,051",17,0,0,0,"1,847",0,0
44780,TENNESSEE,SHELBY,"17,893","2,214,563",10,"2,214,563",10,0,0,0,"15,777",0,0
44790,TENNESSEE,SMITH,523,"8,440",1,"8,440",1,0,0,0,477,0,0
44800,TENNESSEE,STEWART,410,"33,931",7,"33,930",7,0,0,0,367,0,0
44810,TENNESSEE,SULLIVAN,"4,608","486,045",9,"486,045",9,0,0,0,"4,021",0,0
44820,TENNESSEE,SUMNER,"3,024","389,195",11,"389,194",11,0,0,0,"2,649",0,0
44830,TENNESSEE,TIPTON,"1,366","67,608",4,"67,608",4,0,0,0,"1,224",0,0
44840,TENNESSEE,TROUSDALE,257,"17,723",6,"17,723",6,0,0,0,232,0,0
44850,TENNESSEE,UNICOI,674,"110,781",14,"110,781",14,0,0,0,586,0,0
44860,TENNESSEE,UNION,532,"55,773",9,"55,773",9,0,0,0,484,0,0
44870,TENNESSEE,VAN BUREN,172,0,0,0,0,0,0,0,161,0,0
44880,TENNESSEE,WARREN,"1,621","184,503",9,"184,503",9,0,0,0,"1,526",0,0
44890,TENNESSEE,WASHINGTON,"3,694","653,695",15,"653,696",15,0,0,0,"3,173",0,0
44900,TENNESSEE,WAYNE,549,"29,365",4,"29,365",4,0,0,0,518,0,0
44910,TENNESSEE,WEAKLEY,961,"183,884",16,"183,885",16,0,0,0,906,0,0
44920,TENNESSEE,WHITE,956,"26,806",2,"26,805",2,0,0,0,875,0,0
44930,TENNESSEE,WILLIAMSON,"1,197","65,029",5,"65,029",5,0,0,0,991,0,0
44940,TENNESSEE,WILSON,"1,968","238,938",10,"238,938",10,0,0,0,"1,714",0,0
45000,TEXAS,ANDERSON,"1,571","307,227",16,"307,227",16,0,0,0,"1,429",0,0
45010,TEXAS,ANDREWS,261,"58,229",19,"58,228",19,0,0,0,234,0,0
45020,TEXAS,ANGELINA,"2,924","448,098",13,"448,098",13,0,0,0,"2,692",0,0
45030,TEXAS,ARANSAS,497,"64,622",11,"64,622",11,0,0,0,443,0,0
45040,TEXAS,ARCHER,178,"9,739",5,"9,739",5,0,0,0,163,0,0
45050,TEXAS,ARMSTRONG,30,"6,392",18,"6,392",18,0,0,0,28,0,0
45060,TEXAS,ATASCOSA,820,"248,131",25,"248,131",25,0,0,0,728,0,0
45070,TEXAS,AUSTIN,462,"28,288",5,"28,288",5,0,0,0,415,0,0
45080,TEXAS,BAILEY,102,"51,384",42,"51,383",42,0,0,0,90,0,0
45090,TEXAS,BANDERA,522,"51,984",8,"51,983",8,0,0,0,455,0,0
45100,TEXAS,BASTROP,"1,610","315,830",16,"315,830",16,0,0,0,"1,418",0,0
45110,TEXAS,BAYLOR,132,"7,088",4,"7,088",4,0,0,0,124,0,0
45113,TEXAS,BEE,500,"161,755",27,"161,754",27,0,0,0,440,0,0
45120,TEXAS,BELL,"7,269","889,843",10,"889,843",10,0,0,0,"6,166",0,0
45130,TEXAS,BEXAR,"28,074","6,696,672",20,"6,696,672",20,0,0,0,"23,900",0,0
45140,TEXAS,BLANCO,195,"62,903",27,"62,903",27,0,0,0,167,0,0
45150,TEXAS,BORDEN,2,0,0,0,0,0,0,0,2,0,0
45160,TEXAS,BOSQUE,419,"8,736",2,"8,735",2,0,0,0,369,0,0
45170,TEXAS,BOWIE,"3,312","897,161",23,"897,161",23,0,0,0,"2,988",0,0
45180,TEXAS,BRAZORIA,"4,487","740,560",14,"740,561",14,0,0,0,"3,910",0,0
45190,TEXAS,BRAZOS,"2,488","194,788",7,"194,789",7,0,0,0,"2,232",0,0
45200,TEXAS,BREWSTER,169,"17,827",9,"17,827",9,0,0,0,154,0,0
45201,TEXAS,BRISCOE,21,0,0,0,0,0,0,0,18,0,0
45210,TEXAS,BROOKS,201,"67,937",28,"67,937",28,0,0,0,192,0,0
45220,TEXAS,BROWN,"1,314","211,267",13,"211,266",13,0,0,0,"1,212",0,0
45221,TEXAS,BURLESON,425,"34,309",7,"34,310",7,0,0,0,385,0,0
45222,TEXAS,BURNET,827,"102,612",10,"102,613",10,0,0,0,739,0,0
45223,TEXAS,CALDWELL,801,"199,309",21,"199,309",21,0,0,0,726,0,0
45224,TEXAS,CALHOUN,453,"51,303",9,"51,303",9,0,0,0,414,0,0
45230,TEXAS,CALLAHAN,292,"34,472",10,"34,472",10,0,0,0,252,0,0
45240,TEXAS,CAMERON,"5,906","732,887",10,"732,887",10,0,0,0,"5,348",0,0
45250,TEXAS,CAMP,348,"78,053",19,"78,053",19,0,0,0,312,0,0
45251,TEXAS,CARSON,77,"10,000",11,"9,999",11,0,0,0,63,0,0
45260,TEXAS,CASS,"1,072","223,278",17,"223,278",17,0,0,0,946,0,0
45270,TEXAS,CASTRO,98,"52,689",45,"52,689",45,0,0,0,94,0,0
45280,TEXAS,CHAMBERS,340,"1,779",0,"1,778",0,0,0,0,307,0,0
45281,TEXAS,CHEROKEE,"1,173","142,058",10,"142,058",10,0,0,0,"1,068",0,0
45290,TEXAS,CHILDRESS,154,"37,119",20,"37,119",20,0,0,0,148,0,0
45291,TEXAS,CLAY,215,"19,764",8,"19,764",8,0,0,0,198,0,0
45292,TEXAS,COCHRAN,71,"2,665",3,"2,665",3,0,0,0,66,0,0
45300,TEXAS,COKE,73,"7,594",9,"7,594",9,0,0,0,64,0,0
45301,TEXAS,COLEMAN,238,"23,415",8,"23,415",8,0,0,0,221,0,0
45310,TEXAS,COLLIN,"6,010","1,033,190",14,"1,033,190",14,0,0,0,"4,883",0,0
45311,TEXAS,COLLINGSWORTH,63,"2,955",4,"2,955",4,0,0,0,61,0,0
45312,TEXAS,COLORADO,380,"123,297",27,"123,297",27,0,0,0,354,0,0
45320,TEXAS,COMAL,"2,058","497,476",20,"497,475",20,0,0,0,"1,781",0,0
45321,TEXAS,COMANCHE,296,"28,654",8,"28,654",8,0,0,0,269,0,0
45330,TEXAS,CONCHO,56,"10,046",15,"10,046",15,0,0,0,52,0,0
45340,TEXAS,COOKE,673,"166,993",21,"166,993",21,0,0,0,602,0,0
45341,TEXAS,CORYELL,"1,246","82,613",6,"82,614",6,0,0,0,"1,085",0,0
45350,TEXAS,COTTLE,48,"3,412",6,"3,413",6,0,0,0,43,0,0
45360,TEXAS,CRANE,64,0,0,0,0,0,0,0,58,0,0
45361,TEXAS,CROCKETT,64,0,0,0,0,0,0,0,58,0,0
45362,TEXAS,CROSBY,116,"22,651",16,"22,651",16,0,0,0,106,0,0
45370,TEXAS,CULBERSON,51,"1,542",3,"1,543",3,0,0,0,50,0,0
45380,TEXAS,DALLAM,124,"3,483",2,"3,483",2,0,0,0,110,0,0
45390,TEXAS,DALLAS,"36,813","5,631,216",13,"5,631,217",13,0,0,0,"31,354",0,0
45391,TEXAS,DAWSON,267,"75,672",24,"75,672",24,0,0,0,246,0,0
45392,TEXAS,DEAF SMITH,305,"98,512",27,"98,512",27,0,0,0,277,0,0
45400,TEXAS,DELTA,166,"49,761",25,"49,761",25,0,0,0,148,0,0
45410,TEXAS,DENTON,"5,567","1,497,001",22,"1,497,001",22,0,0,0,"4,714",0,0
45420,TEXAS,DE WITT,470,"7,300",1,"7,301",1,0,0,0,437,0,0
45421,TEXAS,DICKENS,55,"24,657",37,"24,657",37,0,0,0,51,0,0
45430,TEXAS,DIMMIT,243,"22,560",8,"22,561",8,0,0,0,225,0,0
45431,TEXAS,DONLEY,71,0,0,0,0,0,0,0,63,0,0
45440,TEXAS,DUVAL,304,"12,775",4,"12,776",4,0,0,0,288,0,0
45450,TEXAS,EASTLAND,460,"153,230",28,"153,230",28,0,0,0,429,0,0
45451,TEXAS,ECTOR,"2,827","527,384",16,"527,383",16,0,0,0,"2,501",0,0
45460,TEXAS,EDWARDS,49,0,0,0,0,0,0,0,44,0,0
45470,TEXAS,ELLIS,"2,998","528,244",15,"528,243",15,0,0,0,"2,559",0,0
45480,TEXAS,EL PASO,"10,094","1,178,622",10,"1,178,623",10,0,0,0,"8,723",0,0
45490,TEXAS,ERATH,635,"35,740",5,"35,741",5,0,0,0,579,0,0
45500,TEXAS,FALLS,485,"68,355",12,"68,355",12,0,0,0,439,0,0
45510,TEXAS,FANNIN,966,"280,284",24,"280,284",24,0,0,0,850,0,0
45511,TEXAS,FAYETTE,427,"11,367",2,"11,368",2,0,0,0,393,0,0
45520,TEXAS,FISHER,82,0,0,0,0,0,0,0,75,0,0
45521,TEXAS,FLOYD,92,"48,334",44,"48,334",44,0,0,0,83,0,0
45522,TEXAS,FOARD,44,0,0,0,0,0,0,0,42,0,0
45530,TEXAS,FORT BEND,"3,775","690,828",15,"690,828",15,0,0,0,"3,131",0,0
45531,TEXAS,FRANKLIN,173,"1,520",1,"1,519",1,0,0,0,162,0,0
45540,TEXAS,FREESTONE,424,"58,738",12,"58,738",12,0,0,0,392,0,0
45541,TEXAS,FRIO,325,"17,965",5,"17,964",5,0,0,0,294,0,0
45542,TEXAS,GAINES,222,"12,785",5,"12,785",5,0,0,0,212,0,0
45550,TEXAS,GALVESTON,"5,600","737,452",11,"737,452",11,0,0,0,"4,999",0,0
45551,TEXAS,GARZA,80,"12,192",13,"12,192",13,0,0,0,73,0,0
45552,TEXAS,GILLESPIE,385,"32,269",7,"32,269",7,0,0,0,353,0,0
45560,TEXAS,GLASSCOCK,7,0,0,0,0,0,0,0,4,0,0
45561,TEXAS,GOLIAD,139,"11,099",7,"11,099",7,0,0,0,126,0,0
45562,TEXAS,GONZALES,450,"25,520",5,"25,520",5,0,0,0,416,0,0
45563,TEXAS,GRAY,550,"148,671",23,"148,671",23,0,0,0,496,0,0
45564,TEXAS,GRAYSON,"3,619","711,963",16,"711,962",16,0,0,0,"3,222",0,0
45570,TEXAS,GREGG,"3,773","672,453",15,"672,453",15,0,0,0,"3,382",0,0
45580,TEXAS,GRIMES,584,"59,186",8,"59,186",8,0,0,0,518,0,0
45581,TEXAS,GUADALUPE,"2,512","521,215",17,"521,215",17,0,0,0,"2,180",0,0
45582,TEXAS,HALE,631,"188,343",25,"188,343",25,0,0,0,575,0,0
45583,TEXAS,HALL,76,"48,334",53,"48,334",53,0,0,0,67,0,0
45590,TEXAS,HAMILTON,163,"51,906",27,"51,906",27,0,0,0,153,0,0
45591,TEXAS,HANSFORD,65,"1,605",2,"1,605",2,0,0,0,60,0,0
45592,TEXAS,HARDEMAN,119,"1,205",1,"1,205",1,0,0,0,110,0,0
45600,TEXAS,HARDIN,"1,089","394,838",30,"394,838",30,0,0,0,972,0,0
45610,TEXAS,HARRIS,"44,784","6,184,139",12,"6,184,139",12,0,0,0,"37,509",0,0
45620,TEXAS,HARRISON,"1,524","265,386",15,"265,386",15,0,0,0,"1,387",0,0
45621,TEXAS,HARTLEY,11,"15,427",117,"15,427",117,0,0,0,9,0,0
45630,TEXAS,HASKELL,124,"1,370",1,"1,370",1,0,0,0,114,0,0
45631,TEXAS,HAYS,"2,153","437,160",17,"437,159",17,0,0,0,"1,828",0,0
45632,TEXAS,HEMPHILL,35,0,0,0,0,0,0,0,29,0,0
45640,TEXAS,HENDERSON,"1,651","471,415",24,"471,416",24,0,0,0,"1,526",0,0
45650,TEXAS,HIDALGO,"10,735","801,010",6,"801,010",6,0,0,0,"9,967",0,0
45651,TEXAS,HILL,949,"119,591",11,"119,590",11,0,0,0,854,0,0
45652,TEXAS,HOCKLEY,399,"161,444",34,"161,443",34,0,0,0,355,0,0
45653,TEXAS,HOOD,953,"64,778",6,"64,778",6,0,0,0,835,0,0
45654,TEXAS,HOPKINS,921,"174,568",16,"174,567",16,0,0,0,846,0,0
45660,TEXAS,HOUSTON,662,"33,364",4,"33,364",4,0,0,0,611,0,0
45661,TEXAS,HOWARD,852,"208,814",20,"208,814",20,0,0,0,767,0,0
45662,TEXAS,HUDSPETH,67,412,1,412,1,0,0,0,59,0,0
45670,TEXAS,HUNT,"2,586","433,969",14,"433,969",14,0,0,0,"2,323",0,0
45671,TEXAS,HUTCHINSON,455,"208,684",38,"208,685",38,0,0,0,395,0,0
45672,TEXAS,IRION,21,0,0,0,0,0,0,0,20,0,0
45680,TEXAS,JACK,136,"1,769",1,"1,770",1,0,0,0,121,0,0
45681,TEXAS,JACKSON,305,"23,997",7,"23,997",7,0,0,0,286,0,0
45690,TEXAS,JASPER,956,"286,345",25,"286,344",25,0,0,0,874,0,0
45691,TEXAS,JEFF DAVIS,32,0,0,0,0,0,0,0,28,0,0
45700,TEXAS,JEFFERSON,"6,188","1,416,691",19,"1,416,691",19,0,0,0,"5,534",0,0
45710,TEXAS,JIM HOGG,105,0,0,0,0,0,0,0,98,0,0
45711,TEXAS,JIM WELLS,"1,080","251,204",19,"251,204",19,0,0,0,"1,024",0,0
45720,TEXAS,JOHNSON,"3,090","919,821",25,"919,821",25,0,0,0,"2,679",0,0
45721,TEXAS,JONES,335,"30,783",8,"30,783",8,0,0,0,311,0,0
45722,TEXAS,KARNES,377,"5,310",1,"5,309",1,0,0,0,348,0,0
45730,TEXAS,KAUFMAN,"2,539","735,528",24,"735,528",24,0,0,0,"2,240",0,0
45731,TEXAS,KENDALL,474,"36,355",6,"36,355",6,0,0,0,397,0,0
45732,TEXAS,KENEDY,3,0,0,0,0,0,0,0,3,0,0
45733,TEXAS,KENT,8,0,0,0,0,0,0,0,8,0,0
45734,TEXAS,KERR,"1,329","181,893",11,"181,893",11,0,0,0,"1,167",0,0
45740,TEXAS,KIMBLE,97,0,0,0,0,0,0,0,87,0,0
45741,TEXAS,KING,1,0,0,0,0,0,0,0,1,0,0
45742,TEXAS,KINNEY,75,0,0,0,0,0,0,0,70,0,0
45743,TEXAS,KLEBERG,464,"85,561",15,"85,561",15,0,0,0,422,0,0
45744,TEXAS,KNOX,72,"14,752",17,"14,752",17,0,0,0,67,0,0
45750,TEXAS,LAMAR,"1,937","245,774",11,"245,774",11,0,0,0,"1,798",0,0
45751,TEXAS,LAMB,269,"142,653",44,"142,652",44,0,0,0,242,0,0
45752,TEXAS,LAMPASAS,528,"36,714",6,"36,714",6,0,0,0,470,0,0
45753,TEXAS,LA SALLE,146,"51,855",30,"51,855",30,0,0,0,138,0,0
45754,TEXAS,LAVACA,512,"14,108",2,"14,108",2,0,0,0,478,0,0
45755,TEXAS,LEE,306,"11,140",3,"11,140",3,0,0,0,272,0,0
45756,TEXAS,LEON,475,"65,214",11,"65,214",11,0,0,0,427,0,0
45757,TEXAS,LIBERTY,"1,737","169,234",8,"169,234",8,0,0,0,"1,526",0,0
45758,TEXAS,LIMESTONE,861,"53,101",5,"53,101",5,0,0,0,793,0,0
45759,TEXAS,LIPSCOMB,55,0,0,0,0,0,0,0,50,0,0
45760,TEXAS,LIVE OAK,140,"56,435",34,"56,436",34,0,0,0,133,0,0
45761,TEXAS,LLANO,456,"69,280",13,"69,280",13,0,0,0,409,0,0
45762,TEXAS,LOVING,2,0,0,0,0,0,0,0,1,0,0
45770,TEXAS,LUBBOCK,"4,942","1,789,042",30,"1,789,042",30,0,0,0,"4,454",0,0
