"DISABLED- HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
18981,KENTUCKY,TAYLOR,"1,409","109,425",6,"109,425",6,0,0,0,"1,296",0,0
18982,KENTUCKY,TODD,417,"2,212",0,"2,212",0,0,0,0,377,0,0
18983,KENTUCKY,TRIGG,555,"36,722",6,"36,722",6,0,0,0,513,0,0
18984,KENTUCKY,TRIMBLE,321,"15,004",4,"15,004",4,0,0,0,287,0,0
18985,KENTUCKY,UNION,559,"18,234",3,"18,234",3,0,0,0,516,0,0
18986,KENTUCKY,WARREN,"3,736","134,310",3,"134,309",3,0,0,0,"3,399",0,0
18987,KENTUCKY,WASHINGTON,378,"3,840",1,"3,839",1,0,0,0,349,0,0
18988,KENTUCKY,WAYNE,"1,042","88,868",7,"88,867",7,0,0,0,977,0,0
18989,KENTUCKY,WEBSTER,553,"98,038",15,"98,038",15,0,0,0,502,0,0
18990,KENTUCKY,WHITLEY,"3,443","149,879",4,"149,878",4,0,0,0,"3,213",0,0
18991,KENTUCKY,WOLFE,585,"98,352",14,"98,351",14,0,0,0,555,0,0
18992,KENTUCKY,WOODFORD,452,"80,005",15,"80,004",15,0,0,0,395,0,0
19000,LOUISIANA,ACADIA,"2,055","112,943",5,"112,943",5,0,0,0,"1,907",0,0
19010,LOUISIANA,ALLEN,828,"35,839",4,"35,839",4,0,0,0,765,0,0
19020,LOUISIANA,ASCENSION,"1,606","215,618",11,"215,618",11,0,0,0,"1,424",0,0
19030,LOUISIANA,ASSUMPTION,687,"85,103",10,"85,103",10,0,0,0,638,0,0
19040,LOUISIANA,AVOYELLES,"1,750","200,035",10,"200,034",10,0,0,0,"1,612",0,0
19050,LOUISIANA,BEAUREGARD,"1,311","297,920",19,"297,921",19,0,0,0,"1,197",0,0
19060,LOUISIANA,BIENVILLE,512,"27,607",4,"27,607",4,0,0,0,476,0,0
19070,LOUISIANA,BOSSIER,"2,262","144,879",5,"144,880",5,0,0,0,"2,000",0,0
19080,LOUISIANA,CADDO,"7,659","1,007,499",11,"1,007,499",11,0,0,0,"6,957",0,0
19090,LOUISIANA,CALCASIEU,"6,109","564,632",8,"564,632",8,0,0,0,"5,627",0,0
19100,LOUISIANA,CALDWELL,329,"76,803",19,"76,802",19,0,0,0,310,0,0
19110,LOUISIANA,CAMERON,72,"2,770",3,"2,770",3,0,0,0,63,0,0
19120,LOUISIANA,CATAHOULA,451,"35,849",7,"35,849",7,0,0,0,426,0,0
19130,LOUISIANA,CLAIBORNE,457,"22,240",4,"22,240",4,0,0,0,415,0,0
19140,LOUISIANA,CONCORDIA,753,"17,772",2,"17,771",2,0,0,0,703,0,0
19150,LOUISIANA,DE SOTO,864,"77,193",7,"77,193",7,0,0,0,792,0,0
19160,LOUISIANA,E. BATON ROUGE,"8,329","1,426,603",14,"1,426,603",14,0,0,0,"7,448",0,0
19170,LOUISIANA,EAST CARROLL,234,"41,526",15,"41,526",15,0,0,0,220,0,0
19180,LOUISIANA,EAST FELICIANA,547,"40,971",6,"40,971",6,0,0,0,481,0,0
19190,LOUISIANA,EVANGELINE,"1,626","70,242",4,"70,242",4,0,0,0,"1,518",0,0
19200,LOUISIANA,FRANKLIN,576,"216,854",31,"216,853",31,0,0,0,538,0,0
19210,LOUISIANA,GRANT,774,"90,163",10,"90,163",10,0,0,0,700,0,0
19220,LOUISIANA,IBERIA,"2,864","294,979",9,"294,979",9,0,0,0,"2,682",0,0
19230,LOUISIANA,IBERVILLE,787,"87,678",9,"87,678",9,0,0,0,725,0,0
19240,LOUISIANA,JACKSON,488,"43,570",7,"43,570",7,0,0,0,446,0,0
19250,LOUISIANA,JEFFERSON,"8,717","1,590,239",15,"1,590,239",15,0,0,0,"7,752",0,0
19260,LOUISIANA,JEFFRSON DAVIS,"1,001","44,190",4,"44,189",4,0,0,0,929,0,0
19270,LOUISIANA,LAFAYETTE,"5,566","605,920",9,"605,920",9,0,0,0,"5,110",0,0
19280,LOUISIANA,LAFOURCHE,"2,342","67,639",2,"67,639",2,0,0,0,"2,120",0,0
19290,LOUISIANA,LA SALLE,448,"130,190",24,"130,190",24,0,0,0,410,0,0
19300,LOUISIANA,LINCOLN,936,"188,188",17,"188,188",17,0,0,0,869,0,0
19310,LOUISIANA,LIVINGSTON,"2,134","408,861",16,"408,861",16,0,0,0,"1,887",0,0
19320,LOUISIANA,MADISON,283,"1,448",0,"1,448",0,0,0,0,271,0,0
19330,LOUISIANA,MOREHOUSE,"1,184","94,030",7,"94,031",7,0,0,0,"1,111",0,0
19340,LOUISIANA,NATCHITOCHES,"1,281","136,454",9,"136,454",9,0,0,0,"1,174",0,0
19350,LOUISIANA,ORLEANS,"8,851","1,177,905",11,"1,177,905",11,0,0,0,"7,996",0,0
19360,LOUISIANA,OUACHITA,"4,146","616,061",12,"616,061",12,0,0,0,"3,833",0,0
19370,LOUISIANA,PLAQUEMINES,323,"36,447",9,"36,446",9,0,0,0,287,0,0
19380,LOUISIANA,POINTE COUPEE,502,"26,361",4,"26,361",4,0,0,0,446,0,0
19390,LOUISIANA,RAPIDES,"5,689","1,113,141",16,"1,113,141",16,0,0,0,"5,179",0,0
19400,LOUISIANA,RED RIVER,248,"13,934",5,"13,933",5,0,0,0,223,0,0
19410,LOUISIANA,RICHLAND,591,"63,789",9,"63,788",9,0,0,0,558,0,0
19420,LOUISIANA,SABINE,791,"126,819",13,"126,819",13,0,0,0,734,0,0
19430,LOUISIANA,ST. BERNARD,950,"138,505",12,"138,505",12,0,0,0,872,0,0
19440,LOUISIANA,ST. CHARLES,927,"94,860",9,"94,860",9,0,0,0,787,0,0
19450,LOUISIANA,ST. HELENA,247,"14,907",5,"14,908",5,0,0,0,225,0,0
19460,LOUISIANA,ST. JAMES,542,"51,593",8,"51,593",8,0,0,0,493,0,0
19470,LOUISIANA,ST. JOHN BAPTIST,"1,097","123,193",9,"123,193",9,0,0,0,968,0,0
19480,LOUISIANA,ST. LANDRY,"4,018","377,090",8,"377,090",8,0,0,0,"3,774",0,0
19490,LOUISIANA,ST. MARTIN,"1,676","207,788",10,"207,787",10,0,0,0,"1,566",0,0
19500,LOUISIANA,ST. MARY,"2,048","219,705",9,"219,705",9,0,0,0,"1,902",0,0
19510,LOUISIANA,ST. TAMMANY,"4,382","395,394",8,"395,394",8,0,0,0,"3,813",0,0
19520,LOUISIANA,TANGIPAHOA,"4,244","401,895",8,"401,895",8,0,0,0,"3,900",0,0
19530,LOUISIANA,TENSAS,179,0,0,0,0,0,0,0,170,0,0
19540,LOUISIANA,TERREBONNE,"4,487","275,271",5,"275,271",5,0,0,0,"4,113",0,0
19550,LOUISIANA,UNION,774,"80,550",9,"80,550",9,0,0,0,712,0,0
19560,LOUISIANA,VERMILION,"1,689","127,904",6,"127,904",6,0,0,0,"1,574",0,0
19570,LOUISIANA,VERNON,"1,350","114,536",7,"114,536",7,0,0,0,"1,244",0,0
19580,LOUISIANA,WASHINGTON,"2,107","218,244",9,"218,244",9,0,0,0,"1,966",0,0
19590,LOUISIANA,WEBSTER,"1,587","135,706",7,"135,706",7,0,0,0,"1,461",0,0
19600,LOUISIANA,W. BATON ROUGE,423,"90,186",18,"90,185",18,0,0,0,380,0,0
19610,LOUISIANA,WEST CARROLL,326,"26,734",7,"26,734",7,0,0,0,304,0,0
19620,LOUISIANA,WEST FELICIANA,212,"19,068",7,"19,069",7,0,0,0,184,0,0
19630,LOUISIANA,WINN,436,"5,188",1,"5,188",1,0,0,0,402,0,0
20000,MAINE,ANDROSCOGGIN,"5,268","524,870",8,"524,871",8,0,0,0,"4,778",0,0
20010,MAINE,AROOSTOOK,"3,941","54,419",1,"54,419",1,0,0,0,"3,619",0,0
20020,MAINE,CUMBERLAND,"8,542","701,278",7,"701,277",7,0,0,0,"7,617",0,0
20030,MAINE,FRANKLIN,"1,074","44,218",3,"44,217",3,0,0,0,983,0,0
20040,MAINE,HANCOCK,"1,538","78,794",4,"78,794",4,0,0,0,"1,393",0,0
20050,MAINE,KENNEBEC,"6,378","343,324",4,"343,324",4,0,0,0,"5,690",0,0
20060,MAINE,KNOX,"1,416","37,933",2,"37,933",2,0,0,0,"1,291",0,0
20070,MAINE,LINCOLN,963,"78,203",7,"78,202",7,0,0,0,861,0,0
20080,MAINE,OXFORD,"2,717","224,401",7,"224,400",7,0,0,0,"2,470",0,0
20090,MAINE,PENOBSCOT,"7,726","407,396",4,"407,396",4,0,0,0,"6,991",0,0
20100,MAINE,PISCATAQUIS,954,"40,306",4,"40,306",4,0,0,0,857,0,0
20110,MAINE,SAGADAHOC,"1,080","84,617",7,"84,618",7,0,0,0,961,0,0
20120,MAINE,SOMERSET,"2,766","126,938",4,"126,939",4,0,0,0,"2,497",0,0
20130,MAINE,WALDO,"1,504","8,306",0,"8,306",0,0,0,0,"1,347",0,0
20140,MAINE,WASHINGTON,"1,538","51,747",3,"51,746",3,0,0,0,"1,424",0,0
20150,MAINE,YORK,"6,720","355,405",4,"355,405",4,0,0,0,"5,929",0,0
21000,MARYLAND,ALLEGANY,"2,769","102,289",3,"102,289",3,0,0,0,"2,485",0,0
21010,MARYLAND,ANNE ARUNDEL,"9,581","994,139",9,"994,139",9,0,0,0,"8,165",0,0
21020,MARYLAND,BALTIMORE,"16,791","1,556,273",8,"1,556,273",8,0,0,0,"14,686",0,0
21030,MARYLAND,BALTIMORE CITY,"20,155","1,793,526",7,"1,793,526",7,0,0,0,"18,014",0,0
21040,MARYLAND,CALVERT,"1,460","111,205",6,"111,205",6,0,0,0,"1,229",0,0
21050,MARYLAND,CAROLINE,979,"98,057",8,"98,058",8,0,0,0,872,0,0
21060,MARYLAND,CARROLL,"3,315","189,227",5,"189,227",5,0,0,0,"2,774",0,0
21070,MARYLAND,CECIL,"2,916","371,039",11,"371,039",11,0,0,0,"2,526",0,0
21080,MARYLAND,CHARLES,"2,335","122,557",4,"122,557",4,0,0,0,"1,997",0,0
21090,MARYLAND,DORCHESTER,"1,334","35,515",2,"35,515",2,0,0,0,"1,214",0,0
21100,MARYLAND,FREDERICK,"3,792","340,678",7,"340,677",7,0,0,0,"3,186",0,0
21110,MARYLAND,GARRETT,821,"11,951",1,"11,950",1,0,0,0,757,0,0
21120,MARYLAND,HARFORD,"4,714","658,416",12,"658,415",12,0,0,0,"3,981",0,0
21130,MARYLAND,HOWARD,"2,398","334,715",12,"334,715",12,0,0,0,"2,040",0,0
21140,MARYLAND,KENT,558,"32,169",5,"32,168",5,0,0,0,493,0,0
21150,MARYLAND,MONTGOMERY,"8,976","596,504",6,"596,505",6,0,0,0,"7,765",0,0
21160,MARYLAND,PRINCE GEORGES,"13,824","1,612,989",10,"1,612,990",10,0,0,0,"11,638",0,0
21170,MARYLAND,QUEEN ANNES,676,"21,350",3,"21,350",3,0,0,0,588,0,0
21180,MARYLAND,ST. MARYS,"1,836","81,455",4,"81,455",4,0,0,0,"1,619",0,0
21190,MARYLAND,SOMERSET,776,"18,700",2,"18,700",2,0,0,0,710,0,0
21200,MARYLAND,TALBOT,736,"55,796",6,"55,795",6,0,0,0,675,0,0
21210,MARYLAND,WASHINGTON,"4,384","402,351",8,"402,351",8,0,0,0,"3,892",0,0
21220,MARYLAND,WICOMICO,"2,842","172,722",5,"172,723",5,0,0,0,"2,560",0,0
21230,MARYLAND,WORCESTER,"1,132","12,206",1,"12,206",1,0,0,0,"1,006",0,0
22000,MASSACHUSETTS,BARNSTABLE,"6,343","1,059,038",14,"1,059,037",14,0,0,0,"5,681",0,0
22010,MASSACHUSETTS,BERKSHIRE,"5,494","270,139",4,"270,140",4,0,0,0,"4,974",0,0
22020,MASSACHUSETTS,BRISTOL,"22,605","1,441,969",5,"1,441,970",5,0,0,0,"19,997",0,0
22030,MASSACHUSETTS,DUKES,273,"54,494",17,"54,493",17,0,0,0,252,0,0
22040,MASSACHUSETTS,ESSEX,"21,959","1,697,372",6,"1,697,371",6,0,0,0,"19,621",0,0
22060,MASSACHUSETTS,FRANKLIN,"2,862","121,078",4,"121,077",4,0,0,0,"2,517",0,0
22070,MASSACHUSETTS,HAMPDEN,"20,469","912,067",4,"912,067",4,0,0,0,"18,638",0,0
22080,MASSACHUSETTS,HAMPSHIRE,"4,076","93,493",2,"93,492",2,0,0,0,"3,538",0,0
22090,MASSACHUSETTS,MIDDLESEX,"30,981","1,645,776",4,"1,645,777",4,0,0,0,"26,979",0,0
22120,MASSACHUSETTS,NANTUCKET,89,0,0,0,0,0,0,0,77,0,0
22130,MASSACHUSETTS,NORFOLK,"13,817","1,141,753",7,"1,141,753",7,0,0,0,"11,939",0,0
22150,MASSACHUSETTS,PLYMOUTH,"14,019","1,270,501",8,"1,270,501",8,0,0,0,"12,126",0,0
22160,MASSACHUSETTS,SUFFOLK,"20,311","976,728",4,"976,728",4,0,0,0,"18,690",0,0
22170,MASSACHUSETTS,WORCESTER,"24,266","1,334,656",5,"1,334,657",5,0,0,0,"20,918",0,0
23000,MICHIGAN,ALCONA,530,"87,044",14,"87,044",14,0,0,0,490,0,0
23010,MICHIGAN,ALGER,308,"39,607",11,"39,607",11,0,0,0,271,0,0
23020,MICHIGAN,ALLEGAN,"2,398","290,041",10,"290,042",10,0,0,0,"2,093",0,0
23030,MICHIGAN,ALPENA,"1,728","296,043",14,"296,042",14,0,0,0,"1,613",0,0
23040,MICHIGAN,ANTRIM,671,"59,068",7,"59,068",7,0,0,0,613,0,0
23050,MICHIGAN,ARENAC,891,"59,539",6,"59,539",6,0,0,0,826,0,0
23060,MICHIGAN,BARAGA,316,"2,639",1,"2,639",1,0,0,0,281,0,0
23070,MICHIGAN,BARRY,"1,064","83,727",7,"83,728",7,0,0,0,946,0,0
23080,MICHIGAN,BAY,"4,298","247,497",5,"247,497",5,0,0,0,"3,927",0,0
23090,MICHIGAN,BENZIE,467,"43,182",8,"43,183",8,0,0,0,414,0,0
23100,MICHIGAN,BERRIEN,"5,641","488,662",7,"488,662",7,0,0,0,"5,150",0,0
23110,MICHIGAN,BRANCH,"1,216","131,669",9,"131,669",9,0,0,0,"1,102",0,0
23120,MICHIGAN,CALHOUN,"5,747","438,436",6,"438,436",6,0,0,0,"5,161",0,0
23130,MICHIGAN,CASS,885,"165,103",16,"165,103",16,0,0,0,799,0,0
23140,MICHIGAN,CHARLEVOIX,693,"61,239",7,"61,239",7,0,0,0,629,0,0
23150,MICHIGAN,CHEBOYGAN,916,"108,664",10,"108,665",10,0,0,0,849,0,0
23160,MICHIGAN,CHIPPEWA,"1,325","30,098",2,"30,097",2,0,0,0,"1,181",0,0
23170,MICHIGAN,CLARE,"1,505","184,276",10,"184,276",10,0,0,0,"1,389",0,0
23180,MICHIGAN,CLINTON,936,"216,628",19,"216,627",19,0,0,0,815,0,0
23190,MICHIGAN,CRAWFORD,550,"73,202",11,"73,202",11,0,0,0,494,0,0
23200,MICHIGAN,DELTA,"1,497","85,924",5,"85,924",5,0,0,0,"1,364",0,0
23210,MICHIGAN,DICKINSON,959,"1,621",0,"1,621",0,0,0,0,846,0,0
23220,MICHIGAN,EATON,"1,871","238,762",11,"238,762",11,0,0,0,"1,630",0,0
23230,MICHIGAN,EMMET,"1,064","145,654",11,"145,654",11,0,0,0,984,0,0
23240,MICHIGAN,GENESEE,"15,509","1,705,711",9,"1,705,711",9,0,0,0,"14,271",0,0
23250,MICHIGAN,GLADWIN,"1,206","33,248",2,"33,248",2,0,0,0,"1,104",0,0
23260,MICHIGAN,GOGEBIC,641,"50,028",7,"50,029",7,0,0,0,593,0,0
23270,MICHIGAN,GRAND TRAVERSE,"2,704","234,512",7,"234,512",7,0,0,0,"2,456",0,0
23280,MICHIGAN,GRATIOT,"1,206","18,962",1,"18,961",1,0,0,0,"1,077",0,0
23290,MICHIGAN,HILLSDALE,"1,417","106,333",6,"106,333",6,0,0,0,"1,288",0,0
23300,MICHIGAN,HOUGHTON,898,"8,827",1,"8,827",1,0,0,0,816,0,0
23310,MICHIGAN,HURON,905,"53,037",5,"53,038",5,0,0,0,831,0,0
23320,MICHIGAN,INGHAM,"9,082","701,166",6,"701,166",6,0,0,0,"8,173",0,0
23330,MICHIGAN,IONIA,"1,477","267,999",15,"268,000",15,0,0,0,"1,298",0,0
23340,MICHIGAN,IOSCO,"1,193","140,926",10,"140,926",10,0,0,0,"1,105",0,0
23350,MICHIGAN,IRON,416,"5,159",1,"5,160",1,0,0,0,386,0,0
23360,MICHIGAN,ISABELLA,"1,985","80,909",3,"80,909",3,0,0,0,"1,832",0,0
23370,MICHIGAN,JACKSON,"5,467","589,528",9,"589,528",9,0,0,0,"4,903",0,0
23380,MICHIGAN,KALAMAZOO,"6,445","815,684",11,"815,684",11,0,0,0,"5,770",0,0
23390,MICHIGAN,KALKASKA,546,"79,697",12,"79,698",12,0,0,0,495,0,0
23400,MICHIGAN,KENT,"13,789","1,415,200",9,"1,415,200",9,0,0,0,"12,154",0,0
23410,MICHIGAN,KEWEENAW,116,0,0,0,0,0,0,0,108,0,0
23420,MICHIGAN,LAKE,559,"150,619",22,"150,619",22,0,0,0,524,0,0
23430,MICHIGAN,LAPEER,"2,139","291,284",11,"291,284",11,0,0,0,"1,918",0,0
23440,MICHIGAN,LEELANAU,276,"2,480",1,"2,480",1,0,0,0,250,0,0
23450,MICHIGAN,LENAWEE,"3,204","196,142",5,"196,142",5,0,0,0,"2,863",0,0
23460,MICHIGAN,LIVINGSTON,"2,453","284,089",10,"284,089",10,0,0,0,"2,070",0,0
23470,MICHIGAN,LUCE,241,"23,943",8,"23,943",8,0,0,0,223,0,0
23480,MICHIGAN,MACKINAC,389,"57,744",12,"57,744",12,0,0,0,349,0,0
23490,MICHIGAN,MACOMB,"21,021","1,671,668",7,"1,671,669",7,0,0,0,"18,720",0,0
23500,MICHIGAN,MANISTEE,885,"46,953",4,"46,953",4,0,0,0,811,0,0
23510,MICHIGAN,MARQUETTE,"2,064","30,443",1,"30,443",1,0,0,0,"1,886",0,0
23520,MICHIGAN,MASON,"1,244","79,404",5,"79,404",5,0,0,0,"1,147",0,0
23530,MICHIGAN,MECOSTA,"1,412","99,389",6,"99,389",6,0,0,0,"1,292",0,0
23540,MICHIGAN,MENOMINEE,680,"65,892",8,"65,892",8,0,0,0,603,0,0
23550,MICHIGAN,MIDLAND,"1,972","260,122",11,"260,122",11,0,0,0,"1,792",0,0
23560,MICHIGAN,MISSAUKEE,417,"127,997",26,"127,997",26,0,0,0,385,0,0
23570,MICHIGAN,MONROE,"4,185","370,397",7,"370,397",7,0,0,0,"3,706",0,0
23580,MICHIGAN,MONTCALM,"2,114","132,550",5,"132,550",5,0,0,0,"1,895",0,0
23590,MICHIGAN,MONTMORENCY,619,"71,049",10,"71,049",10,0,0,0,568,0,0
23600,MICHIGAN,MUSKEGON,"7,150","787,421",9,"787,420",9,0,0,0,"6,442",0,0
23610,MICHIGAN,NEWAYGO,"1,490","164,221",9,"164,221",9,0,0,0,"1,360",0,0
23620,MICHIGAN,OAKLAND,"24,150","2,164,553",7,"2,164,553",7,0,0,0,"21,485",0,0
23630,MICHIGAN,OCEANA,906,"148,224",14,"148,224",14,0,0,0,828,0,0
23640,MICHIGAN,OGEMAW,"1,259","319,453",21,"319,453",21,0,0,0,"1,175",0,0
23650,MICHIGAN,ONTONAGON,289,"24,017",7,"24,017",7,0,0,0,265,0,0
23660,MICHIGAN,OSCEOLA,964,"147,250",13,"147,250",13,0,0,0,880,0,0
23670,MICHIGAN,OSCODA,426,"103,423",20,"103,423",20,0,0,0,395,0,0
23680,MICHIGAN,OTSEGO,865,"54,536",5,"54,536",5,0,0,0,797,0,0
23690,MICHIGAN,OTTAWA,"4,291","591,264",11,"591,263",11,0,0,0,"3,681",0,0
23700,MICHIGAN,PRESQUE ISLE,539,"1,378",0,"1,378",0,0,0,0,493,0,0
23710,MICHIGAN,ROSCOMMON,"1,452","141,469",8,"141,469",8,0,0,0,"1,352",0,0
23720,MICHIGAN,SAGINAW,"7,850","701,630",7,"701,630",7,0,0,0,"7,181",0,0
23730,MICHIGAN,ST. CLAIR,"5,376","324,648",5,"324,648",5,0,0,0,"4,873",0,0
23740,MICHIGAN,ST. JOSEPH,"1,627","183,022",9,"183,023",9,0,0,0,"1,437",0,0
23750,MICHIGAN,SANILAC,"1,404","69,760",4,"69,760",4,0,0,0,"1,293",0,0
23760,MICHIGAN,SCHOOLCRAFT,323,"53,344",14,"53,345",14,0,0,0,295,0,0
23770,MICHIGAN,SHIAWASSEE,"2,363","253,146",9,"253,146",9,0,0,0,"2,138",0,0
23780,MICHIGAN,TUSCOLA,"2,067","74,669",3,"74,669",3,0,0,0,"1,898",0,0
23790,MICHIGAN,VAN BUREN,"2,551","64,839",2,"64,839",2,0,0,0,"2,302",0,0
23800,MICHIGAN,WASHTENAW,"6,956","702,955",8,"702,955",8,0,0,0,"6,171",0,0
23810,MICHIGAN,WAYNE,"56,198","4,624,884",7,"4,624,884",7,0,0,0,"50,846",0,0
23830,MICHIGAN,WEXFORD,"1,485","108,948",6,"108,948",6,0,0,0,"1,367",0,0
24000,MINNESOTA,AITKIN,387,"68,307",15,"68,306",15,0,0,0,349,0,0
24010,MINNESOTA,ANOKA,"4,649","335,469",6,"335,468",6,0,0,0,"3,886",0,0
24020,MINNESOTA,BECKER,670,"26,326",3,"26,327",3,0,0,0,594,0,0
24030,MINNESOTA,BELTRAMI,"1,387","165,651",10,"165,652",10,0,0,0,"1,276",0,0
24040,MINNESOTA,BENTON,537,"17,622",3,"17,622",3,0,0,0,452,0,0
24050,MINNESOTA,BIG STONE,93,0,0,0,0,0,0,0,85,0,0
24060,MINNESOTA,BLUE EARTH,"1,858","174,966",8,"174,966",8,0,0,0,"1,713",0,0
24070,MINNESOTA,BROWN,394,"84,343",18,"84,344",18,0,0,0,334,0,0
24080,MINNESOTA,CARLTON,893,"35,986",3,"35,986",3,0,0,0,757,0,0
24090,MINNESOTA,CARVER,750,"36,552",4,"36,552",4,0,0,0,620,0,0
24100,MINNESOTA,CASS,730,"39,151",4,"39,151",4,0,0,0,660,0,0
24110,MINNESOTA,CHIPPEWA,182,"31,802",15,"31,802",15,0,0,0,165,0,0
24120,MINNESOTA,CHISAGO,957,"89,493",8,"89,493",8,0,0,0,750,0,0
24130,MINNESOTA,CLAY,976,"65,935",6,"65,934",6,0,0,0,848,0,0
24140,MINNESOTA,CLEARWATER,206,996,0,997,0,0,0,0,187,0,0
24150,MINNESOTA,COOK,97,0,0,0,0,0,0,0,87,0,0
24160,MINNESOTA,COTTONWOOD,174,"1,760",1,"1,759",1,0,0,0,160,0,0
24170,MINNESOTA,CROW WING,"1,720","135,059",7,"135,059",7,0,0,0,"1,513",0,0
24180,MINNESOTA,DAKOTA,"3,876","373,323",8,"373,322",8,0,0,0,"3,196",0,0
24190,MINNESOTA,DODGE,236,"160,990",57,"160,991",57,0,0,0,206,0,0
24200,MINNESOTA,DOUGLAS,"1,094","68,199",5,"68,199",5,0,0,0,986,0,0
24210,MINNESOTA,FARIBAULT,268,"11,505",4,"11,505",4,0,0,0,238,0,0
24220,MINNESOTA,FILLMORE,311,"44,336",12,"44,336",12,0,0,0,286,0,0
24230,MINNESOTA,FREEBORN,626,"46,226",6,"46,226",6,0,0,0,557,0,0
24240,MINNESOTA,GOODHUE,650,"91,078",12,"91,077",12,0,0,0,554,0,0
24250,MINNESOTA,GRANT,114,"3,194",2,"3,194",2,0,0,0,103,0,0
24260,MINNESOTA,HENNEPIN,"22,670","1,846,742",7,"1,846,741",7,0,0,0,"20,193",0,0
24270,MINNESOTA,HOUSTON,334,"3,032",1,"3,033",1,0,0,0,301,0,0
24280,MINNESOTA,HUBBARD,437,"10,347",2,"10,348",2,0,0,0,393,0,0
24290,MINNESOTA,ISANTI,660,"42,308",5,"42,309",5,0,0,0,557,0,0
24300,MINNESOTA,ITASCA,"1,323","132,195",8,"132,195",8,0,0,0,"1,154",0,0
24310,MINNESOTA,JACKSON,168,"5,719",3,"5,719",3,0,0,0,153,0,0
24320,MINNESOTA,KANABEC,401,"14,381",3,"14,381",3,0,0,0,347,0,0
24330,MINNESOTA,KANDIYOHI,716,"12,380",1,"12,380",1,0,0,0,666,0,0
24340,MINNESOTA,KITTSON,83,0,0,0,0,0,0,0,75,0,0
24350,MINNESOTA,KOOCHICHING,404,"30,444",6,"30,444",6,0,0,0,381,0,0
24360,MINNESOTA,LAC QUI PARLE,113,"3,571",3,"3,571",3,0,0,0,104,0,0
24370,MINNESOTA,LAKE,280,640,0,640,0,0,0,0,241,0,0
24380,MINNESOTA,LAKE OF  WOODS,97,0,0,0,0,0,0,0,85,0,0
24390,MINNESOTA,LE SUEUR,503,"2,378",0,"2,378",0,0,0,0,431,0,0
24400,MINNESOTA,LINCOLN,94,0,0,0,0,0,0,0,86,0,0
24410,MINNESOTA,LYON,781,"68,919",7,"68,920",7,0,0,0,725,0,0
24420,MINNESOTA,MC LEOD,603,"88,674",12,"88,675",12,0,0,0,512,0,0
24430,MINNESOTA,MAHNOMEN,151,"65,518",36,"65,518",36,0,0,0,133,0,0
24440,MINNESOTA,MARSHALL,152,"1,191",1,"1,192",1,0,0,0,134,0,0
24450,MINNESOTA,MARTIN,720,"38,828",4,"38,828",4,0,0,0,673,0,0
24460,MINNESOTA,MEEKER,412,719,0,719,0,0,0,0,367,0,0
24470,MINNESOTA,MILLE LACS,790,"113,909",12,"113,910",12,0,0,0,683,0,0
24480,MINNESOTA,MORRISON,747,"7,024",1,"7,024",1,0,0,0,666,0,0
24490,MINNESOTA,MOWER,"1,111","52,218",4,"52,218",4,0,0,0,"1,029",0,0
24500,MINNESOTA,MURRAY,162,"14,466",7,"14,466",7,0,0,0,145,0,0
24510,MINNESOTA,NICOLLET,428,"48,624",9,"48,625",9,0,0,0,354,0,0
24520,MINNESOTA,NOBLES,305,"7,228",2,"7,228",2,0,0,0,273,0,0
24530,MINNESOTA,NORMAN,148,"1,150",1,"1,150",1,0,0,0,136,0,0
24540,MINNESOTA,OLMSTED,"2,490","324,782",11,"324,782",11,0,0,0,"2,213",0,0
24550,MINNESOTA,OTTER TAIL,"1,358","131,949",8,"131,949",8,0,0,0,"1,231",0,0
24560,MINNESOTA,PENNINGTON,286,"6,727",2,"6,726",2,0,0,0,241,0,0
24570,MINNESOTA,PINE,778,"36,866",4,"36,866",4,0,0,0,680,0,0
24580,MINNESOTA,PIPESTONE,189,"68,325",30,"68,325",30,0,0,0,175,0,0
24590,MINNESOTA,POLK,624,"33,026",4,"33,026",4,0,0,0,560,0,0
24600,MINNESOTA,POPE,190,"36,897",16,"36,898",16,0,0,0,176,0,0
24610,MINNESOTA,RAMSEY,"14,176","1,418,735",8,"1,418,735",8,0,0,0,"12,482",0,0
24620,MINNESOTA,RED LAKE,70,0,0,0,0,0,0,0,56,0,0
24630,MINNESOTA,REDWOOD,238,"29,094",10,"29,095",10,0,0,0,208,0,0
24640,MINNESOTA,RENVILLE,298,147,0,146,0,0,0,0,267,0,0
24650,MINNESOTA,RICE,875,"88,472",8,"88,472",8,0,0,0,730,0,0
24660,MINNESOTA,ROCK,175,0,0,0,0,0,0,0,155,0,0
24670,MINNESOTA,ROSEAU,268,"18,053",6,"18,053",6,0,0,0,234,0,0
24680,MINNESOTA,ST. LOUIS,"6,656","583,903",7,"583,903",7,0,0,0,"6,024",0,0
