"AGED -- 2013 REIMBURSEMENT FOR COST CONTRACTS 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,
CODE,STATE,COUNTY,PART A TOTAL REIMBURSEMENT,PART A REIMBURSEMENT W/O IME/DSH/GME,PART B TOTAL REIMBURSEMENT,,,,,,
23100,MICHIGAN,BERRIEN,0,0,181,,,,,,
23110,MICHIGAN,BRANCH,"12,431","12,431","8,616",,,,,,
23120,MICHIGAN,CALHOUN,"36,303","33,767","7,359",,,,,,
23130,MICHIGAN,CASS,0,0,0,,,,,,
23140,MICHIGAN,CHARLEVOIX,0,0,0,,,,,,
23150,MICHIGAN,CHEBOYGAN,0,0,0,,,,,,
23160,MICHIGAN,CHIPPEWA,0,0,0,,,,,,
23170,MICHIGAN,CLARE,0,0,"4,945",,,,,,
23180,MICHIGAN,CLINTON,0,0,0,,,,,,
23190,MICHIGAN,CRAWFORD,0,0,0,,,,,,
23200,MICHIGAN,DELTA,0,0,0,,,,,,
23210,MICHIGAN,DICKINSON,0,0,0,,,,,,
23220,MICHIGAN,EATON,0,0,0,,,,,,
23230,MICHIGAN,EMMET,0,0,0,,,,,,
23240,MICHIGAN,GENESEE,0,0,"11,996",,,,,,
23250,MICHIGAN,GLADWIN,0,0,0,,,,,,
23260,MICHIGAN,GOGEBIC,"20,850","15,730","3,071",,,,,,
23270,MICHIGAN,GRAND TRAVERSE,0,0,0,,,,,,
23280,MICHIGAN,GRATIOT,0,0,0,,,,,,
23290,MICHIGAN,HILLSDALE,0,0,"9,059",,,,,,
23300,MICHIGAN,HOUGHTON,0,0,137,,,,,,
23310,MICHIGAN,HURON,0,0,0,,,,,,
23320,MICHIGAN,INGHAM,"14,986","13,383","2,243",,,,,,
23330,MICHIGAN,IONIA,0,0,0,,,,,,
23340,MICHIGAN,IOSCO,0,0,"13,219",,,,,,
23350,MICHIGAN,IRON,0,0,0,,,,,,
23360,MICHIGAN,ISABELLA,0,0,0,,,,,,
23370,MICHIGAN,JACKSON,"2,839","2,839","2,823",,,,,,
23380,MICHIGAN,KALAMAZOO,"4,130","2,745","15,097",,,,,,
23390,MICHIGAN,KALKASKA,0,0,0,,,,,,
23400,MICHIGAN,KENT,0,0,0,,,,,,
23410,MICHIGAN,KEWEENAW,0,0,0,,,,,,
23420,MICHIGAN,LAKE,0,0,0,,,,,,
23430,MICHIGAN,LAPEER,0,0,0,,,,,,
23440,MICHIGAN,LEELANAU,0,0,0,,,,,,
23450,MICHIGAN,LENAWEE,0,0,"7,710",,,,,,
23460,MICHIGAN,LIVINGSTON,"47,338","41,275","7,105",,,,,,
23470,MICHIGAN,LUCE,0,0,0,,,,,,
23480,MICHIGAN,MACKINAC,0,0,"1,272",,,,,,
23490,MICHIGAN,MACOMB,"49,086","44,903","4,640",,,,,,
23500,MICHIGAN,MANISTEE,0,0,"1,321",,,,,,
23510,MICHIGAN,MARQUETTE,0,0,0,,,,,,
23520,MICHIGAN,MASON,0,0,0,,,,,,
23530,MICHIGAN,MECOSTA,"2,950","2,950","4,291",,,,,,
23540,MICHIGAN,MENOMINEE,0,0,0,,,,,,
23550,MICHIGAN,MIDLAND,0,0,0,,,,,,
23560,MICHIGAN,MISSAUKEE,0,0,0,,,,,,
23570,MICHIGAN,MONROE,"6,774","5,684","20,746",,,,,,
23580,MICHIGAN,MONTCALM,0,0,0,,,,,,
23590,MICHIGAN,MONTMORENCY,0,0,0,,,,,,
23600,MICHIGAN,MUSKEGON,0,0,998,,,,,,
23610,MICHIGAN,NEWAYGO,0,0,0,,,,,,
23620,MICHIGAN,OAKLAND,"75,697","67,483","38,466",,,,,,
23630,MICHIGAN,OCEANA,0,0,0,,,,,,
23640,MICHIGAN,OGEMAW,0,0,"17,204",,,,,,
23650,MICHIGAN,ONTONAGON,0,0,0,,,,,,
23660,MICHIGAN,OSCEOLA,"4,503","4,503","6,365",,,,,,
23670,MICHIGAN,OSCODA,0,0,0,,,,,,
23680,MICHIGAN,OTSEGO,0,0,0,,,,,,
23690,MICHIGAN,OTTAWA,0,0,269,,,,,,
23700,MICHIGAN,PRESQUE ISLE,0,0,0,,,,,,
23710,MICHIGAN,ROSCOMMON,"38,071","37,375","6,364",,,,,,
23720,MICHIGAN,SAGINAW,0,0,"3,649",,,,,,
23730,MICHIGAN,ST. CLAIR,0,0,"2,808",,,,,,
23740,MICHIGAN,ST. JOSEPH,0,0,0,,,,,,
23750,MICHIGAN,SANILAC,0,0,0,,,,,,
23760,MICHIGAN,SCHOOLCRAFT,0,0,0,,,,,,
23770,MICHIGAN,SHIAWASSEE,0,0,"7,742",,,,,,
23780,MICHIGAN,TUSCOLA,0,0,0,,,,,,
23790,MICHIGAN,VAN BUREN,"22,849","22,849","10,825",,,,,,
23800,MICHIGAN,WASHTENAW,"170,092","156,931","17,800",,,,,,
23810,MICHIGAN,WAYNE,"862,729","705,837","415,077",,,,,,
23830,MICHIGAN,WEXFORD,0,0,0,,,,,,
24000,MINNESOTA,AITKIN,"4,533,942","4,278,626","4,658,829",,,,,,
24010,MINNESOTA,ANOKA,"43,691,727","39,687,048","15,763,996",,,,,,
24020,MINNESOTA,BECKER,"6,944,332","6,496,955","5,297,904",,,,,,
24030,MINNESOTA,BELTRAMI,"6,113,465","5,387,591","5,098,593",,,,,,
24040,MINNESOTA,BENTON,"5,636,948","5,243,473","2,628,327",,,,,,
24050,MINNESOTA,BIG STONE,"1,433,675","1,373,051","1,669,764",,,,,,
24060,MINNESOTA,BLUE EARTH,"10,004,634","9,137,161","4,013,876",,,,,,
24070,MINNESOTA,BROWN,"4,445,766","4,157,629","3,055,171",,,,,,
24080,MINNESOTA,CARLTON,"6,491,036","6,109,646","4,113,869",,,,,,
24090,MINNESOTA,CARVER,"9,526,070","8,953,917","3,920,130",,,,,,
24100,MINNESOTA,CASS,"4,926,060","4,604,552","4,045,916",,,,,,
24110,MINNESOTA,CHIPPEWA,"3,211,520","3,057,036","2,410,051",,,,,,
24120,MINNESOTA,CHISAGO,"9,471,278","8,530,722","5,292,774",,,,,,
24130,MINNESOTA,CLAY,"6,566,552","6,085,905","6,254,345",,,,,,
24140,MINNESOTA,CLEARWATER,"1,328,719","1,227,081","1,391,642",,,,,,
24150,MINNESOTA,COOK,"869,951","807,161","706,431",,,,,,
24160,MINNESOTA,COTTONWOOD,"1,318,805","1,223,515","1,008,773",,,,,,
24170,MINNESOTA,CROW WING,"15,304,330","14,467,731","11,039,024",,,,,,
24180,MINNESOTA,DAKOTA,"40,719,770","36,696,922","16,581,303",,,,,,
24190,MINNESOTA,DODGE,"1,870,272","1,574,999","530,458",,,,,,
24200,MINNESOTA,DOUGLAS,"11,677,640","11,080,565","7,629,123",,,,,,
24210,MINNESOTA,FARIBAULT,"3,330,002","3,030,228","2,518,598",,,,,,
24220,MINNESOTA,FILLMORE,"3,094,701","2,632,453","1,891,651",,,,,,
24230,MINNESOTA,FREEBORN,"4,721,165","4,114,666","4,323,161",,,,,,
24240,MINNESOTA,GOODHUE,"7,988,017","7,091,524","3,936,532",,,,,,
24250,MINNESOTA,GRANT,"1,862,483","1,775,397","1,572,613",,,,,,
24260,MINNESOTA,HENNEPIN,"154,840,142","141,532,662","64,588,009",,,,,,
24270,MINNESOTA,HOUSTON,"1,448,853","1,213,482","1,445,614",,,,,,
24280,MINNESOTA,HUBBARD,"5,389,982","5,016,267","3,406,214",,,,,,
24290,MINNESOTA,ISANTI,"6,801,249","6,226,412","2,901,434",,,,,,
24300,MINNESOTA,ITASCA,"6,186,887","5,700,982","5,439,905",,,,,,
24310,MINNESOTA,JACKSON,"735,440","684,620","762,391",,,,,,
24320,MINNESOTA,KANABEC,"3,472,203","3,240,517","2,445,499",,,,,,
24330,MINNESOTA,KANDIYOHI,"7,706,574","7,098,996","3,670,328",,,,,,
24340,MINNESOTA,KITTSON,"926,494","865,412","627,064",,,,,,
24350,MINNESOTA,KOOCHICHING,"3,174,979","2,907,863","2,590,355",,,,,,
24360,MINNESOTA,LAC QUI PARLE,"1,673,983","1,614,556","1,600,553",,,,,,
24370,MINNESOTA,LAKE,"1,839,930","1,713,337","1,054,062",,,,,,
24380,MINNESOTA,LAKE OF  WOODS,"2,143,149","2,046,787","1,394,814",,,,,,
24390,MINNESOTA,LE SUEUR,"5,184,475","4,834,724","2,964,924",,,,,,
24400,MINNESOTA,LINCOLN,"1,609,890","1,516,954","1,408,768",,,,,,
24410,MINNESOTA,LYON,"2,727,816","2,597,950","2,479,687",,,,,,
24420,MINNESOTA,MC LEOD,"11,728,034","10,969,694","6,185,487",,,,,,
24430,MINNESOTA,MAHNOMEN,"512,095","461,051","595,510",,,,,,
24440,MINNESOTA,MARSHALL,"1,794,888","1,672,067","1,495,000",,,,,,
24450,MINNESOTA,MARTIN,"3,482,361","3,258,460","2,507,428",,,,,,
24460,MINNESOTA,MEEKER,"6,095,591","5,822,735","3,352,133",,,,,,
24470,MINNESOTA,MILLE LACS,"6,492,926","6,028,739","3,967,057",,,,,,
24480,MINNESOTA,MORRISON,"8,292,865","7,815,478","5,289,096",,,,,,
24490,MINNESOTA,MOWER,"4,229,593","3,703,106","2,507,986",,,,,,
24500,MINNESOTA,MURRAY,"819,529","773,553","816,771",,,,,,
24510,MINNESOTA,NICOLLET,"5,015,704","4,611,335","2,519,710",,,,,,
24520,MINNESOTA,NOBLES,"937,854","865,339","931,260",,,,,,
24530,MINNESOTA,NORMAN,"911,639","854,845","915,012",,,,,,
24540,MINNESOTA,OLMSTED,"9,702,463","8,155,536","3,677,281",,,,,,
24550,MINNESOTA,OTTER TAIL,"13,198,075","12,449,120","11,875,794",,,,,,
24560,MINNESOTA,PENNINGTON,"2,615,947","2,345,797","2,170,814",,,,,,
24570,MINNESOTA,PINE,"6,838,712","6,370,851","4,239,610",,,,,,
24580,MINNESOTA,PIPESTONE,"653,950","621,401","889,248",,,,,,
24590,MINNESOTA,POLK,"4,091,238","3,821,455","3,745,621",,,,,,
24600,MINNESOTA,POPE,"2,808,267","2,697,068","2,200,629",,,,,,
24610,MINNESOTA,RAMSEY,"98,395,037","85,933,625","44,049,550",,,,,,
24620,MINNESOTA,RED LAKE,"1,088,037","1,009,789","1,136,659",,,,,,
24630,MINNESOTA,REDWOOD,"2,525,820","2,400,209","2,120,385",,,,,,
24640,MINNESOTA,RENVILLE,"2,347,004","2,208,479","1,744,937",,,,,,
24650,MINNESOTA,RICE,"9,219,792","8,330,914","4,248,979",,,,,,
24660,MINNESOTA,ROCK,"1,760,691","1,638,953","1,403,186",,,,,,
24670,MINNESOTA,ROSEAU,"3,646,052","3,404,019","3,154,305",,,,,,
24680,MINNESOTA,ST. LOUIS,"34,416,831","31,539,210","22,229,067",,,,,,
24690,MINNESOTA,SCOTT,"10,981,615","10,321,911","5,522,297",,,,,,
24700,MINNESOTA,SHERBURNE,"7,992,439","7,416,574","3,900,412",,,,,,
24710,MINNESOTA,SIBLEY,"3,639,817","3,451,290","2,015,684",,,,,,
24720,MINNESOTA,STEARNS,"29,187,581","27,268,676","15,011,802",,,,,,
24730,MINNESOTA,STEELE,"5,458,843","4,812,593","1,990,503",,,,,,
24740,MINNESOTA,STEVENS,"2,243,474","2,142,272","1,851,399",,,,,,
24750,MINNESOTA,SWIFT,"1,842,553","1,749,627","1,358,983",,,,,,
24760,MINNESOTA,TODD,"5,182,237","4,891,451","4,458,976",,,,,,
24770,MINNESOTA,TRAVERSE,"1,079,584","1,030,045","738,031",,,,,,
24780,MINNESOTA,WABASHA,"3,932,195","3,429,843","2,440,593",,,,,,
24790,MINNESOTA,WADENA,"4,544,443","4,306,789","3,535,394",,,,,,
24800,MINNESOTA,WASECA,"3,792,423","3,451,575","2,258,168",,,,,,
24810,MINNESOTA,WASHINGTON,"20,656,039","18,459,238","10,183,208",,,,,,
24820,MINNESOTA,WATONWAN,"2,137,087","2,016,582","1,752,251",,,,,,
24830,MINNESOTA,WILKIN,"834,594","799,672","581,465",,,,,,
24840,MINNESOTA,WINONA,"3,891,336","3,451,104","2,708,082",,,,,,
24850,MINNESOTA,WRIGHT,"17,202,218","16,018,530","8,146,462",,,,,,
24860,MINNESOTA,YELLOW MEDCINE,"1,599,069","1,532,523","1,219,713",,,,,,
25000,MISSISSIPPI,ADAMS,0,0,"1,563",,,,,,
25010,MISSISSIPPI,ALCORN,0,0,0,,,,,,
25020,MISSISSIPPI,AMITE,0,0,686,,,,,,
25030,MISSISSIPPI,ATTALA,0,0,0,,,,,,
25040,MISSISSIPPI,BENTON,0,0,0,,,,,,
25050,MISSISSIPPI,BOLIVAR,0,0,0,,,,,,
25060,MISSISSIPPI,CALHOUN,0,0,0,,,,,,
25070,MISSISSIPPI,CARROLL,"77,328","77,328","9,366",,,,,,
25080,MISSISSIPPI,CHICKASAW,"40,674","32,252","7,563",,,,,,
25090,MISSISSIPPI,CHOCTAW,0,0,0,,,,,,
25100,MISSISSIPPI,CLAIBORNE,0,0,0,,,,,,
25110,MISSISSIPPI,CLARKE,0,0,786,,,,,,
25120,MISSISSIPPI,CLAY,"29,870","22,906","2,479",,,,,,
25130,MISSISSIPPI,COAHOMA,0,0,0,,,,,,
25140,MISSISSIPPI,COPIAH,0,0,0,,,,,,
25150,MISSISSIPPI,COVINGTON,0,0,0,,,,,,
25160,MISSISSIPPI,DE SOTO,"106,744","93,662","99,320",,,,,,
25170,MISSISSIPPI,FORREST,0,0,0,,,,,,
25180,MISSISSIPPI,FRANKLIN,0,0,0,,,,,,
25190,MISSISSIPPI,GEORGE,0,0,0,,,,,,
25200,MISSISSIPPI,GREENE,0,0,0,,,,,,
25210,MISSISSIPPI,GRENADA,0,0,0,,,,,,
25220,MISSISSIPPI,HANCOCK,0,0,"1,785",,,,,,
25230,MISSISSIPPI,HARRISON,"20,215","18,712","9,473",,,,,,
25240,MISSISSIPPI,HINDS,0,0,"2,031",,,,,,
25250,MISSISSIPPI,HOLMES,0,0,525,,,,,,
25260,MISSISSIPPI,HUMPHREYS,0,0,0,,,,,,
25270,MISSISSIPPI,ISSAQUENA,0,0,0,,,,,,
25280,MISSISSIPPI,ITAWAMBA,0,0,0,,,,,,
25290,MISSISSIPPI,JACKSON,0,0,"1,305",,,,,,
25300,MISSISSIPPI,JASPER,0,0,0,,,,,,
25310,MISSISSIPPI,JEFFERSON,0,0,0,,,,,,
25320,MISSISSIPPI,JEFFERSON DAVIS,0,0,0,,,,,,
25330,MISSISSIPPI,JONES,0,0,"3,613",,,,,,
25340,MISSISSIPPI,KEMPER,0,0,0,,,,,,
25350,MISSISSIPPI,LAFAYETTE,0,0,0,,,,,,
25360,MISSISSIPPI,LAMAR,0,0,0,,,,,,
25370,MISSISSIPPI,LAUDERDALE,0,0,"1,772",,,,,,
25380,MISSISSIPPI,LAWRENCE,0,0,0,,,,,,
25390,MISSISSIPPI,LEAKE,0,0,0,,,,,,
25400,MISSISSIPPI,LEE,"11,228","9,597","3,803",,,,,,
25410,MISSISSIPPI,LEFLORE,0,0,0,,,,,,
25420,MISSISSIPPI,LINCOLN,0,0,0,,,,,,
25430,MISSISSIPPI,LOWNDES,0,0,0,,,,,,
25440,MISSISSIPPI,MADISON,0,0,0,,,,,,
25450,MISSISSIPPI,MARION,0,0,0,,,,,,
25460,MISSISSIPPI,MARSHALL,0,0,"1,581",,,,,,
25470,MISSISSIPPI,MONROE,0,0,663,,,,,,
25480,MISSISSIPPI,MONTGOMERY,0,0,0,,,,,,
25490,MISSISSIPPI,NESHOBA,0,0,0,,,,,,
25500,MISSISSIPPI,NEWTON,0,0,0,,,,,,
25510,MISSISSIPPI,NOXUBEE,0,0,0,,,,,,
25520,MISSISSIPPI,OKTIBBEHA,0,0,0,,,,,,
25530,MISSISSIPPI,PANOLA,0,0,0,,,,,,
25540,MISSISSIPPI,PEARL RIVER,"4,451","4,311","4,132",,,,,,
25550,MISSISSIPPI,PERRY,0,0,0,,,,,,
25560,MISSISSIPPI,PIKE,"58,988","48,291","12,013",,,,,,
25570,MISSISSIPPI,PONTOTOC,0,0,0,,,,,,
25580,MISSISSIPPI,PRENTISS,"32,862","30,010","7,504",,,,,,
25590,MISSISSIPPI,QUITMAN,0,0,0,,,,,,
25600,MISSISSIPPI,RANKIN,0,0,0,,,,,,
25610,MISSISSIPPI,SCOTT,0,0,0,,,,,,
25620,MISSISSIPPI,SHARKEY,0,0,0,,,,,,
25630,MISSISSIPPI,SIMPSON,0,0,0,,,,,,
25640,MISSISSIPPI,SMITH,0,0,0,,,,,,
25650,MISSISSIPPI,STONE,0,0,0,,,,,,
25660,MISSISSIPPI,SUNFLOWER,0,0,0,,,,,,
25670,MISSISSIPPI,TALLAHATCHIE,0,0,0,,,,,,
25680,MISSISSIPPI,TATE,0,0,0,,,,,,
25690,MISSISSIPPI,TIPPAH,0,0,0,,,,,,
25700,MISSISSIPPI,TISHOMINGO,0,0,"1,940",,,,,,
25710,MISSISSIPPI,TUNICA,0,0,0,,,,,,
25720,MISSISSIPPI,UNION,0,0,0,,,,,,
25730,MISSISSIPPI,WALTHALL,0,0,0,,,,,,
25740,MISSISSIPPI,WARREN,0,0,800,,,,,,
25750,MISSISSIPPI,WASHINGTON,0,0,0,,,,,,
25760,MISSISSIPPI,WAYNE,0,0,0,,,,,,
25770,MISSISSIPPI,WEBSTER,0,0,0,,,,,,
25780,MISSISSIPPI,WILKINSON,0,0,0,,,,,,
25790,MISSISSIPPI,WINSTON,0,0,0,,,,,,
25800,MISSISSIPPI,YALOBUSHA,0,0,400,,,,,,
25810,MISSISSIPPI,YAZOO,0,0,0,,,,,,
26000,MISSOURI,ADAIR,"39,160","39,160","9,249",,,,,,
26010,MISSOURI,ANDREW,"14,004","13,076","20,666",,,,,,
26020,MISSOURI,ATCHISON,0,0,0,,,,,,
26030,MISSOURI,AUDRAIN,0,0,"1,806",,,,,,
26040,MISSOURI,BARRY,"11,771","11,448","24,064",,,,,,
26050,MISSOURI,BARTON,"17,518","15,901","36,611",,,,,,
26060,MISSOURI,BATES,"7,143","7,143","8,833",,,,,,
26070,MISSOURI,BENTON,"73,713","57,281","58,399",,,,,,
26080,MISSOURI,BOLLINGER,"23,160","18,201","11,016",,,,,,
26090,MISSOURI,BOONE,"58,624","54,600","51,954",,,,,,
26100,MISSOURI,BUCHANAN,"153,605","149,693","90,806",,,,,,
26110,MISSOURI,BUTLER,"272,704","231,652","232,735",,,,,,
26120,MISSOURI,CALDWELL,"9,122","9,122","7,931",,,,,,
26130,MISSOURI,CALLAWAY,0,0,"24,787",,,,,,
26140,MISSOURI,CAMDEN,"48,314","47,884","67,290",,,,,,
26150,MISSOURI,CAPE GIRARDEAU,"24,479","23,405","11,082",,,,,,
26160,MISSOURI,CARROLL,"9,667","9,667","6,103",,,,,,
26170,MISSOURI,CARTER,0,0,0,,,,,,
26180,MISSOURI,CASS,"101,129","93,577","89,788",,,,,,
26190,MISSOURI,CEDAR,0,0,0,,,,,,
26200,MISSOURI,CHARITON,"167,700","166,843","67,349",,,,,,
26210,MISSOURI,CHRISTIAN,"63,887","60,919","17,690",,,,,,
26220,MISSOURI,CLARK,"12,037","11,550","5,592",,,,,,
26230,MISSOURI,CLAY,"499,623","484,148","476,463",,,,,,
26240,MISSOURI,CLINTON,"36,098","19,268","17,060",,,,,,
26250,MISSOURI,COLE,"196,372","183,334","185,275",,,,,,
26260,MISSOURI,COOPER,0,0,73,,,,,,
26270,MISSOURI,CRAWFORD,"78,690","74,969","30,791",,,,,,
26280,MISSOURI,DADE,0,0,0,,,,,,
26290,MISSOURI,DALLAS,0,0,0,,,,,,
26300,MISSOURI,DAVIESS,0,0,"12,518",,,,,,
26310,MISSOURI,DE KALB,0,0,"1,131",,,,,,
26320,MISSOURI,DENT,-46,-46,"28,719",,,,,,
26330,MISSOURI,DOUGLAS,"11,452","9,881","9,671",,,,,,
26340,MISSOURI,DUNKLIN,"42,851","35,263","24,615",,,,,,
26350,MISSOURI,FRANKLIN,"2,444","2,444","19,206",,,,,,
26360,MISSOURI,GASCONADE,0,0,"2,773",,,,,,
26370,MISSOURI,GENTRY,0,0,"4,483",,,,,,
26380,MISSOURI,GREENE,"145,716","136,512","27,834",,,,,,
26390,MISSOURI,GRUNDY,0,0,"5,617",,,,,,
26400,MISSOURI,HARRISON,0,0,"1,223",,,,,,
26410,MISSOURI,HENRY,"4,078","3,385","50,077",,,,,,
26411,MISSOURI,HICKORY,"48,610","44,247","18,457",,,,,,
26412,MISSOURI,HOLT,0,0,335,,,,,,
26440,MISSOURI,HOWARD,0,0,"10,464",,,,,,
26450,MISSOURI,HOWELL,"42,973","37,977","31,383",,,,,,
26460,MISSOURI,IRON,"33,512","32,651","14,772",,,,,,
26470,MISSOURI,JACKSON,"637,959","600,583","435,346",,,,,,
26480,MISSOURI,JASPER,"31,534","27,203","68,702",,,,,,
26490,MISSOURI,JEFFERSON,"393,735","377,647","263,635",,,,,,
26500,MISSOURI,JOHNSON,"32,528","27,046","6,543",,,,,,
26510,MISSOURI,KNOX,"67,724","64,641","14,898",,,,,,
26520,MISSOURI,LACLEDE,0,0,"8,458",,,,,,
26530,MISSOURI,LAFAYETTE,"3,179","2,647","28,158",,,,,,
26540,MISSOURI,LAWRENCE,0,0,"3,516",,,,,,
26541,MISSOURI,LEWIS,0,0,0,,,,,,
26560,MISSOURI,LINCOLN,"29,521","29,344","18,769",,,,,,
26570,MISSOURI,LINN,"144,605","144,233","151,206",,,,,,
26580,MISSOURI,LIVINGSTON,0,0,436,,,,,,
26590,MISSOURI,MC DONALD,"5,845","5,845","5,177",,,,,,
26600,MISSOURI,MACON,"43,711","43,711","130,926",,,,,,
26601,MISSOURI,MADISON,0,0,"14,483",,,,,,
26620,MISSOURI,MARIES,0,0,795,,,,,,
26630,MISSOURI,MARION,"114,254","104,082","93,970",,,,,,
26631,MISSOURI,MERCER,0,0,0,,,,,,
26650,MISSOURI,MILLER,"10,746","10,300","26,008",,,,,,
26660,MISSOURI,MISSISSIPPI,0,0,"6,300",,,,,,
26670,MISSOURI,MONITEAU,"37,807","33,141","8,098",,,,,,
26680,MISSOURI,MONROE,"26,119","25,987","50,578",,,,,,
26690,MISSOURI,MONTGOMERY,0,0,187,,,,,,
26700,MISSOURI,MORGAN,"11,687","11,687","57,295",,,,,,
26710,MISSOURI,NEW MADRID,0,0,0,,,,,,
26720,MISSOURI,NEWTON,"5,834","4,717","4,867",,,,,,
26730,MISSOURI,NODAWAY,"15,969","15,654","5,564",,,,,,
26740,MISSOURI,OREGON,0,0,0,,,,,,
26750,MISSOURI,OSAGE,0,0,"1,388",,,,,,
26751,MISSOURI,OZARK,0,0,0,,,,,,
26770,MISSOURI,PEMISCOT,0,0,0,,,,,,
26780,MISSOURI,PERRY,0,0,0,,,,,,
26790,MISSOURI,PETTIS,"84,121","82,797","75,657",,,,,,
26800,MISSOURI,PHELPS,0,0,0,,,,,,
26810,MISSOURI,PIKE,0,0,813,,,,,,
26820,MISSOURI,PLATTE,"121,810","118,644","74,039",,,,,,
26821,MISSOURI,POLK,0,0,0,,,,,,
26840,MISSOURI,PULASKI,0,0,0,,,,,,
26850,MISSOURI,PUTNAM,"12,080","9,041","14,614",,,,,,
26860,MISSOURI,RALLS,0,0,"2,033",,,,,,
26870,MISSOURI,RANDOLPH,"1,004,083","943,930","802,104",,,,,,
26880,MISSOURI,RAY,"105,358","102,209","81,342",,,,,,
26881,MISSOURI,REYNOLDS,0,0,553,,,,,,
26900,MISSOURI,RIPLEY,0,0,868,,,,,,
26910,MISSOURI,ST. CHARLES,"47,074","44,502","158,041",,,,,,
26911,MISSOURI,ST. CLAIR,0,0,193,,,,,,
26930,MISSOURI,ST. FRANCOIS,"81,876","76,494","60,897",,,,,,
26940,MISSOURI,ST. LOUIS,"765,158","677,267","755,635",,,,,,
26950,MISSOURI,ST. LOUIS CITY,"512,271","423,649","233,637",,,,,,
26960,MISSOURI,STE. GENEVIEVE,"36,940","36,940","15,761",,,,,,
26970,MISSOURI,SALINE,"60,267","58,941","18,184",,,,,,
26980,MISSOURI,SCHUYLER,"94,869","83,784","18,869",,,,,,
26981,MISSOURI,SCOTLAND,0,0,398,,,,,,
26982,MISSOURI,SCOTT,"25,492","21,904","18,476",,,,,,
26983,MISSOURI,SHANNON,0,0,0,,,,,,
26984,MISSOURI,SHELBY,0,0,0,,,,,,
26985,MISSOURI,STODDARD,0,0,"2,716",,,,,,
26986,MISSOURI,STONE,"9,626","7,811","98,722",,,,,,
26987,MISSOURI,SULLIVAN,0,0,0,,,,,,
26988,MISSOURI,TANEY,"48,045","45,799","15,180",,,,,,
26989,MISSOURI,TEXAS,"5,240","4,093","16,556",,,,,,
26990,MISSOURI,VERNON,0,0,"14,765",,,,,,
26991,MISSOURI,WARREN,"10,535","9,795","14,518",,,,,,
26992,MISSOURI,WASHINGTON,"32,307","24,705","17,201",,,,,,
26993,MISSOURI,WAYNE,"2,390","1,669","39,554",,,,,,
26994,MISSOURI,WEBSTER,0,0,775,,,,,,
26995,MISSOURI,WORTH,0,0,0,,,,,,
26996,MISSOURI,WRIGHT,0,0,"12,866",,,,,,
27000,MONTANA,BEAVERHEAD,0,0,"11,338",,,,,,
27010,MONTANA,BIG HORN,0,0,0,,,,,,
27020,MONTANA,BLAINE,0,0,0,,,,,,
27030,MONTANA,BROADWATER,0,0,369,,,,,,
27040,MONTANA,CARBON,0,0,0,,,,,,
27050,MONTANA,CARTER,0,0,0,,,,,,
27060,MONTANA,CASCADE,0,0,994,,,,,,
27070,MONTANA,CHOUTEAU,0,0,0,,,,,,
27080,MONTANA,CUSTER,0,0,0,,,,,,
27090,MONTANA,DANIELS,0,0,0,,,,,,
27100,MONTANA,DAWSON,0,0,0,,,,,,
27110,MONTANA,DEER LODGE,0,0,0,,,,,,
27120,MONTANA,FALLON,0,0,0,,,,,,
27130,MONTANA,FERGUS,0,0,"2,375",,,,,,
27140,MONTANA,FLATHEAD,0,0,"5,519",,,,,,
27150,MONTANA,GALLATIN,0,0,"2,160",,,,,,
27160,MONTANA,GARFIELD,0,0,0,,,,,,
27170,MONTANA,GLACIER,0,0,0,,,,,,
27180,MONTANA,GOLDEN VALLEY,0,0,0,,,,,,
27190,MONTANA,GRANITE,0,0,0,,,,,,
27200,MONTANA,HILL,0,0,158,,,,,,
27210,MONTANA,JEFFERSON,"9,969","9,969","13,410",,,,,,
27220,MONTANA,JUDITH BASIN,0,0,0,,,,,,
27230,MONTANA,LAKE,0,0,"5,315",,,,,,
27240,MONTANA,LEWIS AND CLARK,"28,142","28,142","15,040",,,,,,
27250,MONTANA,LIBERTY,0,0,0,,,,,,
27260,MONTANA,LINCOLN,0,0,"2,248",,,,,,
27270,MONTANA,MCCONE,0,0,0,,,,,,
27280,MONTANA,MADISON,0,0,"2,680",,,,,,
27290,MONTANA,MEAGHER,0,0,0,,,,,,
27300,MONTANA,MINERAL,0,0,0,,,,,,
27310,MONTANA,MISSOULA,"9,729","9,729","7,680",,,,,,
27320,MONTANA,MUSSELSHELL,"29,998","29,998","7,160",,,,,,
27330,MONTANA,PARK,0,0,"2,334",,,,,,
27340,MONTANA,PETROLEUM,0,0,0,,,,,,
27350,MONTANA,PHILLIPS,0,0,0,,,,,,
27360,MONTANA,PONDERA,0,0,0,,,,,,
27370,MONTANA,POWDER RIVER,0,0,0,,,,,,
27380,MONTANA,POWELL,0,0,0,,,,,,
27390,MONTANA,PRAIRIE,0,0,0,,,,,,
27400,MONTANA,RAVALLI,"76,625","70,126","22,995",,,,,,
27410,MONTANA,RICHLAND,0,0,0,,,,,,
27420,MONTANA,ROOSEVELT,0,0,0,,,,,,
27430,MONTANA,ROSEBUD,"6,011","5,380","15,705",,,,,,
27440,MONTANA,SANDERS,"16,917","16,917","20,516",,,,,,
