SSA Code,State,County,Provider Number,CBSA 2015,IPPS Provider  2009,IPPS Provider  2010 A,IPPS Provider  2010 B,IPPS Provider  2011,IPPS Provider  2012,IPPS Provider  2013,IPPS Provider  2015
05200,CA,LOS ANGELES,050018,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050471,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050149,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050104,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050742,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050231,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050597,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050351,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050058,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050191,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050740,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050485,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050378,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050091,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050755,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050761,31084,,1.189,1.1878,1.2014,1.2151,1.2815,1.2882
05200,CA,LOS ANGELES,050278,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050239,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050696,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050393,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050376,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050096,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050116,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050468,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050204,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050124,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050561,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050158,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050078,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050737,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050677,31084,1.2032,1.189,1.1878,1.2014,1.2983,1.2815,1.2882
05200,CA,LOS ANGELES,050771,31084,,,,,,1.2282,1.2882
05200,CA,LOS ANGELES,050736,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050704,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050481,31084,1.2032,1.189,1.1878,1.2014,1.2983,1.2815,1.2882
05200,CA,LOS ANGELES,050727,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050353,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050502,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050056,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050644,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050752,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050139,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050040,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050112,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050738,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050103,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050350,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050382,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050137,31084,1.2032,1.189,1.1878,1.2014,1.2983,1.2815,1.2882
05200,CA,LOS ANGELES,050235,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050138,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050132,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050169,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050531,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050438,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050641,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050735,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050135,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050290,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050588,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050751,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050723,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050739,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050625,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050277,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050581,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050545,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050063,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050238,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050373,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050126,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050281,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050763,31084,,,,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050205,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050111,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050411,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050624,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050262,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05200,CA,LOS ANGELES,050663,31084,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05300,CA,MADERA,050568,31460,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05310,CA,MARIN,050510,42034,1.5065,1.5857,1.5841,1.5739,1.542,1.6082,1.6855
05310,CA,MARIN,050131,42034,1.5518,1.5857,1.5841,1.5739,1.542,1.6082,1.6855
05310,CA,MARIN,050360,42034,1.5518,1.5857,1.5841,1.5739,1.542,1.6082,1.6855
05330,CA,MENDOCINO,050301,NA,1.4681,1.5033,1.5018,1.187,1.1238,1.2282,1.2882
05340,CA,MERCED,050444,32900,1.2288,1.2086,1.2075,1.2398,1.2447,1.29,1.3279
05340,CA,MERCED,050528,32900,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05370,CA,MONTEREY,050189,41500,1.4797,1.5301,1.5286,1.5821,1.5741,1.5968,1.5558
05370,CA,MONTEREY,050145,41500,1.4797,1.5301,1.5286,1.5821,1.5741,1.5968,1.5558
05370,CA,MONTEREY,050248,41500,1.4797,1.5301,1.5286,1.5821,1.5741,1.5968,1.5558
05370,CA,MONTEREY,050334,41500,1.4797,1.6059,1.6043,1.6174,1.6118,1.6648,1.6962
05380,CA,NAPA,050013,34900,1.4125,1.4473,1.4459,1.5477,1.542,1.6082,1.5887
05380,CA,NAPA,050009,34900,1.4125,1.4473,1.4459,1.5477,1.542,1.6082,1.6188
05390,CA,NEVADA,050150,NA,1.2973,1.3354,1.3341,1.3602,1.3311,1.4203,1.5256
05400,CA,ORANGE,050426,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050226,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050543,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050603,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050717,11244,1.2032,1.189,1.1878,1.2014,1.2151,1.2282,1.2882
05400,CA,ORANGE,050570,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050567,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050348,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050609,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050746,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050589,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050678,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050168,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050069,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050224,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050551,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050745,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050526,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050769,11244,,,,,,1.2313,1.2882
05400,CA,ORANGE,050580,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050548,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050744,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050768,11244,,,,,,1.2313,1.2882
05400,CA,ORANGE,050747,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05400,CA,ORANGE,050230,11244,1.2032,1.1831,1.182,1.2014,1.1979,1.2313,1.2882
05410,CA,PLACER,050309,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05410,CA,PLACER,050498,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05430,CA,RIVERSIDE,050701,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050022,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050686,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050102,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050684,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050573,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050770,40140,,,,,,1.2282,1.2882
05430,CA,RIVERSIDE,050243,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050292,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050054,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050534,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050390,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050423,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050765,40140,,,,1.187,1.1791,1.2282,1.2882
05430,CA,RIVERSIDE,050329,40140,1.1972,1.1831,1.182,1.187,1.1791,1.2282,1.2882
05440,CA,SACRAMENTO,050674,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050108,40900,1.3088,1.3594,1.3581,1.3602,1.4099,1.4699,1.5256
05440,CA,SACRAMENTO,050516,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050017,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050590,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050425,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050599,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05440,CA,SACRAMENTO,050414,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05450,CA,SAN BENITO,050296,41940,1.583,1.6059,1.6043,1.6363,1.6435,1.6801,1.718
05460,CA,SAN BERNARDINO,050758,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050298,40140,1.1983,1.1842,1.1831,1.1881,1.1248,1.2282,1.2882
05460,CA,SAN BERNARDINO,050300,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050327,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050279,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050272,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050099,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050709,40140,1.1972,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050517,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050089,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050618,40140,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05460,CA,SAN BERNARDINO,050586,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050140,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050129,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05460,CA,SAN BERNARDINO,050245,40140,1.1983,1.1831,1.182,1.2014,1.1979,1.2282,1.2882
05470,CA,SAN DIEGO,050435,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050324,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050077,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050636,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050503,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050424,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050026,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050234,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050757,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050515,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050100,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050025,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050128,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050024,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050222,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05470,CA,SAN DIEGO,050115,41740,1.1972,1.1831,1.182,1.187,1.1627,1.2282,1.2882
05480,CA,SAN FRANCISCO,050228,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050055,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050008,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050152,41884,1.5065,1.5857,1.5841,1.5739,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050454,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050668,41884,1.5065,1.5857,1.5841,1.5739,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050076,41884,1.5518,1.5857,1.5841,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050047,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050407,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05480,CA,SAN FRANCISCO,050457,41884,1.5065,1.5454,1.5439,1.5352,1.5307,1.5889,1.6738
05490,CA,SAN JOAQUIN,050167,44700,1.2104,1.2377,1.2365,1.2584,1.3085,1.3148,1.3579
05490,CA,SAN JOAQUIN,050336,44700,1.2104,1.2377,1.2365,1.2584,1.3085,1.3148,1.3579
05490,CA,SAN JOAQUIN,050084,44700,1.2104,1.3354,1.3341,1.3602,1.3311,1.3148,1.6315
05490,CA,SAN JOAQUIN,050118,44700,1.2114,1.2377,1.2365,1.2584,1.3085,1.3148,1.3579
05490,CA,SAN JOAQUIN,050313,44700,1.2104,1.2377,1.2365,1.2584,1.3085,1.3148,1.3579
05490,CA,SAN JOAQUIN,050122,44700,1.2104,1.2377,1.2365,1.2584,1.3085,1.3148,1.3579
05490,CA,SAN JOAQUIN,050748,44700,1.2104,1.2377,1.2365,1.2145,1.2523,1.288,1.3579
05500,CA,SAN LUIS OBISPO,050016,42020,1.1972,1.199,1.1979,1.2371,1.2513,1.2461,1.2964
05500,CA,SAN LUIS OBISPO,050232,42020,1.1972,1.199,1.1979,1.2371,1.2513,1.2461,1.2964
05500,CA,SAN LUIS OBISPO,050506,42020,1.1972,1.199,1.1979,1.2371,1.2513,1.2461,1.2964
05500,CA,SAN LUIS OBISPO,050633,42020,1.1972,1.199,1.1979,1.2371,1.2513,1.2461,1.2964
05510,CA,SAN MATEO,050289,41884,1.5211,1.56,1.5585,1.5582,1.5602,1.6119,1.6928
05510,CA,SAN MATEO,050070,41884,1.5211,1.56,1.5585,1.5582,1.5602,1.6119,1.6928
05510,CA,SAN MATEO,050007,41884,1.5211,1.56,1.5585,1.5582,1.5602,1.6119,1.6928
05510,CA,SAN MATEO,050754,41884,1.5211,1.56,1.5585,1.5582,1.5602,1.6119,1.6928
05510,CA,SAN MATEO,050541,41884,1.583,1.6059,1.6043,1.6174,1.5602,1.6119,1.6928
05510,CA,SAN MATEO,050197,41884,1.583,1.6059,1.6043,1.6174,1.6118,1.6648,1.6928
05510,CA,SAN MATEO,050113,41884,1.5211,1.56,1.5585,1.5582,1.5602,1.6119,1.6928
05520,CA,SANTA BARBARA,050357,42200,1.1972,1.1972,1.196,1.187,1.2021,1.2359,1.2882
05520,CA,SANTA BARBARA,050107,42200,1.1972,1.1972,1.196,1.187,1.2021,1.2461,1.2882
05520,CA,SANTA BARBARA,050396,42200,1.1972,1.1972,1.196,1.187,1.2021,1.2359,1.2882
05520,CA,SANTA BARBARA,050110,42200,1.1972,1.1972,1.196,1.187,1.2021,1.2359,1.2882
05530,CA,SANTA CLARA,050688,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050380,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050604,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050308,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050125,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050441,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050038,41940,1.5902,1.6059,1.6043,1.6379,1.6989,1.7265,1.718
05530,CA,SANTA CLARA,050071,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05530,CA,SANTA CLARA,050153,41940,1.5902,1.6059,1.6043,1.6379,1.6435,1.6801,1.718
05540,CA,SANTA CRUZ,050194,42100,1.5954,1.6191,1.6175,1.6379,1.6989,1.7471,1.7239
05540,CA,SANTA CRUZ,050242,42100,1.5954,1.6191,1.6175,1.6379,1.6989,1.7471,1.7239
05540,CA,SANTA CRUZ,050714,42100,1.5954,1.6191,1.6175,1.6379,1.6989,1.7471,1.7239
05550,CA,SHASTA,050280,39820,1.2935,1.3428,1.3415,1.3551,1.4346,1.3822,1.4188
05550,CA,SHASTA,050697,39820,1.2935,1.3428,1.3415,1.3551,1.4346,1.3822,1.4188
05550,CA,SHASTA,050764,39820,,,,1.3551,1.4346,1.3822,1.4188
05580,CA,SOLANO,050101,46700,1.5518,1.5857,1.5841,1.5739,1.5307,1.609,1.6315
05580,CA,SOLANO,050073,46700,1.5518,1.5857,1.5841,1.5739,1.5307,1.609,1.6315
05580,CA,SOLANO,050767,46700,,,,,1.4517,1.609,1.6315
05580,CA,SOLANO,050367,46700,1.5518,1.5857,1.5841,1.5739,1.5307,1.609,1.6315
05590,CA,SONOMA,050174,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050690,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050090,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050385,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050291,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050547,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05590,CA,SONOMA,050136,42220,1.5282,1.5541,1.5526,1.5765,1.5307,1.6082,1.6315
05600,CA,STANISLAUS,050067,33700,1.2114,1.2337,1.2325,1.2145,1.2523,1.288,1.2892
05600,CA,STANISLAUS,050464,33700,1.2114,1.2337,1.2325,1.2145,1.3085,1.3148,1.3579
05600,CA,STANISLAUS,050557,33700,1.2114,1.2337,1.2325,1.2145,1.2523,1.288,1.2892
05600,CA,STANISLAUS,050726,33700,1.2114,1.2337,1.2325,1.2145,1.2523,1.288,1.2892
05600,CA,STANISLAUS,050179,33700,1.2114,1.2337,1.2325,1.2145,1.2523,1.288,1.2892
05610,CA,SUTTER,050766,49700,,,,1.187,1.1238,1.2282,1.2882
05620,CA,TEHAMA,050042,NA,1.2935,1.3428,1.3415,1.3551,1.406,1.3426,1.3869
05640,CA,TULARE,050546,47300,1.1972,1.1831,1.182,,,1.2282,1.2882
05640,CA,TULARE,050359,47300,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05640,CA,TULARE,050057,47300,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05640,CA,TULARE,050261,47300,1.1972,1.1831,1.182,1.187,1.1238,1.2282,1.2882
05650,CA,TUOLUMNE,050335,NA,1.2114,1.2202,1.219,1.2145,1.2523,1.288,1.2882
05660,CA,VENTURA,050549,37100,1.4681,1.2216,1.0533,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050394,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050159,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050749,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050046,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050616,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050236,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05660,CA,VENTURA,050082,37100,1.2032,1.2216,1.2204,1.2318,1.1979,1.2815,1.2882
05670,CA,YOLO,050537,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05670,CA,YOLO,050127,40900,1.3088,1.3594,1.3581,1.3602,1.3311,1.4203,1.5256
05680,CA,YUBA,050133,49700,1.2973,1.3354,1.3341,1.2101,1.1469,1.2513,1.3204
06000,CO,ADAMS,060004,19740,1.0549,1.0563,1.0563,1.0571,1.0508,1.03,1.0235
