DISABLED -- REPRICING ADJUSTMENTS TO THE 2009-2013 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,
06520,COLORADO                 ,RIO GRANDE,-343,"-3,347","-3,884","-4,891","-4,555"
06530,COLORADO                 ,ROUTT,"-2,689","-2,945","-3,099","-5,618","-6,177"
06540,COLORADO                 ,SAGUACHE,-171,-481,"-1,282","-2,635","-2,129"
06550,COLORADO                 ,SAN JUAN,27,-51,-79,-239,-201
06560,COLORADO                 ,SAN MIGUEL,-256,-235,-407,"-1,300",-512
06570,COLORADO                 ,SEDGWICK,-64,-214,-550,-170,-513
06580,COLORADO                 ,SUMMIT,-110,-374,"-1,773","-1,550",-277
06590,COLORADO                 ,TELLER,"-3,601","-3,696","-3,408","-3,073","-4,898"
06600,COLORADO                 ,WASHINGTON,-947,"-1,360",-683,"-1,008",-921
06610,COLORADO                 ,WELD,"-39,246","-49,615","-48,712","-59,981","-41,572"
06620,COLORADO                 ,YUMA,-234,"-1,293","-1,712","-2,924","-1,437"
06630,COLORADO                 ,BROOMFIELD,"-4,455","-4,570","-6,268","-5,401","-2,971"
07000,CONNECTICUT              ,FAIRFIELD,"239,735","308,484","272,971","217,068","-25,081"
07010,CONNECTICUT              ,HARTFORD,"-213,221","-271,879","-236,712","367,515","-171,261"
07020,CONNECTICUT              ,LITCHFIELD,"7,071","-1,307","7,221","119,275","-1,499"
07030,CONNECTICUT              ,MIDDLESEX,"5,537","-7,669","5,310","130,164","5,338"
07040,CONNECTICUT              ,NEW HAVEN,"63,913","100,502","117,875","379,520","-84,957"
07050,CONNECTICUT              ,NEW LONDON,"40,868","32,153","61,436","346,168","115,348"
07060,CONNECTICUT              ,TOLLAND,"-24,644","-33,316","-29,657","44,339","-23,618"
07070,CONNECTICUT              ,WINDHAM,"11,557","-6,843","-6,018","103,483",-837
08000,DELAWARE                 ,KENT,"-21,040","-23,742","-36,550","-48,241","-45,772"
08010,DELAWARE                 ,NEW CASTLE,"-77,727","-100,701","-115,352","-120,617","-116,644"
08020,DELAWARE                 ,SUSSEX,"-30,165","7,675","-35,200","-38,616","-5,796"
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-274,064","-264,379","-245,318","-272,709","-181,035"
10000,FLORIDA                  ,ALACHUA,"-63,106","-49,438","-85,837","-135,072","-180,390"
10010,FLORIDA                  ,BAKER,"-3,688","-1,352","4,496","6,696","9,072"
10020,FLORIDA                  ,BAY,"-47,391","-33,546","-16,027","-9,464","79,261"
10030,FLORIDA                  ,BRADFORD,"-8,337","-6,737","-8,060","-10,619","-15,186"
10040,FLORIDA                  ,BREVARD,"-176,464","-122,965","-158,629","-63,197","51,523"
10050,FLORIDA                  ,BROWARD,"-450,558","-727,380","-540,347","-449,674","-442,152"
10060,FLORIDA                  ,CALHOUN,"-8,032","-3,476","-2,643","-1,002","2,039"
10070,FLORIDA                  ,CHARLOTTE,"-43,907","-24,894","2,400","6,673","17,592"
10080,FLORIDA                  ,CITRUS,"-11,819","-10,583","-22,920","-19,014","-8,187"
10090,FLORIDA                  ,CLAY,"-7,701","-2,769","13,947","17,476","19,273"
10100,FLORIDA                  ,COLLIER,"-93,706","-105,855","-114,865","-101,046","-43,934"
10110,FLORIDA                  ,COLUMBIA,"-12,723","-2,020","15,856","14,625","13,797"
10120,FLORIDA                  ,MIAMI-DADE,"-929,239","-1,125,313","-908,771","-704,642","-630,884"
10130,FLORIDA                  ,DESOTO,"-13,907","-9,111","-1,158","2,962","12,076"
10140,FLORIDA                  ,DIXIE,"-8,684","-7,029","-8,580","-13,083","-19,741"
10150,FLORIDA                  ,DUVAL,"-14,840","7,604","163,840","172,596","178,827"
10160,FLORIDA                  ,ESCAMBIA,"-124,015","-93,288","-11,675","32,576","148,587"
10170,FLORIDA                  ,FLAGLER,"-23,193","-17,037","-13,486","-4,259","23,703"
10180,FLORIDA                  ,FRANKLIN,"-2,415","-1,364","-1,995","-1,513","1,487"
10190,FLORIDA                  ,GADSDEN,"-18,672","-11,864","-24,149","-15,617","-7,031"
10200,FLORIDA                  ,GILCHRIST,"-5,342","-5,269","-6,545","-13,399","-15,698"
10210,FLORIDA                  ,GLADES,"-1,306","-4,328","-7,116",-987,519
10220,FLORIDA                  ,GULF,"-3,938","-2,830","-1,297",930,"5,138"
10230,FLORIDA                  ,HAMILTON,"-3,745","-3,381","-3,593","-1,047","-3,417"
10240,FLORIDA                  ,HARDEE,"-10,315","-7,037","-5,688","-4,274",231
10250,FLORIDA                  ,HENDRY,"-11,446","-11,256","-1,806","-1,162","5,304"
10260,FLORIDA                  ,HERNANDO,"-17,720","-17,624","-14,573","-13,813",358
10270,FLORIDA                  ,HIGHLANDS,"-58,968","-46,211","-58,771","-49,539","-13,827"
10280,FLORIDA                  ,HILLSBOROUGH,"-47,017","-60,419","-74,397","-60,336","6,230"
10290,FLORIDA                  ,HOLMES,"-10,165","-9,031","-4,448","1,226","1,764"
10300,FLORIDA                  ,INDIAN RIVER,"-67,889","-92,112","-104,357","-61,085","-22,886"
10310,FLORIDA                  ,JACKSON,"-34,824","-25,237","-14,408","8,615","9,924"
10320,FLORIDA                  ,JEFFERSON,"-6,466","-5,407","-6,364","-4,946","-2,892"
10330,FLORIDA                  ,LAFAYETTE,"-1,806",-364,-101,-163,516
10340,FLORIDA                  ,LAKE,"-46,055","-13,179","-47,891","-37,303","-7,140"
10350,FLORIDA                  ,LEE,"-9,177","73,347","45,796","32,029","160,981"
10360,FLORIDA                  ,LEON,"-48,651","-30,511","-56,580","-34,342","-16,782"
10370,FLORIDA                  ,LEVY,"-14,833","-12,600","-19,432","-26,058","-34,839"
10380,FLORIDA                  ,LIBERTY,"-3,133","-2,110","-1,625",-613,424
10390,FLORIDA                  ,MADISON,"-8,044","-3,558","-10,090","-5,482","-2,475"
10400,FLORIDA                  ,MANATEE,"-287,182","-262,722","-2,193","5,484","12,589"
10410,FLORIDA                  ,MARION,"-72,501","-75,284","-60,857","-77,442","-74,421"
10420,FLORIDA                  ,MARTIN,"-58,947","-86,015","-101,776","-51,129","-34,080"
10430,FLORIDA                  ,MONROE,"-16,588","-20,503","-22,463","-24,337","-20,631"
10440,FLORIDA                  ,NASSAU,"-1,214","1,746","12,347","15,211","16,560"
10450,FLORIDA                  ,OKALOOSA,"-56,828","-48,597","-53,885","-54,249","-30,426"
10460,FLORIDA                  ,OKEECHOBEE,"-30,330","-43,336","-53,608","-28,413","-22,553"
10470,FLORIDA                  ,ORANGE,"-146,647","-73,514","-68,855","-45,242","6,007"
10480,FLORIDA                  ,OSCEOLA,"-21,723","-4,955","-21,075","-13,398","5,474"
10490,FLORIDA                  ,PALM BEACH,"-277,272","-437,418","-334,281","-299,658","-248,366"
10500,FLORIDA                  ,PASCO,"-18,036","-27,133","-36,430","-27,663","2,603"
10510,FLORIDA                  ,PINELLAS,"-39,364","-63,932","-69,704","-57,970","9,152"
10520,FLORIDA                  ,POLK,"-82,816","-64,737","-67,296","-45,178","30,500"
10530,FLORIDA                  ,PUTNAM,"-32,537","-27,060","-25,138","-15,902","-35,817"
10540,FLORIDA                  ,ST. JOHNS,"-56,616","-63,185","-33,467","-22,783","33,005"
10550,FLORIDA                  ,ST. LUCIE,"-133,942","-194,322","-249,947","-150,254","-88,337"
10560,FLORIDA                  ,SANTA ROSA,"-48,901","-37,397","-8,000","12,574","65,006"
10570,FLORIDA                  ,SARASOTA,"-208,212","-143,844","-1,333","9,185","17,730"
10580,FLORIDA                  ,SEMINOLE,"-30,597","-17,791","-20,709","-12,242","2,461"
10590,FLORIDA                  ,SUMTER,"-7,747","-3,925","-8,784","-4,722","2,260"
10600,FLORIDA                  ,SUWANNEE,"-9,603","-5,048","-1,463","-2,646","-7,072"
10610,FLORIDA                  ,TAYLOR,"-8,811","-6,480","-5,460",-7,"4,976"
10620,FLORIDA                  ,UNION,"-3,711","-1,951","-3,021","-5,295","-6,404"
10630,FLORIDA                  ,VOLUSIA,"-120,711","-97,891","-119,703","-92,408","-10,854"
10640,FLORIDA                  ,WAKULLA,"-11,709","-7,338","-13,284","-7,776","-3,347"
10650,FLORIDA                  ,WALTON,"-17,645","-15,575","-9,784","-8,607","3,699"
10660,FLORIDA                  ,WASHINGTON,"-9,543","-7,841","-3,830",660,"4,889"
11000,GEORGIA                  ,APPLING,"-10,080","-10,144","-4,015","-4,298","-2,619"
11010,GEORGIA                  ,ATKINSON,"-5,919","-6,378","-8,015","-5,082","-2,566"
11011,GEORGIA                  ,BACON,"-4,393","-4,963","-2,563","-1,581",-657
11020,GEORGIA                  ,BAKER,"-1,950","-2,478","-1,262",-974,-294
11030,GEORGIA                  ,BALDWIN,"-72,154","-50,763","-29,296","4,662","45,164"
11040,GEORGIA                  ,BANKS,"-16,004","-11,248","-8,830","-5,561","-7,141"
11050,GEORGIA                  ,BARROW,"-42,294","-42,891","-35,891","-7,689","-30,947"
11060,GEORGIA                  ,BARTOW,"-48,024","-36,555","-12,911","34,596","-20,312"
11070,GEORGIA                  ,BEN HILL,"-23,130","-19,420","-19,700","-11,543","-6,816"
11080,GEORGIA                  ,BERRIEN,"-23,246","-24,490","-25,040","-23,358","-13,572"
11090,GEORGIA                  ,BIBB,"-165,614","-192,208","-65,644",-911,"91,986"
11100,GEORGIA                  ,BLECKLEY,"-4,127","-3,963","-1,368",-141,"2,254"
11110,GEORGIA                  ,BRANTLEY,"-28,263","-20,917","-15,722","-8,487","-5,522"
11120,GEORGIA                  ,BROOKS,"-14,992","-11,345","-13,067","-13,955","-9,273"
11130,GEORGIA                  ,BRYAN,"-9,837","-8,096","-4,128","-5,482","-3,538"
11140,GEORGIA                  ,BULLOCH,"-29,247","-36,192","-24,333","-26,849","-13,158"
11150,GEORGIA                  ,BURKE,"-14,659","-13,595","-15,629","-13,407","-4,562"
11160,GEORGIA                  ,BUTTS,"-13,099","-8,791","-1,444","7,496","-4,519"
11161,GEORGIA                  ,CALHOUN,"-8,496","-10,850","-10,522","-3,463","-3,889"
11170,GEORGIA                  ,CAMDEN,"-16,221","-16,314","-14,223","15,693","37,562"
11180,GEORGIA                  ,CANDLER,"-6,785","-6,681","-3,374","-3,742","-1,837"
11190,GEORGIA                  ,CARROLL,"-63,725","-45,197","-12,156","47,582","-28,441"
11200,GEORGIA                  ,CATOOSA,"-13,999","-14,706","-12,644","-3,015","4,621"
11210,GEORGIA                  ,CHARLTON,"-3,345","-3,058","-3,781","2,082","5,443"
11220,GEORGIA                  ,CHATHAM,"-43,312","-44,253","-22,228","-34,097","-19,393"
11230,GEORGIA                  ,CHATTAHOOCHEE,"-2,427","-2,155","-3,286","-4,028","-1,976"
11240,GEORGIA                  ,CHATTOOGA,"-16,967","-11,703","-5,513","9,296","-6,991"
11250,GEORGIA                  ,CHEROKEE,"-25,171","-18,038","-5,162","18,337","-11,403"
11260,GEORGIA                  ,CLARKE,"-75,875","-91,935","-110,450","-112,862","-77,865"
11270,GEORGIA                  ,CLAY,"-2,647","-2,451","-2,916",-929,-748
11280,GEORGIA                  ,CLAYTON,"-88,100","-64,038","-20,823","68,533","-40,250"
11281,GEORGIA                  ,CLINCH,"-6,505","-6,694","-10,529","-6,688","-4,997"
11290,GEORGIA                  ,COBB,"-139,038","-95,498","-28,328","110,289","-65,931"
11291,GEORGIA                  ,COFFEE,"-33,429","-31,950","-31,018","-23,234","-8,875"
11300,GEORGIA                  ,COLQUITT,"-56,098","-87,262","-81,994","-82,156","-31,509"
11310,GEORGIA                  ,COLUMBIA,"-27,730","-26,914","-28,730","-28,959","-7,039"
11311,GEORGIA                  ,COOK,"-18,128","-20,460","-21,257","-16,312","-9,621"
11320,GEORGIA                  ,COWETA,"-29,532","-20,620","-5,419","30,062","-16,032"
11330,GEORGIA                  ,CRAWFORD,"-5,045","-6,382","-2,292",-105,"1,303"
11340,GEORGIA                  ,CRISP,"-21,901","-21,295","-18,416","-10,771","-1,328"
11341,GEORGIA                  ,DADE,"-7,445","-6,454","-5,330","-1,775",851
11350,GEORGIA                  ,DAWSON,"-7,752","-6,031","-1,087","7,976","-4,038"
11360,GEORGIA                  ,DECATUR,"-25,774","-19,339","-17,163","-14,541","-10,384"
11370,GEORGIA                  ,DEKALB,"-152,274","-114,954","-33,626","111,547","-68,042"
11380,GEORGIA                  ,DODGE,"-25,778","-22,847","-13,653","-5,630","5,638"
11381,GEORGIA                  ,DOOLY,"-8,234","-9,478","-5,319","-2,081",327
11390,GEORGIA                  ,DOUGHERTY,"-131,834","-166,187","-177,677","-92,520","-68,378"
11400,GEORGIA                  ,DOUGLAS,"-34,495","-24,584","-8,860","24,047","-17,609"
11410,GEORGIA                  ,EARLY,"-9,700","-10,095","-7,468",-452,"-2,715"
11420,GEORGIA                  ,ECHOLS,"-1,353",-883,"-1,405","-1,091",-642
11421,GEORGIA                  ,EFFINGHAM,"-7,131","-7,255","-4,032","-5,954","-2,421"
11430,GEORGIA                  ,ELBERT,"-16,908","-20,768","-23,688","-17,580","-10,466"
11440,GEORGIA                  ,EMANUEL,"-18,989","-20,636","-13,366","-9,815","-4,233"
11441,GEORGIA                  ,EVANS,"-4,404","-5,741","-3,756","-2,717","-1,791"
11450,GEORGIA                  ,FANNIN,"-14,022","-10,541","-5,940","8,159","-5,805"
11451,GEORGIA                  ,FAYETTE,"-15,839","-11,785","-4,451","13,309","-8,428"
11460,GEORGIA                  ,FLOYD,"-60,172","-42,833","-14,392","56,459","-30,099"
11461,GEORGIA                  ,FORSYTH,"-14,852","-10,996","-3,892","15,235","-10,077"
11462,GEORGIA                  ,FRANKLIN,"-23,992","-28,625","-21,847","-15,705","-10,647"
11470,GEORGIA                  ,FULTON,"-202,395","-145,291","-42,420","144,687","-80,394"
11471,GEORGIA                  ,GILMER,"-15,936","-14,340","-8,752","4,127","-5,693"
11480,GEORGIA                  ,GLASCOCK,"-3,037","-2,172","-3,409","-3,262",-381
11490,GEORGIA                  ,GLYNN,"-98,304","-70,880","-57,959","-26,503","-17,826"
11500,GEORGIA                  ,GORDON,"-30,255","-22,071","-6,537","22,274","-14,737"
11510,GEORGIA                  ,GRADY,"-27,256","-16,299","-12,253","-18,933","-13,099"
11520,GEORGIA                  ,GREENE,"-8,794","-8,414","-9,262","-10,346","-2,487"
11530,GEORGIA                  ,GWINNETT,"-86,147","-54,197","-19,344","67,365","-45,847"
11540,GEORGIA                  ,HABERSHAM,"-34,702","-33,424","-28,721","-18,436","-19,959"
11550,GEORGIA                  ,HALL,"-50,304","-43,177","-11,694","43,900","-31,236"
11560,GEORGIA                  ,HANCOCK,"-10,116","-6,424","-4,810","-1,476","2,849"
11570,GEORGIA                  ,HARALSON,"-13,616","-9,357","-3,008","9,311","-5,391"
11580,GEORGIA                  ,HARRIS,"-11,500","-4,733","-9,818","-13,307","-8,116"
11581,GEORGIA                  ,HART,"-12,822","-12,672","-11,112","-8,445","-5,845"
11590,GEORGIA                  ,HEARD,"-3,011",-826,297,"4,295","-3,309"
11591,GEORGIA                  ,HENRY,"-33,303","-28,374","-10,176","38,740","-19,136"
11600,GEORGIA                  ,HOUSTON,"-116,734","-142,177","-57,123","-28,070","24,572"
11601,GEORGIA                  ,IRWIN,"-9,041","-12,037","-8,049","-8,880","-3,207"
11610,GEORGIA                  ,JACKSON,"-39,521","-40,572","-36,168","-20,206","-25,602"
11611,GEORGIA                  ,JASPER,"-3,442","-4,479","-1,589","1,652",-443
11612,GEORGIA                  ,JEFF DAVIS,"-8,133","-6,394",-34,-743,"-1,821"
11620,GEORGIA                  ,JEFFERSON,"-17,822","-14,838","-14,324","-13,284","-2,964"
11630,GEORGIA                  ,JENKINS,"-4,101","-4,035","-4,110","-4,264","-1,380"
11640,GEORGIA                  ,JOHNSON,"-10,416","-9,063","-7,326","-3,947","1,458"
11650,GEORGIA                  ,JONES,"-14,816","-11,339","-4,073",197,"6,695"
11651,GEORGIA                  ,LAMAR,"-11,266","-8,746","-1,166","5,784","-2,079"
11652,GEORGIA                  ,LANIER,"-6,364","-5,954","-10,485","-7,067","-5,170"
11660,GEORGIA                  ,LAURENS,"-64,826","-65,514","-28,387","-15,958","6,786"
11670,GEORGIA                  ,LEE,"-20,294","-27,609","-23,092","-13,837","-9,733"
11680,GEORGIA                  ,LIBERTY,"-7,638","-7,233","-5,098","-8,230","-3,197"
11690,GEORGIA                  ,LINCOLN,"-5,508","-4,897","-5,112","-3,083","1,682"
11691,GEORGIA                  ,LONG,"-1,799","-3,288","-1,633","-4,147","-2,762"
11700,GEORGIA                  ,LOWNDES,"-76,829","-87,382","-135,077","-98,199","-73,653"
11701,GEORGIA                  ,LUMPKIN,"-9,503","-7,294","-2,391","7,444","-6,012"
11702,GEORGIA                  ,MCDUFFIE,"-18,078","-13,377","-13,944","-11,894","-3,292"
11703,GEORGIA                  ,MCINTOSH,"-21,594","-12,455","-8,455","-4,007","-2,018"
11710,GEORGIA                  ,MACON,"-10,995","-9,051","-8,068","-5,863","-3,005"
11720,GEORGIA                  ,MADISON,"-29,095","-33,138","-42,076","-35,552","-30,059"
11730,GEORGIA                  ,MARION,"-4,847","-3,002","-2,957","-1,481","-1,987"
11740,GEORGIA                  ,MERIWETHER,"-4,596","-2,485",-106,"3,119","-5,721"
11741,GEORGIA                  ,MILLER,"-6,736","-5,690","-2,886","-2,025","-1,120"
11750,GEORGIA                  ,MITCHELL,"-24,445","-21,808","-18,206","-17,772","-14,975"
11760,GEORGIA                  ,MONROE,"-11,610","-13,570","-4,708","1,128","6,528"
11770,GEORGIA                  ,MONTGOMERY,"-6,245","-4,318","2,513","5,320","-2,653"
11771,GEORGIA                  ,MORGAN,"-7,868","-8,478","-7,254","-8,241","-5,001"
11772,GEORGIA                  ,MURRAY,"-25,533","-30,628","-22,950","-10,397","-14,373"
11780,GEORGIA                  ,MUSCOGEE,"-145,315","-112,450","-163,024","-152,862","-100,185"
11790,GEORGIA                  ,NEWTON,"-34,460","-29,086","-12,188","26,568","-25,559"
11800,GEORGIA                  ,OCONEE,"-14,813","-15,866","-16,151","-17,000","-13,498"
11801,GEORGIA                  ,OGLETHORPE,"-9,952","-12,161","-14,251","-16,004","-7,297"
11810,GEORGIA                  ,PAULDING,"-25,648","-17,241","-5,281","21,049","-12,963"
11811,GEORGIA                  ,PEACH,"-32,358","-39,545","-12,482","-1,902","8,406"
11812,GEORGIA                  ,PICKENS,"-14,205","-7,872","-2,132","9,371","-7,105"
11820,GEORGIA                  ,PIERCE,"-15,029","-14,141","-11,203","-9,741","-2,059"
11821,GEORGIA                  ,PIKE,"-7,723","-5,676","-2,778","4,461","-2,491"
11830,GEORGIA                  ,POLK,"-25,235","-17,522","-7,494","20,025","-10,084"
11831,GEORGIA                  ,PULASKI,"-9,616","-11,437","-3,346",-172,"3,027"
11832,GEORGIA                  ,PUTNAM,"-14,395","-13,798","-8,685","-2,192","1,785"
11833,GEORGIA                  ,QUITMAN,"-1,683",-409,-425,-290,-443
11834,GEORGIA                  ,RABUN,"-13,825","-8,261","-6,073","-2,497","-3,918"
11835,GEORGIA                  ,RANDOLPH,"-5,492","-8,202","-9,183","-4,265","-3,248"
11840,GEORGIA                  ,RICHMOND,"-132,960","-112,016","-150,736","-110,602","-31,162"
11841,GEORGIA                  ,ROCKDALE,"-20,396","-16,704","-6,522","16,037","-11,762"
11842,GEORGIA                  ,SCHLEY,"-2,662","-6,247","-4,075",-854,-429
11850,GEORGIA                  ,SCREVEN,"-7,094","-8,603","-6,838","-6,041","-3,169"
11851,GEORGIA                  ,SEMINOLE,"-9,247","-9,001","-6,808",300,"-4,994"
11860,GEORGIA                  ,SPALDING,"-38,501","-25,797","-5,420","28,459","-16,094"
11861,GEORGIA                  ,STEPHENS,"-26,714","-24,761","-26,687","-16,074","-9,529"
11862,GEORGIA                  ,STEWART,"-1,925","-2,979","-3,985","-4,486","-2,815"
11870,GEORGIA                  ,SUMTER,"-21,334","-23,381","-25,599","-14,721","-6,220"
11880,GEORGIA                  ,TALBOT,"-7,204","-5,128","-9,162","-5,558","-6,036"
11881,GEORGIA                  ,TALIAFERRO,"-1,937",-944,"-1,295","-1,340",-547
11882,GEORGIA                  ,TATTNALL,"-11,009","-9,017","-1,139","-1,819","-3,208"
11883,GEORGIA                  ,TAYLOR,"-11,874","-6,399","-4,686","-3,742",295
11884,GEORGIA                  ,TELFAIR,"-14,176","-11,040","-3,291","-2,993",521
11885,GEORGIA                  ,TERRELL,"-13,062","-18,873","-16,531","-9,092","-6,317"
