"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
44390,TENNESSEE,HENRY,"5,864","1,100,940",16,"1,100,940",16,0,0,0,"5,588",0,0
44400,TENNESSEE,HICKMAN,"2,415","774,916",27,"774,915",27,0,0,0,"2,229",0,0
44410,TENNESSEE,HOUSTON,"1,226","185,173",13,"185,174",13,0,0,0,"1,177",0,0
44420,TENNESSEE,HUMPHREYS,"2,827","762,581",22,"762,581",22,0,0,0,"2,697",0,0
44430,TENNESSEE,JACKSON,"1,376","152,533",9,"152,533",9,0,0,0,"1,333",0,0
44440,TENNESSEE,JEFFERSON,"6,580","3,209,919",41,"3,209,919",41,0,0,0,"6,062",0,0
44450,TENNESSEE,JOHNSON,"2,449","1,224,550",42,"1,224,550",42,0,0,0,"2,264",0,0
44460,TENNESSEE,KNOX,"37,851","18,164,535",40,"18,164,535",40,0,0,0,"33,684",0,0
44470,TENNESSEE,LAKE,937,"145,577",13,"145,576",13,0,0,0,907,0,0
44480,TENNESSEE,LAUDERDALE,"3,251","426,650",11,"426,650",11,0,0,0,"3,017",0,0
44490,TENNESSEE,LAWRENCE,"7,159","2,125,408",25,"2,125,408",25,0,0,0,"6,904",0,0
44500,TENNESSEE,LEWIS,"1,373","388,007",24,"388,007",24,0,0,0,"1,297",0,0
44510,TENNESSEE,LINCOLN,"4,807","638,647",11,"638,647",11,0,0,0,"4,471",0,0
44520,TENNESSEE,LOUDON,"7,658","2,332,794",25,"2,332,795",25,0,0,0,"7,113",0,0
44530,TENNESSEE,MC MINN,"6,677","3,117,401",39,"3,117,400",39,0,0,0,"6,377",0,0
44540,TENNESSEE,MC NAIRY,"5,101","1,430,551",23,"1,430,550",23,0,0,0,"4,889",0,0
44550,TENNESSEE,MACON,"2,233","346,357",13,"346,356",13,0,0,0,"2,147",0,0
44560,TENNESSEE,MADISON,"11,744","2,794,486",20,"2,794,486",20,0,0,0,"10,986",0,0
44570,TENNESSEE,MARION,"3,098","1,445,332",39,"1,445,332",39,0,0,0,"2,910",0,0
44580,TENNESSEE,MARSHALL,"3,291","1,447,456",37,"1,447,456",37,0,0,0,"3,019",0,0
44590,TENNESSEE,MAURY,"10,222","3,458,690",28,"3,458,690",28,0,0,0,"9,444",0,0
44600,TENNESSEE,MEIGS,"1,507","655,721",36,"655,721",36,0,0,0,"1,425",0,0
44610,TENNESSEE,MONROE,"5,140","1,970,892",32,"1,970,892",32,0,0,0,"4,815",0,0
44620,TENNESSEE,MONTGOMERY,"11,987","3,509,341",24,"3,509,341",24,0,0,0,"11,203",0,0
44630,TENNESSEE,MOORE,566,"96,314",14,"96,314",14,0,0,0,518,0,0
44640,TENNESSEE,MORGAN,"1,409","158,392",9,"158,392",9,0,0,0,"1,317",0,0
44650,TENNESSEE,OBION,"5,647","1,156,324",17,"1,156,324",17,0,0,0,"5,430",0,0
44660,TENNESSEE,OVERTON,"3,256","378,136",10,"378,136",10,0,0,0,"3,096",0,0
44670,TENNESSEE,PERRY,"1,127","214,584",16,"214,584",16,0,0,0,"1,053",0,0
44680,TENNESSEE,PICKETT,765,"11,975",1,"11,975",1,0,0,0,746,0,0
44690,TENNESSEE,POLK,"2,524","731,577",24,"731,577",24,0,0,0,"2,407",0,0
44700,TENNESSEE,PUTNAM,"11,675","1,815,804",13,"1,815,804",13,0,0,0,"10,954",0,0
44710,TENNESSEE,RHEA,"4,600","1,295,657",23,"1,295,657",23,0,0,0,"4,281",0,0
44720,TENNESSEE,ROANE,"6,544","2,162,144",28,"2,162,144",28,0,0,0,"6,039",0,0
44730,TENNESSEE,ROBERTSON,"5,507","1,945,308",29,"1,945,309",29,0,0,0,"4,946",0,0
44740,TENNESSEE,RUTHERFORD,"16,438","6,689,332",34,"6,689,332",34,0,0,0,"14,476",0,0
44750,TENNESSEE,SCOTT,"2,178","342,899",13,"342,899",13,0,0,0,"2,091",0,0
44760,TENNESSEE,SEQUATCHIE,"1,493","677,758",38,"677,757",38,0,0,0,"1,420",0,0
44770,TENNESSEE,SEVIER,"9,333","3,689,485",33,"3,689,485",33,0,0,0,"8,551",0,0
44780,TENNESSEE,SHELBY,"82,286","31,165,055",32,"31,165,055",32,0,0,0,"71,771",0,0
44790,TENNESSEE,SMITH,"1,972","355,962",15,"355,962",15,0,0,0,"1,828",0,0
44800,TENNESSEE,STEWART,"1,976","379,623",16,"379,623",16,0,0,0,"1,885",0,0
44810,TENNESSEE,SULLIVAN,"13,995","6,797,253",40,"6,797,253",40,0,0,0,"12,542",0,0
44820,TENNESSEE,SUMNER,"12,658","5,062,381",33,"5,062,381",33,0,0,0,"11,161",0,0
44830,TENNESSEE,TIPTON,"6,052","1,566,833",22,"1,566,833",22,0,0,0,"5,498",0,0
44840,TENNESSEE,TROUSDALE,676,"260,727",32,"260,727",32,0,0,0,630,0,0
44850,TENNESSEE,UNICOI,"2,373","847,575",30,"847,575",30,0,0,0,"2,186",0,0
44860,TENNESSEE,UNION,"1,075","511,986",40,"511,986",40,0,0,0,997,0,0
44870,TENNESSEE,VAN BUREN,649,"214,792",28,"214,792",28,0,0,0,623,0,0
44880,TENNESSEE,WARREN,"5,639","1,468,765",22,"1,468,764",22,0,0,0,"5,372",0,0
44890,TENNESSEE,WASHINGTON,"13,404","6,791,226",42,"6,791,226",42,0,0,0,"11,792",0,0
44900,TENNESSEE,WAYNE,"2,129","487,949",19,"487,949",19,0,0,0,"2,055",0,0
44910,TENNESSEE,WEAKLEY,"4,601","962,340",17,"962,340",17,0,0,0,"4,362",0,0
44920,TENNESSEE,WHITE,"4,170","916,913",18,"916,913",18,0,0,0,"3,970",0,0
44930,TENNESSEE,WILLIAMSON,"14,829","6,651,767",37,"6,651,767",37,0,0,0,"12,717",0,0
44940,TENNESSEE,WILSON,"10,091","3,659,052",30,"3,659,052",30,0,0,0,"9,017",0,0
45000,TEXAS,ANDERSON,"6,160","4,245,455",57,"4,245,455",57,0,0,0,"5,788",0,0
45010,TEXAS,ANDREWS,"1,291","1,129,026",73,"1,129,026",73,0,0,0,"1,202",0,0
45020,TEXAS,ANGELINA,"10,116","5,365,989",44,"5,365,988",44,0,0,0,"9,620",0,0
45030,TEXAS,ARANSAS,"3,437","1,762,237",43,"1,762,237",43,0,0,0,"3,229",0,0
45040,TEXAS,ARCHER,882,"406,262",38,"406,262",38,0,0,0,838,0,0
45050,TEXAS,ARMSTRONG,320,"146,453",38,"146,454",38,0,0,0,295,0,0
45060,TEXAS,ATASCOSA,"3,231","2,217,832",57,"2,217,832",57,0,0,0,"2,926",0,0
45070,TEXAS,AUSTIN,"4,099","1,077,738",22,"1,077,738",22,0,0,0,"3,781",0,0
45080,TEXAS,BAILEY,865,"285,783",28,"285,783",28,0,0,0,833,0,0
45090,TEXAS,BANDERA,"3,304","1,964,428",50,"1,964,428",50,0,0,0,"3,014",0,0
45100,TEXAS,BASTROP,"7,502","3,672,794",41,"3,672,795",41,0,0,0,"6,786",0,0
45110,TEXAS,BAYLOR,725,"317,369",36,"317,370",36,0,0,0,701,0,0
45113,TEXAS,BEE,"2,245","994,185",37,"994,184",37,0,0,0,"2,120",0,0
45120,TEXAS,BELL,"19,945","11,484,289",48,"11,484,289",48,0,0,0,"17,780",0,0
45130,TEXAS,BEXAR,"116,534","111,295,646",80,"111,295,646",80,0,0,0,"103,164",0,0
45140,TEXAS,BLANCO,"1,972","980,292",41,"980,292",41,0,0,0,"1,837",0,0
45150,TEXAS,BORDEN,39,"18,088",39,"18,088",39,0,0,0,32,0,0
45160,TEXAS,BOSQUE,"2,680","1,767,762",55,"1,767,762",55,0,0,0,"2,498",0,0
45170,TEXAS,BOWIE,"11,443","9,281,147",68,"9,281,147",68,0,0,0,"10,504",0,0
45180,TEXAS,BRAZORIA,"25,434","10,934,332",36,"10,934,332",36,0,0,0,"22,816",0,0
45190,TEXAS,BRAZOS,"13,498","6,258,338",39,"6,258,338",39,0,0,0,"11,959",0,0
45200,TEXAS,BREWSTER,"1,220","104,112",7,"104,112",7,0,0,0,"1,080",0,0
45201,TEXAS,BRISCOE,316,"231,955",61,"231,955",61,0,0,0,289,0,0
45210,TEXAS,BROOKS,837,"476,683",47,"476,684",47,0,0,0,806,0,0
45220,TEXAS,BROWN,"5,680","3,110,704",46,"3,110,703",46,0,0,0,"5,331",0,0
45221,TEXAS,BURLESON,"2,343","1,318,764",47,"1,318,764",47,0,0,0,"2,171",0,0
45222,TEXAS,BURNET,"8,055","2,094,351",22,"2,094,351",22,0,0,0,"7,527",0,0
45223,TEXAS,CALDWELL,"3,793","1,768,843",39,"1,768,844",39,0,0,0,"3,476",0,0
45224,TEXAS,CALHOUN,"2,811","577,211",17,"577,211",17,0,0,0,"2,673",0,0
45230,TEXAS,CALLAHAN,"1,901","901,016",39,"901,016",39,0,0,0,"1,805",0,0
45240,TEXAS,CAMERON,"29,650","15,811,961",44,"15,811,961",44,0,0,0,"27,155",0,0
45250,TEXAS,CAMP,"1,754","733,498",35,"733,498",35,0,0,0,"1,645",0,0
45251,TEXAS,CARSON,780,"557,525",60,"557,525",60,0,0,0,714,0,0
45260,TEXAS,CASS,"4,648","1,797,619",32,"1,797,619",32,0,0,0,"4,380",0,0
45270,TEXAS,CASTRO,872,"215,879",21,"215,879",21,0,0,0,816,0,0
45280,TEXAS,CHAMBERS,"1,770","1,279,818",60,"1,279,818",60,0,0,0,"1,653",0,0
45281,TEXAS,CHEROKEE,"4,737","2,637,021",46,"2,637,021",46,0,0,0,"4,466",0,0
45290,TEXAS,CHILDRESS,843,"449,084",44,"449,084",44,0,0,0,797,0,0
45291,TEXAS,CLAY,"1,263","510,835",34,"510,836",34,0,0,0,"1,196",0,0
45292,TEXAS,COCHRAN,385,"215,834",47,"215,834",47,0,0,0,366,0,0
45300,TEXAS,COKE,594,"586,888",82,"586,888",82,0,0,0,564,0,0
45301,TEXAS,COLEMAN,"1,711","479,926",23,"479,927",23,0,0,0,"1,627",0,0
45310,TEXAS,COLLIN,"55,023","31,371,130",48,"31,371,130",48,0,0,0,"48,345",0,0
45311,TEXAS,COLLINGSWORTH,449,"148,446",28,"148,445",28,0,0,0,435,0,0
45312,TEXAS,COLORADO,"3,309","816,645",21,"816,645",21,0,0,0,"3,158",0,0
45320,TEXAS,COMAL,"15,608","8,360,602",45,"8,360,603",45,0,0,0,"14,374",0,0
45321,TEXAS,COMANCHE,"2,263","1,835,549",68,"1,835,549",68,0,0,0,"2,150",0,0
45330,TEXAS,CONCHO,417,"109,587",22,"109,587",22,0,0,0,390,0,0
45340,TEXAS,COOKE,"4,702","3,947,703",70,"3,947,703",70,0,0,0,"4,359",0,0
45341,TEXAS,CORYELL,"4,588","2,061,133",37,"2,061,133",37,0,0,0,"4,287",0,0
45350,TEXAS,COTTLE,306,"259,776",71,"259,776",71,0,0,0,284,0,0
45360,TEXAS,CRANE,396,"154,961",33,"154,961",33,0,0,0,354,0,0
45361,TEXAS,CROCKETT,475,"295,545",52,"295,544",52,0,0,0,448,0,0
45362,TEXAS,CROSBY,723,"363,478",42,"363,478",42,0,0,0,673,0,0
45370,TEXAS,CULBERSON,285,"51,132",15,"51,132",15,0,0,0,274,0,0
45380,TEXAS,DALLAM,"1,138","465,696",34,"465,695",34,0,0,0,"1,038",0,0
45390,TEXAS,DALLAS,"176,674","104,049,323",49,"104,049,323",49,0,0,0,"152,920",0,0
45391,TEXAS,DAWSON,"1,612","857,436",44,"857,436",44,0,0,0,"1,523",0,0
45392,TEXAS,DEAF SMITH,"1,781","738,361",35,"738,361",35,0,0,0,"1,655",0,0
45400,TEXAS,DELTA,915,"374,351",34,"374,351",34,0,0,0,870,0,0
45410,TEXAS,DENTON,"34,918","26,619,179",64,"26,619,179",64,0,0,0,"30,542",0,0
45420,TEXAS,DE WITT,"2,665","795,937",25,"795,937",25,0,0,0,"2,561",0,0
45421,TEXAS,DICKENS,388,"218,321",47,"218,322",47,0,0,0,366,0,0
45430,TEXAS,DIMMIT,945,"180,771",16,"180,771",16,0,0,0,881,0,0
45431,TEXAS,DONLEY,636,"436,917",57,"436,918",57,0,0,0,590,0,0
45440,TEXAS,DUVAL,"1,178","773,328",55,"773,328",55,0,0,0,"1,122",0,0
45450,TEXAS,EASTLAND,"2,988","1,501,412",42,"1,501,413",42,0,0,0,"2,816",0,0
45451,TEXAS,ECTOR,"11,955","7,658,873",53,"7,658,873",53,0,0,0,"11,002",0,0
45460,TEXAS,EDWARDS,558,"49,535",7,"49,535",7,0,0,0,543,0,0
45470,TEXAS,ELLIS,"15,068","7,245,279",40,"7,245,280",40,0,0,0,"13,604",0,0
45480,TEXAS,EL PASO,"49,600","27,830,168",47,"27,830,168",47,0,0,0,"44,204",0,0
45490,TEXAS,ERATH,"3,896","2,055,010",44,"2,055,010",44,0,0,0,"3,656",0,0
45500,TEXAS,FALLS,"1,543","1,023,539",55,"1,023,539",55,0,0,0,"1,371",0,0
45510,TEXAS,FANNIN,"4,784","2,556,314",45,"2,556,314",45,0,0,0,"4,454",0,0
45511,TEXAS,FAYETTE,"4,623","1,259,716",23,"1,259,716",23,0,0,0,"4,436",0,0
45520,TEXAS,FISHER,616,"168,979",23,"168,978",23,0,0,0,594,0,0
45521,TEXAS,FLOYD,818,"765,429",78,"765,428",78,0,0,0,787,0,0
45522,TEXAS,FOARD,283,"33,818",10,"33,818",10,0,0,0,272,0,0
45530,TEXAS,FORT BEND,"29,163","9,702,755",28,"9,702,755",28,0,0,0,"24,278",0,0
45531,TEXAS,FRANKLIN,"1,249","367,336",25,"367,335",25,0,0,0,"1,194",0,0
45540,TEXAS,FREESTONE,"2,431","1,404,547",48,"1,404,547",48,0,0,0,"2,269",0,0
45541,TEXAS,FRIO,"1,311","357,249",23,"357,249",23,0,0,0,"1,230",0,0
45542,TEXAS,GAINES,"1,302","309,908",20,"309,908",20,0,0,0,"1,240",0,0
45550,TEXAS,GALVESTON,"29,033","10,779,134",31,"10,779,134",31,0,0,0,"26,082",0,0
45551,TEXAS,GARZA,519,"442,900",71,"442,900",71,0,0,0,477,0,0
45552,TEXAS,GILLESPIE,"5,374","2,276,457",35,"2,276,457",35,0,0,0,"5,103",0,0
45560,TEXAS,GLASSCOCK,118,"8,769",6,"8,770",6,0,0,0,112,0,0
45561,TEXAS,GOLIAD,953,"219,061",19,"219,061",19,0,0,0,915,0,0
45562,TEXAS,GONZALES,"2,575","1,215,773",39,"1,215,773",39,0,0,0,"2,417",0,0
45563,TEXAS,GRAY,"3,152","2,142,288",57,"2,142,287",57,0,0,0,"2,946",0,0
45564,TEXAS,GRAYSON,"17,218","11,308,377",55,"11,308,376",55,0,0,0,"16,143",0,0
45570,TEXAS,GREGG,"16,143","11,219,274",58,"11,219,275",58,0,0,0,"15,038",0,0
45580,TEXAS,GRIMES,"3,054","1,097,683",30,"1,097,683",30,0,0,0,"2,783",0,0
45581,TEXAS,GUADALUPE,"11,693","7,240,123",52,"7,240,123",52,0,0,0,"10,819",0,0
45582,TEXAS,HALE,"3,722","2,362,968",53,"2,362,968",53,0,0,0,"3,475",0,0
45583,TEXAS,HALL,556,"260,809",39,"260,809",39,0,0,0,531,0,0
45590,TEXAS,HAMILTON,"1,155","728,843",53,"728,842",53,0,0,0,"1,096",0,0
45591,TEXAS,HANSFORD,741,"205,310",23,"205,310",23,0,0,0,687,0,0
45592,TEXAS,HARDEMAN,651,"262,935",34,"262,935",34,0,0,0,615,0,0
45600,TEXAS,HARDIN,"5,297","5,451,489",86,"5,451,489",86,0,0,0,"4,913",0,0
45610,TEXAS,HARRIS,"241,516","113,521,739",39,"113,521,739",39,0,0,0,"203,384",0,0
45620,TEXAS,HARRISON,"6,269","3,076,104",41,"3,076,104",41,0,0,0,"5,838",0,0
45621,TEXAS,HARTLEY,113,"31,439",23,"31,439",23,0,0,0,101,0,0
45630,TEXAS,HASKELL,983,"247,593",21,"247,592",21,0,0,0,961,0,0
45631,TEXAS,HAYS,"12,052","7,870,246",54,"7,870,246",54,0,0,0,"10,833",0,0
45632,TEXAS,HEMPHILL,426,"116,244",23,"116,244",23,0,0,0,401,0,0
45640,TEXAS,HENDERSON,"8,528","4,544,298",44,"4,544,298",44,0,0,0,"8,042",0,0
45650,TEXAS,HIDALGO,"51,071","15,782,696",26,"15,782,696",26,0,0,0,"47,503",0,0
45651,TEXAS,HILL,"5,130","2,301,006",37,"2,301,007",37,0,0,0,"4,772",0,0
45652,TEXAS,HOCKLEY,"2,266","2,210,812",81,"2,210,812",81,0,0,0,"2,132",0,0
45653,TEXAS,HOOD,"9,399","3,546,912",31,"3,546,912",31,0,0,0,"8,852",0,0
45654,TEXAS,HOPKINS,"4,874","2,261,450",39,"2,261,449",39,0,0,0,"4,565",0,0
45660,TEXAS,HOUSTON,"3,418","915,470",22,"915,470",22,0,0,0,"3,267",0,0
45661,TEXAS,HOWARD,"3,703","2,395,221",54,"2,395,220",54,0,0,0,"3,444",0,0
45662,TEXAS,HUDSPETH,300,"68,362",19,"68,362",19,0,0,0,279,0,0
45670,TEXAS,HUNT,"10,282","6,231,564",51,"6,231,564",51,0,0,0,"9,570",0,0
45671,TEXAS,HUTCHINSON,"2,739","1,725,728",53,"1,725,728",53,0,0,0,"2,586",0,0
45672,TEXAS,IRION,230,"215,267",78,"215,267",78,0,0,0,211,0,0
45680,TEXAS,JACK,"1,071","886,808",69,"886,809",69,0,0,0,"1,011",0,0
45681,TEXAS,JACKSON,"1,699","526,823",26,"526,822",26,0,0,0,"1,605",0,0
45690,TEXAS,JASPER,"4,159","2,981,359",60,"2,981,358",60,0,0,0,"3,965",0,0
45691,TEXAS,JEFF DAVIS,435,"134,472",26,"134,472",26,0,0,0,397,0,0
45700,TEXAS,JEFFERSON,"21,916","22,088,226",84,"22,088,227",84,0,0,0,"20,299",0,0
45710,TEXAS,JIM HOGG,545,"327,760",50,"327,759",50,0,0,0,522,0,0
45711,TEXAS,JIM WELLS,"3,685","3,183,424",72,"3,183,424",72,0,0,0,"3,417",0,0
45720,TEXAS,JOHNSON,"13,215","9,349,575",59,"9,349,574",59,0,0,0,"11,833",0,0
45721,TEXAS,JONES,"1,878","801,806",36,"801,807",36,0,0,0,"1,789",0,0
45722,TEXAS,KARNES,"1,856","581,807",26,"581,807",26,0,0,0,"1,791",0,0
45730,TEXAS,KAUFMAN,"12,023","8,553,214",59,"8,553,214",59,0,0,0,"10,962",0,0
45731,TEXAS,KENDALL,"6,653","3,659,480",46,"3,659,480",46,0,0,0,"6,058",0,0
45732,TEXAS,KENEDY,35,"20,907",50,"20,907",50,0,0,0,33,0,0
45733,TEXAS,KENT,143,"24,507",14,"24,507",14,0,0,0,132,0,0
45734,TEXAS,KERR,"11,296","6,172,133",46,"6,172,133",46,0,0,0,"10,570",0,0
45740,TEXAS,KIMBLE,760,"335,081",37,"335,081",37,0,0,0,726,0,0
45741,TEXAS,KING,20,0,0,0,0,0,0,0,20,0,0
45742,TEXAS,KINNEY,577,"217,376",31,"217,376",31,0,0,0,551,0,0
45743,TEXAS,KLEBERG,"2,353","905,283",32,"905,283",32,0,0,0,"2,173",0,0
45744,TEXAS,KNOX,565,"228,431",34,"228,431",34,0,0,0,549,0,0
45750,TEXAS,LAMAR,"7,836","3,362,170",36,"3,362,170",36,0,0,0,"7,472",0,0
45751,TEXAS,LAMB,"1,688","1,123,119",55,"1,123,118",55,0,0,0,"1,612",0,0
45752,TEXAS,LAMPASAS,"2,747","1,086,822",33,"1,086,822",33,0,0,0,"2,587",0,0
45753,TEXAS,LA SALLE,549,"104,056",16,"104,056",16,0,0,0,521,0,0
45754,TEXAS,LAVACA,"4,079","1,598,286",33,"1,598,286",33,0,0,0,"3,942",0,0
45755,TEXAS,LEE,"1,920","715,281",31,"715,281",31,0,0,0,"1,782",0,0
45756,TEXAS,LEON,"3,371","1,196,127",30,"1,196,127",30,0,0,0,"3,174",0,0
45757,TEXAS,LIBERTY,"6,856","4,303,248",52,"4,303,247",52,0,0,0,"6,203",0,0
45758,TEXAS,LIMESTONE,"2,658","1,405,332",44,"1,405,332",44,0,0,0,"2,471",0,0
45759,TEXAS,LIPSCOMB,428,"62,035",12,"62,036",12,0,0,0,400,0,0
45760,TEXAS,LIVE OAK,"1,012","405,450",33,"405,449",33,0,0,0,943,0,0
45761,TEXAS,LLANO,"3,803","1,153,302",25,"1,153,302",25,0,0,0,"3,600",0,0
45762,TEXAS,LOVING,12,0,0,0,0,0,0,0,11,0,0
45770,TEXAS,LUBBOCK,"23,448","18,186,348",65,"18,186,348",65,0,0,0,"21,481",0,0
45771,TEXAS,LYNN,698,"334,287",40,"334,288",40,0,0,0,658,0,0
45772,TEXAS,MC CULLOCH,"1,452","627,575",36,"627,575",36,0,0,0,"1,396",0,0
45780,TEXAS,MC LENNAN,"22,490","16,270,477",60,"16,270,477",60,0,0,0,"19,928",0,0
45781,TEXAS,MC MULLEN,117,"19,077",14,"19,077",14,0,0,0,108,0,0
45782,TEXAS,MADISON,"1,440","491,743",28,"491,743",28,0,0,0,"1,352",0,0
45783,TEXAS,MARION,"1,356","855,609",53,"855,608",53,0,0,0,"1,264",0,0
45784,TEXAS,MARTIN,516,"325,557",53,"325,557",53,0,0,0,486,0,0
45785,TEXAS,MASON,842,"318,713",32,"318,712",32,0,0,0,804,0,0
45790,TEXAS,MATAGORDA,"4,140","1,133,541",23,"1,133,540",23,0,0,0,"3,874",0,0
45791,TEXAS,MAVERICK,"5,103","2,143,509",35,"2,143,509",35,0,0,0,"4,475",0,0
45792,TEXAS,MEDINA,"3,914","2,442,736",52,"2,442,737",52,0,0,0,"3,598",0,0
45793,TEXAS,MENARD,465,"202,912",36,"202,912",36,0,0,0,446,0,0
45794,TEXAS,MIDLAND,"11,879","7,441,716",52,"7,441,716",52,0,0,0,"10,842",0,0
45795,TEXAS,MILAM,"2,626","1,865,886",59,"1,865,886",59,0,0,0,"2,425",0,0
45796,TEXAS,MILLS,700,"395,680",47,"395,680",47,0,0,0,660,0,0
45797,TEXAS,MITCHELL,"1,032","456,429",37,"456,429",37,0,0,0,978,0,0
45800,TEXAS,MONTAGUE,"3,656","2,185,480",50,"2,185,480",50,0,0,0,"3,493",0,0
45801,TEXAS,MONTGOMERY,"36,729","22,689,605",51,"22,689,605",51,0,0,0,"32,130",0,0
45802,TEXAS,MOORE,"1,722","537,571",26,"537,571",26,0,0,0,"1,587",0,0
45803,TEXAS,MORRIS,"1,919","865,435",38,"865,434",38,0,0,0,"1,811",0,0
45804,TEXAS,MOTLEY,254,"101,328",33,"101,328",33,0,0,0,237,0,0
45810,TEXAS,NACOGDOCHES,"6,630","1,873,048",24,"1,873,048",24,0,0,0,"6,223",0,0
45820,TEXAS,NAVARRO,"6,003","2,746,507",38,"2,746,508",38,0,0,0,"5,600",0,0
45821,TEXAS,NEWTON,"1,416","1,106,414",65,"1,106,415",65,0,0,0,"1,342",0,0
45822,TEXAS,NOLAN,"2,091","826,981",33,"826,981",33,0,0,0,"1,995",0,0
45830,TEXAS,NUECES,"21,911","21,434,619",82,"21,434,619",82,0,0,0,"19,444",0,0
45831,TEXAS,OCHILTREE,959,"193,732",17,"193,732",17,0,0,0,883,0,0
45832,TEXAS,OLDHAM,311,"109,346",29,"109,346",29,0,0,0,279,0,0
45840,TEXAS,ORANGE,"8,458","10,371,582",102,"10,371,582",102,0,0,0,"7,961",0,0
45841,TEXAS,PALO PINTO,"3,881","2,264,951",49,"2,264,951",49,0,0,0,"3,631",0,0
45842,TEXAS,PANOLA,"2,905","1,953,415",56,"1,953,415",56,0,0,0,"2,717",0,0
45843,TEXAS,PARKER,"12,237","6,520,208",44,"6,520,208",44,0,0,0,"11,184",0,0
45844,TEXAS,PARMER,"1,079","188,384",15,"188,384",15,0,0,0,"1,016",0,0
45845,TEXAS,PECOS,"1,466","555,110",32,"555,110",32,0,0,0,"1,356",0,0
45850,TEXAS,POLK,"11,169","4,045,030",30,"4,045,030",30,0,0,0,"10,611",0,0
45860,TEXAS,POTTER,"21,019","12,650,319",50,"12,650,319",50,0,0,0,"18,869",0,0
45861,TEXAS,PRESIDIO,"1,275","56,144",4,"56,144",4,0,0,0,"1,159",0,0
45870,TEXAS,RAINS,"1,808","826,638",38,"826,639",38,0,0,0,"1,715",0,0
45871,TEXAS,RANDALL,"3,361","2,949,868",73,"2,949,868",73,0,0,0,"3,192",0,0
45872,TEXAS,REAGAN,305,"190,712",52,"190,712",52,0,0,0,284,0,0
45873,TEXAS,REAL,791,"465,118",49,"465,118",49,0,0,0,755,0,0
45874,TEXAS,RED RIVER,"2,252","781,138",29,"781,137",29,0,0,0,"2,161",0,0
45875,TEXAS,REEVES,"1,450","136,134",8,"136,134",8,0,0,0,"1,345",0,0
45876,TEXAS,REFUGIO,"1,185","537,791",38,"537,791",38,0,0,0,"1,122",0,0
45877,TEXAS,ROBERTS,106,"73,699",58,"73,698",58,0,0,0,100,0,0
45878,TEXAS,ROBERTSON,"2,046","940,066",38,"940,065",38,0,0,0,"1,889",0,0
45879,TEXAS,ROCKWALL,"7,175","3,145,094",37,"3,145,094",37,0,0,0,"6,472",0,0
45880,TEXAS,RUNNELS,"1,948","842,611",36,"842,611",36,0,0,0,"1,860",0,0
45881,TEXAS,RUSK,"4,918","2,446,136",41,"2,446,135",41,0,0,0,"4,631",0,0
45882,TEXAS,SABINE,"2,587","1,081,380",35,"1,081,380",35,0,0,0,"2,467",0,0
45883,TEXAS,SAN AUGUSTINE,"1,310","365,371",23,"365,372",23,0,0,0,"1,245",0,0
45884,TEXAS,SAN JACINTO,"2,142","1,522,608",59,"1,522,607",59,0,0,0,"1,963",0,0
45885,TEXAS,SAN PATRICIO,"5,412","3,815,935",59,"3,815,934",59,0,0,0,"4,923",0,0
45886,TEXAS,SAN SABA,900,"402,835",37,"402,836",37,0,0,0,838,0,0
45887,TEXAS,SCHLEICHER,362,"65,108",15,"65,108",15,0,0,0,331,0,0
45888,TEXAS,SCURRY,"1,944","1,200,019",51,"1,200,020",51,0,0,0,"1,835",0,0
45889,TEXAS,SHACKELFORD,472,"269,368",48,"269,368",48,0,0,0,450,0,0
45890,TEXAS,SHELBY,"3,141","1,156,624",31,"1,156,624",31,0,0,0,"2,969",0,0
45891,TEXAS,SHERMAN,394,"204,058",43,"204,058",43,0,0,0,358,0,0
45892,TEXAS,SMITH,"26,694","16,705,466",52,"16,705,466",52,0,0,0,"25,075",0,0
45893,TEXAS,SOMERVELL,907,"674,490",62,"674,490",62,0,0,0,847,0,0
45900,TEXAS,STARR,"5,792","911,909",13,"911,909",13,0,0,0,"5,576",0,0
45901,TEXAS,STEPHENS,"1,240","985,555",66,"985,555",66,0,0,0,"1,185",0,0
45902,TEXAS,STERLING,156,"174,550",93,"174,550",93,0,0,0,148,0,0
45903,TEXAS,STONEWALL,301,"189,723",53,"189,723",53,0,0,0,297,0,0
45904,TEXAS,SUTTON,556,"79,986",12,"79,986",12,0,0,0,526,0,0
45905,TEXAS,SWISHER,"1,233","664,773",45,"664,774",45,0,0,0,"1,155",0,0
45910,TEXAS,TARRANT,"110,898","88,845,653",67,"88,845,653",67,0,0,0,"95,573",0,0
45911,TEXAS,TAYLOR,"15,163","7,775,343",43,"7,775,343",43,0,0,0,"14,297",0,0
45912,TEXAS,TERRELL,167,"21,235",11,"21,236",11,0,0,0,153,0,0
