"AGED - HOSPICE - 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
45913,TEXAS,TERRY,"1,238","1,599,606",108,"1,599,607",108,0,0,0,"1,184",0,0
45920,TEXAS,THROCKMORTON,303,"84,251",23,"84,252",23,0,0,0,294,0,0
45921,TEXAS,TITUS,"3,144","1,283,374",34,"1,283,374",34,0,0,0,"2,910",0,0
45930,TEXAS,TOM GREEN,"13,346","7,644,526",48,"7,644,526",48,0,0,0,"12,672",0,0
45940,TEXAS,TRAVIS,"66,051","36,091,469",46,"36,091,469",46,0,0,0,"57,980",0,0
45941,TEXAS,TRINITY,"2,477","1,024,312",34,"1,024,312",34,0,0,0,"2,329",0,0
45942,TEXAS,TYLER,"2,900","1,390,250",40,"1,390,251",40,0,0,0,"2,731",0,0
45943,TEXAS,UPSHUR,"4,547","1,906,669",35,"1,906,669",35,0,0,0,"4,289",0,0
45944,TEXAS,UPTON,355,"63,048",15,"63,048",15,0,0,0,329,0,0
45945,TEXAS,UVALDE,"2,968","1,738,586",49,"1,738,586",49,0,0,0,"2,776",0,0
45946,TEXAS,VAL VERDE,"5,032","335,724",6,"335,724",6,0,0,0,"4,648",0,0
45947,TEXAS,VAN ZANDT,"7,251","2,821,805",32,"2,821,805",32,0,0,0,"6,824",0,0
45948,TEXAS,VICTORIA,"10,558","3,482,401",27,"3,482,401",27,0,0,0,"9,976",0,0
45949,TEXAS,WALKER,"5,051","3,398,657",56,"3,398,657",56,0,0,0,"4,694",0,0
45950,TEXAS,WALLER,"2,769","1,009,584",30,"1,009,583",30,0,0,0,"2,465",0,0
45951,TEXAS,WARD,"1,208","606,955",42,"606,955",42,0,0,0,"1,136",0,0
45952,TEXAS,WASHINGTON,"5,341","1,644,753",26,"1,644,753",26,0,0,0,"5,037",0,0
45953,TEXAS,WEBB,"19,440","2,549,843",11,"2,549,843",11,0,0,0,"17,231",0,0
45954,TEXAS,WHARTON,"5,050","1,326,568",22,"1,326,567",22,0,0,0,"4,754",0,0
45955,TEXAS,WHEELER,855,"290,927",28,"290,927",28,0,0,0,814,0,0
45960,TEXAS,WICHITA,"16,211","11,699,796",60,"11,699,797",60,0,0,0,"15,382",0,0
45961,TEXAS,WILBARGER,"1,640","517,365",26,"517,365",26,0,0,0,"1,534",0,0
45962,TEXAS,WILLACY,"1,714","1,124,573",55,"1,124,573",55,0,0,0,"1,649",0,0
45970,TEXAS,WILLIAMSON,"35,055","16,416,950",39,"16,416,949",39,0,0,0,"31,617",0,0
45971,TEXAS,WILSON,"3,479","2,389,733",57,"2,389,733",57,0,0,0,"3,182",0,0
45972,TEXAS,WINKLER,709,"323,577",38,"323,577",38,0,0,0,662,0,0
45973,TEXAS,WISE,"5,904","3,303,616",47,"3,303,617",47,0,0,0,"5,500",0,0
45974,TEXAS,WOOD,"8,572","5,107,613",50,"5,107,613",50,0,0,0,"8,149",0,0
45980,TEXAS,YOAKUM,841,"248,768",25,"248,768",25,0,0,0,789,0,0
45981,TEXAS,YOUNG,"3,198","3,708,792",97,"3,708,793",97,0,0,0,"3,066",0,0
45982,TEXAS,ZAPATA,"1,252","46,803",3,"46,803",3,0,0,0,"1,193",0,0
45983,TEXAS,ZAVALA,918,"308,993",28,"308,992",28,0,0,0,860,0,0
46000,UTAH,BEAVER,697,"169,473",20,"169,472",20,0,0,0,649,0,0
46010,UTAH,BOX ELDER,"3,790","3,238,047",71,"3,238,047",71,0,0,0,"3,419",0,0
46020,UTAH,CACHE,"5,153","4,432,396",72,"4,432,396",72,0,0,0,"4,470",0,0
46030,UTAH,CARBON,"2,656","1,740,156",55,"1,740,155",55,0,0,0,"2,501",0,0
46040,UTAH,DAGGETT,135,"160,073",99,"160,073",99,0,0,0,123,0,0
46050,UTAH,DAVIS,"18,323","15,043,306",68,"15,043,306",68,0,0,0,"15,776",0,0
46060,UTAH,DUCHESNE,"1,740","395,222",19,"395,222",19,0,0,0,"1,538",0,0
46070,UTAH,EMERY,"1,157","578,491",42,"578,492",42,0,0,0,"1,095",0,0
46080,UTAH,GARFIELD,864,"115,404",11,"115,404",11,0,0,0,814,0,0
46090,UTAH,GRAND,"1,219","389,353",27,"389,354",27,0,0,0,"1,109",0,0
46100,UTAH,IRON,"4,045","1,251,445",26,"1,251,445",26,0,0,0,"3,712",0,0
46110,UTAH,JUAB,"1,065","333,114",26,"333,114",26,0,0,0,985,0,0
46120,UTAH,KANE,"1,398","414,568",25,"414,568",25,0,0,0,"1,301",0,0
46130,UTAH,MILLARD,"1,416","800,329",47,"800,329",47,0,0,0,"1,316",0,0
46140,UTAH,MORGAN,790,"750,467",79,"750,468",79,0,0,0,691,0,0
46150,UTAH,PIUTE,288,"119,687",35,"119,687",35,0,0,0,273,0,0
46160,UTAH,RICH,239,"62,531",22,"62,531",22,0,0,0,217,0,0
46170,UTAH,SALT LAKE,"57,994","48,110,939",69,"48,110,938",69,0,0,0,"49,490",0,0
46180,UTAH,SAN JUAN,"1,390","184,680",11,"184,681",11,0,0,0,"1,353",0,0
46190,UTAH,SANPETE,"3,184","992,339",26,"992,339",26,0,0,0,"2,950",0,0
46200,UTAH,SEVIER,"2,519","752,894",25,"752,894",25,0,0,0,"2,386",0,0
46210,UTAH,SUMMIT,"2,506","1,213,023",40,"1,213,023",40,0,0,0,"2,147",0,0
46220,UTAH,TOOELE,"3,712","1,120,559",25,"1,120,559",25,0,0,0,"3,174",0,0
46230,UTAH,UINTAH,"2,171","879,833",34,"879,833",34,0,0,0,"1,915",0,0
46240,UTAH,UTAH,"22,447","20,041,404",74,"20,041,404",74,0,0,0,"19,573",0,0
46250,UTAH,WASATCH,"1,879","859,324",38,"859,324",38,0,0,0,"1,633",0,0
46260,UTAH,WASHINGTON,"17,443","7,538,215",36,"7,538,215",36,0,0,0,"16,240",0,0
46270,UTAH,WAYNE,436,"302,371",58,"302,371",58,0,0,0,410,0,0
46280,UTAH,WEBER,"17,732","16,766,394",79,"16,766,394",79,0,0,0,"15,523",0,0
47000,VERMONT,ADDISON,"4,970","1,586,530",27,"1,586,529",27,0,0,0,"4,514",0,0
47010,VERMONT,BENNINGTON,"6,480","1,158,252",15,"1,158,251",15,0,0,0,"6,049",0,0
47020,VERMONT,CALEDONIA,"4,681","791,105",14,"791,105",14,0,0,0,"4,282",0,0
47030,VERMONT,CHITTENDEN,"15,255","3,465,700",19,"3,465,700",19,0,0,0,"14,032",0,0
47040,VERMONT,ESSEX,"1,271","144,786",9,"144,786",9,0,0,0,"1,182",0,0
47050,VERMONT,FRANKLIN,"5,747","563,061",8,"563,062",8,0,0,0,"5,341",0,0
47060,VERMONT,GRAND ISLE,"1,174","182,259",13,"182,259",13,0,0,0,"1,071",0,0
47070,VERMONT,LAMOILLE,"6,762","1,151,675",14,"1,151,675",14,0,0,0,"6,013",0,0
47080,VERMONT,ORANGE,"4,396","1,112,745",21,"1,112,745",21,0,0,0,"3,933",0,0
47090,VERMONT,ORLEANS,"4,747","127,879",2,"127,879",2,0,0,0,"4,373",0,0
47100,VERMONT,RUTLAND,"11,047","2,824,007",21,"2,824,006",21,0,0,0,"10,233",0,0
47110,VERMONT,WASHINGTON,"9,222","1,884,270",17,"1,884,270",17,0,0,0,"8,435",0,0
47120,VERMONT,WINDHAM,"7,167","1,026,962",12,"1,026,962",12,0,0,0,"6,535",0,0
47130,VERMONT,WINDSOR,"10,181","2,217,606",18,"2,217,606",18,0,0,0,"9,209",0,0
48010,VIRGIN ISLANDS,ST  CROIX,"7,705","2,034,278",22,"2,034,278",22,0,0,0,"7,004",0,0
48020,VIRGIN ISLANDS,ST  JOHN,"8,166","2,362,207",24,"2,362,207",24,0,0,0,"7,413",0,0
49000,VIRGINIA,ACCOMACK,"5,965","2,212,769",31,"2,212,768",31,0,0,0,"5,556",0,0
49010,VIRGINIA,ALBEMARLE,"7,914","2,761,457",29,"2,761,457",29,0,0,0,"7,223",0,0
49011,VIRGINIA,ALEXANDRIA CITY,"14,984","5,506,073",31,"5,506,073",31,0,0,0,"12,587",0,0
49020,VIRGINIA,ALLEGHANY,323,"75,237",19,"75,237",19,0,0,0,306,0,0
49030,VIRGINIA,AMELIA,"1,634","417,317",21,"417,318",21,0,0,0,"1,490",0,0
49040,VIRGINIA,AMHERST,"4,659","1,843,558",33,"1,843,558",33,0,0,0,"4,364",0,0
49050,VIRGINIA,APPOMATTOX,"1,995","576,288",24,"576,288",24,0,0,0,"1,878",0,0
49060,VIRGINIA,ARLINGTON,"17,044","7,573,669",37,"7,573,669",37,0,0,0,"13,946",0,0
49070,VIRGINIA,AUGUSTA,"7,150","1,679,301",20,"1,679,301",20,0,0,0,"6,709",0,0
49080,VIRGINIA,BATH,"1,115","256,354",19,"256,355",19,0,0,0,"1,058",0,0
49088,VIRGINIA,BEDFORD CITY,"3,074","907,282",25,"907,283",25,0,0,0,"2,908",0,0
49090,VIRGINIA,BEDFORD,"10,387","3,058,411",25,"3,058,412",25,0,0,0,"9,591",0,0
49100,VIRGINIA,BLAND,996,"190,312",16,"190,313",16,0,0,0,963,0,0
49110,VIRGINIA,BOTETOURT,"4,554","1,457,556",27,"1,457,555",27,0,0,0,"4,193",0,0
49111,VIRGINIA,BRISTOL CITY,"3,345","1,541,733",38,"1,541,732",38,0,0,0,"3,077",0,0
49120,VIRGINIA,BRUNSWICK,"2,403","451,741",16,"451,741",16,0,0,0,"2,263",0,0
49130,VIRGINIA,BUCHANAN,"2,562","659,118",21,"659,118",21,0,0,0,"2,463",0,0
49140,VIRGINIA,BUCKINGHAM,"1,748","396,033",19,"396,032",19,0,0,0,"1,603",0,0
49141,VIRGINIA,BUENA VISTA CITY,"1,163","279,280",20,"279,281",20,0,0,0,"1,084",0,0
49150,VIRGINIA,CAMPBELL,"6,786","2,614,029",32,"2,614,030",32,0,0,0,"6,350",0,0
49160,VIRGINIA,CAROLINE,"3,278","973,229",25,"973,230",25,0,0,0,"2,966",0,0
49170,VIRGINIA,CARROLL,"3,999","879,920",18,"879,921",18,0,0,0,"3,822",0,0
49180,VIRGINIA,CHARLES CITY,"1,244","136,757",9,"136,757",9,0,0,0,"1,119",0,0
49190,VIRGINIA,CHARLOTTE,"2,680","1,031,599",32,"1,031,599",32,0,0,0,"2,519",0,0
49191,VIRGINIA,CHARLOTTESVILLE CITY,"10,260","3,554,708",29,"3,554,708",29,0,0,0,"9,061",0,0
49194,VIRGINIA,CHESAPEAKE CITY,"21,728","5,345,271",21,"5,345,270",21,0,0,0,"19,463",0,0
49200,VIRGINIA,CHESTERFIELD,"28,154","10,234,521",30,"10,234,521",30,0,0,0,"25,128",0,0
49210,VIRGINIA,CLARKE,"2,020","643,362",27,"643,363",27,0,0,0,"1,805",0,0
49212,VIRGINIA,COLONIAL HEIGHTS CITY,"3,655","1,088,805",25,"1,088,805",25,0,0,0,"3,335",0,0
49213,VIRGINIA,COVINGTON CITY,"2,942","750,091",21,"750,091",21,0,0,0,"2,779",0,0
49220,VIRGINIA,CRAIG,658,"61,055",8,"61,056",8,0,0,0,604,0,0
49230,VIRGINIA,CULPEPER,"5,713","1,140,001",17,"1,140,000",17,0,0,0,"5,228",0,0
49240,VIRGINIA,CUMBERLAND,896,"309,099",29,"309,099",29,0,0,0,834,0,0
49241,VIRGINIA,DANVILLE CITY,"9,491","1,064,089",9,"1,064,089",9,0,0,0,"9,025",0,0
49250,VIRGINIA,DICKENSON,"1,749","318,400",15,"318,400",15,0,0,0,"1,687",0,0
49260,VIRGINIA,DINWIDDIE,"2,518","506,117",17,"506,117",17,0,0,0,"2,332",0,0
49270,VIRGINIA,EMPORIA CITY,"1,487","252,895",14,"252,894",14,0,0,0,"1,368",0,0
49280,VIRGINIA,ESSEX,"1,811","887,025",41,"887,025",41,0,0,0,"1,669",0,0
49288,VIRGINIA,FAIRFAX CITY,"13,183","4,868,087",31,"4,868,086",31,0,0,0,"10,960",0,0
49290,VIRGINIA,FAIRFAX,"86,706","29,844,890",29,"29,844,891",29,0,0,0,"71,249",0,0
49291,VIRGINIA,FALLS CHURCH CITY,"1,901","969,994",43,"969,994",43,0,0,0,"1,559",0,0
49300,VIRGINIA,FAUQUIER,"8,065","2,552,767",26,"2,552,767",26,0,0,0,"7,073",0,0
49310,VIRGINIA,FLOYD,"2,245","422,381",16,"422,381",16,0,0,0,"2,075",0,0
49320,VIRGINIA,FLUVANNA,"3,846","1,159,677",25,"1,159,677",25,0,0,0,"3,559",0,0
49328,VIRGINIA,FRANKLIN CITY,"2,089","199,806",8,"199,806",8,0,0,0,"1,981",0,0
49330,VIRGINIA,FRANKLIN,"6,119","1,284,845",17,"1,284,845",17,0,0,0,"5,725",0,0
49340,VIRGINIA,FREDERICK,"6,502","1,731,989",22,"1,731,989",22,0,0,0,"5,957",0,0
49342,VIRGINIA,FREDERICKSBURG CITY,"5,969","2,900,500",40,"2,900,500",40,0,0,0,"5,591",0,0
49343,VIRGINIA,GALAX CITY,"2,848","373,213",11,"373,214",11,0,0,0,"2,745",0,0
49350,VIRGINIA,GILES,"2,658","349,543",11,"349,543",11,0,0,0,"2,497",0,0
49360,VIRGINIA,GLOUCESTER,"5,104","1,231,656",20,"1,231,656",20,0,0,0,"4,668",0,0
49370,VIRGINIA,GOOCHLAND,"2,366","622,928",22,"622,929",22,0,0,0,"2,089",0,0
49380,VIRGINIA,GRAYSON,"2,433","502,587",17,"502,586",17,0,0,0,"2,368",0,0
49390,VIRGINIA,GREENE,"2,324","696,887",25,"696,887",25,0,0,0,"2,136",0,0
49400,VIRGINIA,GREENSVILLE,385,"91,016",20,"91,016",20,0,0,0,370,0,0
49410,VIRGINIA,HALIFAX,"4,867","1,381,794",24,"1,381,794",24,0,0,0,"4,606",0,0
49411,VIRGINIA,HAMPTON CITY,"15,432","4,494,178",24,"4,494,178",24,0,0,0,"14,040",0,0
49420,VIRGINIA,HANOVER,"14,632","5,356,374",31,"5,356,374",31,0,0,0,"13,236",0,0
49421,VIRGINIA,HARRISONBURG CITY,"4,054","1,039,028",21,"1,039,028",21,0,0,0,"3,788",0,0
49430,VIRGINIA,HENRICO,"22,914","8,565,272",31,"8,565,272",31,0,0,0,"20,936",0,0
49440,VIRGINIA,HENRY,"6,018","1,184,841",16,"1,184,841",16,0,0,0,"5,734",0,0
49450,VIRGINIA,HIGHLAND,528,"128,559",20,"128,559",20,0,0,0,498,0,0
49451,VIRGINIA,HOPEWELL CITY,"3,366","1,061,962",26,"1,061,962",26,0,0,0,"3,177",0,0
49460,VIRGINIA,ISLE OF WIGHT,"4,552","1,302,349",24,"1,302,349",24,0,0,0,"4,175",0,0
49470,VIRGINIA,JAMES CITY,"3,854","1,102,547",24,"1,102,547",24,0,0,0,"3,529",0,0
49480,VIRGINIA,KING AND QUEEN,"1,039","439,482",35,"439,482",35,0,0,0,969,0,0
49490,VIRGINIA,KING GEORGE,"2,422","802,885",28,"802,885",28,0,0,0,"2,115",0,0
49500,VIRGINIA,KING WILLIAM,"1,998","518,036",22,"518,036",22,0,0,0,"1,838",0,0
49510,VIRGINIA,LANCASTER,"3,581","1,143,079",27,"1,143,079",27,0,0,0,"3,415",0,0
49520,VIRGINIA,LEE,"2,510","201,375",7,"201,374",7,0,0,0,"2,384",0,0
49522,VIRGINIA,LEXINGTON CITY,"2,835","441,648",13,"441,648",13,0,0,0,"2,629",0,0
49530,VIRGINIA,LOUDOUN,"20,588","10,282,712",42,"10,282,712",42,0,0,0,"17,194",0,0
49540,VIRGINIA,LOUISA,"4,846","1,614,561",28,"1,614,561",28,0,0,0,"4,414",0,0
49550,VIRGINIA,LUNENBURG,"1,554","294,695",16,"294,696",16,0,0,0,"1,451",0,0
49551,VIRGINIA,LYNCHBURG CITY,"11,971","6,340,994",44,"6,340,993",44,0,0,0,"11,155",0,0
49560,VIRGINIA,MADISON,"1,829","372,835",17,"372,835",17,0,0,0,"1,729",0,0
49561,VIRGINIA,MARTINSVILLE CITY,"4,638","1,149,265",21,"1,149,264",21,0,0,0,"4,390",0,0
49563,VIRGINIA,MANASSAS CITY,"10,332","4,888,870",39,"4,888,870",39,0,0,0,"8,735",0,0
49565,VIRGINIA,MANASSAS PARK CITY,1,0,0,0,0,0,0,0,1,0,0
49570,VIRGINIA,MATHEWS,"2,023","367,703",15,"367,703",15,0,0,0,"1,908",0,0
49580,VIRGINIA,MECKLENBURG,"5,780","1,238,956",18,"1,238,956",18,0,0,0,"5,455",0,0
49590,VIRGINIA,MIDDLESEX,"2,634","589,228",19,"589,227",19,0,0,0,"2,459",0,0
49600,VIRGINIA,MONTGOMERY,"8,493","1,989,224",20,"1,989,225",20,0,0,0,"7,679",0,0
49620,VIRGINIA,NELSON,"3,506","896,988",21,"896,988",21,0,0,0,"3,226",0,0
49621,VIRGINIA,NEW KENT,"2,229","693,389",26,"693,389",26,0,0,0,"2,015",0,0
49622,VIRGINIA,NEWPORT NEWS CITY,"16,820","4,417,973",22,"4,417,973",22,0,0,0,"15,316",0,0
49641,VIRGINIA,NORFOLK CITY,"19,073","5,914,690",26,"5,914,691",26,0,0,0,"17,047",0,0
49650,VIRGINIA,NORTHAMPTON,"2,365","892,017",31,"892,017",31,0,0,0,"2,240",0,0
49660,VIRGINIA,NORTHUMBERLND,"3,298","877,759",22,"877,759",22,0,0,0,"3,096",0,0
49661,VIRGINIA,NORTON CITY,697,"92,981",11,"92,981",11,0,0,0,632,0,0
49670,VIRGINIA,NOTTOWAY,"2,469","727,052",25,"727,053",25,0,0,0,"2,293",0,0
49680,VIRGINIA,ORANGE,"6,731","1,677,373",21,"1,677,373",21,0,0,0,"6,211",0,0
49690,VIRGINIA,PAGE,"3,878","874,307",19,"874,308",19,0,0,0,"3,632",0,0
49700,VIRGINIA,PATRICK,"3,183","768,479",20,"768,479",20,0,0,0,"3,041",0,0
49701,VIRGINIA,PETERSBURG CITY,"5,311","1,420,679",22,"1,420,679",22,0,0,0,"4,862",0,0
49710,VIRGINIA,PITTSYLVANIA,"6,493","1,096,695",14,"1,096,694",14,0,0,0,"6,188",0,0
49711,VIRGINIA,PORTSMOUTH CITY,"10,380","3,004,442",24,"3,004,441",24,0,0,0,"9,192",0,0
49712,VIRGINIA,POQUOSON,"1,198","194,404",14,"194,404",14,0,0,0,"1,092",0,0
49720,VIRGINIA,POWHATAN,"3,429","845,360",21,"845,360",21,0,0,0,"3,097",0,0
49730,VIRGINIA,PRINCE EDWARD,"3,269","1,347,941",34,"1,347,940",34,0,0,0,"3,044",0,0
49740,VIRGINIA,PRINCE GEORGE,"2,636","780,329",25,"780,328",25,0,0,0,"2,464",0,0
49750,VIRGINIA,PRINCE WILLIAM,"20,984","5,819,447",23,"5,819,447",23,0,0,0,"18,011",0,0
49770,VIRGINIA,PULASKI,"4,945","828,942",14,"828,943",14,0,0,0,"4,653",0,0
49771,VIRGINIA,RADFORD CITY,"2,083","621,589",25,"621,590",25,0,0,0,"1,926",0,0
49780,VIRGINIA,RAPPAHANNOCK,"1,873","489,736",22,"489,737",22,0,0,0,"1,678",0,0
49790,VIRGINIA,RICHMOND,"1,311","624,361",40,"624,361",40,0,0,0,"1,237",0,0
49791,VIRGINIA,RICHMOND CITY,"31,766","12,850,573",34,"12,850,573",34,0,0,0,"27,478",0,0
49800,VIRGINIA,ROANOKE,"6,395","1,110,546",14,"1,110,547",14,0,0,0,"5,970",0,0
49801,VIRGINIA,ROANOKE CITY,"18,558","5,597,783",25,"5,597,783",25,0,0,0,"16,880",0,0
49810,VIRGINIA,ROCKBRIDGE,"2,009","521,727",22,"521,727",22,0,0,0,"1,879",0,0
49820,VIRGINIA,ROCKINGHAM,"8,541","1,681,963",16,"1,681,963",16,0,0,0,"7,907",0,0
49830,VIRGINIA,RUSSELL,"3,419","854,295",21,"854,294",21,0,0,0,"3,318",0,0
49838,VIRGINIA,SALEM CITY,"5,687","1,547,206",23,"1,547,205",23,0,0,0,"5,199",0,0
49840,VIRGINIA,SCOTT,"2,260","609,647",22,"609,647",22,0,0,0,"2,141",0,0
49850,VIRGINIA,SHENANDOAH,"7,265","2,056,847",24,"2,056,847",24,0,0,0,"6,806",0,0
49860,VIRGINIA,SMYTH,"4,835","1,314,157",23,"1,314,157",23,0,0,0,"4,584",0,0
49870,VIRGINIA,SOUTHAMPTON,"1,863","314,635",14,"314,635",14,0,0,0,"1,717",0,0
49880,VIRGINIA,SPOTSYLVANIA,"7,595","2,024,223",22,"2,024,224",22,0,0,0,"6,698",0,0
49890,VIRGINIA,STAFFORD,"11,511","3,042,902",22,"3,042,902",22,0,0,0,"9,942",0,0
49891,VIRGINIA,STAUNTON CITY,"6,435","2,289,349",30,"2,289,349",30,0,0,0,"6,073",0,0
49892,VIRGINIA,SUFFOLK CITY,"5,514","1,415,494",21,"1,415,493",21,0,0,0,"5,096",0,0
49900,VIRGINIA,SURRY,832,"121,103",12,"121,103",12,0,0,0,754,0,0
49910,VIRGINIA,SUSSEX,"1,719","507,732",25,"507,732",25,0,0,0,"1,586",0,0
49920,VIRGINIA,TAZEWELL,"6,605","1,672,010",21,"1,672,010",21,0,0,0,"6,290",0,0
49921,VIRGINIA,VIRGINIA BEACH CITY,"44,997","13,458,520",25,"13,458,520",25,0,0,0,"41,189",0,0
49930,VIRGINIA,WARREN,"4,588","1,485,773",27,"1,485,773",27,0,0,0,"4,200",0,0
49950,VIRGINIA,WASHINGTON,"6,270","1,402,180",19,"1,402,180",19,0,0,0,"5,857",0,0
49951,VIRGINIA,WAYNESBORO CITY,"5,065","1,460,282",24,"1,460,281",24,0,0,0,"4,762",0,0
49960,VIRGINIA,WESTMORELAND,"3,391","846,633",21,"846,633",21,0,0,0,"3,112",0,0
49961,VIRGINIA,WILLIAMSBURG CITY,"5,532","817,756",12,"817,757",12,0,0,0,"4,984",0,0
49962,VIRGINIA,WINCHESTER CITY,"7,809","2,216,022",24,"2,216,022",24,0,0,0,"7,111",0,0
49970,VIRGINIA,WISE,"4,373","851,985",16,"851,985",16,0,0,0,"4,116",0,0
49980,VIRGINIA,WYTHE,"5,124","1,052,552",17,"1,052,552",17,0,0,0,"4,908",0,0
49981,VIRGINIA,YORK,"13,886","2,802,945",17,"2,802,945",17,0,0,0,"12,807",0,0
50000,WASHINGTON,ADAMS,"1,196","229,220",16,"229,220",16,0,0,0,"1,124",0,0
50010,WASHINGTON,ASOTIN,"3,695","537,898",12,"537,899",12,0,0,0,"3,493",0,0
50020,WASHINGTON,BENTON,"19,916","4,859,146",20,"4,859,147",20,0,0,0,"18,200",0,0
50030,WASHINGTON,CHELAN,"7,608","1,397,545",15,"1,397,545",15,0,0,0,"7,131",0,0
50040,WASHINGTON,CLALLAM,"17,491","1,743,660",8,"1,743,660",8,0,0,0,"16,554",0,0
50050,WASHINGTON,CLARK,"27,379","15,463,905",47,"15,463,906",47,0,0,0,"21,878",0,0
50060,WASHINGTON,COLUMBIA,880,"43,255",4,"43,255",4,0,0,0,822,0,0
50070,WASHINGTON,COWLITZ,"8,826","4,640,809",44,"4,640,809",44,0,0,0,"7,972",0,0
50080,WASHINGTON,DOUGLAS,"7,435","1,513,858",17,"1,513,859",17,0,0,0,"6,903",0,0
50090,WASHINGTON,FERRY,"1,196","402,642",28,"402,642",28,0,0,0,"1,084",0,0
50100,WASHINGTON,FRANKLIN,"5,631","991,569",15,"991,569",15,0,0,0,"5,054",0,0
50110,WASHINGTON,GARFIELD,495,"12,580",2,"12,580",2,0,0,0,476,0,0
50120,WASHINGTON,GRANT,"9,983","2,317,225",19,"2,317,225",19,0,0,0,"9,224",0,0
50130,WASHINGTON,GRAYS HARBOR,"12,278","1,271,186",9,"1,271,186",9,0,0,0,"11,513",0,0
50140,WASHINGTON,ISLAND,"11,480","2,025,032",15,"2,025,033",15,0,0,0,"10,507",0,0
50150,WASHINGTON,JEFFERSON,"8,305","1,527,292",15,"1,527,292",15,0,0,0,"7,782",0,0
50160,WASHINGTON,KING,"159,099","69,072,017",36,"69,072,017",36,0,0,0,"133,460",0,0
50170,WASHINGTON,KITSAP,"30,023","8,681,152",24,"8,681,153",24,0,0,0,"26,366",0,0
50180,WASHINGTON,KITTITAS,"5,415","867,527",13,"867,527",13,0,0,0,"4,990",0,0
50190,WASHINGTON,KLICKITAT,"3,915","708,459",15,"708,458",15,0,0,0,"3,653",0,0
50200,WASHINGTON,LEWIS,"10,042","3,317,700",28,"3,317,700",28,0,0,0,"9,207",0,0
50210,WASHINGTON,LINCOLN,"2,128","347,218",14,"347,218",14,0,0,0,"2,030",0,0
50220,WASHINGTON,MASON,"9,270","1,894,539",17,"1,894,539",17,0,0,0,"8,469",0,0
50230,WASHINGTON,OKANOGAN,"7,536","1,090,455",12,"1,090,455",12,0,0,0,"6,945",0,0
50240,WASHINGTON,PACIFIC,"5,300","644,481",10,"644,481",10,0,0,0,"5,034",0,0
50250,WASHINGTON,PEND OREILLE,"2,352","264,089",9,"264,089",9,0,0,0,"2,170",0,0
50260,WASHINGTON,PIERCE,"70,581","25,629,470",30,"25,629,471",30,0,0,0,"62,872",0,0
50270,WASHINGTON,SAN JUAN,"3,247","538,919",14,"538,919",14,0,0,0,"2,976",0,0
50280,WASHINGTON,SKAGIT,"14,700","4,425,220",25,"4,425,220",25,0,0,0,"13,375",0,0
50290,WASHINGTON,SKAMANIA,"1,210","459,184",32,"459,184",32,0,0,0,"1,068",0,0
50300,WASHINGTON,SNOHOMISH,"44,870","23,007,061",43,"23,007,061",43,0,0,0,"37,231",0,0
50310,WASHINGTON,SPOKANE,"46,935","20,090,425",36,"20,090,424",36,0,0,0,"41,797",0,0
50320,WASHINGTON,STEVENS,"6,574","1,268,566",16,"1,268,567",16,0,0,0,"6,069",0,0
50330,WASHINGTON,THURSTON,"25,035","9,793,870",33,"9,793,869",33,0,0,0,"21,924",0,0
50340,WASHINGTON,WAHKIAKUM,818,"199,193",20,"199,194",20,0,0,0,755,0,0
50350,WASHINGTON,WALLA WALLA,"8,542","1,662,264",16,"1,662,263",16,0,0,0,"7,839",0,0
50360,WASHINGTON,WHATCOM,"19,531","7,715,662",33,"7,715,662",33,0,0,0,"17,218",0,0
50370,WASHINGTON,WHITMAN,"4,136","780,016",16,"780,016",16,0,0,0,"3,726",0,0
50380,WASHINGTON,YAKIMA,"24,406","6,507,048",22,"6,507,049",22,0,0,0,"22,230",0,0
51000,WEST VIRGINIA,BARBOUR,"2,073","894,097",36,"894,097",36,0,0,0,"1,935",0,0
51010,WEST VIRGINIA,BERKELEY,"11,379","4,926,285",36,"4,926,285",36,0,0,0,"10,063",0,0
51020,WEST VIRGINIA,BOONE,"2,232","841,137",31,"841,136",31,0,0,0,"2,124",0,0
51030,WEST VIRGINIA,BRAXTON,"1,556","599,293",32,"599,293",32,0,0,0,"1,432",0,0
51040,WEST VIRGINIA,BROOKE,"2,375","947,965",33,"947,964",33,0,0,0,"2,216",0,0
51050,WEST VIRGINIA,CABELL,"12,093","4,909,579",34,"4,909,579",34,0,0,0,"11,011",0,0
51060,WEST VIRGINIA,CALHOUN,"1,016","268,137",22,"268,137",22,0,0,0,953,0,0
51070,WEST VIRGINIA,CLAY,"1,161","246,300",18,"246,299",18,0,0,0,"1,093",0,0
51080,WEST VIRGINIA,DODDRIDGE,636,"157,924",21,"157,923",21,0,0,0,574,0,0
