"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
5000,CALIFORNIA,ALAMEDA,1523,"49,075,724",2685.26,"42,242,899","2,311.39","1,219,947","5,143,905","468,973",1363,"76,529,391",4678.98
5010,CALIFORNIA,ALPINE,4,"110,440",2300.83,"104,777","2,182.85","2,271","2,821",571,3,"130,169",3615.81
5020,CALIFORNIA,AMADOR,19,"746,548",3274.33,"648,851","2,845.84","29,034","61,558","7,105",19,"656,121",2877.72
5030,CALIFORNIA,BUTTE,277,"7,674,227",2308.73,"6,931,631","2,085.33","76,373","642,216","24,007",265,"10,127,050",3184.61
5040,CALIFORNIA,CALAVERAS,45,"933,685",1729.05,"854,140","1,581.74","2,042","76,822",681,43,"1,615,375",3130.57
5050,CALIFORNIA,COLUSA,33,"740,253",1869.33,"669,011","1,689.42","12,073","56,290","2,879",33,"1,280,993",3234.83
5060,CALIFORNIA,CONTRA COSTA,987,"29,006,047",2449.01,"26,184,101","2,210.75","712,383","1,876,928","232,634",902,"46,788,889",4322.7
5070,CALIFORNIA,DEL NORTE,20,"291,354",1213.98,"271,725","1,132.19",0,"19,629",0,20,"725,530",3023.04
5080,CALIFORNIA,EL DORADO,107,"3,415,676",2660.18,"3,013,297","2,346.80","101,029","284,353","16,997",98,"4,030,351",3427.17
5090,CALIFORNIA,FRESNO,1147,"31,526,682",2290.52,"25,978,617","1,887.43","1,135,056","4,176,847","236,163",1098,"51,123,920",3880.08
5100,CALIFORNIA,GLENN,42,"1,033,306",2050.21,"980,599","1,945.63","1,164","50,972",571,40,"1,486,684",3097.26
5110,CALIFORNIA,HUMBOLDT,109,"2,055,401",1571.41,"1,740,995","1,331.04","118,168","173,039","23,199",106,"3,878,633",3049.24
5120,CALIFORNIA,IMPERIAL,447,"10,976,764",2046.38,"9,121,967","1,700.59","339,806","1,452,967","62,024",435,"18,524,649",3548.78
5130,CALIFORNIA,INYO,11,"288,681",2186.98,"242,786","1,839.29","8,813","35,644","1,438",11,"491,023",3719.87
5140,CALIFORNIA,KERN,1043,"25,606,101",2045.87,"21,947,162","1,753.53","334,062","3,236,147","88,730",1001,"44,552,005",3708.96
5150,CALIFORNIA,KINGS,186,"4,785,546",2144.06,"3,988,966","1,787.17","120,476","650,354","25,750",182,"7,970,753",3649.61
5160,CALIFORNIA,LAKE,98,"3,581,332",3045.35,"3,107,055","2,642.05","101,285","346,727","26,265",97,"4,718,880",4054.02
5170,CALIFORNIA,LASSEN,16,"549,268",2860.77,"501,477","2,611.86","9,986","35,853","1,952",16,"605,838",3155.41
5200,CALIFORNIA,LOS ANGELES,11484,"394,548,313",2863.03,"325,618,534","2,362.84","11,359,283","53,439,426","4,131,070",10627,"584,961,468",4587.07
5300,CALIFORNIA,MADERA,153,"3,304,654",1799.92,"2,852,560","1,553.68","80,645","348,072","23,377",143,"5,860,025",3414.93
5310,CALIFORNIA,MARIN,122,"5,457,321",3727.68,"4,916,614","3,358.34","192,858","302,946","44,903",109,"6,444,639",4927.09
5320,CALIFORNIA,MARIPOSA,18,"146,074",676.27,"117,202",542.6,"6,374","20,229","2,269",17,"668,689",3277.89
5330,CALIFORNIA,MENDOCINO,120,"3,171,925",2202.73,"2,822,328","1,959.95","40,319","296,609","12,669",119,"5,357,149",3751.5
5340,CALIFORNIA,MERCED,413,"11,988,056",2418.9,"9,938,631","2,005.37","414,145","1,499,879","135,401",395,"17,395,771",3669.99
5350,CALIFORNIA,MODOC,7,"49,376",587.81,"41,032",488.48,232,"8,001",111,5,"272,357",4539.28
5360,CALIFORNIA,MONO,14,"306,956",1827.12,"273,549","1,628.27","7,755","23,038","2,614",13,"397,396",2547.41
5370,CALIFORNIA,MONTEREY,533,"15,232,063",2381.5,"13,740,865","2,148.35","296,235","1,133,422","61,541",514,"22,452,740",3640.2
5380,CALIFORNIA,NAPA,100,"2,489,737",2074.78,"2,329,194","1,941.00","18,919","135,487","6,137",89,"4,129,651",3866.71
5390,CALIFORNIA,NEVADA,71,"2,287,526",2684.89,"2,047,937","2,403.68","79,555","149,837","10,197",69,"3,015,783",3642.25
5400,CALIFORNIA,ORANGE,2285,"67,332,807",2455.61,"58,063,689","2,117.57","1,690,429","7,093,978","484,711",2138,"103,232,895",4023.73
5410,CALIFORNIA,PLACER,238,"5,183,879",1815.08,"4,565,600","1,598.60","199,737","387,704","30,839",220,"9,270,022",3511.37
5420,CALIFORNIA,PLUMAS,21,"658,280",2612.22,"563,957","2,237.92","36,150","50,800","7,373",20,"759,424",3164.27
5430,CALIFORNIA,RIVERSIDE,1775,"40,868,352",1918.7,"35,547,451","1,668.89","770,550","4,309,509","240,842",1605,"65,722,590",3412.39
5440,CALIFORNIA,SACRAMENTO,1541,"45,637,787",2467.97,"36,736,080","1,986.59","3,274,340","4,914,544","712,822",1406,"66,952,168",3968.24
5450,CALIFORNIA,SAN BENITO,51,"648,787",1060.11,"567,540",927.35,"15,590","63,245","2,412",48,"2,434,369",4226.34
5460,CALIFORNIA,SAN BERNARDINO,2099,"59,643,469",2367.93,"49,640,754","1,970.81","1,845,907","7,469,359","687,449",1912,"84,141,645",3667.26
5470,CALIFORNIA,SAN DIEGO,2788,"81,685,336",2441.58,"70,669,865","2,112.32","2,208,084","8,167,065","640,322",2566,"123,506,616",4011
5480,CALIFORNIA,SAN FRANCISCO,759,"26,687,152",2930.08,"21,221,506","2,329.99","2,215,418","2,602,594","647,635",688,"36,156,192",4379.38
5490,CALIFORNIA,SAN JOAQUIN,894,"20,513,621",1912.16,"17,547,996","1,635.72","619,922","2,214,145","131,557",836,"36,398,819",3628.27
5500,CALIFORNIA,SAN LUIS OBISPO,217,"3,865,554",1484.47,"3,495,779","1,342.47","84,170","268,561","17,044",207,"8,111,173",3265.37
5510,CALIFORNIA,SAN MATEO,686,"17,530,903",2129.6,"15,984,402","1,941.74","611,136","785,663","149,704",627,"32,362,377",4301.22
5520,CALIFORNIA,SANTA BARBARA,442,"9,800,289",1847.72,"8,561,540","1,614.17","390,289","756,687","91,773",412,"16,844,483",3407.06
5530,CALIFORNIA,SANTA CLARA,1568,"53,158,249",2825.16,"44,303,091","2,354.54","2,298,014","5,813,777","743,367",1438,"77,010,160",4462.8
5540,CALIFORNIA,SANTA CRUZ,242,"7,062,183",2431.88,"6,147,641","2,116.96","114,369","780,628","19,545",225,"10,318,270",3821.58
5550,CALIFORNIA,SHASTA,198,"4,989,767",2100.07,"4,492,307","1,890.70","116,103","355,721","25,636",189,"7,957,553",3508.62
5560,CALIFORNIA,SIERRA,2,"104,427",4351.13,"94,026","3,917.75","1,943","7,455","1,003",2,"157,783",6574.29
5570,CALIFORNIA,SISKIYOU,44,"445,702",844.13,"403,105",763.46,"3,848","37,648","1,101",44,"1,790,474",3391.05
5580,CALIFORNIA,SOLANO,533,"14,393,565",2250.4,"12,548,417","1,961.92","380,676","1,372,074","92,398",484,"21,779,342",3749.89
5590,CALIFORNIA,SONOMA,373,"9,808,743",2191.41,"8,579,866","1,916.86","411,642","700,591","116,644",337,"15,970,374",3949.15
5600,CALIFORNIA,STANISLAUS,677,"14,331,707",1764.12,"12,229,769","1,505.39","360,051","1,649,238","92,649",648,"26,932,355",3463.52
5610,CALIFORNIA,SUTTER,142,"5,275,562",3095.99,"4,875,021","2,860.93","50,234","341,007","9,300",139,"5,374,516",3222.13
5620,CALIFORNIA,TEHAMA,74,"2,794,643",3147.12,"2,587,645","2,914.01","47,445","150,884","8,669",68,"2,724,797",3339.21
5630,CALIFORNIA,TRINITY,17,"497,767",2440.03,"452,694","2,219.09","4,821","39,324",928,16,"802,249",4178.38
5640,CALIFORNIA,TULARE,702,"19,336,182",2295.37,"16,256,939","1,929.84","385,538","2,635,044","58,661",675,"28,071,602",3465.63
5650,CALIFORNIA,TUOLUMNE,61,"997,697",1362.97,"838,966","1,146.13","42,052","107,416","9,263",59,"2,224,807",3142.38
5660,CALIFORNIA,VENTURA,980,"23,553,995",2002.89,"20,982,351","1,784.21","620,341","1,756,998","194,305",934,"43,387,892",3871.15
5670,CALIFORNIA,YOLO,149,"2,488,500",1391.78,"2,078,022","1,162.20","145,104","235,451","29,923",142,"5,790,340",3398.09
5680,CALIFORNIA,YUBA,102,"3,435,123",2806.47,"3,205,288","2,618.70","6,106","222,589","1,140",99,"3,912,194",3293.09
6000,COLORADO,ADAMS,394,"7,959,239",1683.43,"6,636,214","1,403.60","644,421","539,904","138,700",367,"12,061,498",2738.76
6010,COLORADO,ALAMOSA,20,"282,913",1178.8,"241,026","1,004.28","16,956","22,077","2,854",20,"716,848",2986.87
6020,COLORADO,ARAPAHOE,451,"10,787,421",1993.24,"9,420,017","1,740.58","684,617","520,736","162,052",412,"15,858,864",3207.7
6030,COLORADO,ARCHULETA,4,"42,694",889.46,"40,751",848.98,0,"1,943",0,4,"105,743",2202.98
6040,COLORADO,BACA,2,0,0,0,0,0,0,0,2,"73,613",3067.21
6050,COLORADO,BENT,5,"48,512",808.53,"46,933",782.21,61,"1,429",89,5,"177,712",2961.87
6060,COLORADO,BOULDER,170,"3,194,735",1566.05,"2,959,285","1,450.63","97,559","119,156","18,736",159,"6,040,746",3166.01
6070,COLORADO,CHAFFEE,9,"205,971",1907.14,"188,167","1,742.29","3,790","12,301","1,712",9,"302,919",2804.81
6080,COLORADO,CHEYENNE,1,"13,999",1166.58,"13,999","1,166.58",0,0,0,1,"22,294",1857.83
6090,COLORADO,CLEAR CREEK,2,"8,404",350.17,"7,804",325.17,56,525,19,2,"74,741",3114.21
6100,COLORADO,CONEJOS,13,"275,047",1763.12,"257,281","1,649.24",187,"17,526",53,12,"557,863",3874.05
6110,COLORADO,COSTILLA,7,"182,864",2176.95,"172,678","2,055.69",190,"9,906",90,7,"286,721",3413.35
6120,COLORADO,CROWLEY,9,"76,275",706.25,"62,702",580.57,"7,692","3,667","2,214",9,"219,426",2031.72
6130,COLORADO,CUSTER,1,0,0,0,0,0,0,0,1,0,0
6140,COLORADO,DELTA,17,"70,712",346.63,"66,884",327.86,721,"2,375",730,15,"560,048",3111.38
6150,COLORADO,DENVER,597,"14,330,833",2000.4,"11,803,832","1,647.66","1,106,225","1,009,005","411,772",537,"20,650,590",3204.62
6160,COLORADO,DOLORES,3,"39,126",1086.83,"38,268","1,063.00",0,858,0,3,"92,930",2581.39
6170,COLORADO,DOUGLAS,55,"653,936",990.81,"640,516",970.48,"4,368","8,246",806,48,"1,705,412",2960.78
6180,COLORADO,EAGLE,5,"19,261",321.02,"17,581",293.02,236,"1,762",-319,5,"119,599",1993.32
6190,COLORADO,ELBERT,9,"395,257",3659.79,"346,785","3,210.97","29,972","15,634","2,866",9,"316,158",2927.39
6200,COLORADO,EL PASO,431,"7,304,547",1412.33,"6,708,121","1,297.01","141,057","425,733","29,636",400,"14,517,987",3024.58
6210,COLORADO,FREMONT,36,"510,917",1182.68,"465,908","1,078.49","7,802","32,043","5,164",33,"1,933,661",4882.98
6220,COLORADO,GARFIELD,9,"134,377",1244.23,"124,971","1,157.14","1,806","6,686",914,8,"294,365",3066.3
6230,COLORADO,GILPIN,1,"55,112",4592.67,"47,873","3,989.42","2,973","3,408",858,1,0,0
6240,COLORADO,GRAND,6,"200,111",2779.32,"167,336","2,324.11","17,998","13,489","1,288",5,"234,475",3907.92
6250,COLORADO,GUNNISON,2,"28,398",1183.25,"18,262",760.92,"6,101","3,432",603,2,"38,179",1590.79
6260,COLORADO,HINSDALE,1,"7,337",611.42,"6,659",554.92,171,210,297,1,"12,085",1007.08
6270,COLORADO,HUERFANO,8,0,0,0,0,0,0,0,8,"269,944",2811.92
6280,COLORADO,JACKSON,1,0,0,0,0,0,0,0,1,"2,524",210.33
6290,COLORADO,JEFFERSON,306,"6,422,950",1749.17,"5,759,362","1,568.45","263,977","295,194","104,417",282,"10,494,469",3101.2
6300,COLORADO,KIOWA,1,0,0,0,0,0,0,0,1,0,0
6310,COLORADO,KIT CARSON,2,"32,540",1355.83,"29,572","1,232.17",58,"2,895",15,2,"108,010",4500.42
6320,COLORADO,LAKE,1,"67,937",5661.42,"67,019","5,584.92",0,918,0,1,"51,884",4323.67
6330,COLORADO,LA PLATA,42,"791,241",1569.92,"746,066","1,480.29","6,898","37,442",835,40,"1,308,983",2727.05
6340,COLORADO,LARIMER,150,"3,625,350",2014.08,"3,281,401","1,823.00","184,259","123,685","36,005",143,"5,379,352",3134.82
6350,COLORADO,LAS ANIMAS,13,"227,410",1457.76,"210,393","1,348.68",517,"15,796",704,11,"394,538",2988.92
6360,COLORADO,LINCOLN,1,"52,583",4381.92,"51,080","4,256.67",222,"1,245",36,1,"45,933",3827.75
6370,COLORADO,LOGAN,16,"375,887",1957.74,"344,750","1,795.57","10,774","18,320","2,043",16,"803,348",4184.1
6380,COLORADO,MESA,111,"1,562,423",1172.99,"1,460,500","1,096.47","33,398","54,484","14,042",102,"3,358,423",2743.81
6390,COLORADO,MINERAL,1,"27,082",2256.83,"18,446","1,537.17","4,397","3,338",901,1,"17,587",1465.58
6400,COLORADO,MOFFAT,7,"79,387",945.08,"73,087",870.08,"1,429","4,140",731,7,"196,527",2339.61
6410,COLORADO,MONTEZUMA,41,"501,224",1018.75,"457,524",929.93,"6,414","36,079","1,207",40,"1,668,924",3476.92
6420,COLORADO,MONTROSE,41,"439,042",892.36,"398,870",810.71,"15,242","20,801","4,129",40,"1,450,226",3021.3
6430,COLORADO,MORGAN,23,"394,620",1429.78,"360,064","1,304.58","13,257","17,010","4,289",23,"866,326",3138.86
6440,COLORADO,OTERO,28,"579,936",1726,"514,508","1,531.27","16,312","41,386","7,730",28,"1,327,404",3950.61
6450,COLORADO,OURAY,1,0,0,0,0,0,0,0,1,"36,609",3050.75
6460,COLORADO,PARK,3,"12,935",359.31,"12,039",334.42,85,792,19,3,"65,953",1832.03
6470,COLORADO,PHILLIPS,2,"46,281",1928.38,"46,281","1,928.38",0,0,0,2,"56,455",2352.29
6480,COLORADO,PITKIN,2,"47,871",1994.63,"31,328","1,305.33","10,018","5,922",603,2,"32,583",1357.62
6490,COLORADO,PROWERS,24,"289,788",1006.21,"259,233",900.11,"13,680","15,347","1,528",23,"870,217",3152.96
6500,COLORADO,PUEBLO,198,"3,086,550",1299.05,"2,784,408","1,171.89","73,318","196,586","32,237",193,"7,554,424",3261.84
6510,COLORADO,RIO BLANCO,3,"10,253",284.81,"10,253",284.81,0,0,0,3,"87,988",2444.11
6520,COLORADO,RIO GRANDE,14,"306,341",1823.46,"281,185","1,673.72","4,275","19,924",957,14,"686,816",4088.19
6530,COLORADO,ROUTT,6,"40,777",566.35,"30,585",424.79,"6,101","3,488",603,6,"140,865",1956.46
6540,COLORADO,SAGUACHE,3,"37,838",1051.06,"32,031",889.75,"1,517","3,627",663,3,"132,976",3693.78
6550,COLORADO,SAN JUAN,1,0,0,0,0,0,0,0,1,0,0
6560,COLORADO,SAN MIGUEL,1,0,0,0,0,0,0,0,1,"11,661",971.75
6570,COLORADO,SEDGWICK,2,"100,300",4179.17,"94,752","3,948.00","1,513","3,819",216,2,"76,007",3166.96
6580,COLORADO,SUMMIT,6,"72,841",1011.68,"62,425",867.01,"1,385","8,356",675,6,"130,240",1808.89
6590,COLORADO,TELLER,7,"264,388",3147.48,"230,956","2,749.48","20,350","11,529","1,553",7,"270,309",3217.96
6600,COLORADO,WASHINGTON,2,"116,493",4853.88,"104,415","4,350.63","2,667","8,681",730,2,"49,864",2077.67
6610,COLORADO,WELD,166,"2,974,861",1493.4,"2,677,784","1,344.27","102,485","158,445","36,148",161,"6,082,707",3148.4
6620,COLORADO,YUMA,5,"99,679",1661.32,"84,087","1,401.45","6,932","7,612","1,048",5,"214,927",3582.12
6630,COLORADO,BROOMFIELD,45,"561,433",1039.69,"516,136",955.81,"25,131","15,549","4,617",41,"1,315,063",2672.89
7000,CONNECTICUT,FAIRFIELD,928,"24,659,372",2214.38,"20,600,863","1,849.93","1,989,424","1,460,717","608,368",866,"41,164,296",3961.15
7010,CONNECTICUT,HARTFORD,1103,"30,426,273",2298.75,"25,183,520","1,902.65","2,750,675","1,697,663","794,415",1043,"45,813,600",3660.4
7020,CONNECTICUT,LITCHFIELD,140,"4,490,995",2673.21,"3,917,342","2,331.75","305,626","202,476","65,551",133,"5,711,299",3578.51
7030,CONNECTICUT,MIDDLESEX,122,"3,868,678",2642.54,"3,208,367","2,191.51","342,182","217,650","100,479",114,"5,218,621",3814.78
7040,CONNECTICUT,NEW HAVEN,1179,"39,780,849",2811.76,"31,390,072","2,218.69","4,358,538","2,966,677","1,065,562",1122,"51,898,226",3854.59
7050,CONNECTICUT,NEW LONDON,238,"7,350,535",2573.72,"6,440,413","2,255.05","386,370","442,395","81,357",225,"9,604,596",3557.26
7060,CONNECTICUT,TOLLAND,99,"2,543,585",2141.06,"2,179,421","1,834.53","190,763","132,016","41,385",95,"3,499,298",3069.56
7070,CONNECTICUT,WINDHAM,91,"2,844,123",2604.51,"2,359,999","2,161.17","246,831","175,940","61,353",87,"4,087,984",3915.69
8000,DELAWARE,KENT,326,"8,451,556",2160.42,"7,767,604","1,985.58","138,673","476,032","69,247",318,"12,976,970",3400.67
8010,DELAWARE,NEW CASTLE,897,"20,735,186",1926.35,"18,072,771","1,679.00","1,251,364","986,495","424,556",862,"35,354,402",3417.87
8020,DELAWARE,SUSSEX,391,"10,710,019",2282.61,"10,084,475","2,149.29","151,460","418,938","55,146",384,"15,179,407",3294.14
9000,DISTRICT OF COLUMBIA,THE DISTRICT,1652,"48,939,651",2468.71,"38,123,863","1,923.12","4,582,070","4,481,307","1,752,412",1472,"61,968,671",3508.19
10000,FLORIDA,ALACHUA,378,"11,989,433",2643.17,"9,712,899","2,141.29","1,004,037","861,876","410,621",361,"13,783,703",3181.83
10010,FLORIDA,BAKER,28,"754,594",2245.82,"679,454","2,022.18","29,941","35,890","9,309",27,"961,950",2968.98
10020,FLORIDA,BAY,268,"5,614,212",1745.71,"5,262,690","1,636.41","22,966","321,102","7,454",263,"9,906,740",3139.02
10030,FLORIDA,BRADFORD,36,"1,345,352",3114.24,"1,160,924","2,687.32","66,448","84,163","33,817",35,"1,835,510",4370.26
10040,FLORIDA,BREVARD,716,"18,319,648",2132.18,"17,675,974","2,057.26","120,748","490,476","32,450",688,"25,937,793",3141.69
10050,FLORIDA,BROWARD,2036,"55,203,285",2259.47,"48,743,830","1,995.08","808,624","5,235,538","415,293",1905,"87,114,299",3810.77
10060,FLORIDA,CALHOUN,13,"267,500",1714.74,"243,527","1,561.07","3,497","19,025","1,451",12,"466,339",3238.47
10070,FLORIDA,CHARLOTTE,182,"4,430,810",2028.76,"4,257,011","1,949.18","28,065","139,230","6,504",175,"5,910,936",2814.73
10080,FLORIDA,CITRUS,157,"4,124,253",2189.09,"3,697,932","1,962.81","180,184","205,444","40,693",153,"6,071,476",3306.9
10090,FLORIDA,CLAY,200,"5,404,015",2251.67,"4,970,376","2,070.99","101,387","298,420","33,832",191,"6,969,665",3040.87
10100,FLORIDA,COLLIER,329,"7,490,467",1897.28,"7,169,573","1,816.00","41,153","262,433","17,308",319,"13,140,190",3432.65
10110,FLORIDA,COLUMBIA,134,"3,445,943",2143,"3,018,227","1,877.01","164,013","194,059","69,644",124,"4,945,450",3323.56
10120,FLORIDA,MIAMI-DADE,2711,"83,867,393",2578,"67,630,942","2,078.91","2,697,746","11,973,425","1,565,280",2539,"121,290,331",3980.91
10130,FLORIDA,DE SOTO,52,"685,702",1098.88,"640,858","1,027.02","10,660","30,873","3,311",50,"1,864,301",3107.17
10140,FLORIDA,DIXIE,23,"649,724",2354.07,"584,549","2,117.93","19,764","37,989","7,422",22,"963,029",3647.84
10150,FLORIDA,DUVAL,1692,"46,833,095",2306.59,"40,819,917","2,010.44","2,006,670","3,304,996","701,512",1620,"65,524,070",3370.58
10160,FLORIDA,ESCAMBIA,544,"11,364,122",1740.83,"10,294,684","1,577.00","138,883","891,955","38,600",525,"20,720,396",3288.95
10170,FLORIDA,FLAGLER,97,"2,163,732",1858.88,"2,080,287","1,787.19","28,173","44,827","10,445",90,"3,825,132",3541.79
10180,FLORIDA,FRANKLIN,12,"435,557",3024.7,"399,836","2,776.64","2,248","33,055",418,11,"346,315",2623.6
10190,FLORIDA,GADSDEN,75,"1,025,476",1139.42,"897,550",997.28,"25,775","93,651","8,500",72,"2,548,337",2949.46
10200,FLORIDA,GILCHRIST,19,"459,016",2013.23,"405,912","1,780.32","23,629","24,590","4,885",19,"904,536",3967.26
10210,FLORIDA,GLADES,7,"229,079",2727.13,"205,357","2,444.73","1,983","21,004",735,7,"378,209",4502.49
10220,FLORIDA,GULF,31,"964,085",2591.63,"906,541","2,436.94","19,627","37,081",836,31,"1,282,216",3446.82
10230,FLORIDA,HAMILTON,14,"223,758",1331.89,"207,549","1,235.41",214,"15,874",121,14,"685,922",4082.87
10240,FLORIDA,HARDEE,53,"1,146,135",1802.1,"1,066,301","1,676.57","6,336","70,941","2,557",50,"2,011,554",3352.59
10250,FLORIDA,HENDRY,65,"1,560,797",2001.02,"1,398,511","1,792.96","26,310","127,115","8,861",61,"2,588,113",3535.67
10260,FLORIDA,HERNANDO,134,"3,186,397",1981.59,"3,003,764","1,868.01","43,776","124,735","14,122",128,"4,288,570",2792.04
10270,FLORIDA,HIGHLANDS,206,"5,594,290",2263.06,"5,202,184","2,104.44","41,395","339,147","11,564",197,"7,990,027",3379.88
10280,FLORIDA,HILLSBOROUGH,1439,"37,683,402",2182.27,"32,670,096","1,891.94","1,158,045","3,430,578","424,683",1361,"55,784,985",3415.69
10290,FLORIDA,HOLMES,26,"493,892",1582.99,"469,459","1,504.68",0,"24,433",0,26,"1,004,554",3219.72
10300,FLORIDA,INDIAN RIVER,206,"4,440,250",1796.22,"4,231,628","1,711.82","39,665","155,969","12,988",205,"7,903,814",3212.93
10310,FLORIDA,JACKSON,106,"1,496,018",1176.11,"1,386,377","1,089.92","20,270","84,759","4,612",102,"3,383,775",2764.52
10320,FLORIDA,JEFFERSON,19,"278,225",1220.29,"240,974","1,056.90","6,889","27,557","2,805",18,"605,480",2803.15
10330,FLORIDA,LAFAYETTE,6,"115,160",1599.44,"106,753","1,482.68","1,644","5,420","1,343",6,"239,183",3321.99
10340,FLORIDA,LAKE,522,"11,779,593",1880.52,"11,036,845","1,761.95","166,188","517,461","59,099",505,"20,154,798",3325.87
10350,FLORIDA,LEE,672,"14,453,040",1792.29,"13,546,189","1,679.83","112,784","741,704","52,363",636,"24,515,445",3212.19
10360,FLORIDA,LEON,166,"3,178,831",1595.8,"2,823,547","1,417.44","69,757","259,583","25,944",145,"5,053,270",2904.18
10370,FLORIDA,LEVY,52,"1,448,034",2320.57,"1,300,783","2,084.59","53,238","71,965","22,048",50,"2,003,235",3338.73
10380,FLORIDA,LIBERTY,8,"96,777",1008.09,"83,203",866.7,"4,344","8,394",836,8,"379,495",3953.07
10390,FLORIDA,MADISON,44,"893,530",1692.29,"777,569","1,472.67","40,044","63,154","12,763",43,"1,480,201",2868.61
10400,FLORIDA,MANATEE,345,"7,292,736",1761.53,"6,750,624","1,630.59","104,901","390,985","46,226",332,"13,105,788",3289.61
10410,FLORIDA,MARION,502,"11,303,665",1876.44,"10,498,441","1,742.77","264,437","446,907","93,880",481,"19,721,218",3416.7
10420,FLORIDA,MARTIN,128,"3,263,582",2124.73,"3,188,271","2,075.70","23,015","40,504","11,792",121,"5,266,436",3627.02
10430,FLORIDA,MONROE,56,"2,216,156",3297.85,"1,905,060","2,834.91","66,349","223,090","21,657",54,"2,198,664",3393
10440,FLORIDA,NASSAU,81,"2,481,248",2552.72,"2,230,109","2,294.35","73,557","151,405","26,177",78,"3,574,388",3818.79
10450,FLORIDA,OKALOOSA,305,"6,570,659",1795.26,"6,091,772","1,664.42","60,231","401,671","16,985",297,"11,235,016",3152.36
10460,FLORIDA,OKEECHOBEE,58,"1,568,842",2254.08,"1,435,828","2,062.97","8,042","120,629","4,343",56,"2,516,608",3744.95
10470,FLORIDA,ORANGE,1457,"39,575,552",2263.53,"35,229,207","2,014.94","699,119","3,318,342","328,884",1374,"55,898,267",3390.24
10480,FLORIDA,OSCEOLA,428,"12,037,994",2343.85,"10,942,048","2,130.46","101,574","953,969","40,403",398,"14,873,394",3114.19
10490,FLORIDA,PALM BEACH,1683,"42,727,733",2115.65,"38,825,238","1,922.42","831,713","2,721,763","349,019",1616,"70,283,004",3624.33
10500,FLORIDA,PASCO,424,"9,472,756",1861.78,"8,808,620","1,731.25","167,470","444,915","51,751",402,"14,101,643",2923.23
10510,FLORIDA,PINELLAS,1159,"26,853,202",1930.77,"24,289,803","1,746.46","728,046","1,479,008","356,345",1096,"42,133,174",3203.56
10520,FLORIDA,POLK,792,"19,645,342",2067.06,"18,024,540","1,896.52","130,402","1,444,046","46,354",757,"30,426,203",3349.43
10530,FLORIDA,PUTNAM,132,"3,460,437",2184.62,"2,955,223","1,865.67","198,703","245,667","60,844",126,"4,803,727",3177.07
10540,FLORIDA,ST. JOHNS,208,"4,943,216",1980.46,"4,706,037","1,885.43","81,796","129,049","26,334",204,"7,495,783",3062
10550,FLORIDA,ST. LUCIE,429,"11,129,416",2161.89,"10,188,279","1,979.08","139,879","733,925","67,333",414,"16,916,940",3405.18
10560,FLORIDA,SANTA ROSA,143,"2,793,750",1628.06,"2,528,345","1,473.39","32,910","224,221","8,274",138,"5,249,829",3170.19
10570,FLORIDA,SARASOTA,475,"10,632,607",1865.37,"10,144,536","1,779.74","129,718","318,390","39,963",466,"17,839,125",3190.12
10580,FLORIDA,SEMINOLE,415,"11,254,502",2259.94,"10,235,038","2,055.23","153,335","785,737","80,392",398,"15,301,259",3203.78
10590,FLORIDA,SUMTER,61,"1,621,288",2214.87,"1,506,531","2,058.10","27,267","78,195","9,295",61,"2,373,299",3242.21
10600,FLORIDA,SUWANNEE,62,"1,787,272",2402.25,"1,560,643","2,097.64","97,349","97,294","31,986",60,"2,135,935",2966.58
10610,FLORIDA,TAYLOR,20,"248,438",1035.16,"222,507",927.11,"2,632","22,446",853,16,"698,916",3640.19
10620,FLORIDA,UNION,14,"494,619",2944.16,"389,945","2,321.10","48,909","29,853","25,912",12,"497,111",3452.16
10630,FLORIDA,VOLUSIA,606,"11,911,339",1637.97,"11,175,557","1,536.79","137,069","527,001","71,712",588,"21,453,516",3040.46
10640,FLORIDA,WAKULLA,22,"495,393",1876.49,"444,191","1,682.54","7,145","41,523","2,534",22,"827,953",3136.19
10650,FLORIDA,WALTON,66,"1,170,399",1477.78,"1,098,229","1,386.65","6,512","64,241","1,417",64,"2,266,858",2951.64
10660,FLORIDA,WASHINGTON,35,"631,175",1502.8,"590,658","1,406.33","2,799","37,300",418,32,"1,048,535",2730.56
11000,GEORGIA,APPLING,39,"1,210,673",2586.91,"1,072,206","2,291.04","38,629","88,513","11,325",39,"1,727,205",3690.61
11010,GEORGIA,ATKINSON,14,"261,064",1553.95,"233,456","1,389.62","2,294","23,958","1,356",13,"526,876",3377.41
11011,GEORGIA,BACON,18,"309,139",1431.2,"284,250","1,315.97","5,004","18,707","1,178",17,"867,478",4252.34
