"ESRD -- 2013 ENROLLMENT, REIMBURSEMENT, PER CAPITA COST (MONTHLY) 
FOR HOSPITAL AND SUPPLEMENTARY MEDICAL INSURANCE BY STATE AND COUNTY OF RESIDENCE 
BENEFICIARIES ENROLLED IN PARTS A AND/OR B 
REIMBURSEMENTS FOR HOSPICE AND COST CONTRATCS EXCLUDED",,,,,,,,,,,,,
CODE,STATE,COUNTY,PART A ENROLLMENT,PART A TOTAL REIMBURSEMENT,PART A TOTAL PER CAPITA,PART A REIMBURSEMENT W/O IME/DSH/GME,PART A PER CAPITA W/O IME/DSH/GME,PART A IME,PART A DSH,PART A GME,PART B ENROLLMENT,PART B TOTAL REIMBURSEMENT,PART B PER CAPITA
45794,TEXAS,MIDLAND,169,"2,089,779",1030.46,"1,898,276",936.03,"41,765","134,016","15,722",163,"6,711,325",3431.15
45795,TEXAS,MILAM,46,"944,896",1711.77,"820,802","1,486.96","59,942","50,469","13,683",46,"1,992,200",3609.06
45796,TEXAS,MILLS,5,"105,410",1756.83,"98,322","1,638.70","2,324","4,318",446,5,"207,933",3465.55
45797,TEXAS,MITCHELL,19,"469,267",2058.19,"421,241","1,847.55","14,236","30,579","3,211",18,"730,682",3382.79
45800,TEXAS,MONTAGUE,35,"399,985",952.35,"391,032",931.03,"2,897","4,940","1,116",35,"957,802",2280.48
45801,TEXAS,MONTGOMERY,382,"11,345,307",2474.98,"10,526,470","2,296.35","242,644","521,643","54,550",359,"14,244,996",3306.64
45802,TEXAS,MOORE,24,"292,403",1015.29,"261,942",909.52,"6,246","22,231","1,984",23,"792,629",2871.84
45803,TEXAS,MORRIS,31,"710,525",1910.01,"661,735","1,778.86","3,990","43,761","1,039",31,"1,159,464",3116.84
45804,TEXAS,MOTLEY,1,0,0,"-2,023",-168.58,46,"1,953",24,1,153,12.75
45810,TEXAS,NACOGDOCHES,108,"1,584,630",1222.71,"1,448,071","1,117.34","30,236","101,249","5,074",105,"4,539,613",3602.87
45820,TEXAS,NAVARRO,90,"1,937,337",1793.83,"1,751,085","1,621.38","32,210","142,814","11,228",88,"3,083,299",2919.79
45821,TEXAS,NEWTON,29,"480,856",1381.77,"450,547","1,294.68","2,563","27,746",0,28,"1,306,264",3887.69
45822,TEXAS,NOLAN,35,"629,129",1497.93,"588,943","1,402.25","4,520","34,665","1,001",33,"1,191,237",3008.17
45830,TEXAS,NUECES,714,"13,642,296",1592.24,"12,167,839","1,420.15","140,632","1,215,284","118,541",690,"26,549,840",3206.5
45831,TEXAS,OCHILTREE,5,"141,740",2362.33,"126,910","2,115.17","3,209","11,054",567,4,"155,783",3245.48
45832,TEXAS,OLDHAM,1,"5,679",473.25,"5,254",437.83,81,299,45,1,"43,492",3624.33
45840,TEXAS,ORANGE,109,"2,079,351",1589.72,"1,915,763","1,464.65","24,017","134,938","4,633",104,"4,107,402",3291.19
45841,TEXAS,PALO PINTO,51,"773,050",1263.15,"684,713","1,118.81","16,400","63,281","8,656",48,"1,940,217",3368.43
45842,TEXAS,PANOLA,44,"730,832",1384.15,"661,979","1,253.75","4,506","63,319","1,028",43,"1,456,156",2822.01
45843,TEXAS,PARKER,117,"3,696,967",2633.17,"3,433,463","2,445.49","73,291","161,445","28,768",116,"4,526,337",3251.68
45844,TEXAS,PARMER,14,"337,532",2009.12,"312,153","1,858.05","7,191","16,753","1,435",14,"587,379",3496.3
45845,TEXAS,PECOS,23,"345,795",1252.88,"292,391","1,059.39","12,811","36,668","3,925",23,"917,611",3324.68
45850,TEXAS,POLK,54,"1,244,926",1921.18,"1,131,677","1,746.42","37,969","65,865","9,415",51,"2,191,527",3580.93
45860,TEXAS,POTTER,272,"6,725,179",2060.41,"6,084,360","1,864.08","149,110","444,777","46,932",262,"9,913,414",3153.12
45861,TEXAS,PRESIDIO,5,"243,283",4054.72,"210,730","3,512.17","6,668","23,334","2,551",5,"269,851",4497.52
45870,TEXAS,RAINS,16,"396,399",2064.58,"376,146","1,959.09","1,372","18,251",630,16,"786,475",4096.22
45871,TEXAS,RANDALL,26,"673,532",2158.76,"629,479","2,017.56","9,417","30,634","4,002",26,"847,973",2717.86
45872,TEXAS,REAGAN,6,"133,318",1851.64,"119,093","1,654.07",294,"13,758",173,6,"599,330",8324.03
45873,TEXAS,REAL,6,"142,820",1983.61,"127,171","1,766.26",996,"14,077",576,6,"214,797",2983.29
45874,TEXAS,RED RIVER,31,"696,845",1873.24,"659,090","1,771.75","1,233","36,364",158,30,"1,294,200",3595
45875,TEXAS,REEVES,22,"229,771",870.34,"214,150",811.17,"3,365","11,040","1,216",20,"769,251",3205.21
45876,TEXAS,REFUGIO,17,"292,319",1432.94,"272,636","1,336.45","1,004","18,209",470,15,"501,066",2783.7
45877,TEXAS,ROBERTS,1,0,0,0,0,0,0,0,1,0,0
45878,TEXAS,ROBERTSON,44,"585,619",1109.13,"523,551",991.57,"20,183","38,095","3,790",40,"1,451,981",3024.96
45879,TEXAS,ROCKWALL,73,"1,289,119",1471.6,"1,168,144","1,333.50","34,347","76,950","9,678",67,"2,212,361",2751.69
45880,TEXAS,RUNNELS,10,"137,062",1142.18,"130,179","1,084.83",0,"6,883",0,10,"438,036",3650.3
45881,TEXAS,RUSK,63,"1,300,982",1720.88,"1,179,253","1,559.86","10,776","109,989",964,62,"2,373,520",3190.22
45882,TEXAS,SABINE,13,"414,509",2657.11,"364,596","2,337.15","15,269","29,768","4,876",13,"510,499",3272.43
45883,TEXAS,SAN AUGUSTINE,13,"331,525",2125.16,"298,986","1,916.58","11,285","18,848","2,406",13,"619,568",3971.59
45884,TEXAS,SAN JACINTO,36,"1,292,818",2992.63,"1,192,812","2,761.14","28,247","65,451","6,308",35,"1,776,849",4230.59
45885,TEXAS,SAN PATRICIO,159,"3,962,463",2076.76,"3,459,478","1,813.14","80,634","379,283","43,067",154,"6,417,874",3472.88
45886,TEXAS,SAN SABA,2,0,0,0,0,0,0,0,2,"28,121",1171.71
45887,TEXAS,SCHLEICHER,5,"150,643",2510.72,"137,730","2,295.50",0,"12,913",0,5,"291,919",4865.32
45888,TEXAS,SCURRY,26,"500,918",1605.51,"452,896","1,451.59","10,965","33,677","3,380",25,"906,654",3022.18
45889,TEXAS,SHACKELFORD,1,"21,763",1813.58,"19,807","1,650.58",0,"1,956",0,1,"17,280",1440
45890,TEXAS,SHELBY,40,"409,749",853.64,"378,898",789.37,806,"29,976",69,39,"1,599,199",3417.09
45891,TEXAS,SHERMAN,2,"91,624",3817.67,"77,188","3,216.17","2,710","10,864",862,2,"45,502",1895.92
45892,TEXAS,SMITH,372,"6,392,304",1431.97,"6,021,546","1,348.91","21,357","342,975","6,426",359,"13,675,035",3174.33
45893,TEXAS,SOMERVELL,9,"286,998",2657.39,"267,833","2,479.94","1,744","16,671",750,9,"348,352",3225.48
45900,TEXAS,STARR,141,"4,569,382",2700.58,"3,553,455","2,100.15","11,366","1,001,556","3,005",140,"7,000,774",4167.13
45901,TEXAS,STEPHENS,8,"544,725",5674.22,"509,060","5,302.71","7,621","25,775","2,269",7,"359,299",4277.37
45902,TEXAS,STERLING,1,"70,943",5911.92,"64,360","5,363.33",0,"6,583",0,1,"32,818",2734.83
45903,TEXAS,STONEWALL,1,"27,538",2294.83,"27,149","2,262.42",0,389,0,1,"73,051",6087.58
45904,TEXAS,SUTTON,5,"38,726",645.43,"32,977",549.62,48,"5,692",9,4,"225,353",4694.85
45905,TEXAS,SWISHER,15,"163,553",908.63,"144,165",800.92,"3,023","15,436",929,14,"546,911",3255.42
45910,TEXAS,TARRANT,2475,"59,752,103",2011.86,"54,659,083","1,840.37","856,518","3,934,992","301,510",2362,"94,898,513",3348.1
45911,TEXAS,TAYLOR,225,"4,294,486",1590.55,"4,034,034","1,494.09","18,777","238,314","3,361",220,"7,574,133",2868.99
45912,TEXAS,TERRELL,3,"13,660",379.44,"11,608",322.44,389,"1,387",276,3,"56,098",1558.28
45913,TEXAS,TERRY,20,"431,903",1799.6,"405,714","1,690.48","5,164","19,477","1,548",19,"785,566",3445.46
45920,TEXAS,THROCKMORTON,1,0,0,0,0,0,0,0,1,0,0
45921,TEXAS,TITUS,59,"2,012,197",2842.09,"1,936,098","2,734.60","7,596","67,711",792,56,"2,352,265",3500.39
45930,TEXAS,TOM GREEN,179,"3,641,390",1695.25,"3,300,972","1,536.77","36,498","301,430","2,490",171,"6,400,442",3119.12
45940,TEXAS,TRAVIS,1083,"24,665,947",1897.96,"22,359,149","1,720.46","260,214","1,963,243","83,342",1036,"40,455,070",3254.11
45941,TEXAS,TRINITY,27,"755,956",2333.2,"705,546","2,177.61","13,661","33,729","3,020",25,"855,334",2851.11
45942,TEXAS,TYLER,31,"704,071",1892.66,"626,571","1,684.33","28,410","42,916","6,174",30,"1,311,276",3642.43
45943,TEXAS,UPSHUR,45,"1,580,280",2926.44,"1,510,657","2,797.51","5,499","62,718","1,406",44,"1,392,269",2636.87
45944,TEXAS,UPTON,2,"35,677",1486.54,"34,035","1,418.13",704,721,217,2,"30,250",1260.42
45945,TEXAS,UVALDE,79,"2,487,032",2623.45,"2,128,637","2,245.40","34,579","310,540","13,276",79,"3,542,658",3736.98
45946,TEXAS,VAL VERDE,152,"2,650,865",1453.33,"2,395,550","1,313.35","19,701","229,466","6,148",151,"5,606,779",3094.25
45947,TEXAS,VAN ZANDT,67,"1,222,530",1520.56,"1,145,722","1,425.03","5,863","68,492","2,453",64,"2,262,929",2946.52
45948,TEXAS,VICTORIA,193,"4,795,250",2070.49,"4,442,032","1,917.98","35,833","308,526","8,859",186,"7,276,065",3259.89
45949,TEXAS,WALKER,93,"2,345,977",2102.13,"2,145,328","1,922.34","64,816","119,505","16,328",85,"3,458,066",3390.26
45950,TEXAS,WALLER,57,"1,299,730",1900.19,"1,238,631","1,810.86","18,901","38,544","3,654",55,"2,375,991",3599.99
45951,TEXAS,WARD,19,"294,162",1290.18,"267,190","1,171.89","6,550","17,436","2,986",17,"738,582",3620.5
45952,TEXAS,WASHINGTON,66,"1,375,367",1736.57,"1,247,757","1,575.45","31,277","89,555","6,778",63,"2,539,679",3359.36
45953,TEXAS,WEBB,626,"15,430,171",2054.07,"12,340,242","1,642.74","47,871","3,029,017","13,041",613,"25,997,854",3534.24
45954,TEXAS,WHARTON,128,"2,800,118",1822.99,"2,582,351","1,681.22","40,142","167,413","10,212",126,"5,163,027",3414.7
45955,TEXAS,WHEELER,11,"157,509",1193.25,"140,425","1,063.83","3,613","12,383","1,088",11,"297,706",2255.35
45960,TEXAS,WICHITA,197,"4,437,246",1877.01,"4,102,489","1,735.40","80,873","229,902","23,982",190,"7,331,462",3215.55
45961,TEXAS,WILBARGER,23,"358,695",1299.62,"320,801","1,162.32","8,215","27,455","2,224",22,"734,338",2781.58
45962,TEXAS,WILLACY,70,"2,033,315",2420.61,"1,753,784","2,087.84","17,175","254,351","8,005",70,"3,023,537",3599.45
45970,TEXAS,WILLIAMSON,354,"8,296,226",1952.97,"7,790,615","1,833.95","68,345","422,595","14,672",339,"13,477,037",3312.94
45971,TEXAS,WILSON,52,"770,000",1233.97,"680,325","1,090.26","6,045","81,078","2,552",49,"1,790,879",3045.71
45972,TEXAS,WINKLER,4,"168,578",3512.04,"153,551","3,198.98",867,"13,607",553,4,"128,869",2684.77
45973,TEXAS,WISE,62,"1,293,816",1739,"1,234,908","1,659.82","4,482","53,010","1,416",61,"2,241,465",3062.11
45974,TEXAS,WOOD,58,"1,329,249",1909.84,"1,247,514","1,792.41","3,261","77,383","1,091",57,"2,379,043",3478.13
45980,TEXAS,YOAKUM,12,"202,450",1405.9,"172,591","1,198.55","10,485","17,087","2,287",11,"464,130",3516.14
45981,TEXAS,YOUNG,24,"443,810",1541.01,"409,670","1,422.47","6,938","25,645","1,557",24,"972,161",3375.56
45982,TEXAS,ZAPATA,19,"753,437",3304.55,"590,244","2,588.79","3,006","158,976","1,211",19,"1,243,626",5454.5
45983,TEXAS,ZAVALA,38,"590,604",1295.18,"491,339","1,077.50","14,743","78,682","5,840",37,"1,610,675",3627.65
46000,UTAH,BEAVER,5,"142,646",2377.43,"110,587","1,843.12","14,607","14,819","2,633",5,"209,735",3495.58
46010,UTAH,BOX ELDER,38,"712,305",1562.07,"652,411","1,430.73","18,368","37,279","4,247",38,"1,438,082",3153.69
46020,UTAH,CACHE,37,"458,245",1032.08,"402,014",905.44,"24,560","25,868","5,803",33,"1,400,599",3536.87
46030,UTAH,CARBON,23,"615,014",2228.31,"531,603","1,926.10","36,774","40,072","6,565",21,"664,015",2634.98
46040,UTAH,DAGGETT,2,0,0,0,0,0,0,0,2,"60,566",2523.58
46050,UTAH,DAVIS,159,"2,495,469",1307.9,"2,252,492","1,180.55","87,296","134,340","21,340",150,"5,200,121",2888.96
46060,UTAH,DUCHESNE,14,"227,155",1352.11,"208,955","1,243.78","5,951","10,102","2,147",13,"385,898",2473.71
46070,UTAH,EMERY,9,"122,571",1134.92,"109,643","1,015.21","3,708","8,307",913,9,"256,743",2377.25
46080,UTAH,GARFIELD,4,"33,466",697.21,"33,279",693.31,0,187,0,3,"129,271",3590.86
46090,UTAH,GRAND,3,"41,386",1149.61,"36,150","1,004.17",809,"3,879",548,3,"57,372",1593.67
46100,UTAH,IRON,27,"783,671",2418.74,"746,172","2,303.00","2,932","34,106",461,26,"1,265,696",4056.72
46110,UTAH,JUAB,6,"190,879",2651.1,"178,822","2,483.64","4,190","6,583","1,284",6,"174,818",2428.03
46120,UTAH,KANE,7,"209,065",2488.87,"197,767","2,354.37","2,427","8,306",565,7,"373,968",4452
46130,UTAH,MILLARD,11,"232,447",1760.96,"196,425","1,488.07","19,519","11,814","4,689",10,"329,708",2747.57
46140,UTAH,MORGAN,1,0,0,"-6,052",-504.33,"3,794",563,"1,695",1,"6,315",526.25
46150,UTAH,PIUTE,1,0,0,0,0,0,0,0,1,0,0
46160,UTAH,RICH,4,"42,567",886.81,"38,016",792,"2,487",369,"1,695",4,"264,665",5513.85
46170,UTAH,SALT LAKE,704,"12,248,389",1449.86,"10,586,090","1,253.09","872,093","555,987","234,218",630,"19,866,996",2627.91
46180,UTAH,SAN JUAN,42,"840,246",1667.15,"746,235","1,480.63","9,140","83,884",987,43,"1,674,970",3246.07
46190,UTAH,SANPETE,12,"117,702",817.38,"106,459",739.3,"2,250","8,451",542,12,"299,850",2082.29
46200,UTAH,SEVIER,18,"328,703",1521.77,"305,634","1,414.97","4,305","17,770",994,18,"507,933",2351.54
46210,UTAH,SUMMIT,2,0,0,0,0,0,0,0,2,"98,972",4123.83
46220,UTAH,TOOELE,31,"621,394",1670.41,"536,521","1,442.26","24,027","53,707","7,139",30,"1,080,872",3002.42
46230,UTAH,UINTAH,46,"819,983",1485.48,"693,270","1,255.92","63,824","49,814","13,075",36,"1,123,368",2600.39
46240,UTAH,UTAH,241,"3,924,904",1357.16,"3,618,971","1,251.37","88,759","195,446","21,728",218,"6,321,825",2416.6
46250,UTAH,WASATCH,22,"341,016",1291.73,"309,378","1,171.89","10,401","18,844","2,393",19,"632,377",2773.58
46260,UTAH,WASHINGTON,124,"2,063,744",1386.92,"1,983,270","1,332.84","4,311","74,286","1,877",120,"4,318,421",2998.9
46270,UTAH,WAYNE,1,0,0,0,0,0,0,0,1,"24,980",2081.67
46280,UTAH,WEBER,172,"2,220,026",1075.59,"1,997,830",967.94,"68,972","136,896","16,328",161,"5,641,625",2920.1
47000,VERMONT,ADDISON,27,"780,370",2408.55,"632,052","1,950.78","90,689","38,519","19,110",26,"1,202,231",3853.3
47010,VERMONT,BENNINGTON,34,"979,462",2400.64,"764,589","1,873.99","107,829","77,664","29,380",33,"1,484,933",3749.83
47020,VERMONT,CALEDONIA,21,"388,971",1543.54,"288,224","1,143.75","69,844","18,843","12,060",21,"675,323",2679.85
47030,VERMONT,CHITTENDEN,78,"1,817,983",1942.29,"1,385,117","1,479.83","259,125","116,093","57,648",72,"2,489,834",2881.75
47040,VERMONT,ESSEX,7,"28,008",333.43,"22,047",262.46,"4,065","1,089",807,7,"272,914",3248.98
47050,VERMONT,FRANKLIN,40,"839,760",1749.5,"658,615","1,372.11","104,655","56,164","20,326",39,"1,478,813",3159.86
47060,VERMONT,GRAND ISLE,8,"293,672",3059.08,"236,301","2,461.47","30,029","19,085","8,257",7,"304,699",3627.37
47070,VERMONT,LAMOILLE,51,"732,916",1197.58,"498,277",814.18,"138,561","65,879","30,199",49,"1,777,928",3023.69
47080,VERMONT,ORANGE,11,"160,337",1214.67,"108,302",820.47,"33,158","11,609","7,268",11,"323,657",2451.95
47090,VERMONT,ORLEANS,22,"103,935",393.69,"76,455",289.6,"16,688","7,444","3,348",20,"797,445",3322.69
47100,VERMONT,RUTLAND,63,"1,484,451",1963.56,"1,154,067","1,526.54","199,380","100,534","30,470",61,"2,172,973",2968.54
47110,VERMONT,WASHINGTON,45,"1,153,612",2136.32,"893,821","1,655.22","150,053","82,899","26,839",41,"1,887,695",3836.78
47120,VERMONT,WINDHAM,28,"530,135",1577.78,"421,493","1,254.44","64,456","30,983","13,203",27,"1,190,051",3673
47130,VERMONT,WINDSOR,39,"972,291",2077.54,"678,541","1,449.87","208,903","49,660","35,187",37,"1,346,517",3032.7
48010,VIRGIN ISLANDS,ST  CROIX,130,"2,089,220",1339.24,"1,879,654","1,204.91","70,381","102,019","37,166",124,"4,643,111",3120.37
48020,VIRGIN ISLANDS,ST  JOHN,107,"1,170,604",911.69,"1,146,895",893.22,"10,425","10,450","2,834",92,"2,493,829",2258.9
49000,VIRGINIA,ACCOMACK,87,"2,057,861",1971.13,"1,951,567","1,869.32","19,230","77,539","9,525",86,"4,447,920",4310
49010,VIRGINIA,ALBEMARLE,66,"1,332,651",1682.64,"1,024,409","1,293.45","175,383","78,209","54,650",63,"2,219,863",2936.33
49011,VIRGINIA,ALEXANDRIA CITY,166,"4,093,925",2055.18,"3,728,624","1,871.80","106,613","214,824","43,863",154,"6,190,785",3349.99
49020,VIRGINIA,ALLEGHANY,9,"59,655",552.36,"58,896",545.33,0,759,0,9,"194,654",1802.35
49030,VIRGINIA,AMELIA,16,"390,391",2033.29,"347,484","1,809.81","17,049","18,408","7,450",15,"764,931",4249.62
49040,VIRGINIA,AMHERST,74,"1,391,926",1567.48,"1,215,181","1,368.45","82,439","81,247","13,059",72,"2,693,472",3117.44
49050,VIRGINIA,APPOMATTOX,28,"691,164",2057.04,"629,788","1,874.37","18,534","36,525","6,317",27,"1,086,078",3352.09
49060,VIRGINIA,ARLINGTON,97,"2,086,302",1792.36,"1,909,218","1,640.22","77,043","74,008","26,031",89,"4,605,228",4312.01
49070,VIRGINIA,AUGUSTA,49,"1,115,398",1896.94,"962,517","1,636.93","70,442","56,277","26,162",46,"1,663,549",3013.68
49080,VIRGINIA,BATH,5,"122,874",2047.9,"112,962","1,882.70","4,717","3,457","1,738",5,"249,480",4158
49088,VIRGINIA,BEDFORD CITY,34,"449,466",1101.63,"390,176",956.31,"20,476","31,163","7,651",35,"1,294,461",3082.05
49090,VIRGINIA,BEDFORD,72,"1,301,509",1506.38,"1,130,215","1,308.12","54,150","92,781","24,363",70,"2,210,115",2631.09
49100,VIRGINIA,BLAND,9,"98,481",911.86,"90,930",841.94,"1,510","4,951","1,090",8,"469,790",4893.65
49110,VIRGINIA,BOTETOURT,26,"500,855",1605.3,"453,855","1,454.66","14,868","23,849","8,283",25,"760,724",2535.75
49111,VIRGINIA,BRISTOL CITY,21,"365,028",1448.52,"297,494","1,180.53","32,663","21,190","13,681",21,"641,469",2545.51
49120,VIRGINIA,BRUNSWICK,55,"1,126,782",1707.25,"953,337","1,444.45","61,972","92,150","19,323",52,"1,998,515",3202.75
49130,VIRGINIA,BUCHANAN,24,"305,759",1061.66,"267,800",929.86,"9,202","25,124","3,633",23,"707,274",2562.59
49140,VIRGINIA,BUCKINGHAM,13,"613,771",3934.43,"525,107","3,366.07","45,384","29,171","14,109",13,"826,724",5299.51
49141,VIRGINIA,BUENA VISTA CITY,12,"242,296",1682.61,"215,688","1,497.83","8,459","13,502","4,647",12,"456,482",3170.01
49150,VIRGINIA,CAMPBELL,120,"2,425,449",1684.34,"2,108,148","1,463.99","125,739","158,685","32,877",113,"4,085,797",3013.12
49160,VIRGINIA,CAROLINE,58,"1,200,529",1724.9,"1,142,019","1,640.83","11,998","41,941","4,571",54,"2,031,043",3134.33
49170,VIRGINIA,CARROLL,22,"699,193",2648.46,"575,224","2,178.88","53,656","48,310","22,003",22,"987,124",3739.11
49180,VIRGINIA,CHARLES CITY,28,"1,052,753",3133.19,"892,264","2,655.55","58,460","76,651","25,378",26,"1,362,695",4367.61
49190,VIRGINIA,CHARLOTTE,33,"990,509",2501.29,"811,997","2,050.50","83,292","73,413","21,807",33,"1,341,688",3388.1
49191,VIRGINIA,CHARLOTTESVILLE CITY,115,"3,604,192",2611.73,"2,746,326","1,990.09","488,541","218,383","150,942",108,"4,361,102",3365.05
49194,VIRGINIA,CHESAPEAKE CITY,385,"5,612,580",1214.84,"5,029,540","1,088.65","167,444","362,476","53,120",362,"14,779,423",3402.26
49200,VIRGINIA,CHESTERFIELD,278,"6,171,300",1849.91,"5,358,035","1,606.13","310,944","390,160","112,161",267,"9,661,051",3015.31
49210,VIRGINIA,CLARKE,12,"132,913",923.01,"127,575",885.94,713,"4,460",165,10,"444,073",3700.61
49211,0,0,0,"-10,614",#DIV/0!,"-10,341",#DIV/0!,0,-272,0,0,"-5,349",#DIV/0!
49212,VIRGINIA,COLONIAL HEIGHTS CITY,35,"1,132,842",2697.24,"1,023,229","2,436.26","25,300","80,690","3,623",32,"1,493,770",3890.03
49213,VIRGINIA,COVINGTON CITY,26,"660,178",2115.96,"599,817","1,922.49","28,144","22,784","9,433",26,"1,009,512",3235.61
49220,VIRGINIA,CRAIG,6,"86,954",1207.69,"66,204",919.5,"8,790","6,745","5,215",6,"227,267",3156.49
49230,VIRGINIA,CULPEPER,76,"1,283,168",1406.98,"1,068,936","1,172.08","109,229","75,737","29,266",71,"2,794,226",3279.61
49240,VIRGINIA,CUMBERLAND,13,"413,599",2651.28,"357,340","2,290.64","20,540","29,756","5,963",13,"488,881",3133.85
49241,VIRGINIA,DANVILLE CITY,190,"4,524,011",1984.22,"3,748,915","1,644.26","273,125","361,415","140,556",180,"7,197,135",3332.01
49250,VIRGINIA,DICKENSON,9,"60,687",561.92,"54,114",501.06,"2,892","2,469","1,212",7,"315,598",3757.12
49260,VIRGINIA,DINWIDDIE,41,"1,287,075",2616.01,"1,105,906","2,247.78","62,945","105,446","12,778",40,"1,546,365",3221.59
49270,VIRGINIA,EMPORIA CITY,45,"1,027,847",1903.42,"918,760","1,701.41","35,560","62,221","11,306",44,"1,762,422",3337.92
49280,VIRGINIA,ESSEX,21,"476,112",1889.33,"441,585","1,752.32","11,198","14,290","9,039",21,"678,483",2692.39
49288,VIRGINIA,FAIRFAX CITY,92,"1,970,925",1785.26,"1,750,027","1,585.17","74,552","113,701","32,645",85,"3,752,423",3678.85
49290,VIRGINIA,FAIRFAX,611,"12,808,583",1746.94,"11,565,741","1,577.43","472,250","592,048","178,544",554,"22,229,505",3343.79
49291,VIRGINIA,FALLS CHURCH CITY,7,"231,455",2755.42,"203,344","2,420.76","9,657","15,299","3,155",7,"316,242",3764.79
49300,VIRGINIA,FAUQUIER,76,"1,193,376",1308.53,"1,080,153","1,184.38","52,198","49,494","11,531",73,"2,516,697",2872.94
49310,VIRGINIA,FLOYD,10,"126,909",1057.58,"111,711",930.93,"8,430","4,940","1,828",10,"436,505",3637.54
49320,VIRGINIA,FLUVANNA,36,"693,312",1604.89,"512,824","1,187.09","92,782","47,973","39,733",35,"1,567,892",3733.08
49328,VIRGINIA,FRANKLIN CITY,37,"656,064",1477.62,"598,296","1,347.51","16,731","37,957","3,080",35,"1,350,070",3214.45
49330,VIRGINIA,FRANKLIN,50,"1,331,360",2218.93,"1,144,629","1,907.72","60,775","98,846","27,110",50,"1,545,046",2575.08
49340,VIRGINIA,FREDERICK,40,"504,286",1050.6,"469,637",978.41,"9,030","22,934","2,685",38,"1,360,272",2983.05
49342,VIRGINIA,FREDERICKSBURG CITY,87,"2,580,004",2471.27,"2,401,438","2,300.23","54,860","105,706","18,000",84,"3,704,336",3674.94
49343,VIRGINIA,GALAX CITY,26,"338,335",1084.41,"282,877",906.66,"20,905","24,945","9,608",26,"722,934",2317.1
49350,VIRGINIA,GILES,29,"535,187",1537.89,"426,989","1,226.98","48,917","43,034","16,247",29,"1,038,640",2984.6
49360,VIRGINIA,GLOUCESTER,44,"847,439",1605,"791,131","1,498.35","21,023","28,314","6,971",42,"2,131,286",4228.74
49370,VIRGINIA,GOOCHLAND,25,"435,290",1450.97,"417,800","1,392.67",125,"17,338",27,24,"954,365",3313.77
49380,VIRGINIA,GRAYSON,13,"323,636",2074.59,"259,421","1,662.96","25,514","28,950","9,751",12,"606,479",4211.66
49390,VIRGINIA,GREENE,22,"743,720",2817.12,"604,303","2,289.03","75,599","41,818","22,000",19,"891,535",3910.24
49400,VIRGINIA,GREENSVILLE,5,"257,560",4292.67,"216,650","3,610.83","14,240","21,070","5,600",5,"231,806",3863.43
49410,VIRGINIA,HALIFAX,81,"1,597,199",1643.21,"1,406,108","1,446.61","65,462","109,785","15,844",80,"2,756,824",2871.69
49411,VIRGINIA,HAMPTON CITY,358,"5,782,200",1345.95,"5,198,081","1,209.98","188,345","343,621","52,153",346,"14,617,954",3520.7
49420,VIRGINIA,HANOVER,138,"3,365,448",2032.28,"3,051,309","1,842.58","120,294","152,530","41,315",134,"4,781,325",2973.46
49421,VIRGINIA,HARRISONBURG CITY,29,"1,009,823",2901.79,"870,920","2,502.64","63,528","55,868","19,507",29,"922,991",2652.27
49430,VIRGINIA,HENRICO,259,"4,768,021",1534.11,"4,205,943","1,353.26","200,171","271,859","90,048",243,"9,762,542",3347.92
49440,VIRGINIA,HENRY,79,"1,384,335",1460.27,"1,226,857","1,294.15","55,836","82,506","19,136",76,"2,349,059",2575.72
49450,VIRGINIA,HIGHLAND,1,"25,264",2105.33,"25,020","2,085.00",0,244,0,1,"10,485",873.75
49451,VIRGINIA,HOPEWELL CITY,59,"1,439,302",2032.91,"1,292,826","1,826.03","51,119","76,766","18,591",57,"2,056,895",3007.16
49460,VIRGINIA,ISLE OF WIGHT,54,"1,084,347",1673.38,"975,247","1,505.01","31,923","66,480","10,697",52,"2,208,781",3539.71
