DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 OUTPATIENT REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART B REIMBURSEMENT,,,,,,,,
06440,COLORADO                 ,OTERO,"2,891","1,625","-2,319","-4,821","-12,108",,,,
06450,COLORADO                 ,OURAY,-66,92,-254,-412,-542,,,,
06460,COLORADO                 ,PARK,-55,-828,"-1,279","-2,081","-2,018",,,,
06470,COLORADO                 ,PHILLIPS,-276,-539,-577,-810,-809,,,,
06480,COLORADO                 ,PITKIN,-362,-374,-188,-434,-418,,,,
06490,COLORADO                 ,PROWERS,178,-515,-531,"-1,914","-4,068",,,,
06500,COLORADO                 ,PUEBLO,"18,224","5,386","-25,899","-43,056","-96,737",,,,
06510,COLORADO                 ,RIO BLANCO,77,-382,-825,-699,"-1,320",,,,
06520,COLORADO                 ,RIO GRANDE,881,72,"-1,800","-2,238","-3,475",,,,
06530,COLORADO                 ,ROUTT,-610,"-1,368","-1,629","-1,857","-3,904",,,,
06540,COLORADO                 ,SAGUACHE,376,-135,-301,-632,"-1,986",,,,
06550,COLORADO                 ,SAN JUAN,64,47,-38,-37,-176,,,,
06560,COLORADO                 ,SAN MIGUEL,-23,-96,-154,-323,"-1,147",,,,
06570,COLORADO                 ,SEDGWICK,-212,16,-159,-351,-161,,,,
06580,COLORADO                 ,SUMMIT,-46,696,-431,"-1,859","-1,714",,,,
06590,COLORADO                 ,TELLER,"1,130","-2,649","-2,788","-2,187","-2,293",,,,
06600,COLORADO                 ,WASHINGTON,-385,-787,"-1,218",-508,-801,,,,
06610,COLORADO                 ,WELD,"-33,207","-21,548","-47,547","-45,681","-58,124",,,,
06620,COLORADO                 ,YUMA,208,287,"-1,090","-1,065","-2,177",,,,
06630,COLORADO                 ,BROOMFIELD,"-2,956","-4,144","-5,872","-6,385","-5,984",,,,
07000,CONNECTICUT              ,FAIRFIELD,"173,938","264,392","309,793","277,249","228,779",,,,
07010,CONNECTICUT              ,HARTFORD,"509,186","675,349","638,918","744,560","1,466,948",,,,
07020,CONNECTICUT              ,LITCHFIELD,"89,027","127,039","132,539","151,337","297,899",,,,
07030,CONNECTICUT              ,MIDDLESEX,"97,045","143,291","126,571","149,787","299,569",,,,
07040,CONNECTICUT              ,NEW HAVEN,"365,620","495,488","577,728","628,806","873,396",,,,
07050,CONNECTICUT              ,NEW LONDON,"180,857","243,280","245,627","287,276","608,456",,,,
07060,CONNECTICUT              ,TOLLAND,"59,608","86,401","73,997","90,369","180,049",,,,
07070,CONNECTICUT              ,WINDHAM,"111,652","161,218","145,631","165,761","295,518",,,,
08000,DELAWARE                 ,KENT,"20,149","25,089","22,350","31,957","29,975",,,,
08010,DELAWARE                 ,NEW CASTLE,"35,165","42,303","23,540","44,468","39,409",,,,
08020,DELAWARE                 ,SUSSEX,"-4,208","-18,424","10,380","-11,188","-9,818",,,,
09000,DISTRICT OF COLUMBIA     ,DISTRICT OF COLUMBIA,"-167,023","-196,377","-188,495","-156,712","-181,872",,,,
10000,FLORIDA                  ,ALACHUA,"57,454","56,766","89,421","76,266","40,187",,,,
10010,FLORIDA                  ,BAKER,"-9,855","-10,074","-10,213","-4,371","-4,090",,,,
10020,FLORIDA                  ,BAY,"-137,183","-100,566","-108,879","-98,530","-108,353",,,,
10030,FLORIDA                  ,BRADFORD,-331,"-1,151","6,645","4,841",624,,,,
10040,FLORIDA                  ,BREVARD,"-216,373","-201,987","-175,132","-212,944","-145,415",,,,
10050,FLORIDA                  ,BROWARD,"-205,761","-105,813","-395,799","-243,633","-196,530",,,,
10060,FLORIDA                  ,CALHOUN,"-6,916","-11,405","-7,127","-5,912","-4,526",,,,
10070,FLORIDA                  ,CHARLOTTE,"-87,809","-45,516","-31,536","-6,480","-4,239",,,,
10080,FLORIDA                  ,CITRUS,"-21,107","-5,981",-9,"-10,586","-10,996",,,,
10090,FLORIDA                  ,CLAY,"-12,152","-9,223","-10,197","5,425","6,912",,,,
10100,FLORIDA                  ,COLLIER,"-38,514","-54,453","-60,352","-63,494","-56,758",,,,
10110,FLORIDA                  ,COLUMBIA,"-6,021",-371,"22,037","30,104","33,910",,,,
10120,FLORIDA                  ,MIAMI-DADE,"-487,322","-230,382","-659,247","-512,338","-422,391",,,,
10130,FLORIDA                  ,DESOTO,"-33,827","-19,747","-21,468","-15,370","-13,199",,,,
10140,FLORIDA                  ,DIXIE,"4,065","5,995","11,656","6,373","2,588",,,,
10150,FLORIDA                  ,DUVAL,"-99,161","-100,166","-105,013","31,176","38,445",,,,
10160,FLORIDA                  ,ESCAMBIA,"-270,757","-242,090","-250,727","-184,396","-165,620",,,,
10170,FLORIDA                  ,FLAGLER,"-49,938","-40,135","-38,615","-41,020","-38,479",,,,
10180,FLORIDA                  ,FRANKLIN,"-5,069","-2,401","-3,161","-4,236","-3,866",,,,
10190,FLORIDA                  ,GADSDEN,"-22,313","-11,349","-9,928","-22,582","-15,466",,,,
10200,FLORIDA                  ,GILCHRIST,"5,493","5,420","10,931","6,869","4,537",,,,
10210,FLORIDA                  ,GLADES,"-2,864","-1,997","-4,246","-6,668","-1,439",,,,
10220,FLORIDA                  ,GULF,"-11,569","-6,512","-10,118","-9,250","-9,594",,,,
10230,FLORIDA                  ,HAMILTON,"-2,529",-267,914,-854,"2,062",,,,
10240,FLORIDA                  ,HARDEE,"-11,450","-9,014","-8,672","-6,728","-6,459",,,,
10250,FLORIDA                  ,HENDRY,"-13,881","-16,375","-23,331","-10,153","-11,701",,,,
10260,FLORIDA                  ,HERNANDO,"-22,473","-12,185","-14,148","-10,374","-9,866",,,,
10270,FLORIDA                  ,HIGHLANDS,"-75,174","-66,654","-61,295","-72,135","-67,940",,,,
10280,FLORIDA                  ,HILLSBOROUGH,"-102,718","-31,349","-49,286","-57,337","-49,872",,,,
10290,FLORIDA                  ,HOLMES,"-14,520","-9,889","-10,832","-6,335","-3,233",,,,
10300,FLORIDA                  ,INDIAN RIVER,"-56,653","-52,365","-84,241","-93,096","-54,662",,,,
10310,FLORIDA                  ,JACKSON,"-26,627","-35,025","-35,948","-26,856","-6,045",,,,
10320,FLORIDA                  ,JEFFERSON,"-6,348","-5,357","-4,020","-5,066","-3,567",,,,
10330,FLORIDA                  ,LAFAYETTE,"-1,117",25,-478,-575,-448,,,,
10340,FLORIDA                  ,LAKE,"-88,116","-44,583","-19,164","-47,197","-36,839",,,,
10350,FLORIDA                  ,LEE,"-206,815","-176,415","-122,842","-166,387","-232,292",,,,
10360,FLORIDA                  ,LEON,"-56,788","-29,670","-27,927","-51,348","-30,905",,,,
10370,FLORIDA                  ,LEVY,"6,889","8,568","18,137","11,332","5,286",,,,
10380,FLORIDA                  ,LIBERTY,"-4,867","-4,319","-3,369","-2,696","-2,533",,,,
10390,FLORIDA                  ,MADISON,"-4,966","-6,181","-3,437","-9,513","-5,795",,,,
10400,FLORIDA                  ,MANATEE,"-311,220","-238,375","-250,947","-7,179","-1,423",,,,
10410,FLORIDA                  ,MARION,"-31,742","-19,331","-17,640","1,223",-241,,,,
10420,FLORIDA                  ,MARTIN,"-45,340","-37,418","-65,840","-76,330","-34,744",,,,
10430,FLORIDA                  ,MONROE,"-17,187","-13,351","-11,074","-14,071","-14,364",,,,
10440,FLORIDA                  ,NASSAU,"-11,156","-8,532","-7,691",971,"1,983",,,,
10450,FLORIDA                  ,OKALOOSA,"-30,999","-32,550","-25,731","-32,332","-33,819",,,,
10460,FLORIDA                  ,OKEECHOBEE,"-22,182","-14,599","-27,810","-38,166","-14,727",,,,
10470,FLORIDA                  ,ORANGE,"-195,207","-132,376","-84,743","-83,979","-68,113",,,,
10480,FLORIDA                  ,OSCEOLA,"-35,179","-23,407","-10,046","-23,135","-21,570",,,,
10490,FLORIDA                  ,PALM BEACH,"-189,020","-178,585","-351,409","-256,058","-250,360",,,,
10500,FLORIDA                  ,PASCO,"-46,460","-12,777","-20,637","-28,447","-24,103",,,,
10510,FLORIDA                  ,PINELLAS,"-106,594","-26,139","-47,935","-57,790","-51,756",,,,
10520,FLORIDA                  ,POLK,"-132,289","-91,353","-87,020","-87,715","-71,730",,,,
10530,FLORIDA                  ,PUTNAM,"-5,775","-8,196","-3,331","2,658","24,041",,,,
10540,FLORIDA                  ,ST. JOHNS,"-81,523","-82,301","-115,319","-79,580","-76,030",,,,
10550,FLORIDA                  ,ST. LUCIE,"-118,234","-90,094","-147,801","-190,217","-107,244",,,,
10560,FLORIDA                  ,SANTA ROSA,"-105,743","-99,121","-108,090","-79,339","-70,403",,,,
10570,FLORIDA                  ,SARASOTA,"-291,788","-186,307","-147,106","-10,859","-1,570",,,,
10580,FLORIDA                  ,SEMINOLE,"-45,016","-29,876","-19,623","-24,332","-21,038",,,,
10590,FLORIDA                  ,SUMTER,"-16,954","-9,569","-7,896","-11,812","-9,740",,,,
10600,FLORIDA                  ,SUWANNEE,-170,754,"9,864","14,310","13,049",,,,
10610,FLORIDA                  ,TAYLOR,"-16,167","-12,276","-11,850","-11,647","-11,161",,,,
10620,FLORIDA                  ,UNION,680,"1,450","2,588","6,727","3,370",,,,
10630,FLORIDA                  ,VOLUSIA,"-127,988","-97,377","-88,859","-110,620","-92,882",,,,
10640,FLORIDA                  ,WAKULLA,"-15,567","-8,806","-4,302","-12,423","-6,912",,,,
10650,FLORIDA                  ,WALTON,"-18,848","-15,361","-16,667","-13,681","-11,419",,,,
10660,FLORIDA                  ,WASHINGTON,"-13,913","-11,797","-15,444","-9,681","-8,283",,,,
11000,GEORGIA                  ,APPLING,"-5,514","-7,812","-7,841","-2,405","-2,058",,,,
11010,GEORGIA                  ,ATKINSON,"-4,202","-4,080","-4,249","-5,033","-2,711",,,,
11011,GEORGIA                  ,BACON,"-3,625","-3,648","-3,731","-2,484","-1,801",,,,
11020,GEORGIA                  ,BAKER,-241,-500,-804,-395,110,,,,
11030,GEORGIA                  ,BALDWIN,"-60,781","-113,714","-87,538","-65,002","-29,816",,,,
11040,GEORGIA                  ,BANKS,"-7,349","-9,669","-6,721","-4,618",-898,,,,
11050,GEORGIA                  ,BARROW,"-22,866","-25,107","-23,257","-15,446","12,715",,,,
11060,GEORGIA                  ,BARTOW,"-27,237","-36,079","-24,468",466,"47,333",,,,
11070,GEORGIA                  ,BEN HILL,"-11,150","-13,661","-11,338","-11,378","-4,813",,,,
11080,GEORGIA                  ,BERRIEN,"-10,904","-12,439","-14,684","-15,692","-11,147",,,,
11090,GEORGIA                  ,BIBB,"-92,361","-179,373","-207,008","-85,398","-25,391",,,,
11100,GEORGIA                  ,BLECKLEY,"-2,502","-4,419","-4,362","-1,788",-770,,,,
11110,GEORGIA                  ,BRANTLEY,"-19,694","-27,494","-21,210","-14,549","-7,827",,,,
11120,GEORGIA                  ,BROOKS,"-9,675","-9,790","-7,105","-8,118","-7,755",,,,
11130,GEORGIA                  ,BRYAN,"-7,861","-10,789","-9,490","-5,584","-7,436",,,,
11140,GEORGIA                  ,BULLOCH,"-15,099","-23,112","-28,671","-17,633","-20,381",,,,
11150,GEORGIA                  ,BURKE,"-9,510","-15,627","-14,799","-16,045","-15,049",,,,
11160,GEORGIA                  ,BUTTS,"-8,178","-10,605","-6,352",634,"9,350",,,,
11161,GEORGIA                  ,CALHOUN,-953,"-3,045","-4,522","-3,946",385,,,,
11170,GEORGIA                  ,CAMDEN,"-31,590","-40,844","-43,428","-44,662","-18,995",,,,
11180,GEORGIA                  ,CANDLER,"-3,154","-5,445","-5,297","-2,396","-2,853",,,,
11190,GEORGIA                  ,CARROLL,"-33,493","-47,837","-29,427","4,218","64,200",,,,
11200,GEORGIA                  ,CATOOSA,"-9,792","-7,506","-9,128","-7,091",953,,,,
11210,GEORGIA                  ,CHARLTON,"-4,226","-6,060","-6,017","-7,405","-3,504",,,,
11220,GEORGIA                  ,CHATHAM,"-36,383","-59,590","-60,455","-37,457","-53,756",,,,
11230,GEORGIA                  ,CHATTAHOOCHEE,"-3,711","-2,762","-2,307","-3,494","-4,624",,,,
11240,GEORGIA                  ,CHATTOOGA,"-10,576","-12,222","-7,477",-657,"13,756",,,,
11250,GEORGIA                  ,CHEROKEE,"-21,292","-18,329","-11,459",650,"24,766",,,,
11260,GEORGIA                  ,CLARKE,"-46,769","-33,049","-46,113","-60,733","-57,884",,,,
11270,GEORGIA                  ,CLAY,-74,"-1,603","-1,177","-1,242",506,,,,
11280,GEORGIA                  ,CLAYTON,"-55,728","-65,289","-40,981","1,672","91,724",,,,
11281,GEORGIA                  ,CLINCH,"-3,880","-4,667","-4,313","-8,567","-4,484",,,,
11290,GEORGIA                  ,COBB,"-100,066","-100,504","-59,589","5,077","148,487",,,,
11291,GEORGIA                  ,COFFEE,"-20,539","-24,238","-23,864","-21,879","-15,528",,,,
11300,GEORGIA                  ,COLQUITT,"-21,042","-28,420","-57,851","-52,670","-50,895",,,,
11310,GEORGIA                  ,COLUMBIA,"-26,374","-30,727","-29,167","-31,088","-33,757",,,,
11311,GEORGIA                  ,COOK,"-7,781","-9,820","-11,290","-13,797","-7,596",,,,
11320,GEORGIA                  ,COWETA,"-18,749","-21,831","-12,517","3,599","40,249",,,,
11330,GEORGIA                  ,CRAWFORD,"-3,042","-4,671","-6,981","-2,247",-487,,,,
11340,GEORGIA                  ,CRISP,"-6,672","-11,848","-14,151","-11,173","-4,813",,,,
11341,GEORGIA                  ,DADE,"-5,314","-4,431","-4,165","-2,928","1,132",,,,
11350,GEORGIA                  ,DAWSON,"-4,917","-5,701","-3,722","1,342","10,835",,,,
11360,GEORGIA                  ,DECATUR,"-11,020","-16,783","-12,676","-8,669","-8,241",,,,
11370,GEORGIA                  ,DEKALB,"-109,394","-110,916","-74,266","7,173","152,723",,,,
11380,GEORGIA                  ,DODGE,"-13,915","-27,821","-23,859","-14,668","-6,851",,,,
11381,GEORGIA                  ,DOOLY,"-2,798","-7,256","-7,627","-4,265","-1,347",,,,
11390,GEORGIA                  ,DOUGHERTY,"-10,044","-28,911","-59,013","-62,113","11,178",,,,
11400,GEORGIA                  ,DOUGLAS,"-20,386","-25,671","-15,460",-654,"32,761",,,,
11410,GEORGIA                  ,EARLY,496,"-5,125","-5,569","-3,093","4,541",,,,
11420,GEORGIA                  ,ECHOLS,-291,"-1,222",-505,"-1,014",-489,,,,
11421,GEORGIA                  ,EFFINGHAM,"-5,941","-9,769","-9,697","-6,219","-8,438",,,,
11430,GEORGIA                  ,ELBERT,"-13,507","-10,593","-13,406","-15,047","-10,394",,,,
11440,GEORGIA                  ,EMANUEL,"-13,363","-18,529","-18,877","-12,339","-8,779",,,,
11441,GEORGIA                  ,EVANS,"-2,134","-4,240","-5,269","-3,412","-2,706",,,,
11450,GEORGIA                  ,FANNIN,"-10,050","-10,663","-7,586","-2,102","12,203",,,,
11451,GEORGIA                  ,FAYETTE,"-9,548","-11,432","-8,323",110,"18,749",,,,
11460,GEORGIA                  ,FLOYD,"-37,608","-45,111","-27,982","2,151","75,251",,,,
11461,GEORGIA                  ,FORSYTH,"-10,387","-10,121","-6,399",603,"21,498",,,,
11462,GEORGIA                  ,FRANKLIN,"-14,566","-17,332","-20,134","-13,274","-7,517",,,,
11470,GEORGIA                  ,FULTON,"-127,797","-148,356","-93,527","7,282","198,580",,,,
11471,GEORGIA                  ,GILMER,"-10,578","-12,331","-10,947","-4,877","7,741",,,,
11480,GEORGIA                  ,GLASCOCK,"-3,255","-3,471","-2,239","-3,786","-3,726",,,,
11490,GEORGIA                  ,GLYNN,"-63,179","-92,963","-72,405","-60,827","-31,052",,,,
11500,GEORGIA                  ,GORDON,"-17,198","-22,034","-13,863","1,798","31,204",,,,
11510,GEORGIA                  ,GRADY,"-16,982","-20,917","-11,432","-5,662","-13,364",,,,
11520,GEORGIA                  ,GREENE,"-5,606","-5,235","-5,232","-6,042","-6,170",,,,
11530,GEORGIA                  ,GWINNETT,"-60,550","-60,846","-32,503","5,799","96,362",,,,
11540,GEORGIA                  ,HABERSHAM,"-21,796","-23,267","-21,699","-15,532","-5,514",,,,
11550,GEORGIA                  ,HALL,"-29,324","-36,890","-28,218","2,529","60,097",,,,
11560,GEORGIA                  ,HANCOCK,"-10,714","-14,471","-10,138","-8,696","-6,397",,,,
11570,GEORGIA                  ,HARALSON,"-6,633","-10,023","-6,163",448,"13,157",,,,
11580,GEORGIA                  ,HARRIS,"-9,366","-12,078","-5,595","-10,189","-15,165",,,,
11581,GEORGIA                  ,HART,"-6,565","-8,584","-8,210","-7,049","-3,938",,,,
11590,GEORGIA                  ,HEARD,"-2,347","-1,784",339,"1,602","6,137",,,,
11591,GEORGIA                  ,HENRY,"-22,133","-23,866","-17,453","2,421","53,142",,,,
11600,GEORGIA                  ,HOUSTON,"-69,731","-106,148","-134,388","-53,377","-29,285",,,,
11601,GEORGIA                  ,IRWIN,"-5,374","-5,198","-6,379","-4,209","-3,371",,,,
11610,GEORGIA                  ,JACKSON,"-21,595","-20,909","-21,573","-17,663","-1,720",,,,
11611,GEORGIA                  ,JASPER,"-4,044","-3,288","-6,127","-1,759","2,257",,,,
11612,GEORGIA                  ,JEFF DAVIS,"-4,421","-7,614","-6,141",-12,485,,,,
11620,GEORGIA                  ,JEFFERSON,"-12,293","-18,031","-14,766","-14,479","-14,315",,,,
11630,GEORGIA                  ,JENKINS,"-2,645","-3,992","-3,593","-3,977","-4,095",,,,
11640,GEORGIA                  ,JOHNSON,"-7,315","-10,351","-8,985","-5,963","-4,160",,,,
11650,GEORGIA                  ,JONES,"-9,662","-17,653","-13,575","-5,771","-1,839",,,,
11651,GEORGIA                  ,LAMAR,"-5,847","-10,172","-6,753",311,"7,441",,,,
11652,GEORGIA                  ,LANIER,"-2,775","-3,027","-3,282","-7,354","-4,357",,,,
11660,GEORGIA                  ,LAURENS,"-35,675","-67,384","-63,543","-26,944","-15,571",,,,
11670,GEORGIA                  ,LEE,"-1,106","-4,606","-10,360","-8,693","1,401",,,,
11680,GEORGIA                  ,LIBERTY,"-5,402","-9,101","-8,648","-6,766","-9,965",,,,
11690,GEORGIA                  ,LINCOLN,"-4,688","-5,780","-5,426","-6,047","-6,223",,,,
11691,GEORGIA                  ,LONG,"-1,001","-1,307","-2,889",-825,"-3,302",,,,
11700,GEORGIA                  ,LOWNDES,"-36,391","-44,569","-56,542","-97,358","-59,680",,,,
11701,GEORGIA                  ,LUMPKIN,"-7,222","-7,034","-4,128",339,"10,372",,,,
11702,GEORGIA                  ,MCDUFFIE,"-11,108","-19,744","-14,379","-15,061","-13,612",,,,
11703,GEORGIA                  ,MCINTOSH,"-8,780","-21,332","-12,609","-9,028","-4,350",,,,
11710,GEORGIA                  ,MACON,"-4,955","-8,943","-7,865","-7,210","-4,545",,,,
11720,GEORGIA                  ,MADISON,"-16,732","-12,570","-16,087","-23,906","-18,324",,,,
11730,GEORGIA                  ,MARION,"-2,423","-5,010","-3,038","-2,782","-1,497",,,,
11740,GEORGIA                  ,MERIWETHER,"-3,095","-3,962","-1,782",804,"4,440",,,,
11741,GEORGIA                  ,MILLER,"-1,100","-2,957","-2,584",478,-100,,,,
11750,GEORGIA                  ,MITCHELL,"-6,308","-7,329","-7,747","-5,994","-4,830",,,,
11760,GEORGIA                  ,MONROE,"-6,583","-12,411","-13,990","-5,880",-79,,,,
11770,GEORGIA                  ,MONTGOMERY,"-4,010","-5,211","-3,200","2,965","6,871",,,,
11771,GEORGIA                  ,MORGAN,"-4,669","-4,169","-4,729","-4,071","-2,671",,,,
11772,GEORGIA                  ,MURRAY,"-11,345","-15,099","-18,244","-11,007",696,,,,
11780,GEORGIA                  ,MUSCOGEE,"-104,117","-151,721","-125,025","-176,460","-172,737",,,,
11790,GEORGIA                  ,NEWTON,"-20,962","-25,120","-17,793",530,"38,561",,,,
11800,GEORGIA                  ,OCONEE,"-9,852","-6,259","-7,960","-9,134","-8,133",,,,
11801,GEORGIA                  ,OGLETHORPE,"-10,189","-4,375","-6,086","-7,852","-8,798",,,,
11810,GEORGIA                  ,PAULDING,"-16,083","-18,643","-11,162",318,"28,519",,,,
11811,GEORGIA                  ,PEACH,"-18,999","-32,286","-39,192","-13,133","-4,178",,,,
11812,GEORGIA                  ,PICKENS,"-7,734","-10,826","-5,252",963,"13,384",,,,
11820,GEORGIA                  ,PIERCE,"-10,923","-12,968","-12,651","-8,878","-8,211",,,,
11821,GEORGIA                  ,PIKE,"-5,220","-5,879","-4,147","-1,643","5,953",,,,
11830,GEORGIA                  ,POLK,"-15,448","-18,881","-11,343","-1,224","26,632",,,,
11831,GEORGIA                  ,PULASKI,"-6,918","-11,348","-14,278","-5,680","-2,527",,,,
