DISABLED -- REPRICING ADJUSTMENTS TO THE 2008-2012 UNCOMPENSATED CARE REIMBURSEMENT DATA TO REFLECT THE MOST CURRENT WAGE INDEX,,,,,,,,,,,,,,,,,,
CODE,STATE,COUNTY,ADJUSTMENT TO PART A REIMBURSEMENT,,,,,,,,,,,,,,,
,,,"2,008","2,009","2,010","2,011","2,012",,,,,,,,,,,
42390,SOUTH CAROLINA           ,RICHLAND,"330,367","348,304","262,547","321,746","468,485",,,,,,,,,,,
42400,SOUTH CAROLINA           ,SALUDA,"-1,056","-1,825","1,413","-5,384","-14,596",,,,,,,,,,,
42410,SOUTH CAROLINA           ,SPARTANBURG,"-43,714","-27,380","1,738","87,424","38,947",,,,,,,,,,,
42420,SOUTH CAROLINA           ,SUMTER,"-42,048","-17,493","-2,267","-42,448","-49,470",,,,,,,,,,,
42430,SOUTH CAROLINA           ,UNION,"-1,462","4,879","-24,212","-29,203","6,703",,,,,,,,,,,
42440,SOUTH CAROLINA           ,WILLIAMSBURG,"-66,945","-117,537","-146,499","-83,854","-60,702",,,,,,,,,,,
42450,SOUTH CAROLINA           ,YORK,"-234,472","-299,321","-202,340","-312,681","-102,727",,,,,,,,,,,
43010,SOUTH DAKOTA             ,AURORA,-81,"1,053",-294,307,94,,,,,,,,,,,
43020,SOUTH DAKOTA             ,BEADLE,"6,994","11,016","28,061","-4,593","3,742",,,,,,,,,,,
43030,SOUTH DAKOTA             ,BENNETT,"2,803","2,207",-783,"3,182",0,,,,,,,,,,,
43040,SOUTH DAKOTA             ,BON HOMME,600,221,-175,-369,"-3,535",,,,,,,,,,,
43050,SOUTH DAKOTA             ,BROOKINGS,"10,247","16,481","5,075","9,557",-430,,,,,,,,,,,
43060,SOUTH DAKOTA             ,BROWN,"4,830","-6,312","-1,294","8,142","-7,898",,,,,,,,,,,
43070,SOUTH DAKOTA             ,BRULE,"2,153",-778,403,"2,421","3,181",,,,,,,,,,,
43080,SOUTH DAKOTA             ,BUFFALO,-443,459,-266,-5,765,,,,,,,,,,,
43090,SOUTH DAKOTA             ,BUTTE,266,0,"-4,798",28,656,,,,,,,,,,,
43100,SOUTH DAKOTA             ,CAMPBELL,-13,908,-53,750,341,,,,,,,,,,,
43110,SOUTH DAKOTA             ,CHARLES MIX,"3,084",-904,825,"-4,788","1,031",,,,,,,,,,,
43120,SOUTH DAKOTA             ,CLARK,"1,673","3,866",-112,768,"3,830",,,,,,,,,,,
43130,SOUTH DAKOTA             ,CLAY,"10,233","4,120","4,943","6,508","-2,498",,,,,,,,,,,
43140,SOUTH DAKOTA             ,CODINGTON,"23,745","22,456","15,284","-1,023","20,693",,,,,,,,,,,
43150,SOUTH DAKOTA             ,CORSON,-495,138,"1,135","1,180","-4,578",,,,,,,,,,,
43160,SOUTH DAKOTA             ,CUSTER,532,464,915,-355,"2,355",,,,,,,,,,,
43170,SOUTH DAKOTA             ,DAVISON,"20,869","11,954","1,744","4,194","2,374",,,,,,,,,,,
43180,SOUTH DAKOTA             ,DAY,"2,241","2,748",-351,"-2,566",-736,,,,,,,,,,,
43190,SOUTH DAKOTA             ,DEUEL,34,"2,569",181,-322,"-2,267",,,,,,,,,,,
43200,SOUTH DAKOTA             ,DEWEY,"9,628","7,275","2,700","14,623","-1,504",,,,,,,,,,,
43210,SOUTH DAKOTA             ,DOUGLAS,-754,449,-512,232,803,,,,,,,,,,,
43220,SOUTH DAKOTA             ,EDMUNDS,939,"1,039",0,837,0,,,,,,,,,,,
43230,SOUTH DAKOTA             ,FALL RIVER,488,-492,"1,212",-663,"1,663",,,,,,,,,,,
43240,SOUTH DAKOTA             ,FAULK,26,0,0,0,233,,,,,,,,,,,
43250,SOUTH DAKOTA             ,GRANT,"2,741","5,982","-1,476","-2,795","4,073",,,,,,,,,,,
43260,SOUTH DAKOTA             ,GREGORY,"2,676","2,754","2,657",-971,"2,252",,,,,,,,,,,
43270,SOUTH DAKOTA             ,HAAKON,-304,0,0,0,-46,,,,,,,,,,,
43280,SOUTH DAKOTA             ,HAMLIN,"-22,639","6,384","3,383","-3,304","1,731",,,,,,,,,,,
43290,SOUTH DAKOTA             ,HAND,"7,255","2,310",81,"2,478",114,,,,,,,,,,,
43300,SOUTH DAKOTA             ,HANSON,"1,171","-1,773","1,679","-5,628",407,,,,,,,,,,,
43310,SOUTH DAKOTA             ,HARDING,0,0,868,0,0,,,,,,,,,,,
43320,SOUTH DAKOTA             ,HUGHES,"-20,461","-8,759","-11,665","-25,963","-8,982",,,,,,,,,,,
43330,SOUTH DAKOTA             ,HUTCHINSON,"4,162","4,351","-2,847","1,302","1,155",,,,,,,,,,,
43340,SOUTH DAKOTA             ,HYDE,0,54,9,-84,-990,,,,,,,,,,,
43350,SOUTH DAKOTA             ,JACKSON,0,"1,852","1,826",-940,0,,,,,,,,,,,
43360,SOUTH DAKOTA             ,JERAULD,757,61,-633,5,42,,,,,,,,,,,
43370,SOUTH DAKOTA             ,JONES,470,23,0,-153,-8,,,,,,,,,,,
43380,SOUTH DAKOTA             ,KINGSBURY,827,"2,864","1,776","-3,597","2,255",,,,,,,,,,,
43390,SOUTH DAKOTA             ,LAKE,"8,053","8,469","7,906","1,850","2,377",,,,,,,,,,,
43400,SOUTH DAKOTA             ,LAWRENCE,591,699,-687,"-7,078","-13,822",,,,,,,,,,,
43410,SOUTH DAKOTA             ,LINCOLN,"23,426","4,413","-1,198","5,283","4,867",,,,,,,,,,,
43420,SOUTH DAKOTA             ,LYMAN,237,"1,511",-804,"1,604","-7,064",,,,,,,,,,,
43430,SOUTH DAKOTA             ,MCCOOK,"6,888","2,076","-2,754","2,141","-1,432",,,,,,,,,,,
43440,SOUTH DAKOTA             ,MCPHERSON,-523,511,174,-612,-609,,,,,,,,,,,
43450,SOUTH DAKOTA             ,MARSHALL,"1,706","-1,078",-545,0,"-2,138",,,,,,,,,,,
43460,SOUTH DAKOTA             ,MEADE,"1,077","2,797","1,082","4,052","-1,146",,,,,,,,,,,
43470,SOUTH DAKOTA             ,MELLETTE,"3,530",707,-923,"2,224","1,317",,,,,,,,,,,
43480,SOUTH DAKOTA             ,MINER,"1,949","-2,555","1,433",632,"1,028",,,,,,,,,,,
43490,SOUTH DAKOTA             ,MINNEHAHA,"309,043","326,661","243,828","225,302","131,199",,,,,,,,,,,
43500,SOUTH DAKOTA             ,MOODY,"5,100","3,541","3,230",32,10,,,,,,,,,,,
43510,SOUTH DAKOTA             ,PENNINGTON,"1,115","-7,440","-1,087",88,"11,515",,,,,,,,,,,
43520,SOUTH DAKOTA             ,PERKINS,"-2,914","1,337",329,951,-8,,,,,,,,,,,
43530,SOUTH DAKOTA             ,POTTER,320,-719,"-1,407","-3,031","-4,708",,,,,,,,,,,
43540,SOUTH DAKOTA             ,ROBERTS,"1,642","13,810","1,815",805,"2,770",,,,,,,,,,,
43550,SOUTH DAKOTA             ,SANBORN,-698,"1,376",886,-21,"-2,693",,,,,,,,,,,
43560,SOUTH DAKOTA             ,SHANNON,"44,390","55,693","50,354","49,695","55,712",,,,,,,,,,,
43570,SOUTH DAKOTA             ,SPINK,"2,112","3,324","4,870","-1,588","-4,113",,,,,,,,,,,
43580,SOUTH DAKOTA             ,STANLEY,-769,"-4,160",-736,317,250,,,,,,,,,,,
43590,SOUTH DAKOTA             ,SULLY,-713,-589,203,708,-464,,,,,,,,,,,
43600,SOUTH DAKOTA             ,TODD,"15,660","16,321","24,400","16,236","26,651",,,,,,,,,,,
43610,SOUTH DAKOTA             ,TRIPP,38,592,515,180,-736,,,,,,,,,,,
43620,SOUTH DAKOTA             ,TURNER,"14,783","20,713","11,383","-7,176","7,948",,,,,,,,,,,
43630,SOUTH DAKOTA             ,UNION,"9,071","3,654","7,835","9,036","-2,300",,,,,,,,,,,
43640,SOUTH DAKOTA             ,WALWORTH,"1,735",-101,"-1,105",-436,"-1,034",,,,,,,,,,,
43670,SOUTH DAKOTA             ,YANKTON,"1,157","8,952","4,442","-1,120",-274,,,,,,,,,,,
43680,SOUTH DAKOTA             ,ZIEBACH,-89,-507,0,80,431,,,,,,,,,,,
44000,TENNESSEE                ,ANDERSON,"-44,082","-81,325","-34,600","-15,342","2,154",,,,,,,,,,,
44010,TENNESSEE                ,BEDFORD,"-103,361","-85,960","-108,982","-60,226","-45,248",,,,,,,,,,,
44020,TENNESSEE                ,BENTON,"-45,736","-33,288","-53,974","-50,138","-18,709",,,,,,,,,,,
44030,TENNESSEE                ,BLEDSOE,"3,408","22,110","10,327","-11,903","-6,093",,,,,,,,,,,
44040,TENNESSEE                ,BLOUNT,"-12,296","22,702","72,774","89,702","111,122",,,,,,,,,,,
44050,TENNESSEE                ,BRADLEY,"-30,269","92,171","-2,153","23,218","46,946",,,,,,,,,,,
44060,TENNESSEE                ,CAMPBELL,"-112,719","-75,389","-66,417","-49,748","-61,000",,,,,,,,,,,
44070,TENNESSEE                ,CANNON,"-26,120","-22,671","-18,349","-23,232","-12,212",,,,,,,,,,,
44080,TENNESSEE                ,CARROLL,"-116,250","-57,398","-110,078","-77,973","-70,272",,,,,,,,,,,
44090,TENNESSEE                ,CARTER,"-138,794","-106,286","-130,898","-52,272","16,787",,,,,,,,,,,
44100,TENNESSEE                ,CHEATHAM,"-15,206","-19,361","-29,104","-19,171","38,332",,,,,,,,,,,
44110,TENNESSEE                ,CHESTER,"-46,542","-21,099","-46,535","-30,525","-37,933",,,,,,,,,,,
44120,TENNESSEE                ,CLAIBORNE,"-101,269","-62,029","-77,427","-54,201","-27,301",,,,,,,,,,,
44130,TENNESSEE                ,CLAY,"-52,929","-63,155","-44,992","-53,187","-33,875",,,,,,,,,,,
44140,TENNESSEE                ,COCKE,"-89,921","-75,187","-65,344","-37,795","-16,916",,,,,,,,,,,
44150,TENNESSEE                ,COFFEE,"-80,656","-131,430","-165,788","-173,071","-60,142",,,,,,,,,,,
44160,TENNESSEE                ,CROCKETT,"-44,105","-26,843","-32,192","-40,085","-55,597",,,,,,,,,,,
44170,TENNESSEE                ,CUMBERLAND,"-43,385","-65,116","-111,591","-50,947","-37,800",,,,,,,,,,,
44180,TENNESSEE                ,DAVIDSON,"308,231","62,437","82,649","471,508","704,306",,,,,,,,,,,
44190,TENNESSEE                ,DECATUR,"-31,414","-37,403","-23,514","-10,225","-17,926",,,,,,,,,,,
44200,TENNESSEE                ,DEKALB,"-97,077","-69,135","-48,911","-47,156","-33,510",,,,,,,,,,,
44210,TENNESSEE                ,DICKSON,"-81,273","-79,969","-92,360","-77,371","-53,844",,,,,,,,,,,
44220,TENNESSEE                ,DYER,"-166,797","-211,085","-147,501","-170,722","-152,381",,,,,,,,,,,
44230,TENNESSEE                ,FAYETTE,"-1,215","10,626",865,"21,472","-1,425",,,,,,,,,,,
44240,TENNESSEE                ,FENTRESS,"-118,880","-94,125","-97,026","-74,697","-71,989",,,,,,,,,,,
44250,TENNESSEE                ,FRANKLIN,"-110,092","-68,327","-118,128","-81,701","-67,271",,,,,,,,,,,
44260,TENNESSEE                ,GIBSON,"-203,900","-157,307","-209,478","-181,347","-102,249",,,,,,,,,,,
44270,TENNESSEE                ,GILES,"-70,273","-48,515","-76,073","-85,071","-84,528",,,,,,,,,,,
44280,TENNESSEE                ,GRAINGER,"-80,615","-40,131","-15,327","-27,301","-4,284",,,,,,,,,,,
44290,TENNESSEE                ,GREENE,"-249,711","-225,036","-199,874","-114,292","-87,057",,,,,,,,,,,
44300,TENNESSEE                ,GRUNDY,"-30,029","-62,485","-33,678","-27,936","-21,285",,,,,,,,,,,
44310,TENNESSEE                ,HAMBLEN,"-191,653","-177,713","-129,622","-111,392","-88,331",,,,,,,,,,,
44320,TENNESSEE                ,HAMILTON,"248,561","522,673","147,163",-114,"132,724",,,,,,,,,,,
44330,TENNESSEE                ,HANCOCK,"-31,870","-25,514","-20,100","-6,578","1,461",,,,,,,,,,,
44340,TENNESSEE                ,HARDEMAN,"-95,126","-97,604","-60,638","-56,098","-40,815",,,,,,,,,,,
44350,TENNESSEE                ,HARDIN,"-85,041","-79,896","-129,034","-158,349","-129,266",,,,,,,,,,,
44360,TENNESSEE                ,HAWKINS,"-112,513","-86,627","-50,272","-40,994","-12,841",,,,,,,,,,,
44370,TENNESSEE                ,HAYWOOD,"-63,090","-112,869","-76,660","-94,224","-34,453",,,,,,,,,,,
44380,TENNESSEE                ,HENDERSON,"-121,625","-107,177","-139,022","-72,849","-68,743",,,,,,,,,,,
44390,TENNESSEE                ,HENRY,"-56,279","-45,752","-44,129","-35,344","-32,445",,,,,,,,,,,
44400,TENNESSEE                ,HICKMAN,"-21,181","-31,365","-45,877","-85,017","-29,472",,,,,,,,,,,
44410,TENNESSEE                ,HOUSTON,"-8,945","-6,953","-9,508","-15,916","-27,901",,,,,,,,,,,
44420,TENNESSEE                ,HUMPHREYS,"-20,422","-10,729","-19,403","-34,222","-47,429",,,,,,,,,,,
44430,TENNESSEE                ,JACKSON,"-19,478","-41,031","-46,298","-33,152","-39,869",,,,,,,,,,,
44440,TENNESSEE                ,JEFFERSON,"-111,619","-86,831","-37,600","-40,357","-46,193",,,,,,,,,,,
44450,TENNESSEE                ,JOHNSON,"-64,108","-46,686","-47,289","-16,296","-9,668",,,,,,,,,,,
44460,TENNESSEE                ,KNOX,"-235,760","-94,383","-14,030","275,333","192,141",,,,,,,,,,,
44470,TENNESSEE                ,LAKE,"-33,093","-35,283","-56,319","-18,392","-15,629",,,,,,,,,,,
44480,TENNESSEE                ,LAUDERDALE,"-52,408","30,687","24,256","-37,583","-30,224",,,,,,,,,,,
44490,TENNESSEE                ,LAWRENCE,"-114,100","-108,704","-148,278","-160,198","-139,812",,,,,,,,,,,
44500,TENNESSEE                ,LEWIS,"-18,231","-36,451","-35,732","-18,975","-18,670",,,,,,,,,,,
44510,TENNESSEE                ,LINCOLN,"-9,033","-24,807","-50,401","-34,631","-31,741",,,,,,,,,,,
44520,TENNESSEE                ,LOUDON,"-70,050","-58,777","-42,085","-32,558","-6,714",,,,,,,,,,,
44530,TENNESSEE                ,MCMINN,"-84,711","-57,474","-45,348","-21,738","-23,277",,,,,,,,,,,
44540,TENNESSEE                ,MCNAIRY,"-162,163","-137,278","-142,910","-183,976","-127,434",,,,,,,,,,,
44550,TENNESSEE                ,MACON,"-56,992","-80,858","-60,702","-39,904","-53,984",,,,,,,,,,,
44560,TENNESSEE                ,MADISON,"-252,649","-248,316","-332,489","-218,586","-236,944",,,,,,,,,,,
44570,TENNESSEE                ,MARION,"-36,089","18,820","-63,135","-80,940","-54,233",,,,,,,,,,,
44580,TENNESSEE                ,MARSHALL,"-54,252","-42,739","-73,384","-51,881","-38,000",,,,,,,,,,,
44590,TENNESSEE                ,MAURY,"-130,573","-161,653","-191,295","-182,666","-180,409",,,,,,,,,,,
44600,TENNESSEE                ,MEIGS,"-8,671","-19,000","-22,636","-11,213","-23,543",,,,,,,,,,,
44610,TENNESSEE                ,MONROE,"-80,493","-41,591","-50,276","-24,084",-99,,,,,,,,,,,
44620,TENNESSEE                ,MONTGOMERY,"-246,061","-263,001","-225,232","-119,292","-107,600",,,,,,,,,,,
44630,TENNESSEE                ,MOORE,"-5,891","-6,760","-4,276","-18,568",232,,,,,,,,,,,
44640,TENNESSEE                ,MORGAN,"-24,131","-20,636","-3,286","-5,137","-7,290",,,,,,,,,,,
44650,TENNESSEE                ,OBION,"-79,225","-88,305","-92,919","-71,022","-46,738",,,,,,,,,,,
44660,TENNESSEE                ,OVERTON,"-77,128","-76,499","-96,615","-93,967","-62,885",,,,,,,,,,,
44670,TENNESSEE                ,PERRY,"-20,818","-28,515","-31,422","-16,751","-5,776",,,,,,,,,,,
44680,TENNESSEE                ,PICKETT,"-19,212","-15,963","-37,863","-30,201","-17,457",,,,,,,,,,,
44690,TENNESSEE                ,POLK,"-10,487","-16,763","-19,138","-5,436","-9,093",,,,,,,,,,,
44700,TENNESSEE                ,PUTNAM,"-118,010","-191,496","-176,732","-250,895","-167,578",,,,,,,,,,,
44710,TENNESSEE                ,RHEA,"1,390","26,755","-17,552","-50,513","-34,215",,,,,,,,,,,
44720,TENNESSEE                ,ROANE,"-85,223","-67,031","-40,611","-34,134","3,319",,,,,,,,,,,
44730,TENNESSEE                ,ROBERTSON,"-46,739","-107,040","-89,168","-61,879","-22,660",,,,,,,,,,,
44740,TENNESSEE                ,RUTHERFORD,"20,248","-32,433","13,487","-50,157","-56,334",,,,,,,,,,,
44750,TENNESSEE                ,SCOTT,"-36,878","-22,868","-22,277","-24,113","-26,997",,,,,,,,,,,
44760,TENNESSEE                ,SEQUATCHIE,"4,336","24,679","20,307",-733,"-21,476",,,,,,,,,,,
44770,TENNESSEE                ,SEVIER,"-32,541","-14,177","-6,663","12,149","-21,170",,,,,,,,,,,
44780,TENNESSEE                ,SHELBY,"2,225,157","1,964,914","1,893,612","1,565,854","1,509,486",,,,,,,,,,,
44790,TENNESSEE                ,SMITH,"-30,174","-27,506","-37,423","-29,937","-18,632",,,,,,,,,,,
44800,TENNESSEE                ,STEWART,"-29,533","-31,848","-32,300","-16,257","-1,210",,,,,,,,,,,
44810,TENNESSEE                ,SULLIVAN,"-213,945","-160,290","-37,481","39,698","158,194",,,,,,,,,,,
44820,TENNESSEE                ,SUMNER,"-92,877","-183,054","-157,300","-181,956","-18,217",,,,,,,,,,,
44830,TENNESSEE                ,TIPTON,"-75,648","-33,114","-53,667","35,324","21,370",,,,,,,,,,,
44840,TENNESSEE                ,TROUSDALE,"-22,870","-31,551","-22,253","-4,603","-2,847",,,,,,,,,,,
44850,TENNESSEE                ,UNICOI,"-46,102","-24,133","-44,347","-44,734","11,677",,,,,,,,,,,
44860,TENNESSEE                ,UNION,"-24,761","-2,746","-5,515","-9,338","10,364",,,,,,,,,,,
44870,TENNESSEE                ,VAN BUREN,"-23,148","-16,967","-13,242","-25,126","-6,533",,,,,,,,,,,
44880,TENNESSEE                ,WARREN,"-103,183","-117,186","-103,682","-86,532","-69,580",,,,,,,,,,,
44890,TENNESSEE                ,WASHINGTON,"-147,173","-136,781","-101,574","-34,394","165,760",,,,,,,,,,,
44900,TENNESSEE                ,WAYNE,"-56,810","-41,125","-60,827","-36,808","-62,460",,,,,,,,,,,
44910,TENNESSEE                ,WEAKLEY,"-133,992","-107,810","-95,699","-70,004","-43,009",,,,,,,,,,,
44920,TENNESSEE                ,WHITE,"-85,965","-66,199","-78,261","-80,198","-58,426",,,,,,,,,,,
44930,TENNESSEE                ,WILLIAMSON,"-10,723","-7,804","-9,129","-41,649","2,485",,,,,,,,,,,
44940,TENNESSEE                ,WILSON,"-127,168","-131,140","-125,943","-47,467","-57,513",,,,,,,,,,,
45000,TEXAS                    ,ANDERSON,"-42,861","-3,014","-32,440","-62,088","-113,156",,,,,,,,,,,
45010,TEXAS                    ,ANDREWS,"-19,260","-20,828","-25,593","-24,465","-26,570",,,,,,,,,,,
45020,TEXAS                    ,ANGELINA,"-12,820","69,530","-49,400","-10,534","14,676",,,,,,,,,,,
45030,TEXAS                    ,ARANSAS,"-28,149","-36,542","-20,310","-2,375","-36,154",,,,,,,,,,,
45040,TEXAS                    ,ARCHER,"-18,011","-17,736","-18,703","-37,904","-21,394",,,,,,,,,,,
45050,TEXAS                    ,ARMSTRONG,-102,"2,363",-985,"-4,663","1,647",,,,,,,,,,,
45060,TEXAS                    ,ATASCOSA,"-46,380","-80,453","-61,245","-50,058","9,705",,,,,,,,,,,
45070,TEXAS                    ,AUSTIN,"6,105","25,196","19,941","-2,982","22,019",,,,,,,,,,,
45080,TEXAS                    ,BAILEY,-48,"-2,363",966,"1,423","2,841",,,,,,,,,,,
45090,TEXAS                    ,BANDERA,"-30,224","-12,962","-2,323","-18,252","-7,928",,,,,,,,,,,
45100,TEXAS                    ,BASTROP,"-5,419","14,338","-40,777","-110,339","-45,351",,,,,,,,,,,
45110,TEXAS                    ,BAYLOR,"-16,784","-16,517","-25,494","-25,491","-26,477",,,,,,,,,,,
45113,TEXAS                    ,BEE,"-22,891","-13,332","-28,630","-44,299","-22,365",,,,,,,,,,,
45120,TEXAS                    ,BELL,"282,089","-68,386","-68,313","-106,847","-193,795",,,,,,,,,,,
45130,TEXAS                    ,BEXAR,"669,380","20,202","128,784","581,133","927,981",,,,,,,,,,,
45140,TEXAS                    ,BLANCO,"1,342",-354,"-15,115","-12,610","1,308",,,,,,,,,,,
45150,TEXAS                    ,BORDEN,"-1,654","2,244","-4,652",309,0,,,,,,,,,,,
45160,TEXAS                    ,BOSQUE,"-11,335","-1,896","-40,989","-11,548","-5,896",,,,,,,,,,,
45170,TEXAS                    ,BOWIE,"6,430","-4,676","-48,981","-79,222","-170,187",,,,,,,,,,,
45180,TEXAS                    ,BRAZORIA,"306,764","250,271","394,683","540,993","330,458",,,,,,,,,,,
45190,TEXAS                    ,BRAZOS,"-86,110","-75,279","-155,525","-137,851","-173,334",,,,,,,,,,,
45200,TEXAS                    ,BREWSTER,"-16,426","-8,891","-8,064","-1,031",34,,,,,,,,,,,
45201,TEXAS                    ,BRISCOE,454,"2,065",103,849,"-1,525",,,,,,,,,,,
45210,TEXAS                    ,BROOKS,"-18,893","-4,708","8,245","14,549","12,209",,,,,,,,,,,
45220,TEXAS                    ,BROWN,"-73,586","-68,884","-71,149","-7,973","-40,327",,,,,,,,,,,
45221,TEXAS                    ,BURLESON,"-5,617","-27,023","-28,421","-8,859","-28,946",,,,,,,,,,,
45222,TEXAS                    ,BURNET,"40,992","79,562","20,650","-12,183","-37,232",,,,,,,,,,,
45223,TEXAS                    ,CALDWELL,"11,655","16,278","-10,673","-13,400","-7,954",,,,,,,,,,,
45224,TEXAS                    ,CALHOUN,"-16,427","-19,824","-22,504","-8,515","-20,960",,,,,,,,,,,
45230,TEXAS                    ,CALLAHAN,"-7,682","-5,285","-3,984","-2,534","-13,962",,,,,,,,,,,
45240,TEXAS                    ,CAMERON,"-1,343,055","-1,067,934","-1,267,323","-1,262,418","-925,691",,,,,,,,,,,
45250,TEXAS                    ,CAMP,"1,180","-5,549","-6,927","-14,142","-8,462",,,,,,,,,,,
45251,TEXAS                    ,CARSON,"-5,214","-1,918","-8,847","-1,730","3,986",,,,,,,,,,,
45260,TEXAS                    ,CASS,"-18,547","-10,592","-16,063","-64,894","-52,677",,,,,,,,,,,
45270,TEXAS                    ,CASTRO,"-18,582","-3,401","2,484","-10,017","-4,921",,,,,,,,,,,
45280,TEXAS                    ,CHAMBERS,"4,288","6,984","-2,047",148,"7,863",,,,,,,,,,,
45281,TEXAS                    ,CHEROKEE,"-40,043","45,428","10,090",952,"11,367",,,,,,,,,,,
45290,TEXAS                    ,CHILDRESS,"-21,648","-12,159","-9,487","-8,155",379,,,,,,,,,,,
45291,TEXAS                    ,CLAY,"-27,328","-26,790","-23,526","-28,068","-38,961",,,,,,,,,,,
45292,TEXAS                    ,COCHRAN,"-3,973","2,199","1,580","-2,978","-1,688",,,,,,,,,,,
45300,TEXAS                    ,COKE,"-33,108","-9,323","-10,095","-5,218","-4,390",,,,,,,,,,,
45301,TEXAS                    ,COLEMAN,"-13,600","-9,877","-13,840","2,176","-1,687",,,,,,,,,,,
45310,TEXAS                    ,COLLIN,"394,229","372,847","332,448","225,634","263,613",,,,,,,,,,,
45311,TEXAS                    ,COLLINGSWORTH,"-1,426","-13,660","-5,485","-5,764","-4,226",,,,,,,,,,,
45312,TEXAS                    ,COLORADO,"-5,775","14,510","-8,485","-22,440","-33,066",,,,,,,,,,,
45320,TEXAS                    ,COMAL,"-54,005","-117,511","-205,660","-184,158","-81,860",,,,,,,,,,,
45321,TEXAS                    ,COMANCHE,"11,172","3,337","-4,006","-6,761","-2,483",,,,,,,,,,,
45330,TEXAS                    ,CONCHO,"1,909","2,105",717,"15,393","-5,665",,,,,,,,,,,
45340,TEXAS                    ,COOKE,"-33,211","6,433","41,266","-2,896","-7,872",,,,,,,,,,,
45341,TEXAS                    ,CORYELL,"40,424","-10,261","-24,290","-13,881","-37,343",,,,,,,,,,,
45350,TEXAS                    ,COTTLE,"-3,953",429,"-1,928","-2,694","-8,199",,,,,,,,,,,
45360,TEXAS                    ,CRANE,"-1,149","-10,093","-3,897","-3,116",35,,,,,,,,,,,
45361,TEXAS                    ,CROCKETT,"-5,284","-3,912","-2,285","-12,239","-17,013",,,,,,,,,,,
45362,TEXAS                    ,CROSBY,793,"-4,601","-12,808","-4,457",-218,,,,,,,,,,,
45370,TEXAS                    ,CULBERSON,"-1,953","3,647","-3,689","-5,502","-8,417",,,,,,,,,,,
45380,TEXAS                    ,DALLAM,"-12,500","-1,553","-1,723","-7,003","-12,973",,,,,,,,,,,
45390,TEXAS                    ,DALLAS,"5,054,194","5,445,550","5,479,279","6,967,478","6,698,948",,,,,,,,,,,
45391,TEXAS                    ,DAWSON,"-6,991","-5,611","-9,356","-14,196",63,,,,,,,,,,,
45392,TEXAS                    ,DEAF SMITH,"22,430","22,606","3,222","17,549","6,530",,,,,,,,,,,
45400,TEXAS                    ,DELTA,"-10,290","-5,068","-1,102","-8,326","-3,786",,,,,,,,,,,
45410,TEXAS                    ,DENTON,"199,373","345,500","323,834","223,792","245,856",,,,,,,,,,,
45420,TEXAS                    ,DEWITT,"-66,561","-63,724","-49,715","-39,999","-73,249",,,,,,,,,,,
45421,TEXAS                    ,DICKENS,"-4,036","1,845","-3,546","-1,560","-1,813",,,,,,,,,,,
45430,TEXAS                    ,DIMMIT,"-5,518","-34,010","-2,390","-25,662","-6,092",,,,,,,,,,,
45431,TEXAS                    ,DONLEY,"-2,621","-1,617",-471,"-1,589","-1,305",,,,,,,,,,,
45440,TEXAS                    ,DUVAL,"-12,440","1,767","1,085","-1,057","-17,174",,,,,,,,,,,
45450,TEXAS                    ,EASTLAND,"-25,066","-14,012","-18,988","-18,891","-12,541",,,,,,,,,,,
45451,TEXAS                    ,ECTOR,"-292,815","-163,260","-168,133","-161,653","-178,608",,,,,,,,,,,
45460,TEXAS                    ,EDWARDS,873,543,"-4,645","1,245","-3,507",,,,,,,,,,,
45470,TEXAS                    ,ELLIS,"-84,968","33,385","-41,259","8,142","43,154",,,,,,,,,,,
45480,TEXAS                    ,EL PASO,"-107,873","29,188","6,682","221,383","439,336",,,,,,,,,,,
45490,TEXAS                    ,ERATH,"-7,336","-11,068","-2,003","-17,344","-11,245",,,,,,,,,,,
45500,TEXAS                    ,FALLS,"5,902","-25,248","-28,752","-25,255","-18,379",,,,,,,,,,,
45510,TEXAS                    ,FANNIN,"-1,481","18,200","-25,126","-37,770","-20,363",,,,,,,,,,,
45511,TEXAS                    ,FAYETTE,"-5,863","-9,381","-60,565","-33,128","-48,881",,,,,,,,,,,
45520,TEXAS                    ,FISHER,"-2,278","-8,110","-2,483","-1,671","-2,207",,,,,,,,,,,
45521,TEXAS                    ,FLOYD,"-3,104","1,910",92,"-3,081","-2,139",,,,,,,,,,,
45522,TEXAS                    ,FOARD,"-1,989","-4,102",-684,"-5,057","-6,298",,,,,,,,,,,
45530,TEXAS                    ,FORT BEND,"191,314","402,062","376,588","495,280","262,403",,,,,,,,,,,
45531,TEXAS                    ,FRANKLIN,"-1,602","-5,571","3,238",-495,"11,014",,,,,,,,,,,
45540,TEXAS                    ,FREESTONE,"-13,742","-12,510","-8,347","-19,477","-18,042",,,,,,,,,,,
45541,TEXAS                    ,FRIO,"-32,708",624,"-12,145","-18,163","-5,825",,,,,,,,,,,
45542,TEXAS                    ,GAINES,"-14,574",474,"-7,975","-8,723","-30,464",,,,,,,,,,,
45550,TEXAS                    ,GALVESTON,"560,010","870,186","253,214","539,193","308,508",,,,,,,,,,,
45551,TEXAS                    ,GARZA,"-8,485","1,134","-9,606","7,394","-10,187",,,,,,,,,,,
45552,TEXAS                    ,GILLESPIE,"3,899","-1,784","7,571","-23,305","3,631",,,,,,,,,,,
